universe,window,atr_mult,vol_lb,vol_mult,vol_label,ret_pct,sharpe,max_dd,trades,win_rate,pass
NoDOGE,W0,0.50,0,0.00,none,-32.94,-1.0036,32.94,16,25.0,false
NoDOGE,W0,0.50,20,1.00,SMA20_1.00,-17.77,-0.4194,29.63,12,33.3,false
NoDOGE,W0,0.50,20,1.25,SMA20_1.25,-33.97,-2.2583,33.97,9,22.2,false
NoDOGE,W0,0.50,10,1.00,SMA10_1.00,-6.17,-0.0183,29.63,11,36.4,false
NoDOGE,W0,0.75,0,0.00,none,-43.72,-2.6865,43.72,11,18.2,false
NoDOGE,W0,0.75,20,1.00,SMA20_1.00,-39.85,-2.4060,39.85,9,22.2,false
NoDOGE,W0,0.75,20,1.25,SMA20_1.25,-31.37,-2.0709,31.37,8,25.0,false
NoDOGE,W0,0.75,10,1.00,SMA10_1.00,-31.37,-2.0709,31.37,8,25.0,false
NoDOGE,W0,1.00,0,0.00,none,-26.77,-2.0715,26.77,7,28.6,false
NoDOGE,W0,1.00,20,1.00,SMA20_1.00,-26.77,-2.0715,26.77,7,28.6,false
NoDOGE,W0,1.00,20,1.25,SMA20_1.25,-26.77,-2.0715,26.77,7,28.6,false
NoDOGE,W0,1.00,10,1.00,SMA10_1.00,-26.77,-2.0715,26.77,7,28.6,false
NoDOGE,W0,1.50,0,0.00,none,-3.97,-0.6260,7.91,4,50.0,false
NoDOGE,W0,1.50,20,1.00,SMA20_1.00,-3.97,-0.6260,7.91,4,50.0,false
NoDOGE,W0,1.50,20,1.25,SMA20_1.25,-3.97,-0.6260,7.91,4,50.0,false
NoDOGE,W0,1.50,10,1.00,SMA10_1.00,-3.97,-0.6260,7.91,4,50.0,false
NoDOGE,W0,2.00,0,0.00,none,2.71,1.2107,0.00,1,100.0,false
NoDOGE,W0,2.00,20,1.00,SMA20_1.00,2.71,1.2107,0.00,1,100.0,false
NoDOGE,W0,2.00,20,1.25,SMA20_1.25,2.71,1.2107,0.00,1,100.0,false
NoDOGE,W0,2.00,10,1.00,SMA10_1.00,2.71,1.2107,0.00,1,100.0,false
NoDOGE,W0,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W0,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W0,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W0,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,0.00,0,0.00,none,5.02,0.4139,10.71,15,40.0,true
NoDOGE,W1,0.00,20,1.00,SMA20_1.00,5.26,0.4278,10.71,14,42.9,true
NoDOGE,W1,0.00,20,1.25,SMA20_1.25,15.39,1.0227,6.37,11,54.5,true
NoDOGE,W1,0.00,10,1.00,SMA10_1.00,5.26,0.4278,10.71,14,42.9,true
NoDOGE,W1,0.10,0,0.00,none,7.58,0.5640,8.53,14,42.9,true
NoDOGE,W1,0.10,20,1.00,SMA20_1.00,7.82,0.5781,8.53,13,46.2,true
NoDOGE,W1,0.10,20,1.25,SMA20_1.25,18.20,1.1845,6.37,10,60.0,true
NoDOGE,W1,0.10,10,1.00,SMA10_1.00,7.82,0.5781,8.53,13,46.2,true
NoDOGE,W1,0.20,0,0.00,none,-4.30,-0.2696,10.30,11,36.4,false
NoDOGE,W1,0.20,20,1.00,SMA20_1.00,-4.30,-0.2696,10.30,11,36.4,false
NoDOGE,W1,0.20,20,1.25,SMA20_1.25,4.91,0.4983,6.37,8,50.0,true
NoDOGE,W1,0.20,10,1.00,SMA10_1.00,-4.30,-0.2696,10.30,11,36.4,false
NoDOGE,W1,0.30,0,0.00,none,2.93,0.3419,10.30,8,37.5,true
NoDOGE,W1,0.30,20,1.00,SMA20_1.00,2.93,0.3419,10.30,8,37.5,true
NoDOGE,W1,0.30,20,1.25,SMA20_1.25,9.99,1.0144,4.14,6,50.0,true
NoDOGE,W1,0.30,10,1.00,SMA10_1.00,2.93,0.3419,10.30,8,37.5,true
NoDOGE,W1,0.50,0,0.00,none,6.97,0.7284,6.59,6,33.3,true
NoDOGE,W1,0.50,20,1.00,SMA20_1.00,6.97,0.7284,6.59,6,33.3,true
NoDOGE,W1,0.50,20,1.25,SMA20_1.25,9.77,0.9993,4.14,5,40.0,true
NoDOGE,W1,0.50,10,1.00,SMA10_1.00,6.97,0.7284,6.59,6,33.3,true
NoDOGE,W1,0.75,0,0.00,none,6.97,0.7284,6.59,6,33.3,true
NoDOGE,W1,0.75,20,1.00,SMA20_1.00,6.97,0.7284,6.59,6,33.3,true
NoDOGE,W1,0.75,20,1.25,SMA20_1.25,9.77,0.9993,4.14,5,40.0,true
NoDOGE,W1,0.75,10,1.00,SMA10_1.00,6.97,0.7284,6.59,6,33.3,true
NoDOGE,W1,1.00,0,0.00,none,3.74,0.4450,6.59,4,25.0,true
NoDOGE,W1,1.00,20,1.00,SMA20_1.00,3.74,0.4450,6.59,4,25.0,true
NoDOGE,W1,1.00,20,1.25,SMA20_1.25,6.45,0.7256,4.14,3,33.3,true
NoDOGE,W1,1.00,10,1.00,SMA10_1.00,3.74,0.4450,6.59,4,25.0,true
NoDOGE,W1,1.50,0,0.00,none,-2.25,-1.2107,2.25,1,0.0,false
NoDOGE,W1,1.50,20,1.00,SMA20_1.00,-2.25,-1.2107,2.25,1,0.0,false
NoDOGE,W1,1.50,20,1.25,SMA20_1.25,-2.25,-1.2107,2.25,1,0.0,false
NoDOGE,W1,1.50,10,1.00,SMA10_1.00,-2.25,-1.2107,2.25,1,0.0,false
NoDOGE,W1,2.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,2.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,2.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,2.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W1,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W2,0.00,0,0.00,none,-13.59,-0.2064,39.94,28,46.4,false
NoDOGE,W2,0.00,20,1.00,SMA20_1.00,-24.80,-1.2223,27.83,18,38.9,false
NoDOGE,W2,0.00,20,1.25,SMA20_1.25,-26.45,-1.5837,29.41,11,36.4,false
NoDOGE,W2,0.00,10,1.00,SMA10_1.00,-21.29,-0.8822,30.42,18,44.4,false
NoDOGE,W2,0.10,0,0.00,none,-34.25,-1.3772,40.32,23,39.1,false
NoDOGE,W2,0.10,20,1.00,SMA20_1.00,-24.80,-1.2223,27.83,18,38.9,false
NoDOGE,W2,0.10,20,1.25,SMA20_1.25,-26.45,-1.5837,29.41,11,36.4,false
NoDOGE,W2,0.10,10,1.00,SMA10_1.00,-21.47,-0.8961,30.42,17,41.2,false
NoDOGE,W2,0.20,0,0.00,none,-38.74,-1.7586,38.74,20,40.0,false
NoDOGE,W2,0.20,20,1.00,SMA20_1.00,-22.81,-1.0995,25.92,16,43.8,false
NoDOGE,W2,0.20,20,1.25,SMA20_1.25,-26.45,-1.5837,29.41,11,36.4,false
NoDOGE,W2,0.20,10,1.00,SMA10_1.00,-27.91,-1.3984,29.63,15,40.0,false
NoDOGE,W2,0.30,0,0.00,none,-38.74,-1.7586,38.74,20,40.0,false
NoDOGE,W2,0.30,20,1.00,SMA20_1.00,-22.81,-1.0995,25.92,16,43.8,false
NoDOGE,W2,0.30,20,1.25,SMA20_1.25,-26.45,-1.5837,29.41,11,36.4,false
NoDOGE,W2,0.30,10,1.00,SMA10_1.00,-27.91,-1.3984,29.63,15,40.0,false
NoDOGE,W2,0.50,0,0.00,none,-38.54,-2.3393,40.01,14,35.7,false
NoDOGE,W2,0.50,20,1.00,SMA20_1.00,-27.86,-2.1526,29.58,11,36.4,false
NoDOGE,W2,0.50,20,1.25,SMA20_1.25,-31.37,-2.5084,31.37,9,33.3,false
NoDOGE,W2,0.50,10,1.00,SMA10_1.00,-30.05,-1.9683,31.72,11,36.4,false
NoDOGE,W2,0.75,0,0.00,none,-33.44,-2.2700,33.44,8,25.0,false
NoDOGE,W2,0.75,20,1.00,SMA20_1.00,-28.35,-2.2816,28.35,7,28.6,false
NoDOGE,W2,0.75,20,1.25,SMA20_1.25,-28.35,-2.2816,28.35,7,28.6,false
NoDOGE,W2,0.75,10,1.00,SMA10_1.00,-33.44,-2.2700,33.44,8,25.0,false
NoDOGE,W2,1.00,0,0.00,none,-25.46,-2.0556,25.46,6,33.3,false
NoDOGE,W2,1.00,20,1.00,SMA20_1.00,-25.46,-2.0556,25.46,6,33.3,false
NoDOGE,W2,1.00,20,1.25,SMA20_1.25,-25.46,-2.0556,25.46,6,33.3,false
NoDOGE,W2,1.00,10,1.00,SMA10_1.00,-25.46,-2.0556,25.46,6,33.3,false
NoDOGE,W2,1.50,0,0.00,none,-13.39,-1.2912,15.78,4,50.0,false
NoDOGE,W2,1.50,20,1.00,SMA20_1.00,-13.39,-1.2912,15.78,4,50.0,false
NoDOGE,W2,1.50,20,1.25,SMA20_1.25,-13.39,-1.2912,15.78,4,50.0,false
NoDOGE,W2,1.50,10,1.00,SMA10_1.00,-13.39,-1.2912,15.78,4,50.0,false
NoDOGE,W2,2.00,0,0.00,none,-14.09,-1.3713,16.45,3,33.3,false
NoDOGE,W2,2.00,20,1.00,SMA20_1.00,-14.09,-1.3713,16.45,3,33.3,false
NoDOGE,W2,2.00,20,1.25,SMA20_1.25,-14.09,-1.3713,16.45,3,33.3,false
NoDOGE,W2,2.00,10,1.00,SMA10_1.00,-14.09,-1.3713,16.45,3,33.3,false
NoDOGE,W2,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W2,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W2,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W2,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W3,0.00,0,0.00,none,562.61,3.1606,23.04,46,63.0,true
NoDOGE,W3,0.00,20,1.00,SMA20_1.00,162.40,2.1017,23.56,26,53.8,true
NoDOGE,W3,0.00,20,1.25,SMA20_1.25,89.07,1.6437,21.74,16,56.2,true
NoDOGE,W3,0.00,10,1.00,SMA10_1.00,67.41,1.3611,24.87,21,52.4,true
NoDOGE,W3,0.10,0,0.00,none,223.83,2.3157,23.04,38,57.9,true
NoDOGE,W3,0.10,20,1.00,SMA20_1.00,59.04,1.2678,23.56,21,47.6,true
NoDOGE,W3,0.10,20,1.25,SMA20_1.25,92.68,1.6961,21.74,14,57.1,true
NoDOGE,W3,0.10,10,1.00,SMA10_1.00,54.98,1.2189,24.87,18,50.0,true
NoDOGE,W3,0.20,0,0.00,none,227.45,2.3399,19.46,28,64.3,true
NoDOGE,W3,0.20,20,1.00,SMA20_1.00,70.48,1.4236,20.00,17,52.9,true
NoDOGE,W3,0.20,20,1.25,SMA20_1.25,101.64,1.7972,18.10,12,66.7,true
NoDOGE,W3,0.20,10,1.00,SMA10_1.00,62.19,1.3149,21.38,16,56.2,true
NoDOGE,W3,0.30,0,0.00,none,192.90,2.1715,19.46,27,63.0,true
NoDOGE,W3,0.30,20,1.00,SMA20_1.00,70.48,1.4236,20.00,17,52.9,true
NoDOGE,W3,0.30,20,1.25,SMA20_1.25,101.64,1.7972,18.10,12,66.7,true
NoDOGE,W3,0.30,10,1.00,SMA10_1.00,62.19,1.3149,21.38,16,56.2,true
NoDOGE,W3,0.50,0,0.00,none,85.97,1.7634,12.52,15,60.0,true
NoDOGE,W3,0.50,20,1.00,SMA20_1.00,85.52,1.8970,12.52,11,63.6,true
NoDOGE,W3,0.50,20,1.25,SMA20_1.25,83.56,1.8695,12.52,9,66.7,true
NoDOGE,W3,0.50,10,1.00,SMA10_1.00,64.59,1.5403,12.52,11,63.6,true
NoDOGE,W3,0.75,0,0.00,none,12.21,0.6034,12.52,10,50.0,true
NoDOGE,W3,0.75,20,1.00,SMA20_1.00,37.78,1.4392,12.52,8,62.5,true
NoDOGE,W3,0.75,20,1.25,SMA20_1.25,37.78,1.4392,12.52,8,62.5,true
NoDOGE,W3,0.75,10,1.00,SMA10_1.00,21.28,0.8953,12.52,9,55.6,true
NoDOGE,W3,1.00,0,0.00,none,11.76,0.6012,12.73,8,50.0,true
NoDOGE,W3,1.00,20,1.00,SMA20_1.00,26.96,1.1452,12.52,7,57.1,true
NoDOGE,W3,1.00,20,1.25,SMA20_1.25,26.96,1.1452,12.52,7,57.1,true
NoDOGE,W3,1.00,10,1.00,SMA10_1.00,11.76,0.6012,12.73,8,50.0,true
NoDOGE,W3,1.50,0,0.00,none,11.65,1.1106,4.69,3,66.7,true
NoDOGE,W3,1.50,20,1.00,SMA20_1.00,11.65,1.1106,4.69,3,66.7,true
NoDOGE,W3,1.50,20,1.25,SMA20_1.25,11.65,1.1106,4.69,3,66.7,true
NoDOGE,W3,1.50,10,1.00,SMA10_1.00,11.65,1.1106,4.69,3,66.7,true
NoDOGE,W3,2.00,0,0.00,none,5.02,0.5925,4.69,2,50.0,false
NoDOGE,W3,2.00,20,1.00,SMA20_1.00,5.02,0.5925,4.69,2,50.0,false
NoDOGE,W3,2.00,20,1.25,SMA20_1.25,5.02,0.5925,4.69,2,50.0,false
NoDOGE,W3,2.00,10,1.00,SMA10_1.00,5.02,0.5925,4.69,2,50.0,false
NoDOGE,W3,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W3,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W3,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W3,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,0.00,0,0.00,none,-1.21,0.2017,34.18,36,44.4,true
NoDOGE,W4,0.00,20,1.00,SMA20_1.00,17.98,0.7994,17.05,22,45.5,true
NoDOGE,W4,0.00,20,1.25,SMA20_1.25,13.12,0.8733,7.35,8,50.0,true
NoDOGE,W4,0.00,10,1.00,SMA10_1.00,-9.23,-0.2930,17.05,19,36.8,false
NoDOGE,W4,0.10,0,0.00,none,-7.87,-0.0941,30.08,26,42.3,false
NoDOGE,W4,0.10,20,1.00,SMA20_1.00,14.42,0.7440,13.48,19,47.4,true
NoDOGE,W4,0.10,20,1.25,SMA20_1.25,13.12,0.8733,7.35,8,50.0,true
NoDOGE,W4,0.10,10,1.00,SMA10_1.00,1.70,0.2283,13.48,17,41.2,true
NoDOGE,W4,0.20,0,0.00,none,-7.87,-0.0941,30.08,26,42.3,false
NoDOGE,W4,0.20,20,1.00,SMA20_1.00,14.42,0.7440,13.48,19,47.4,true
NoDOGE,W4,0.20,20,1.25,SMA20_1.25,13.12,0.8733,7.35,8,50.0,true
NoDOGE,W4,0.20,10,1.00,SMA10_1.00,1.70,0.2283,13.48,17,41.2,true
NoDOGE,W4,0.30,0,0.00,none,-8.59,-0.1485,30.08,22,40.9,false
NoDOGE,W4,0.30,20,1.00,SMA20_1.00,13.52,0.7369,11.88,15,46.7,true
NoDOGE,W4,0.30,20,1.25,SMA20_1.25,7.55,0.5727,7.35,7,42.9,true
NoDOGE,W4,0.30,10,1.00,SMA10_1.00,0.91,0.1805,11.88,13,38.5,true
NoDOGE,W4,0.50,0,0.00,none,-13.20,-0.4143,30.08,19,42.1,false
NoDOGE,W4,0.50,20,1.00,SMA20_1.00,7.80,0.5328,11.88,12,50.0,true
NoDOGE,W4,0.50,20,1.25,SMA20_1.25,14.78,1.0163,7.35,5,60.0,true
NoDOGE,W4,0.50,10,1.00,SMA10_1.00,7.70,0.5279,11.88,11,45.5,true
NoDOGE,W4,0.75,0,0.00,none,5.21,0.4132,16.25,7,57.1,true
NoDOGE,W4,0.75,20,1.00,SMA20_1.00,15.86,1.0721,6.48,5,60.0,true
NoDOGE,W4,0.75,20,1.25,SMA20_1.25,16.63,1.1258,5.86,4,75.0,true
NoDOGE,W4,0.75,10,1.00,SMA10_1.00,15.86,1.0721,6.48,5,60.0,true
NoDOGE,W4,1.00,0,0.00,none,16.63,1.1258,5.86,4,75.0,true
NoDOGE,W4,1.00,20,1.00,SMA20_1.00,16.63,1.1258,5.86,4,75.0,true
NoDOGE,W4,1.00,20,1.25,SMA20_1.25,16.63,1.1258,5.86,4,75.0,true
NoDOGE,W4,1.00,10,1.00,SMA10_1.00,16.63,1.1258,5.86,4,75.0,true
NoDOGE,W4,1.50,0,0.00,none,-5.86,-1.2107,5.86,1,0.0,false
NoDOGE,W4,1.50,20,1.00,SMA20_1.00,-5.86,-1.2107,5.86,1,0.0,false
NoDOGE,W4,1.50,20,1.25,SMA20_1.25,-5.86,-1.2107,5.86,1,0.0,false
NoDOGE,W4,1.50,10,1.00,SMA10_1.00,-5.86,-1.2107,5.86,1,0.0,false
NoDOGE,W4,2.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,2.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,2.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,2.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W4,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W5,0.00,0,0.00,none,-52.71,-2.7580,61.53,31,22.6,false
NoDOGE,W5,0.00,20,1.00,SMA20_1.00,-47.62,-2.8104,51.70,19,15.8,false
NoDOGE,W5,0.00,20,1.25,SMA20_1.25,-32.92,-2.2431,37.25,9,22.2,false
NoDOGE,W5,0.00,10,1.00,SMA10_1.00,-48.95,-3.0163,52.93,20,15.0,false
NoDOGE,W5,0.10,0,0.00,none,-49.71,-2.6035,59.09,28,25.0,false
NoDOGE,W5,0.10,20,1.00,SMA20_1.00,-45.37,-2.7353,49.63,17,17.6,false
NoDOGE,W5,0.10,20,1.25,SMA20_1.25,-32.92,-2.2431,37.25,9,22.2,false
NoDOGE,W5,0.10,10,1.00,SMA10_1.00,-48.70,-2.9915,52.70,19,15.8,false
NoDOGE,W5,0.20,0,0.00,none,-46.37,-2.5489,54.79,25,24.0,false
NoDOGE,W5,0.20,20,1.00,SMA20_1.00,-45.37,-2.7353,49.63,17,17.6,false
NoDOGE,W5,0.20,20,1.25,SMA20_1.25,-32.92,-2.2431,37.25,9,22.2,false
NoDOGE,W5,0.20,10,1.00,SMA10_1.00,-48.70,-2.9915,52.70,19,15.8,false
NoDOGE,W5,0.30,0,0.00,none,-43.57,-2.4224,50.46,20,20.0,false
NoDOGE,W5,0.30,20,1.00,SMA20_1.00,-42.27,-2.5158,46.77,15,20.0,false
NoDOGE,W5,0.30,20,1.25,SMA20_1.25,-32.92,-2.2431,37.25,9,22.2,false
NoDOGE,W5,0.30,10,1.00,SMA10_1.00,-43.62,-2.6205,48.02,16,18.8,false
NoDOGE,W5,0.50,0,0.00,none,-39.70,-2.7532,41.71,14,14.3,false
NoDOGE,W5,0.50,20,1.00,SMA20_1.00,-33.45,-2.2809,37.37,10,20.0,false
NoDOGE,W5,0.50,20,1.25,SMA20_1.25,-26.48,-1.9022,31.23,8,25.0,false
NoDOGE,W5,0.50,10,1.00,SMA10_1.00,-35.01,-2.4061,38.83,11,18.2,false
NoDOGE,W5,0.75,0,0.00,none,-26.95,-2.8484,26.95,9,0.0,false
NoDOGE,W5,0.75,20,1.00,SMA20_1.00,-23.17,-2.4681,23.17,6,0.0,false
NoDOGE,W5,0.75,20,1.25,SMA20_1.25,-22.69,-2.4109,22.69,5,0.0,false
NoDOGE,W5,0.75,10,1.00,SMA10_1.00,-24.97,-2.6528,24.97,7,0.0,false
NoDOGE,W5,1.00,0,0.00,none,-20.25,-2.3703,20.25,7,0.0,false
NoDOGE,W5,1.00,20,1.00,SMA20_1.00,-18.09,-2.1421,18.09,5,0.0,false
NoDOGE,W5,1.00,20,1.25,SMA20_1.25,-17.59,-2.0767,17.59,4,0.0,false
NoDOGE,W5,1.00,10,1.00,SMA10_1.00,-18.09,-2.1421,18.09,5,0.0,false
NoDOGE,W5,1.50,0,0.00,none,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,1.50,20,1.00,SMA20_1.00,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,1.50,20,1.25,SMA20_1.25,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,1.50,10,1.00,SMA10_1.00,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,2.00,0,0.00,none,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,2.00,20,1.00,SMA20_1.00,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,2.00,20,1.25,SMA20_1.25,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,2.00,10,1.00,SMA10_1.00,-7.50,-1.2107,7.50,1,0.0,false
NoDOGE,W5,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W5,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W5,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W5,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W6,0.00,0,0.00,none,-66.14,-3.9665,67.57,47,25.5,false
NoDOGE,W6,0.00,20,1.00,SMA20_1.00,-38.17,-2.0516,43.12,24,29.2,false
NoDOGE,W6,0.00,20,1.25,SMA20_1.25,-27.17,-1.5602,34.73,17,29.4,false
NoDOGE,W6,0.00,10,1.00,SMA10_1.00,-31.36,-1.8407,36.36,22,31.8,false
NoDOGE,W6,0.10,0,0.00,none,-54.58,-3.1937,56.83,35,28.6,false
NoDOGE,W6,0.10,20,1.00,SMA20_1.00,-36.42,-2.1167,39.58,21,28.6,false
NoDOGE,W6,0.10,20,1.25,SMA20_1.25,-29.83,-1.8997,34.73,16,25.0,false
NoDOGE,W6,0.10,10,1.00,SMA10_1.00,-29.42,-1.9257,32.40,19,31.6,false
NoDOGE,W6,0.20,0,0.00,none,-48.00,-2.8297,50.19,27,25.9,false
NoDOGE,W6,0.20,20,1.00,SMA20_1.00,-35.58,-2.0598,38.30,19,26.3,false
NoDOGE,W6,0.20,20,1.25,SMA20_1.25,-28.35,-1.7888,33.36,15,26.7,false
NoDOGE,W6,0.20,10,1.00,SMA10_1.00,-29.42,-1.9257,32.40,19,31.6,false
NoDOGE,W6,0.30,0,0.00,none,-38.34,-2.7722,40.95,20,25.0,false
NoDOGE,W6,0.30,20,1.00,SMA20_1.00,-28.51,-2.1350,31.53,13,23.1,false
NoDOGE,W6,0.30,20,1.25,SMA20_1.25,-25.61,-1.9166,28.75,12,25.0,false
NoDOGE,W6,0.30,10,1.00,SMA10_1.00,-25.52,-1.9987,28.67,14,28.6,false
NoDOGE,W6,0.50,0,0.00,none,-39.72,-2.9218,41.44,18,16.7,false
NoDOGE,W6,0.50,20,1.00,SMA20_1.00,-29.52,-2.2393,31.53,12,16.7,false
NoDOGE,W6,0.50,20,1.25,SMA20_1.25,-26.66,-2.0225,28.75,11,18.2,false
NoDOGE,W6,0.50,10,1.00,SMA10_1.00,-26.58,-2.1098,28.67,13,23.1,false
NoDOGE,W6,0.75,0,0.00,none,-24.72,-1.8836,26.86,12,25.0,false
NoDOGE,W6,0.75,20,1.00,SMA20_1.00,-18.17,-1.4731,20.50,9,22.2,false
NoDOGE,W6,0.75,20,1.25,SMA20_1.25,-14.85,-1.2060,17.28,8,25.0,false
NoDOGE,W6,0.75,10,1.00,SMA10_1.00,-12.54,-1.0702,15.04,8,37.5,false
NoDOGE,W6,1.00,0,0.00,none,-10.21,-0.9309,16.27,7,28.6,false
NoDOGE,W6,1.00,20,1.00,SMA20_1.00,-5.13,-0.5305,11.53,5,20.0,false
NoDOGE,W6,1.00,20,1.25,SMA20_1.25,-5.13,-0.5305,11.53,5,20.0,false
NoDOGE,W6,1.00,10,1.00,SMA10_1.00,1.39,0.2464,5.45,4,50.0,true
NoDOGE,W6,1.50,0,0.00,none,-9.78,-1.5489,9.78,3,0.0,false
NoDOGE,W6,1.50,20,1.00,SMA20_1.00,-4.14,-1.6628,4.14,2,0.0,false
NoDOGE,W6,1.50,20,1.25,SMA20_1.25,-4.14,-1.6628,4.14,2,0.0,false
NoDOGE,W6,1.50,10,1.00,SMA10_1.00,-2.62,-1.2107,2.62,1,0.0,false
NoDOGE,W6,2.00,0,0.00,none,-4.14,-1.6628,4.14,2,0.0,false
NoDOGE,W6,2.00,20,1.00,SMA20_1.00,-4.14,-1.6628,4.14,2,0.0,false
NoDOGE,W6,2.00,20,1.25,SMA20_1.25,-4.14,-1.6628,4.14,2,0.0,false
NoDOGE,W6,2.00,10,1.00,SMA10_1.00,-2.62,-1.2107,2.62,1,0.0,false
NoDOGE,W6,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W6,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W6,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
NoDOGE,W6,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W0,0.00,0,0.00,none,-6.52,0.0582,43.82,31,41.9,true
Legacy4,W0,0.00,20,1.00,SMA20_1.00,37.36,1.2689,21.34,18,50.0,true
Legacy4,W0,0.00,20,1.25,SMA20_1.25,25.37,1.0237,20.71,14,50.0,true
Legacy4,W0,0.00,10,1.00,SMA10_1.00,35.02,1.2132,20.71,15,46.7,true
Legacy4,W0,0.10,0,0.00,none,0.74,0.2220,29.16,20,40.0,true
Legacy4,W0,0.10,20,1.00,SMA20_1.00,12.06,0.6283,20.13,13,46.2,true
Legacy4,W0,0.10,20,1.25,SMA20_1.25,1.46,0.2193,20.13,10,40.0,true
Legacy4,W0,0.10,10,1.00,SMA10_1.00,11.75,0.6175,20.13,12,41.7,true
Legacy4,W0,0.20,0,0.00,none,-9.34,-0.1773,30.95,18,33.3,false
Legacy4,W0,0.20,20,1.00,SMA20_1.00,12.06,0.6283,20.13,13,46.2,true
Legacy4,W0,0.20,20,1.25,SMA20_1.25,1.46,0.2193,20.13,10,40.0,true
Legacy4,W0,0.20,10,1.00,SMA10_1.00,11.75,0.6175,20.13,12,41.7,true
Legacy4,W0,0.30,0,0.00,none,-13.67,-0.6039,21.18,14,28.6,false
Legacy4,W0,0.30,20,1.00,SMA20_1.00,-3.56,-0.0507,17.62,10,40.0,false
Legacy4,W0,0.30,20,1.25,SMA20_1.25,-12.45,-0.8277,17.85,8,37.5,false
Legacy4,W0,0.30,10,1.00,SMA10_1.00,-3.56,-0.0507,17.62,10,40.0,false
Legacy4,W0,0.50,0,0.00,none,-13.07,-0.6256,17.33,11,27.3,false
Legacy4,W0,0.50,20,1.00,SMA20_1.00,-5.30,-0.1731,17.33,8,37.5,false
Legacy4,W0,0.50,20,1.25,SMA20_1.25,-14.03,-1.1044,17.33,6,33.3,false
