universe,window,atr_mult,vol_lb,vol_mult,vol_label,ret_pct,sharpe,max_dd,trades,win_rate,pass
Legacy4,W0,0.50,10,1.00,SMA10_1.00,-5.30,-0.1731,17.33,8,37.5,false
Legacy4,W0,0.75,0,0.00,none,-19.81,-1.5653,19.81,8,25.0,false
Legacy4,W0,0.75,20,1.00,SMA20_1.00,-14.30,-1.1229,14.30,6,33.3,false
Legacy4,W0,0.75,20,1.25,SMA20_1.25,-10.64,-0.8278,14.07,5,40.0,false
Legacy4,W0,0.75,10,1.00,SMA10_1.00,-14.30,-1.1229,14.30,6,33.3,false
Legacy4,W0,1.00,0,0.00,none,-4.65,-0.5568,8.31,4,50.0,false
Legacy4,W0,1.00,20,1.00,SMA20_1.00,-4.65,-0.5568,8.31,4,50.0,false
Legacy4,W0,1.00,20,1.25,SMA20_1.25,-4.65,-0.5568,8.31,4,50.0,false
Legacy4,W0,1.00,10,1.00,SMA10_1.00,-4.65,-0.5568,8.31,4,50.0,false
Legacy4,W0,1.50,0,0.00,none,4.28,1.2107,0.00,2,100.0,false
Legacy4,W0,1.50,20,1.00,SMA20_1.00,4.28,1.2107,0.00,2,100.0,false
Legacy4,W0,1.50,20,1.25,SMA20_1.25,4.28,1.2107,0.00,2,100.0,false
Legacy4,W0,1.50,10,1.00,SMA10_1.00,4.28,1.2107,0.00,2,100.0,false
Legacy4,W0,2.00,0,0.00,none,2.71,1.2107,0.00,1,100.0,false
Legacy4,W0,2.00,20,1.00,SMA20_1.00,2.71,1.2107,0.00,1,100.0,false
Legacy4,W0,2.00,20,1.25,SMA20_1.25,2.71,1.2107,0.00,1,100.0,false
Legacy4,W0,2.00,10,1.00,SMA10_1.00,2.71,1.2107,0.00,1,100.0,false
Legacy4,W0,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W0,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W0,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W0,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,0.00,0,0.00,none,22.16,0.9707,24.61,32,46.9,true
Legacy4,W1,0.00,20,1.00,SMA20_1.00,10.35,0.5812,29.46,25,44.0,true
Legacy4,W1,0.00,20,1.25,SMA20_1.25,33.38,1.4981,15.25,15,60.0,true
Legacy4,W1,0.00,10,1.00,SMA10_1.00,12.22,0.6719,21.83,20,45.0,true
Legacy4,W1,0.10,0,0.00,none,22.47,1.0618,21.60,27,51.9,true
Legacy4,W1,0.10,20,1.00,SMA20_1.00,4.66,0.3647,26.63,22,45.5,true
Legacy4,W1,0.10,20,1.25,SMA20_1.25,21.63,1.1788,15.25,13,61.5,true
Legacy4,W1,0.10,10,1.00,SMA10_1.00,2.33,0.2557,21.83,18,44.4,true
Legacy4,W1,0.20,0,0.00,none,2.46,0.2644,24.48,21,42.9,true
Legacy4,W1,0.20,20,1.00,SMA20_1.00,-8.94,-0.3811,32.89,19,36.8,false
Legacy4,W1,0.20,20,1.25,SMA20_1.25,5.82,0.4765,17.16,10,50.0,true
Legacy4,W1,0.20,10,1.00,SMA10_1.00,-10.96,-0.5758,28.50,15,33.3,false
Legacy4,W1,0.30,0,0.00,none,9.35,0.6509,16.94,15,40.0,true
Legacy4,W1,0.30,20,1.00,SMA20_1.00,2.24,0.2514,22.34,14,35.7,true
Legacy4,W1,0.30,20,1.25,SMA20_1.25,20.21,1.5179,4.14,7,57.1,true
Legacy4,W1,0.30,10,1.00,SMA10_1.00,3.75,0.3574,17.26,11,36.4,true
Legacy4,W1,0.50,0,0.00,none,8.25,0.6116,13.50,11,36.4,true
Legacy4,W1,0.50,20,1.00,SMA20_1.00,1.21,0.1849,19.13,10,30.0,true
Legacy4,W1,0.50,20,1.25,SMA20_1.25,19.96,1.5068,4.14,6,50.0,true
Legacy4,W1,0.50,10,1.00,SMA10_1.00,7.83,0.6403,13.84,9,33.3,true
Legacy4,W1,0.75,0,0.00,none,-6.30,-0.4004,19.13,9,22.2,false
Legacy4,W1,0.75,20,1.00,SMA20_1.00,-6.30,-0.4004,19.13,9,22.2,false
Legacy4,W1,0.75,20,1.25,SMA20_1.25,11.07,1.0279,4.14,5,40.0,true
Legacy4,W1,0.75,10,1.00,SMA10_1.00,-0.17,0.0706,13.84,8,25.0,true
Legacy4,W1,1.00,0,0.00,none,4.96,0.5244,6.59,4,25.0,true
Legacy4,W1,1.00,20,1.00,SMA20_1.00,4.96,0.5244,6.59,4,25.0,true
Legacy4,W1,1.00,20,1.25,SMA20_1.25,7.71,0.7778,4.14,3,33.3,true
Legacy4,W1,1.00,10,1.00,SMA10_1.00,4.96,0.5244,6.59,4,25.0,true
Legacy4,W1,1.50,0,0.00,none,9.83,0.9735,2.25,2,50.0,false
Legacy4,W1,1.50,20,1.00,SMA20_1.00,9.83,0.9735,2.25,2,50.0,false
Legacy4,W1,1.50,20,1.25,SMA20_1.25,9.83,0.9735,2.25,2,50.0,false
Legacy4,W1,1.50,10,1.00,SMA10_1.00,9.83,0.9735,2.25,2,50.0,false
Legacy4,W1,2.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,2.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,2.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,2.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W1,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W2,0.00,0,0.00,none,-1.65,0.1612,37.67,30,40.0,true
Legacy4,W2,0.00,20,1.00,SMA20_1.00,-20.26,-1.0876,30.22,20,30.0,false
Legacy4,W2,0.00,20,1.25,SMA20_1.25,-24.77,-1.6210,27.80,12,25.0,false
Legacy4,W2,0.00,10,1.00,SMA10_1.00,-21.80,-0.9515,30.87,20,35.0,false
Legacy4,W2,0.10,0,0.00,none,-19.80,-0.7790,33.63,23,34.8,false
Legacy4,W2,0.10,20,1.00,SMA20_1.00,-14.54,-0.7391,25.22,18,33.3,false
Legacy4,W2,0.10,20,1.25,SMA20_1.25,-19.37,-1.2448,22.62,10,30.0,false
Legacy4,W2,0.10,10,1.00,SMA10_1.00,-16.38,-0.6687,25.92,17,35.3,false
Legacy4,W2,0.20,0,0.00,none,-16.80,-0.7400,24.14,17,41.2,false
Legacy4,W2,0.20,20,1.00,SMA20_1.00,-6.34,-0.2582,18.04,14,42.9,false
Legacy4,W2,0.20,20,1.25,SMA20_1.25,-19.37,-1.2448,22.62,10,30.0,false
Legacy4,W2,0.20,10,1.00,SMA10_1.00,-20.98,-1.0758,22.86,14,35.7,false
Legacy4,W2,0.30,0,0.00,none,-16.80,-0.7400,24.14,17,41.2,false
Legacy4,W2,0.30,20,1.00,SMA20_1.00,-6.34,-0.2582,18.04,14,42.9,false
Legacy4,W2,0.30,20,1.25,SMA20_1.25,-19.37,-1.2448,22.62,10,30.0,false
Legacy4,W2,0.30,10,1.00,SMA10_1.00,-20.98,-1.0758,22.86,14,35.7,false
Legacy4,W2,0.50,0,0.00,none,-24.04,-1.6698,25.85,11,36.4,false
Legacy4,W2,0.50,20,1.00,SMA20_1.00,-20.35,-1.8451,22.25,9,33.3,false
Legacy4,W2,0.50,20,1.25,SMA20_1.25,-24.22,-2.2810,24.22,7,28.6,false
Legacy4,W2,0.50,10,1.00,SMA10_1.00,-22.76,-1.6278,24.60,9,33.3,false
Legacy4,W2,0.75,0,0.00,none,-26.50,-1.9730,26.50,6,16.7,false
Legacy4,W2,0.75,20,1.00,SMA20_1.00,-20.88,-2.0116,20.88,5,20.0,false
Legacy4,W2,0.75,20,1.25,SMA20_1.25,-20.88,-2.0116,20.88,5,20.0,false
Legacy4,W2,0.75,10,1.00,SMA10_1.00,-26.50,-1.9730,26.50,6,16.7,false
Legacy4,W2,1.00,0,0.00,none,-17.70,-1.7347,17.70,4,25.0,false
Legacy4,W2,1.00,20,1.00,SMA20_1.00,-17.70,-1.7347,17.70,4,25.0,false
Legacy4,W2,1.00,20,1.25,SMA20_1.25,-17.70,-1.7347,17.70,4,25.0,false
Legacy4,W2,1.00,10,1.00,SMA10_1.00,-17.70,-1.7347,17.70,4,25.0,false
Legacy4,W2,1.50,0,0.00,none,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,1.50,20,1.00,SMA20_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,1.50,20,1.25,SMA20_1.25,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,1.50,10,1.00,SMA10_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,2.00,0,0.00,none,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,2.00,20,1.00,SMA20_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,2.00,20,1.25,SMA20_1.25,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,2.00,10,1.00,SMA10_1.00,-4.37,-0.6678,7.01,2,50.0,false
Legacy4,W2,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W2,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W2,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W2,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W3,0.00,0,0.00,none,1216.58,3.4706,15.76,46,65.2,true
Legacy4,W3,0.00,20,1.00,SMA20_1.00,278.49,2.5710,13.41,25,60.0,true
Legacy4,W3,0.00,20,1.25,SMA20_1.25,108.14,1.8855,10.73,15,60.0,true
Legacy4,W3,0.00,10,1.00,SMA10_1.00,100.30,1.8484,12.29,20,55.0,true
Legacy4,W3,0.10,0,0.00,none,608.02,3.0228,13.69,38,63.2,true
Legacy4,W3,0.10,20,1.00,SMA20_1.00,142.44,2.1010,12.29,21,57.1,true
Legacy4,W3,0.10,20,1.25,SMA20_1.25,124.17,2.0610,8.21,14,64.3,true
Legacy4,W3,0.10,10,1.00,SMA10_1.00,95.97,1.8309,12.29,18,55.6,true
Legacy4,W3,0.20,0,0.00,none,502.38,2.8426,12.29,28,67.9,true
Legacy4,W3,0.20,20,1.00,SMA20_1.00,118.66,1.9153,12.29,17,58.8,true
Legacy4,W3,0.20,20,1.25,SMA20_1.25,114.93,1.9913,8.21,11,72.7,true
Legacy4,W3,0.20,10,1.00,SMA10_1.00,87.89,1.7555,12.29,15,60.0,true
Legacy4,W3,0.30,0,0.00,none,267.10,2.4178,12.29,26,65.4,true
Legacy4,W3,0.30,20,1.00,SMA20_1.00,118.66,1.9153,12.29,17,58.8,true
Legacy4,W3,0.30,20,1.25,SMA20_1.25,114.93,1.9913,8.21,11,72.7,true
Legacy4,W3,0.30,10,1.00,SMA10_1.00,87.89,1.7555,12.29,15,60.0,true
Legacy4,W3,0.50,0,0.00,none,156.68,2.1723,11.97,17,64.7,true
Legacy4,W3,0.50,20,1.00,SMA20_1.00,156.06,2.2743,8.21,13,69.2,true
Legacy4,W3,0.50,20,1.25,SMA20_1.25,110.56,1.9456,8.21,10,70.0,true
Legacy4,W3,0.50,10,1.00,SMA10_1.00,105.19,1.9745,11.97,12,66.7,true
Legacy4,W3,0.75,0,0.00,none,39.89,1.2433,11.97,11,54.5,true
Legacy4,W3,0.75,20,1.00,SMA20_1.00,71.76,1.9701,8.21,9,66.7,true
Legacy4,W3,0.75,20,1.25,SMA20_1.25,42.75,1.5566,8.21,8,62.5,true
Legacy4,W3,0.75,10,1.00,SMA10_1.00,51.20,1.4993,11.97,10,60.0,true
Legacy4,W3,1.00,0,0.00,none,39.33,1.2642,12.73,9,55.6,true
Legacy4,W3,1.00,20,1.00,SMA20_1.00,58.28,1.7359,8.21,8,62.5,true
Legacy4,W3,1.00,20,1.25,SMA20_1.25,31.55,1.2719,8.21,7,57.1,true
Legacy4,W3,1.00,10,1.00,SMA10_1.00,39.33,1.2642,12.73,9,55.6,true
Legacy4,W3,1.50,0,0.00,none,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,1.50,20,1.00,SMA20_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,1.50,20,1.25,SMA20_1.25,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,1.50,10,1.00,SMA10_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,2.00,0,0.00,none,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,2.00,20,1.00,SMA20_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,2.00,20,1.25,SMA20_1.25,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,2.00,10,1.00,SMA10_1.00,10.19,1.2107,0.00,1,100.0,false
Legacy4,W3,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W3,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W3,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W3,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,0.00,0,0.00,none,-15.07,-0.4743,43.37,32,53.1,false
Legacy4,W4,0.00,20,1.00,SMA20_1.00,-12.38,-0.7759,24.46,16,50.0,false
Legacy4,W4,0.00,20,1.25,SMA20_1.25,6.14,0.8115,5.86,5,80.0,true
Legacy4,W4,0.00,10,1.00,SMA10_1.00,-16.82,-1.1888,24.46,14,42.9,false
Legacy4,W4,0.10,0,0.00,none,-6.05,-0.1184,36.27,23,56.5,false
Legacy4,W4,0.10,20,1.00,SMA20_1.00,-1.83,-0.0329,19.68,14,57.1,false
Legacy4,W4,0.10,20,1.25,SMA20_1.25,6.14,0.8115,5.86,5,80.0,true
Legacy4,W4,0.10,10,1.00,SMA10_1.00,-6.81,-0.4477,19.68,12,50.0,false
Legacy4,W4,0.20,0,0.00,none,-14.33,-0.5718,36.27,21,52.4,false
Legacy4,W4,0.20,20,1.00,SMA20_1.00,-6.73,-0.4406,19.68,13,53.8,false
Legacy4,W4,0.20,20,1.25,SMA20_1.25,6.14,0.8115,5.86,5,80.0,true
Legacy4,W4,0.20,10,1.00,SMA10_1.00,-6.81,-0.4477,19.68,12,50.0,false
Legacy4,W4,0.30,0,0.00,none,-19.56,-0.9455,34.94,18,50.0,false
Legacy4,W4,0.30,20,1.00,SMA20_1.00,-12.42,-1.1452,18.00,10,50.0,false
Legacy4,W4,0.30,20,1.25,SMA20_1.25,0.91,0.1858,5.86,4,75.0,true
Legacy4,W4,0.30,10,1.00,SMA10_1.00,-12.50,-1.1537,18.00,9,44.4,false
Legacy4,W4,0.50,0,0.00,none,-28.44,-1.6723,34.94,16,43.8,false
Legacy4,W4,0.50,20,1.00,SMA20_1.00,-12.42,-1.1452,18.00,10,50.0,false
Legacy4,W4,0.50,20,1.25,SMA20_1.25,0.91,0.1858,5.86,4,75.0,true
Legacy4,W4,0.50,10,1.00,SMA10_1.00,-12.50,-1.1537,18.00,9,44.4,false
Legacy4,W4,0.75,0,0.00,none,-9.54,-0.8107,16.25,6,50.0,false
Legacy4,W4,0.75,20,1.00,SMA20_1.00,-0.39,-0.0038,6.48,4,50.0,false
Legacy4,W4,0.75,20,1.25,SMA20_1.25,0.27,0.0893,5.86,3,66.7,true
Legacy4,W4,0.75,10,1.00,SMA10_1.00,-0.39,-0.0038,6.48,4,50.0,false
Legacy4,W4,1.00,0,0.00,none,0.27,0.0893,5.86,3,66.7,true
Legacy4,W4,1.00,20,1.00,SMA20_1.00,0.27,0.0893,5.86,3,66.7,true
Legacy4,W4,1.00,20,1.25,SMA20_1.25,0.27,0.0893,5.86,3,66.7,true
Legacy4,W4,1.00,10,1.00,SMA10_1.00,0.27,0.0893,5.86,3,66.7,true
Legacy4,W4,1.50,0,0.00,none,-5.86,-1.2107,5.86,1,0.0,false
Legacy4,W4,1.50,20,1.00,SMA20_1.00,-5.86,-1.2107,5.86,1,0.0,false
Legacy4,W4,1.50,20,1.25,SMA20_1.25,-5.86,-1.2107,5.86,1,0.0,false
Legacy4,W4,1.50,10,1.00,SMA10_1.00,-5.86,-1.2107,5.86,1,0.0,false
Legacy4,W4,2.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,2.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,2.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,2.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W4,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W5,0.00,0,0.00,none,-63.86,-3.6477,70.51,30,16.7,false
Legacy4,W5,0.00,20,1.00,SMA20_1.00,-60.93,-3.8982,62.89,20,10.0,false
Legacy4,W5,0.00,20,1.25,SMA20_1.25,-50.28,-3.6080,50.28,11,9.1,false
Legacy4,W5,0.00,10,1.00,SMA10_1.00,-59.45,-3.8815,61.49,19,10.5,false
Legacy4,W5,0.10,0,0.00,none,-61.56,-3.5188,68.63,27,18.5,false
Legacy4,W5,0.10,20,1.00,SMA20_1.00,-59.25,-3.8574,61.30,18,11.1,false
Legacy4,W5,0.10,20,1.25,SMA20_1.25,-50.28,-3.6080,50.28,11,9.1,false
Legacy4,W5,0.10,10,1.00,SMA10_1.00,-59.25,-3.8574,61.30,18,11.1,false
Legacy4,W5,0.20,0,0.00,none,-60.96,-3.6756,66.98,25,16.0,false
Legacy4,W5,0.20,20,1.00,SMA20_1.00,-59.25,-3.8574,61.30,18,11.1,false
Legacy4,W5,0.20,20,1.25,SMA20_1.25,-50.28,-3.6080,50.28,11,9.1,false
Legacy4,W5,0.20,10,1.00,SMA10_1.00,-59.25,-3.8574,61.30,18,11.1,false
Legacy4,W5,0.30,0,0.00,none,-58.35,-3.5458,63.32,21,14.3,false
Legacy4,W5,0.30,20,1.00,SMA20_1.00,-56.94,-3.6620,59.10,16,12.5,false
Legacy4,W5,0.30,20,1.25,SMA20_1.25,-50.28,-3.6080,50.28,11,9.1,false
Legacy4,W5,0.30,10,1.00,SMA10_1.00,-56.94,-3.6620,59.10,16,12.5,false
Legacy4,W5,0.50,0,0.00,none,-53.20,-3.8681,53.20,14,7.1,false
Legacy4,W5,0.50,20,1.00,SMA20_1.00,-47.82,-3.4173,47.82,10,10.0,false
Legacy4,W5,0.50,20,1.25,SMA20_1.25,-42.70,-3.1861,42.70,9,11.1,false
Legacy4,W5,0.50,10,1.00,SMA10_1.00,-47.82,-3.4173,47.82,10,10.0,false
Legacy4,W5,0.75,0,0.00,none,-28.24,-2.6783,28.24,7,0.0,false
Legacy4,W5,0.75,20,1.00,SMA20_1.00,-23.74,-2.2710,23.74,4,0.0,false
Legacy4,W5,0.75,20,1.25,SMA20_1.25,-23.74,-2.2710,23.74,4,0.0,false
Legacy4,W5,0.75,10,1.00,SMA10_1.00,-23.74,-2.2710,23.74,4,0.0,false
Legacy4,W5,1.00,0,0.00,none,-20.85,-2.1395,20.85,5,0.0,false
Legacy4,W5,1.00,20,1.00,SMA20_1.00,-18.70,-1.9280,18.70,3,0.0,false
Legacy4,W5,1.00,20,1.25,SMA20_1.25,-18.70,-1.9280,18.70,3,0.0,false
Legacy4,W5,1.00,10,1.00,SMA10_1.00,-18.70,-1.9280,18.70,3,0.0,false
Legacy4,W5,1.50,0,0.00,none,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,1.50,20,1.00,SMA20_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,1.50,20,1.25,SMA20_1.25,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,1.50,10,1.00,SMA10_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,2.00,0,0.00,none,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,2.00,20,1.00,SMA20_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,2.00,20,1.25,SMA20_1.25,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,2.00,10,1.00,SMA10_1.00,-7.50,-1.2107,7.50,1,0.0,false
Legacy4,W5,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W5,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W5,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W5,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W6,0.00,0,0.00,none,-70.09,-5.0756,71.36,45,17.8,false
Legacy4,W6,0.00,20,1.00,SMA20_1.00,-46.64,-3.5073,49.28,23,17.4,false
Legacy4,W6,0.00,20,1.25,SMA20_1.25,-36.14,-2.9447,38.84,17,17.6,false
Legacy4,W6,0.00,10,1.00,SMA10_1.00,-37.73,-3.1013,40.37,20,20.0,false
Legacy4,W6,0.10,0,0.00,none,-58.73,-4.4030,60.78,31,19.4,false
Legacy4,W6,0.10,20,1.00,SMA20_1.00,-45.07,-3.5982,47.79,19,15.8,false
Legacy4,W6,0.10,20,1.25,SMA20_1.25,-38.41,-3.2790,41.01,15,13.3,false
Legacy4,W6,0.10,10,1.00,SMA10_1.00,-35.90,-3.2276,38.61,16,18.8,false
Legacy4,W6,0.20,0,0.00,none,-52.00,-4.0350,54.02,24,16.7,false
Legacy4,W6,0.20,20,1.00,SMA20_1.00,-44.34,-3.5380,46.69,17,11.8,false
Legacy4,W6,0.20,20,1.25,SMA20_1.25,-37.11,-3.1531,39.77,14,14.3,false
Legacy4,W6,0.20,10,1.00,SMA10_1.00,-35.90,-3.2276,38.61,16,18.8,false
Legacy4,W6,0.30,0,0.00,none,-46.58,-3.7310,48.83,21,19.0,false
Legacy4,W6,0.30,20,1.00,SMA20_1.00,-38.05,-3.1935,40.67,14,14.3,false
Legacy4,W6,0.30,20,1.25,SMA20_1.25,-34.89,-2.9661,37.64,13,15.4,false
Legacy4,W6,0.30,10,1.00,SMA10_1.00,-32.17,-2.8921,35.04,14,21.4,false
Legacy4,W6,0.50,0,0.00,none,-40.30,-3.4936,42.00,17,11.8,false
Legacy4,W6,0.50,20,1.00,SMA20_1.00,-30.18,-2.8363,32.18,11,9.1,false
Legacy4,W6,0.50,20,1.25,SMA20_1.25,-30.18,-2.8363,32.18,11,9.1,false
Legacy4,W6,0.50,10,1.00,SMA10_1.00,-27.27,-2.7780,29.35,12,16.7,false
Legacy4,W6,0.75,0,0.00,none,-31.57,-2.7445,33.52,12,16.7,false
Legacy4,W6,0.75,20,1.00,SMA20_1.00,-25.62,-2.4294,27.74,9,11.1,false
Legacy4,W6,0.75,20,1.25,SMA20_1.25,-25.62,-2.4294,27.74,9,11.1,false
Legacy4,W6,0.75,10,1.00,SMA10_1.00,-20.50,-2.1151,22.77,8,25.0,false
Legacy4,W6,1.00,0,0.00,none,-21.34,-2.3571,21.34,8,12.5,false
Legacy4,W6,1.00,20,1.00,SMA20_1.00,-16.89,-2.2829,16.89,6,0.0,false
Legacy4,W6,1.00,20,1.25,SMA20_1.25,-16.89,-2.2829,16.89,6,0.0,false
Legacy4,W6,1.00,10,1.00,SMA10_1.00,-11.18,-2.0102,11.18,5,20.0,false
Legacy4,W6,1.50,0,0.00,none,-9.78,-1.5489,9.78,3,0.0,false
Legacy4,W6,1.50,20,1.00,SMA20_1.00,-4.14,-1.6628,4.14,2,0.0,false
Legacy4,W6,1.50,20,1.25,SMA20_1.25,-4.14,-1.6628,4.14,2,0.0,false
Legacy4,W6,1.50,10,1.00,SMA10_1.00,-2.62,-1.2107,2.62,1,0.0,false
Legacy4,W6,2.00,0,0.00,none,-4.14,-1.6628,4.14,2,0.0,false
Legacy4,W6,2.00,20,1.00,SMA20_1.00,-4.14,-1.6628,4.14,2,0.0,false
Legacy4,W6,2.00,20,1.25,SMA20_1.25,-4.14,-1.6628,4.14,2,0.0,false
Legacy4,W6,2.00,10,1.00,SMA10_1.00,-2.62,-1.2107,2.62,1,0.0,false
Legacy4,W6,4.00,0,0.00,none,0.00,0.0000,0.00,0,0.0,false
Legacy4,W6,4.00,20,1.00,SMA20_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy4,W6,4.00,20,1.25,SMA20_1.25,0.00,0.0000,0.00,0,0.0,false
Legacy4,W6,4.00,10,1.00,SMA10_1.00,0.00,0.0000,0.00,0,0.0,false
Legacy5BNB,W0,0.00,0,0.00,none,-33.45,-0.7960,50.48,34,38.2,false
Legacy5BNB,W0,0.00,20,1.00,SMA20_1.00,10.93,0.5470,22.76,19,47.4,true
Legacy5BNB,W0,0.00,20,1.25,SMA20_1.25,10.77,0.5590,20.71,15,46.7,true
Legacy5BNB,W0,0.00,10,1.00,SMA10_1.00,24.40,0.9253,20.71,15,46.7,true
Legacy5BNB,W0,0.10,0,0.00,none,-28.28,-0.8392,37.88,23,34.8,false
Legacy5BNB,W0,0.10,20,1.00,SMA20_1.00,-9.50,-0.1573,22.76,14,42.9,false
Legacy5BNB,W0,0.10,20,1.25,SMA20_1.25,-10.35,-0.3132,20.13,11,36.4,false
Legacy5BNB,W0,0.10,10,1.00,SMA10_1.00,2.96,0.2948,20.13,12,41.7,true
Legacy5BNB,W0,0.20,0,0.00,none,-35.46,-1.2229,39.44,21,28.6,false
Legacy5BNB,W0,0.20,20,1.00,SMA20_1.00,-9.50,-0.1573,22.76,14,42.9,false
Legacy5BNB,W0,0.20,20,1.25,SMA20_1.25,-10.35,-0.3132,20.13,11,36.4,false
Legacy5BNB,W0,0.20,10,1.00,SMA10_1.00,2.96,0.2948,20.13,12,41.7,true
Legacy5BNB,W0,0.30,0,0.00,none,-35.92,-1.6704,39.88,16,25.0,false
Legacy5BNB,W0,0.30,20,1.00,SMA20_1.00,-22.11,-0.9336,26.92,11,36.4,false
Legacy5BNB,W0,0.30,20,1.25,SMA20_1.25,-22.64,-1.4751,27.41,9,33.3,false
Legacy5BNB,W0,0.30,10,1.00,SMA10_1.00,-11.15,-0.4349,17.62,10,40.0,false
Legacy5BNB,W0,0.50,0,0.00,none,-26.39,-1.3265,26.39,12,25.0,false
Legacy5BNB,W0,0.50,20,1.00,SMA20_1.00,-12.75,-0.5712,17.33,8,37.5,false
Legacy5BNB,W0,0.50,20,1.25,SMA20_1.25,-24.04,-1.7638,24.04,7,28.6,false
Legacy5BNB,W0,0.50,10,1.00,SMA10_1.00,-12.75,-0.5712,17.33,8,37.5,false
Legacy5BNB,W0,0.75,0,0.00,none,-19.42,-1.5343,19.42,7,28.6,false
Legacy5BNB,W0,0.75,20,1.00,SMA20_1.00,-13.89,-1.0893,14.07,5,40.0,false
Legacy5BNB,W0,0.75,20,1.25,SMA20_1.25,-13.89,-1.0893,14.07,5,40.0,false
Legacy5BNB,W0,0.75,10,1.00,SMA10_1.00,-13.89,-1.0893,14.07,5,40.0,false
Legacy5BNB,W0,1.00,0,0.00,none,-8.12,-0.9476,8.31,4,50.0,false
