fee_bps,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
7.0,Legacy4,5,-22.01,-1.7354,31.35,13,23.08,false
7.0,Legacy5BNB,0,249.84,12.0632,19.86,15,66.67,true
7.0,Legacy5BNB,1,-34.80,-3.2157,39.51,12,25.00,false
7.0,Legacy5BNB,2,24.36,2.4817,18.30,13,53.85,true
7.0,Legacy5BNB,3,581.28,10.4455,17.81,13,69.23,true
7.0,Legacy5BNB,4,38.41,4.5917,32.47,11,63.64,true
7.0,Legacy5BNB,5,-40.15,-4.6900,47.92,13,30.77,false
7.0,OldGuardNoBNB,0,160.95,7.6672,36.77,15,46.67,true
7.0,OldGuardNoBNB,1,-53.73,-11.1018,53.73,12,16.67,false
7.0,OldGuardNoBNB,2,141.31,6.3254,16.49,13,53.85,true
7.0,OldGuardNoBNB,3,370.61,8.3148,35.10,14,64.29,true
7.0,OldGuardNoBNB,4,5.09,1.4354,29.23,12,58.33,true
7.0,OldGuardNoBNB,5,25.88,3.5665,25.72,12,41.67,true
7.0,LargeCaps5,0,254.27,8.0534,58.85,14,57.14,true
7.0,LargeCaps5,1,-33.04,-5.0529,33.04,11,36.36,false
7.0,LargeCaps5,2,150.32,6.4075,16.49,14,64.29,true
7.0,LargeCaps5,3,205.85,11.8455,25.11,13,69.23,true
7.0,LargeCaps5,4,106.39,9.6863,14.95,12,75.00,true
7.0,LargeCaps5,5,-15.41,-1.1959,37.70,13,38.46,false
7.0,Legacy3,0,287.57,11.8622,12.16,15,66.67,true
7.0,Legacy3,1,26.35,3.0721,26.24,13,53.85,true
7.0,Legacy3,2,-40.68,-3.2383,50.07,16,31.25,false
7.0,Legacy3,3,43.25,3.7347,70.65,15,33.33,true
7.0,Legacy3,4,-33.93,-3.6286,52.17,13,46.15,false
7.0,Legacy3,5,-47.72,-4.3420,53.86,17,23.53,false
7.0,LowVolume5,0,200.09,8.1564,24.58,16,56.25,true
7.0,LowVolume5,1,-10.42,0.0161,40.39,14,50.00,false
7.0,LowVolume5,2,452.43,10.6813,32.13,15,60.00,true
7.0,LowVolume5,3,437.91,9.5251,46.70,14,50.00,true
7.0,LowVolume5,4,-49.49,-4.7266,50.27,13,30.77,false
7.0,LowVolume5,5,-72.07,-6.5901,79.73,18,22.22,false
7.0,OldGuard4,0,204.19,8.1660,29.26,17,58.82,true
7.0,OldGuard4,1,-27.80,-2.7556,33.98,13,38.46,false
7.0,OldGuard4,2,-38.40,-2.9317,49.08,16,37.50,false
7.0,OldGuard4,3,43.25,3.7347,70.65,15,33.33,true
7.0,OldGuard4,4,-14.35,-0.8927,35.32,14,50.00,false
7.0,OldGuard4,5,-42.96,-2.1323,60.35,19,26.32,false
8.0,Base5,0,253.28,8.0417,58.89,14,57.14,true
8.0,Base5,1,751.20,7.2739,19.31,11,63.64,true
8.0,Base5,2,42.13,2.5789,29.92,15,60.00,true
8.0,Base5,3,144.09,8.7237,32.02,14,71.43,true
8.0,Base5,4,91.64,8.8169,14.97,12,75.00,true
8.0,Base5,5,-34.23,-4.9431,50.16,13,23.08,false
8.0,NoDOGE,0,253.28,8.0417,58.89,14,57.14,true
8.0,NoDOGE,1,-22.97,-3.5052,25.16,10,40.00,false
8.0,NoDOGE,2,149.62,6.3907,16.51,14,64.29,true
8.0,NoDOGE,3,168.84,9.3700,32.02,14,71.43,true
8.0,NoDOGE,4,91.64,8.8169,14.97,12,75.00,true
8.0,NoDOGE,5,-15.63,-1.2274,37.82,13,38.46,false
8.0,Legacy4,0,110.72,7.8013,19.89,16,62.50,true
8.0,Legacy4,1,-28.81,-1.4099,36.53,14,35.71,false
8.0,Legacy4,2,140.68,6.3102,16.51,13,53.85,true
8.0,Legacy4,3,369.30,8.3044,35.14,14,64.29,true
8.0,Legacy4,4,4.84,1.4050,29.35,12,58.33,true
8.0,Legacy4,5,-22.22,-1.7628,31.47,13,23.08,false
8.0,Legacy5BNB,0,248.79,12.0364,19.89,15,66.67,true
8.0,Legacy5BNB,1,-34.96,-3.2400,39.61,12,25.00,false
8.0,Legacy5BNB,2,24.04,2.4566,18.38,13,53.85,true
8.0,Legacy5BNB,3,579.51,10.4349,17.84,13,69.23,true
8.0,Legacy5BNB,4,38.10,4.5658,32.50,11,63.64,true
8.0,Legacy5BNB,5,-40.31,-4.7159,48.00,13,30.77,false
8.0,OldGuardNoBNB,0,160.17,7.6485,36.84,15,46.67,true
8.0,OldGuardNoBNB,1,-53.84,-11.1394,53.84,12,16.67,false
8.0,OldGuardNoBNB,2,140.68,6.3102,16.51,13,53.85,true
8.0,OldGuardNoBNB,3,369.30,8.3044,35.14,14,64.29,true
8.0,OldGuardNoBNB,4,4.84,1.4050,29.35,12,58.33,true
8.0,OldGuardNoBNB,5,25.58,3.5431,25.80,12,41.67,true
8.0,LargeCaps5,0,253.28,8.0417,58.89,14,57.14,true
8.0,LargeCaps5,1,-33.19,-5.0838,33.19,11,36.36,false
8.0,LargeCaps5,2,149.62,6.3907,16.51,14,64.29,true
8.0,LargeCaps5,3,205.05,11.8208,25.14,13,69.23,true
8.0,LargeCaps5,4,105.89,9.6537,14.97,12,75.00,true
8.0,LargeCaps5,5,-15.63,-1.2274,37.82,13,38.46,false
8.0,Legacy3,0,286.41,11.8385,12.18,15,66.67,true
8.0,Legacy3,1,26.02,3.0482,26.30,13,53.85,true
8.0,Legacy3,2,-40.87,-3.2600,50.19,16,31.25,false
8.0,Legacy3,3,42.82,3.7243,70.70,15,33.33,true
8.0,Legacy3,4,-34.10,-3.6546,52.26,13,46.15,false
8.0,Legacy3,5,-47.89,-4.3681,54.01,17,23.53,false
8.0,LowVolume5,0,199.13,8.1369,24.61,16,56.25,true
8.0,LowVolume5,1,-10.67,-0.0084,40.45,14,50.00,false
8.0,LowVolume5,2,450.77,10.6664,32.19,15,60.00,true
8.0,LowVolume5,3,436.41,9.5141,46.74,14,50.00,true
8.0,LowVolume5,4,-49.62,-4.7456,50.39,13,30.77,false
8.0,LowVolume5,5,-72.17,-6.6090,79.79,18,22.22,false
8.0,OldGuard4,0,203.15,8.1449,29.30,17,58.82,true
8.0,OldGuard4,1,-27.98,-2.7811,34.07,13,38.46,false
8.0,OldGuard4,2,-38.60,-2.9534,49.17,16,37.50,false
8.0,OldGuard4,3,42.82,3.7243,70.70,15,33.33,true
8.0,OldGuard4,4,-14.58,-0.9224,35.45,14,50.00,false
8.0,OldGuard4,5,-43.18,-2.1557,60.45,19,26.32,false
9.0,Base5,0,252.29,8.0299,58.93,14,57.14,true
9.0,Base5,1,749.33,7.2712,19.36,11,63.64,true
9.0,Base5,2,41.70,2.5606,29.95,15,60.00,true
9.0,Base5,3,143.41,8.7011,32.03,14,71.43,true
9.0,Base5,4,91.18,8.7845,14.99,12,75.00,true
9.0,Base5,5,-34.40,-4.9780,50.27,13,23.08,false
9.0,NoDOGE,0,252.29,8.0299,58.93,14,57.14,true
9.0,NoDOGE,1,-23.13,-3.5379,25.25,10,40.00,false
9.0,NoDOGE,2,148.92,6.3739,16.53,14,64.29,true
9.0,NoDOGE,3,168.08,9.3484,32.03,14,71.43,true
9.0,NoDOGE,4,91.18,8.7845,14.99,12,75.00,true
9.0,NoDOGE,5,-15.85,-1.2589,37.93,13,38.46,false
9.0,Legacy4,0,110.05,7.7717,19.92,16,62.50,true
9.0,Legacy4,1,-29.01,-1.4302,36.59,14,35.71,false
9.0,Legacy4,2,140.06,6.2950,16.53,13,53.85,true
9.0,Legacy4,3,367.99,8.2939,35.18,14,64.29,true
9.0,Legacy4,4,4.59,1.3746,29.46,12,58.33,true
9.0,Legacy4,5,-22.42,-1.7902,31.59,13,23.08,false
9.0,Legacy5BNB,0,247.75,12.0097,19.92,15,66.67,true
9.0,Legacy5BNB,1,-35.12,-3.2644,39.70,12,25.00,false
9.0,Legacy5BNB,2,23.72,2.4316,18.46,13,53.85,true
9.0,Legacy5BNB,3,577.75,10.4243,17.87,13,69.23,true
9.0,Legacy5BNB,4,37.80,4.5400,32.52,11,63.64,true
9.0,Legacy5BNB,5,-40.46,-4.7417,48.08,13,30.77,false
9.0,OldGuardNoBNB,0,159.39,7.6298,36.92,15,46.67,true
9.0,OldGuardNoBNB,1,-53.95,-11.1770,53.95,12,16.67,false
9.0,OldGuardNoBNB,2,140.06,6.2950,16.53,13,53.85,true
9.0,OldGuardNoBNB,3,367.99,8.2939,35.18,14,64.29,true
9.0,OldGuardNoBNB,4,4.59,1.3746,29.46,12,58.33,true
9.0,OldGuardNoBNB,5,25.28,3.5197,25.87,12,41.67,true
9.0,LargeCaps5,0,252.29,8.0299,58.93,14,57.14,true
9.0,LargeCaps5,1,-33.33,-5.1146,33.33,11,36.36,false
9.0,LargeCaps5,2,148.92,6.3739,16.53,14,64.29,true
9.0,LargeCaps5,3,204.26,11.7961,25.17,13,69.23,true
9.0,LargeCaps5,4,105.40,9.6212,14.99,12,75.00,true
9.0,LargeCaps5,5,-15.85,-1.2589,37.93,13,38.46,false
9.0,Legacy3,0,285.25,11.8147,12.19,15,66.67,true
9.0,Legacy3,1,25.69,3.0243,26.36,13,53.85,true
9.0,Legacy3,2,-41.05,-3.2816,50.31,16,31.25,false
9.0,Legacy3,3,42.39,3.7139,70.75,15,33.33,true
9.0,Legacy3,4,-34.27,-3.6806,52.35,13,46.15,false
9.0,Legacy3,5,-48.07,-4.3942,54.16,17,23.53,false
9.0,LowVolume5,0,198.18,8.1174,24.64,16,56.25,true
9.0,LowVolume5,1,-10.92,-0.0328,40.51,14,50.00,false
9.0,LowVolume5,2,449.12,10.6514,32.26,15,60.00,true
9.0,LowVolume5,3,434.91,9.5032,46.78,14,50.00,true
9.0,LowVolume5,4,-49.75,-4.7645,50.51,13,30.77,false
9.0,LowVolume5,5,-72.27,-6.6279,79.84,18,22.22,false
9.0,OldGuard4,0,202.13,8.1237,29.35,17,58.82,true
9.0,OldGuard4,1,-28.17,-2.8065,34.16,13,38.46,false
9.0,OldGuard4,2,-38.80,-2.9751,49.25,16,37.50,false
9.0,OldGuard4,3,42.39,3.7139,70.75,15,33.33,true
9.0,OldGuard4,4,-14.82,-0.9520,35.58,14,50.00,false
9.0,OldGuard4,5,-43.39,-2.1790,60.54,19,26.32,false
10.0,Base5,0,251.30,8.0182,58.97,14,57.14,true
10.0,Base5,1,747.46,7.2684,19.40,11,63.64,true
10.0,Base5,2,41.28,2.5423,29.97,15,60.00,true
10.0,Base5,3,142.73,8.6784,32.04,14,71.43,true
10.0,Base5,4,90.72,8.7521,15.01,12,75.00,true
10.0,Base5,5,-34.57,-5.0128,50.38,13,23.08,false
10.0,NoDOGE,0,251.30,8.0182,58.97,14,57.14,true
10.0,NoDOGE,1,-23.28,-3.5705,25.34,10,40.00,false
10.0,NoDOGE,2,148.23,6.3571,16.54,14,64.29,true
10.0,NoDOGE,3,167.33,9.3268,32.04,14,71.43,true
10.0,NoDOGE,4,90.72,8.7521,15.01,12,75.00,true
10.0,NoDOGE,5,-16.07,-1.2904,38.04,13,38.46,false
10.0,Legacy4,0,109.38,7.7420,19.95,16,62.50,true
10.0,Legacy4,1,-29.21,-1.4504,36.65,14,35.71,false
10.0,Legacy4,2,139.43,6.2799,16.54,13,53.85,true
10.0,Legacy4,3,366.68,8.2834,35.22,14,64.29,true
10.0,Legacy4,4,4.34,1.3443,29.57,12,58.33,true
10.0,Legacy4,5,-22.62,-1.8176,31.72,13,23.08,false
10.0,Legacy5BNB,0,246.71,11.9830,19.95,15,66.67,true
10.0,Legacy5BNB,1,-35.27,-3.2887,39.80,12,25.00,false
10.0,Legacy5BNB,2,23.39,2.4066,18.54,13,53.85,true
10.0,Legacy5BNB,3,575.99,10.4136,17.91,13,69.23,true
10.0,Legacy5BNB,4,37.50,4.5142,32.55,11,63.64,true
10.0,Legacy5BNB,5,-40.62,-4.7675,48.17,13,30.77,false
10.0,OldGuardNoBNB,0,158.61,7.6112,37.00,15,46.67,true
10.0,OldGuardNoBNB,1,-54.06,-11.2147,54.06,12,16.67,false
10.0,OldGuardNoBNB,2,139.43,6.2799,16.54,13,53.85,true
10.0,OldGuardNoBNB,3,366.68,8.2834,35.22,14,64.29,true
10.0,OldGuardNoBNB,4,4.34,1.3443,29.57,12,58.33,true
10.0,OldGuardNoBNB,5,24.98,3.4964,25.94,12,41.67,true
10.0,LargeCaps5,0,251.30,8.0182,58.97,14,57.14,true
10.0,LargeCaps5,1,-33.48,-5.1454,33.48,11,36.36,false
10.0,LargeCaps5,2,148.23,6.3571,16.54,14,64.29,true
10.0,LargeCaps5,3,203.47,11.7714,25.20,13,69.23,true
10.0,LargeCaps5,4,104.91,9.5887,15.01,12,75.00,true
10.0,LargeCaps5,5,-16.07,-1.2904,38.04,13,38.46,false
10.0,Legacy3,0,284.09,11.7910,12.21,15,66.67,true
10.0,Legacy3,1,25.37,3.0004,26.42,13,53.85,true
10.0,Legacy3,2,-41.24,-3.3032,50.43,16,31.25,false
10.0,Legacy3,3,41.96,3.7035,70.80,15,33.33,true
10.0,Legacy3,4,-34.44,-3.7066,52.43,13,46.15,false
10.0,Legacy3,5,-48.25,-4.4203,54.31,17,23.53,false
10.0,LowVolume5,0,197.22,8.0979,24.67,16,56.25,true
10.0,LowVolume5,1,-11.17,-0.0572,40.57,14,50.00,false
10.0,LowVolume5,2,447.48,10.6365,32.33,15,60.00,true
10.0,LowVolume5,3,433.41,9.4922,46.83,14,50.00,true
10.0,LowVolume5,4,-49.88,-4.7835,50.62,13,30.77,false
10.0,LowVolume5,5,-72.37,-6.6468,79.90,18,22.22,false
10.0,OldGuard4,0,201.10,8.1025,29.39,17,58.82,true
10.0,OldGuard4,1,-28.36,-2.8319,34.26,13,38.46,false
10.0,OldGuard4,2,-38.99,-2.9967,49.33,16,37.50,false
10.0,OldGuard4,3,41.96,3.7035,70.80,15,33.33,true
10.0,OldGuard4,4,-15.06,-0.9816,35.71,14,50.00,false
10.0,OldGuard4,5,-43.61,-2.2024,60.64,19,26.32,false
11.0,Base5,0,250.32,8.0065,59.01,14,57.14,true
11.0,Base5,1,745.60,7.2657,19.45,11,63.64,true
11.0,Base5,2,40.85,2.5241,30.00,15,60.00,true
11.0,Base5,3,142.05,8.6558,32.06,14,71.43,true
11.0,Base5,4,90.27,8.7198,15.02,12,75.00,true
11.0,Base5,5,-34.74,-5.0477,50.49,13,23.08,false
11.0,NoDOGE,0,250.32,8.0065,59.01,14,57.14,true
11.0,NoDOGE,1,-23.43,-3.6031,25.43,10,40.00,false
11.0,NoDOGE,2,147.53,6.3404,16.56,14,64.29,true
11.0,NoDOGE,3,166.59,9.3053,32.06,14,71.43,true
11.0,NoDOGE,4,90.27,8.7198,15.02,12,75.00,true
11.0,NoDOGE,5,-16.28,-1.3219,38.15,13,38.46,false
11.0,Legacy4,0,108.71,7.7124,19.99,16,62.50,true
11.0,Legacy4,1,-29.41,-1.4706,36.72,14,35.71,false
11.0,Legacy4,2,138.81,6.2647,16.56,13,53.85,true
11.0,Legacy4,3,365.37,8.2729,35.26,14,64.29,true
11.0,Legacy4,4,4.09,1.3140,29.69,12,58.33,true
11.0,Legacy4,5,-22.82,-1.8450,31.84,13,23.08,false
11.0,Legacy5BNB,0,245.67,11.9562,19.99,15,66.67,true
11.0,Legacy5BNB,1,-35.43,-3.3130,39.90,12,25.00,false
11.0,Legacy5BNB,2,23.07,2.3816,18.62,13,53.85,true
11.0,Legacy5BNB,3,574.23,10.4030,17.94,13,69.23,true
11.0,Legacy5BNB,4,37.19,4.4885,32.58,11,63.64,true
11.0,Legacy5BNB,5,-40.77,-4.7933,48.25,13,30.77,false
11.0,OldGuardNoBNB,0,157.83,7.5925,37.07,15,46.67,true
11.0,OldGuardNoBNB,1,-54.17,-11.2523,54.17,12,16.67,false
11.0,OldGuardNoBNB,2,138.81,6.2647,16.56,13,53.85,true
11.0,OldGuardNoBNB,3,365.37,8.2729,35.26,14,64.29,true
11.0,OldGuardNoBNB,4,4.09,1.3140,29.69,12,58.33,true
11.0,OldGuardNoBNB,5,24.68,3.4730,26.02,12,41.67,true
11.0,LargeCaps5,0,250.32,8.0065,59.01,14,57.14,true
11.0,LargeCaps5,1,-33.63,-5.1761,33.63,11,36.36,false
11.0,LargeCaps5,2,147.53,6.3404,16.56,14,64.29,true
11.0,LargeCaps5,3,202.68,11.7467,25.23,13,69.23,true
11.0,LargeCaps5,4,104.41,9.5562,15.02,12,75.00,true
11.0,LargeCaps5,5,-16.28,-1.3219,38.15,13,38.46,false
11.0,Legacy3,0,282.94,11.7673,12.23,15,66.67,true
11.0,Legacy3,1,25.04,2.9766,26.48,13,53.85,true
11.0,Legacy3,2,-41.43,-3.3248,50.55,16,31.25,false
11.0,Legacy3,3,41.54,3.6932,70.86,15,33.33,true
11.0,Legacy3,4,-34.62,-3.7325,52.52,13,46.15,false
11.0,Legacy3,5,-48.42,-4.4464,54.45,17,23.53,false
11.0,LowVolume5,0,196.27,8.0783,24.70,16,56.25,true
11.0,LowVolume5,1,-11.42,-0.0815,40.63,14,50.00,false
11.0,LowVolume5,2,445.84,10.6215,32.40,15,53.33,true
11.0,LowVolume5,3,431.92,9.4812,46.87,14,50.00,true
11.0,LowVolume5,4,-50.01,-4.8024,50.74,13,30.77,false
11.0,LowVolume5,5,-72.47,-6.6657,79.96,18,22.22,false
11.0,OldGuard4,0,200.08,8.0814,29.43,17,58.82,true
11.0,OldGuard4,1,-28.54,-2.8573,34.35,13,38.46,false
11.0,OldGuard4,2,-39.19,-3.0183,49.41,16,31.25,false
11.0,OldGuard4,3,41.54,3.6932,70.86,15,33.33,true
11.0,OldGuard4,4,-15.30,-1.0111,35.84,14,50.00,false
11.0,OldGuard4,5,-43.82,-2.2257,60.73,19,26.32,false
12.0,Base5,0,249.34,7.9947,59.05,14,57.14,true
12.0,Base5,1,743.74,7.2629,19.50,11,63.64,true
12.0,Base5,2,40.43,2.5059,30.03,15,60.00,true
12.0,Base5,3,141.37,8.6332,32.07,14,71.43,true
12.0,Base5,4,89.81,8.6874,15.04,12,75.00,true
12.0,Base5,5,-34.91,-5.0825,50.60,13,23.08,false
12.0,NoDOGE,0,249.34,7.9947,59.05,14,57.14,true
12.0,NoDOGE,1,-23.59,-3.6357,25.52,10,40.00,false
12.0,NoDOGE,2,146.84,6.3236,16.58,14,64.29,true
12.0,NoDOGE,3,165.84,9.2837,32.07,14,71.43,true
12.0,NoDOGE,4,89.81,8.6874,15.04,12,75.00,true
12.0,NoDOGE,5,-16.50,-1.3533,38.26,13,38.46,false
12.0,Legacy4,0,108.04,7.6828,20.02,16,62.50,true
12.0,Legacy4,1,-29.61,-1.4908,36.78,14,35.71,false
12.0,Legacy4,2,138.19,6.2496,16.58,13,53.85,true
12.0,Legacy4,3,364.07,8.2624,35.29,14,64.29,true
12.0,Legacy4,4,3.84,1.2837,29.80,12,58.33,true
12.0,Legacy4,5,-23.02,-1.8723,31.96,13,23.08,false
12.0,Legacy5BNB,0,244.63,11.9295,20.02,15,66.67,true
12.0,Legacy5BNB,1,-35.58,-3.3372,39.99,12,25.00,false
12.0,Legacy5BNB,2,22.75,2.3567,18.70,13,53.85,true
12.0,Legacy5BNB,3,572.48,10.3923,17.97,13,69.23,true
12.0,Legacy5BNB,4,36.89,4.4627,32.60,11,63.64,true
12.0,Legacy5BNB,5,-40.92,-4.8191,48.33,13,30.77,false
12.0,OldGuardNoBNB,0,157.06,7.5739,37.15,15,46.67,true
12.0,OldGuardNoBNB,1,-54.28,-11.2899,54.28,12,16.67,false
12.0,OldGuardNoBNB,2,138.19,6.2496,16.58,13,53.85,true
12.0,OldGuardNoBNB,3,364.07,8.2624,35.29,14,64.29,true
12.0,OldGuardNoBNB,4,3.84,1.2837,29.80,12,58.33,true
12.0,OldGuardNoBNB,5,24.38,3.4497,26.09,12,41.67,true
12.0,LargeCaps5,0,249.34,7.9947,59.05,14,57.14,true
12.0,LargeCaps5,1,-33.77,-5.2069,33.77,11,36.36,false
12.0,LargeCaps5,2,146.84,6.3236,16.58,14,64.29,true
12.0,LargeCaps5,3,201.90,11.7220,25.26,13,69.23,true
12.0,LargeCaps5,4,103.92,9.5237,15.04,12,75.00,true
12.0,LargeCaps5,5,-16.50,-1.3533,38.26,13,38.46,false
12.0,Legacy3,0,281.80,11.7436,12.25,15,66.67,true
12.0,Legacy3,1,24.72,2.9528,26.54,13,53.85,true
12.0,Legacy3,2,-41.62,-3.3463,50.67,16,31.25,false
12.0,Legacy3,3,41.11,3.6828,70.91,15,33.33,true
12.0,Legacy3,4,-34.78,-3.7584,52.60,13,46.15,false
12.0,Legacy3,5,-48.60,-4.4724,54.60,17,23.53,false
12.0,LowVolume5,0,195.33,8.0588,24.73,16,56.25,true
12.0,LowVolume5,1,-11.67,-0.1059,40.69,14,50.00,false
12.0,LowVolume5,2,444.20,10.6066,32.46,15,53.33,true
12.0,LowVolume5,3,430.43,9.4702,46.91,14,50.00,true
12.0,LowVolume5,4,-50.14,-4.8213,50.86,13,30.77,false
12.0,LowVolume5,5,-72.57,-6.6845,80.01,18,22.22,false
12.0,OldGuard4,0,199.06,8.0602,29.47,17,58.82,true
12.0,OldGuard4,1,-28.73,-2.8826,34.44,13,38.46,false
12.0,OldGuard4,2,-39.38,-3.0398,49.49,16,31.25,false
12.0,OldGuard4,3,41.11,3.6828,70.91,15,33.33,true
12.0,OldGuard4,4,-15.54,-1.0406,35.97,14,50.00,false
12.0,OldGuard4,5,-44.03,-2.2490,60.82,19,26.32,false
13.0,Base5,0,248.37,7.9830,59.09,14,57.14,true
13.0,Base5,1,741.88,7.2602,19.55,11,63.64,true
13.0,Base5,2,40.01,2.4877,30.06,15,60.00,true
13.0,Base5,3,140.70,8.6105,32.08,14,71.43,true
13.0,Base5,4,89.35,8.6551,15.06,12,75.00,true
13.0,Base5,5,-35.08,-5.1174,50.70,13,23.08,false
13.0,NoDOGE,0,248.37,7.9830,59.09,14,57.14,true
13.0,NoDOGE,1,-23.74,-3.6682,25.61,10,40.00,false
13.0,NoDOGE,2,146.15,6.3069,16.59,14,64.29,true
13.0,NoDOGE,3,165.10,9.2621,32.08,14,71.43,true
13.0,NoDOGE,4,89.35,8.6551,15.06,12,75.00,true
13.0,NoDOGE,5,-16.72,-1.3847,38.37,13,38.46,false
13.0,Legacy4,0,107.38,7.6532,20.05,16,62.50,true
13.0,Legacy4,1,-29.80,-1.5110,36.84,14,35.71,false
13.0,Legacy4,2,137.57,6.2344,16.59,13,53.85,true
13.0,Legacy4,3,362.77,8.2519,35.33,14,64.29,true
13.0,Legacy4,4,3.59,1.2535,29.91,12,58.33,true
13.0,Legacy4,5,-23.22,-1.8996,32.08,13,23.08,false
13.0,Legacy5BNB,0,243.60,11.9028,20.05,15,66.67,true
13.0,Legacy5BNB,1,-35.74,-3.3615,40.09,12,25.00,false
13.0,Legacy5BNB,2,22.44,2.3318,18.78,13,53.85,true
13.0,Legacy5BNB,3,570.73,10.3817,18.01,13,69.23,true
13.0,Legacy5BNB,4,36.59,4.4370,32.63,11,63.64,true
13.0,Legacy5BNB,5,-41.08,-4.8448,48.42,13,30.77,false
13.0,OldGuardNoBNB,0,156.29,7.5552,37.22,15,46.67,true
13.0,OldGuardNoBNB,1,-54.39,-11.3276,54.39,12,16.67,false
13.0,OldGuardNoBNB,2,137.57,6.2344,16.59,13,53.85,true
13.0,OldGuardNoBNB,3,362.77,8.2519,35.33,14,64.29,true
13.0,OldGuardNoBNB,4,3.59,1.2535,29.91,12,58.33,true
13.0,OldGuardNoBNB,5,24.08,3.4263,26.17,12,41.67,true
13.0,LargeCaps5,0,248.37,7.9830,59.09,14,57.14,true
13.0,LargeCaps5,1,-33.92,-5.2376,33.92,11,36.36,false
13.0,LargeCaps5,2,146.15,6.3069,16.59,14,64.29,true
13.0,LargeCaps5,3,201.11,11.6973,25.29,13,69.23,true
13.0,LargeCaps5,4,103.44,9.4912,15.06,12,75.00,true
13.0,LargeCaps5,5,-16.72,-1.3847,38.37,13,38.46,false
13.0,Legacy3,0,280.65,11.7199,12.26,15,66.67,true
13.0,Legacy3,1,24.39,2.9290,26.60,13,53.85,true
13.0,Legacy3,2,-41.80,-3.3678,50.78,16,31.25,false
13.0,Legacy3,3,40.69,3.6724,70.96,15,33.33,true
13.0,Legacy3,4,-34.95,-3.7843,52.69,13,46.15,false
13.0,Legacy3,5,-48.77,-4.4984,54.74,17,23.53,false
13.0,LowVolume5,0,194.38,8.0393,24.76,16,56.25,true
13.0,LowVolume5,1,-11.92,-0.1301,40.75,14,50.00,false
13.0,LowVolume5,2,442.57,10.5916,32.53,15,53.33,true
13.0,LowVolume5,3,428.95,9.4593,46.95,14,50.00,true
13.0,LowVolume5,4,-50.27,-4.8402,50.98,13,30.77,false
13.0,LowVolume5,5,-72.67,-6.7034,80.07,18,22.22,false
13.0,OldGuard4,0,198.04,8.0391,29.51,17,58.82,true
13.0,OldGuard4,1,-28.91,-2.9079,34.53,13,38.46,false
13.0,OldGuard4,2,-39.58,-3.0613,49.57,16,31.25,false
13.0,OldGuard4,3,40.69,3.6724,70.96,15,33.33,true
13.0,OldGuard4,4,-15.77,-1.0701,36.09,14,50.00,false
13.0,OldGuard4,5,-44.25,-2.2722,60.92,19,26.32,false
14.0,Base5,0,247.39,7.9712,59.14,14,57.14,true
14.0,Base5,1,740.03,7.2574,19.60,11,63.64,true
14.0,Base5,2,39.59,2.4695,30.09,15,60.00,true
14.0,Base5,3,140.02,8.5879,32.10,14,71.43,true
14.0,Base5,4,88.90,8.6229,15.07,12,75.00,true
14.0,Base5,5,-35.25,-5.1522,50.81,13,23.08,false
14.0,NoDOGE,0,247.39,7.9712,59.14,14,57.14,true
14.0,NoDOGE,1,-23.89,-3.7008,25.70,10,40.00,false
14.0,NoDOGE,2,145.46,6.2901,16.61,14,64.29,true
14.0,NoDOGE,3,164.36,9.2405,32.10,14,71.43,true
14.0,NoDOGE,4,88.90,8.6229,15.07,12,75.00,true
14.0,NoDOGE,5,-16.94,-1.4160,38.48,13,38.46,false
14.0,Legacy4,0,106.71,7.6236,20.08,16,62.50,true
14.0,Legacy4,1,-30.00,-1.5312,36.91,14,35.71,false
14.0,Legacy4,2,136.96,6.2193,16.61,13,53.85,true
14.0,Legacy4,3,361.48,8.2414,35.37,14,64.29,true
14.0,Legacy4,4,3.34,1.2233,30.02,12,50.00,true
14.0,Legacy4,5,-23.42,-1.9269,32.21,13,23.08,false
14.0,Legacy5BNB,0,242.57,11.8761,20.08,15,66.67,true
14.0,Legacy5BNB,1,-35.89,-3.3858,40.18,12,25.00,false
14.0,Legacy5BNB,2,22.12,2.3070,18.87,13,53.85,true
14.0,Legacy5BNB,3,568.99,10.3710,18.04,13,69.23,true
14.0,Legacy5BNB,4,36.29,4.4113,32.66,11,63.64,true
14.0,Legacy5BNB,5,-41.23,-4.8705,48.50,13,30.77,false
14.0,OldGuardNoBNB,0,155.52,7.5366,37.30,15,46.67,true
14.0,OldGuardNoBNB,1,-54.50,-11.3652,54.50,12,16.67,false
14.0,OldGuardNoBNB,2,136.96,6.2193,16.61,13,53.85,true
14.0,OldGuardNoBNB,3,361.48,8.2414,35.37,14,64.29,true
14.0,OldGuardNoBNB,4,3.34,1.2233,30.02,12,50.00,true
14.0,OldGuardNoBNB,5,23.78,3.4030,26.24,12,41.67,true
14.0,LargeCaps5,0,247.39,7.9712,59.14,14,57.14,true
14.0,LargeCaps5,1,-34.06,-5.2683,34.06,11,36.36,false
14.0,LargeCaps5,2,145.46,6.2901,16.61,14,64.29,true
14.0,LargeCaps5,3,200.33,11.6726,25.32,13,69.23,true
14.0,LargeCaps5,4,102.95,9.4588,15.07,12,75.00,true
14.0,LargeCaps5,5,-16.94,-1.4160,38.48,13,38.46,false
14.0,Legacy3,0,279.51,11.6961,12.28,15,66.67,true
