cooldown,universe,window,final_equity,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
25,Legacy5BNB,0,1.33978244,33.9782,2.393814,6.0982,26,73.0769,true
25,Legacy5BNB,1,1.11835648,11.8356,1.614431,5.2421,35,54.2857,true
25,Legacy5BNB,2,1.66725160,66.7252,4.012996,7.5160,28,67.8571,true
25,Legacy5BNB,3,1.08689349,8.6893,0.708666,13.3995,21,66.6667,true
25,Legacy5BNB,4,1.12819186,12.8192,1.149476,12.9282,29,48.2759,true
25,Legacy5BNB,5,0.98032134,-1.9679,-0.450141,6.4200,24,33.3333,false
25,Legacy5BNB,6,0.99735069,-0.2649,-0.014280,5.3946,33,45.4545,false
25,OldGuardNoBNB,0,1.23890902,23.8909,1.889417,7.2048,25,68.0000,true
25,OldGuardNoBNB,1,1.12858647,12.8586,1.655134,4.5513,31,58.0645,true
25,OldGuardNoBNB,2,1.47426049,47.4260,3.493037,7.6341,29,55.1724,true
25,OldGuardNoBNB,3,1.17745956,17.7460,1.269662,8.1814,24,58.3333,true
25,OldGuardNoBNB,4,1.07165287,7.1653,0.628668,14.7453,30,43.3333,true
25,OldGuardNoBNB,5,0.99017928,-0.9821,-0.188165,6.5311,25,40.0000,false
25,OldGuardNoBNB,6,0.96556933,-3.4431,-0.707154,9.1375,31,41.9355,false
25,LargeCaps5,0,1.29206406,29.2064,2.231538,4.3543,25,64.0000,true
25,LargeCaps5,1,1.16187062,16.1871,1.634506,8.1514,35,54.2857,true
25,LargeCaps5,2,1.35329209,35.3292,2.848471,4.1025,29,62.0690,true
25,LargeCaps5,3,1.17328825,17.3288,1.522568,7.2627,22,63.6364,true
25,LargeCaps5,4,1.11335607,11.3356,0.916990,14.4235,29,51.7241,true
25,LargeCaps5,5,1.05653679,5.6537,1.108196,4.9925,26,42.3077,true
25,Legacy3,0,1.15923891,15.9239,1.606897,5.5639,18,72.2222,true
25,Legacy3,1,1.12619440,12.6194,1.976668,2.5902,22,63.6364,true
25,Legacy3,2,1.31308912,31.3089,2.726145,5.5510,19,63.1579,true
25,Legacy3,3,1.09352527,9.3525,0.950620,8.1814,15,66.6667,true
25,Legacy3,4,1.00508152,0.5082,0.121512,11.0656,20,40.0000,true
25,Legacy3,5,1.01185717,1.1857,0.383311,4.6484,16,37.5000,true
25,Legacy3,6,0.95695763,-4.3042,-1.189959,7.0553,21,38.0952,false
25,LowVolume5,0,1.11490749,11.4907,1.079861,9.0450,23,60.8696,true
25,LowVolume5,1,1.06137812,6.1378,0.938456,9.1987,25,52.0000,true
25,LowVolume5,2,1.25946528,25.9465,2.296305,5.4964,24,50.0000,true
25,LowVolume5,3,1.03345847,3.3458,0.334277,15.4064,22,50.0000,true
25,LowVolume5,4,0.97410323,-2.5897,-0.139499,18.1963,25,40.0000,false
25,LowVolume5,5,1.07056071,7.0561,1.261770,5.6134,24,41.6667,true
25,LowVolume5,6,0.90839902,-9.1601,-2.104673,11.8081,24,33.3333,false
25,OldGuard4,0,1.11550282,11.5503,1.177534,10.2873,21,66.6667,true
25,OldGuard4,1,1.07069081,7.0691,1.107730,4.1208,25,56.0000,true
25,OldGuard4,2,1.29530435,29.5304,2.587657,7.6341,25,52.0000,true
25,OldGuard4,3,1.15987759,15.9878,1.189698,8.1814,21,57.1429,true
25,OldGuard4,4,1.00462329,0.4623,0.120591,16.9055,25,36.0000,true
25,OldGuard4,5,0.99895762,-0.1042,0.004526,6.5609,21,38.0952,false
25,OldGuard4,6,0.94987800,-5.0122,-1.167381,9.0121,26,38.4615,false
26,Base5,0,1.44199588,44.1996,2.284371,6.3690,23,65.2174,true
26,Base5,1,1.19300623,19.3006,1.977937,6.7948,30,60.0000,true
26,Base5,2,1.27498707,27.4987,2.501667,4.2494,26,61.5385,true
26,Base5,3,1.22833956,22.8340,1.963466,10.4644,22,59.0909,true
26,Base5,4,1.07872865,7.8729,0.622592,11.8431,29,55.1724,true
26,Base5,5,1.13949452,13.9495,1.666746,5.3214,28,50.0000,true
26,NoDOGE,0,1.31575125,31.5751,2.515441,4.2419,20,70.0000,true
26,NoDOGE,1,1.20277577,20.2776,2.077673,6.7948,27,62.9630,true
26,NoDOGE,2,1.21839895,21.8399,2.078381,4.2494,23,60.8696,true
26,NoDOGE,3,1.19834095,19.8341,1.784959,10.1194,19,63.1579,true
26,NoDOGE,4,1.05804294,5.8043,0.541949,12.9725,25,52.0000,true
26,NoDOGE,5,1.15098473,15.0985,1.878402,3.7186,22,50.0000,true
26,Legacy4,0,1.28748356,28.7484,2.274806,6.0982,22,72.7273,true
26,Legacy4,1,1.16819622,16.8196,2.234391,2.5988,27,66.6667,true
26,Legacy4,2,1.46857501,46.8575,3.493210,5.6957,23,65.2174,true
26,Legacy4,3,1.11161081,11.1611,1.089884,8.1814,17,70.5882,true
26,Legacy4,4,1.02762041,2.7620,0.344575,9.5194,25,44.0000,true
26,Legacy4,5,0.99750514,-0.2495,-0.034615,5.1372,20,40.0000,false
26,Legacy4,6,0.97811396,-2.1886,-0.507972,6.3081,25,40.0000,false
26,Legacy5BNB,0,1.33978244,33.9782,2.393814,6.0982,26,73.0769,true
26,Legacy5BNB,1,1.10855386,10.8554,1.518910,4.9260,34,55.8824,true
26,Legacy5BNB,2,1.63832732,63.8327,3.899655,7.6577,28,67.8571,true
26,Legacy5BNB,3,1.08837131,8.8371,0.726903,13.3995,20,70.0000,true
26,Legacy5BNB,4,1.08134309,8.1343,0.797693,12.9282,29,44.8276,true
26,Legacy5BNB,5,0.98463442,-1.5366,-0.355527,6.0083,23,34.7826,false
26,Legacy5BNB,6,1.00283391,0.2834,0.092704,4.4334,32,43.7500,true
26,OldGuardNoBNB,0,1.22848103,22.8481,1.811581,7.2048,25,68.0000,true
26,OldGuardNoBNB,1,1.11062260,11.0623,1.475250,4.0850,30,60.0000,true
26,OldGuardNoBNB,2,1.47042278,47.0423,3.508519,6.3917,28,57.1429,true
26,OldGuardNoBNB,3,1.17906051,17.9061,1.296379,8.1814,23,60.8696,true
26,OldGuardNoBNB,4,1.02715191,2.7152,0.303933,17.1764,30,40.0000,true
26,OldGuardNoBNB,5,0.98478856,-1.5211,-0.316313,7.0399,25,40.0000,false
26,OldGuardNoBNB,6,0.97087782,-2.9122,-0.599237,8.2806,30,40.0000,false
26,LargeCaps5,0,1.36919839,36.9198,2.676372,3.8510,24,70.8333,true
26,LargeCaps5,1,1.14136795,14.1368,1.470562,8.4527,34,52.9412,true
26,LargeCaps5,2,1.35923345,35.9233,2.886791,4.2494,28,64.2857,true
26,LargeCaps5,3,1.17328825,17.3288,1.522568,7.2627,22,63.6364,true
26,LargeCaps5,4,1.11335607,11.3356,0.916990,14.4235,29,51.7241,true
26,LargeCaps5,5,1.13613367,13.6134,1.699334,4.0521,25,44.0000,true
26,Legacy3,0,1.15923891,15.9239,1.606897,5.5639,18,72.2222,true
26,Legacy3,1,1.12064017,12.0640,1.940284,2.4367,21,66.6667,true
26,Legacy3,2,1.31107729,31.1077,2.716143,5.6957,19,63.1579,true
26,Legacy3,3,1.09501210,9.5012,0.988436,8.1814,14,71.4286,true
26,Legacy3,4,0.96334496,-3.6655,-0.464225,12.5706,20,35.0000,false
26,Legacy3,5,1.00634843,0.6348,0.222444,5.1675,16,37.5000,true
26,Legacy3,6,0.96291389,-3.7086,-1.040483,6.1110,20,35.0000,false
26,LowVolume5,0,1.17152135,17.1521,1.496222,9.0450,22,68.1818,true
26,LowVolume5,1,1.04470255,4.4703,0.705071,9.6372,25,52.0000,true
26,LowVolume5,2,1.30464315,30.4643,2.616736,4.9826,22,54.5455,true
26,LowVolume5,3,1.03486363,3.4864,0.345821,13.3681,21,52.3810,true
26,LowVolume5,4,0.93365307,-6.6347,-0.518063,21.5932,25,36.0000,false
26,LowVolume5,5,1.13372540,13.3725,1.638846,6.1273,24,41.6667,true
26,LowVolume5,6,0.91405305,-8.5947,-1.992550,10.9122,23,30.4348,false
26,OldGuard4,0,1.10611355,10.6114,1.086708,10.2873,21,66.6667,true
26,OldGuard4,1,1.06541031,6.5410,1.051873,3.5389,24,58.3333,true
26,OldGuard4,2,1.31272690,31.2727,2.732194,6.3917,24,54.1667,true
26,OldGuard4,3,1.16145463,16.1455,1.216470,8.1814,20,60.0000,true
26,OldGuard4,4,0.96290576,-3.7094,-0.286869,20.3560,25,32.0000,false
26,OldGuard4,5,0.99351911,-0.6481,-0.138226,7.0696,21,38.0952,false
26,OldGuard4,6,0.95579020,-4.4210,-1.038433,8.0877,25,36.0000,false
27,Base5,0,1.23108523,23.1085,1.680814,6.3690,23,60.8696,true
27,Base5,1,1.18477432,18.4774,1.890930,6.7948,30,56.6667,true
27,Base5,2,1.31874583,31.8746,2.865463,4.2494,26,61.5385,true
27,Base5,3,1.22833956,22.8340,1.963466,10.4644,22,59.0909,true
27,Base5,4,1.07566195,7.5662,0.603762,11.8431,29,55.1724,true
27,Base5,5,1.16881224,16.8812,1.935568,6.1866,28,57.1429,true
27,NoDOGE,0,1.31340688,31.3407,2.500090,4.2419,20,70.0000,true
27,NoDOGE,1,1.19447646,19.4476,1.989356,6.7948,27,59.2593,true
27,NoDOGE,2,1.26021555,26.0216,2.443208,4.2494,23,60.8696,true
27,NoDOGE,3,1.19834095,19.8341,1.784959,10.1194,19,63.1579,true
27,NoDOGE,4,1.05503505,5.5035,0.519859,12.9725,25,52.0000,true
27,NoDOGE,5,1.16527851,16.5279,2.016580,4.5985,22,54.5455,true
27,Legacy4,0,1.28215255,28.2153,2.239930,6.0982,22,72.7273,true
27,Legacy4,1,1.16589094,16.5891,2.201815,3.0476,26,65.3846,true
27,Legacy4,2,1.46994629,46.9946,3.513394,5.6957,23,65.2174,true
27,Legacy4,3,1.05800210,5.8002,0.587702,9.1689,17,64.7059,true
27,Legacy4,4,1.01271528,1.2715,0.198739,9.5194,25,44.0000,true
27,Legacy4,5,1.00701120,0.7011,0.209195,5.0593,20,45.0000,true
27,Legacy4,6,0.96496713,-3.5033,-0.886045,7.4257,25,40.0000,false
27,Legacy5BNB,0,1.33086128,33.0861,2.333962,6.0982,26,73.0769,true
27,Legacy5BNB,1,1.11630100,11.6301,1.578446,4.3233,32,56.2500,true
27,Legacy5BNB,2,1.67469987,67.4700,4.162169,5.6957,27,70.3704,true
27,Legacy5BNB,3,1.03588335,3.5883,0.357081,13.3995,20,65.0000,true
27,Legacy5BNB,4,1.06344061,6.3441,0.646803,13.1095,29,44.8276,true
27,Legacy5BNB,5,0.99401782,-0.5982,-0.112713,5.8972,23,39.1304,false
27,Legacy5BNB,6,0.96148126,-3.8519,-0.837935,7.7415,32,40.6250,false
27,OldGuardNoBNB,0,1.22339432,22.3394,1.776334,7.2048,25,68.0000,true
27,OldGuardNoBNB,1,1.10843094,10.8431,1.445779,3.7288,29,58.6207,true
27,OldGuardNoBNB,2,1.47179578,47.1796,3.528799,6.3917,28,57.1429,true
27,OldGuardNoBNB,3,1.12219896,12.2199,0.908230,8.1814,23,56.5217,true
27,OldGuardNoBNB,4,1.01225357,1.2254,0.187255,17.1764,30,40.0000,true
27,OldGuardNoBNB,5,0.99417343,-0.5827,-0.096246,6.9635,25,44.0000,false
27,OldGuardNoBNB,6,0.95782825,-4.2172,-0.929274,9.3747,30,40.0000,false
27,LargeCaps5,0,1.36330296,36.3303,2.639008,4.0941,24,70.8333,true
27,LargeCaps5,1,1.14367066,14.3671,1.454731,8.4527,33,51.5152,true
27,LargeCaps5,2,1.43575505,43.5755,3.487630,4.2494,27,66.6667,true
27,LargeCaps5,3,1.17328825,17.3288,1.522568,7.2627,22,63.6364,true
27,LargeCaps5,4,1.10788012,10.7880,0.874458,14.6016,29,51.7241,true
27,LargeCaps5,5,1.15024302,15.0243,1.845392,4.9289,25,48.0000,true
27,Legacy3,0,1.15443891,15.4439,1.565018,5.5639,18,72.2222,true
27,Legacy3,1,1.11798185,11.7982,1.937622,2.4367,20,65.0000,true
27,Legacy3,2,1.31107729,31.1077,2.716143,5.6957,19,63.1579,true
27,Legacy3,3,1.04220388,4.2204,0.467004,9.1689,14,64.2857,true
27,Legacy3,4,0.94937211,-5.0628,-0.659951,12.5706,20,35.0000,false
27,Legacy3,5,1.01593877,1.5939,0.497544,5.1675,16,43.7500,true
27,Legacy3,6,0.95478433,-4.5216,-1.317972,6.0758,20,35.0000,false
27,LowVolume5,0,1.16459175,16.4592,1.443147,9.0450,22,68.1818,true
27,LowVolume5,1,1.04988533,4.9885,0.786334,9.1889,24,54.1667,true
27,LowVolume5,2,1.30464315,30.4643,2.616736,4.9826,22,54.5455,true
27,LowVolume5,3,0.98495614,-1.5044,0.004098,13.3681,21,47.6190,false
27,LowVolume5,4,0.89893153,-10.1068,-0.844529,22.7386,25,36.0000,false
27,LowVolume5,5,1.14059126,14.0591,1.722498,6.0935,24,45.8333,true
27,LowVolume5,6,0.90633601,-9.3664,-2.240579,10.8836,23,30.4348,false
27,OldGuard4,0,1.10153353,10.1534,1.044701,10.2873,21,66.6667,true
27,OldGuard4,1,1.06288301,6.2883,1.031379,3.0603,23,56.5217,true
27,OldGuard4,2,1.31272690,31.2727,2.732194,6.3917,24,54.1667,true
27,OldGuard4,3,1.10544214,10.5442,0.819705,8.1814,20,55.0000,true
27,OldGuard4,4,0.94893928,-5.1061,-0.420482,20.3560,25,32.0000,false
27,OldGuard4,5,1.00298718,0.2987,0.106829,7.0696,21,42.8571,true
27,OldGuard4,6,0.94772079,-5.2279,-1.264954,8.2180,25,36.0000,false
28,Base5,0,1.20254052,20.2541,1.523831,6.3690,23,60.8696,true
28,Base5,1,1.18747855,18.7479,1.921774,6.7948,28,57.1429,true
28,Base5,2,1.30964694,30.9647,2.806983,4.9101,26,61.5385,true
28,Base5,3,1.22588246,22.5882,1.943266,10.6435,22,59.0909,true
28,Base5,4,1.09656576,9.6566,0.736777,11.8431,29,58.6207,true
28,Base5,5,1.15478037,15.4780,1.792973,6.1601,28,53.5714,true
28,NoDOGE,0,1.28230665,28.2307,2.333482,4.2414,20,70.0000,true
28,NoDOGE,1,1.19720283,19.7203,2.020787,6.7948,25,60.0000,true
28,NoDOGE,2,1.25152050,25.1521,2.382326,4.9101,23,60.8696,true
28,NoDOGE,3,1.19594386,19.5944,1.764306,10.2992,19,63.1579,true
28,NoDOGE,4,1.07553801,7.5538,0.676256,12.9725,25,56.0000,true
28,NoDOGE,5,1.16216054,16.2161,1.983536,4.5715,22,54.5455,true
28,Legacy4,0,1.24965576,24.9656,2.023685,6.0982,22,68.1818,true
28,Legacy4,1,1.17857777,17.8578,2.301576,2.9949,26,61.5385,true
28,Legacy4,2,1.42720700,42.7207,3.344814,6.3463,23,65.2174,true
28,Legacy4,3,1.13595831,13.5958,1.278455,8.1814,17,70.5882,true
28,Legacy4,4,1.00802180,0.8022,0.152249,9.5194,25,44.0000,true
28,Legacy4,5,1.02026021,2.0260,0.550198,3.9636,19,47.3684,true
28,Legacy4,6,0.97013443,-2.9866,-0.739239,6.9300,25,40.0000,false
28,Legacy5BNB,0,1.29339243,29.3392,2.119044,6.0982,26,65.3846,true
28,Legacy5BNB,1,1.12844821,12.8448,1.670729,4.3233,32,53.1250,true
28,Legacy5BNB,2,1.62600729,62.6007,4.015285,6.3463,27,70.3704,true
28,Legacy5BNB,3,1.11220980,11.2210,0.879593,13.3995,20,70.0000,true
28,Legacy5BNB,4,1.05448661,5.4487,0.575951,13.4399,29,44.8276,true
28,Legacy5BNB,5,1.00709588,0.7096,0.210929,4.6591,22,40.9091,true
28,Legacy5BNB,6,0.96071180,-3.9288,-0.831585,7.8153,32,40.6250,false
28,OldGuardNoBNB,0,1.18876155,18.8762,1.541570,7.2048,25,64.0000,true
28,OldGuardNoBNB,1,1.12049250,12.0493,1.559803,3.7288,29,55.1724,true
28,OldGuardNoBNB,2,1.42900272,42.9003,3.360577,7.0376,28,57.1429,true
28,OldGuardNoBNB,3,1.19495705,19.4957,1.384713,8.1814,23,60.8696,true
28,OldGuardNoBNB,4,1.00756223,0.7562,0.149862,17.1764,30,40.0000,true
28,OldGuardNoBNB,5,1.00725353,0.7254,0.198585,5.8141,24,45.8333,true
28,OldGuardNoBNB,6,0.96295733,-3.7043,-0.809319,8.8894,30,40.0000,false
28,LargeCaps5,0,1.32718607,32.7186,2.459293,4.3700,24,66.6667,true
28,LargeCaps5,1,1.14628107,14.6281,1.482574,7.7366,31,51.6129,true
