em,universe,window,bar_idx,equity
0.36,LowVolume5,3,0,1.00000000
0.36,LowVolume5,3,10,1.21107551
0.36,LowVolume5,3,20,2.25246494
0.36,LowVolume5,3,30,1.78784377
0.36,LowVolume5,3,40,1.21737559
0.36,LowVolume5,3,50,1.21737559
0.36,LowVolume5,3,60,1.50253653
0.36,LowVolume5,3,70,1.96089238
0.36,LowVolume5,3,80,3.40667072
0.36,LowVolume5,3,90,3.40667072
0.36,LowVolume5,3,100,3.40667072
0.36,LowVolume5,4,0,1.00000000
0.36,LowVolume5,4,10,0.83067767
0.36,LowVolume5,4,20,0.74665574
0.36,LowVolume5,4,30,0.47539164
0.36,LowVolume5,4,40,0.47539164
0.36,LowVolume5,4,50,0.47589310
0.36,LowVolume5,4,60,0.32754593
0.36,LowVolume5,4,70,0.32754593
0.36,LowVolume5,4,80,0.32754593
0.36,LowVolume5,4,90,0.31874409
0.36,LowVolume5,4,100,0.39622342
0.36,LowVolume5,4,110,0.39622342
0.36,LowVolume5,4,120,0.39622342
0.36,LowVolume5,4,130,0.39622342
0.36,LowVolume5,4,140,0.39622342
0.36,LowVolume5,5,0,1.00000000
0.36,LowVolume5,5,10,0.86121820
0.36,LowVolume5,5,20,0.71600223
0.36,LowVolume5,5,30,0.71600223
0.36,LowVolume5,5,40,0.60005956
0.36,LowVolume5,5,50,0.61173307
0.36,LowVolume5,5,60,0.49032870
0.36,LowVolume5,5,70,0.49032870
0.36,LowVolume5,5,80,0.49032870
0.36,LowVolume5,5,90,0.43655371
0.36,LowVolume5,5,100,0.43655371
0.36,LowVolume5,5,110,0.42392765
0.36,OldGuard4,0,0,1.00000000
0.36,OldGuard4,0,10,1.00000000
0.36,OldGuard4,0,20,0.99968358
0.36,OldGuard4,0,30,0.91093339
0.36,OldGuard4,0,40,0.96537323
0.36,OldGuard4,0,50,0.86292274
0.36,OldGuard4,0,60,1.10924735
0.36,OldGuard4,0,70,1.35636493
0.36,OldGuard4,0,80,2.18957578
0.36,OldGuard4,0,90,1.95385356
0.36,OldGuard4,1,0,1.00000000
0.36,OldGuard4,1,10,0.89083277
0.36,OldGuard4,1,20,0.60375067
0.36,OldGuard4,1,30,0.60375067
0.36,OldGuard4,1,40,0.60375067
0.36,OldGuard4,1,50,0.60375067
0.36,OldGuard4,1,60,0.72180812
0.36,OldGuard4,1,70,0.76955350
0.36,OldGuard4,1,80,0.63305716
0.36,OldGuard4,1,90,0.63305716
0.36,OldGuard4,1,100,0.63305716
0.36,OldGuard4,1,110,0.63305716
0.36,OldGuard4,1,120,0.43330687
0.36,OldGuard4,2,0,1.00000000
0.36,OldGuard4,2,10,0.95388626
0.36,OldGuard4,2,20,0.95388626
0.36,OldGuard4,2,30,0.86166385
0.36,OldGuard4,2,40,1.04913257
0.36,OldGuard4,2,50,0.95447401
0.36,OldGuard4,2,60,0.95447401
0.36,OldGuard4,2,70,0.95447401
0.36,OldGuard4,2,80,0.95447401
0.36,OldGuard4,2,90,0.96263592
0.36,OldGuard4,2,100,1.83960306
0.36,OldGuard4,2,110,1.50427154
0.36,OldGuard4,3,0,1.00000000
0.36,OldGuard4,3,10,2.57744154
0.36,OldGuard4,3,20,2.57744154
0.36,OldGuard4,3,30,2.28730795
0.36,OldGuard4,3,40,1.95518389
0.36,OldGuard4,3,50,1.95518389
0.36,OldGuard4,3,60,2.41317080
0.36,OldGuard4,3,70,3.14931992
0.36,OldGuard4,3,80,2.48495713
0.36,OldGuard4,3,90,2.48495713
0.36,OldGuard4,3,100,2.48495713
0.36,OldGuard4,4,0,1.00000000
0.36,OldGuard4,4,10,0.91919991
0.36,OldGuard4,4,20,0.91919991
0.36,OldGuard4,4,30,0.79655018
0.36,OldGuard4,4,40,0.79655018
0.36,OldGuard4,4,50,0.74694788
0.36,OldGuard4,4,60,0.66435090
0.36,OldGuard4,4,70,0.48571591
0.36,OldGuard4,4,80,0.48571591
0.36,OldGuard4,4,90,0.48571591
0.36,OldGuard4,4,100,0.47266371
0.36,OldGuard4,4,110,0.47266371
0.36,OldGuard4,4,120,0.47266371
0.36,OldGuard4,4,130,0.43682266
0.36,OldGuard4,4,140,0.43682266
0.36,OldGuard4,4,150,0.43682266
0.36,OldGuard4,5,0,1.00000000
0.36,OldGuard4,5,10,0.86121820
0.36,OldGuard4,5,20,1.00260029
0.36,OldGuard4,5,30,1.00260029
0.36,OldGuard4,5,40,1.59378764
0.36,OldGuard4,5,50,1.51009961
0.36,OldGuard4,5,60,1.09939144
0.36,OldGuard4,5,70,1.09939144
0.36,OldGuard4,5,80,1.09939144
0.36,OldGuard4,5,90,0.96715171
0.36,OldGuard4,5,100,0.96715171
0.36,OldGuard4,5,110,0.88547287
0.36,OldGuard4,5,120,0.61302535
0.37,Base5,0,0,1.00000000
0.37,Base5,0,10,0.66267813
0.37,Base5,0,20,0.66267813
0.37,Base5,0,30,0.66267813
0.37,Base5,0,40,0.58445921
0.37,Base5,0,50,0.48041693
0.37,Base5,0,60,0.48041693
0.37,Base5,0,70,1.70597901
0.37,Base5,0,80,2.69832788
0.37,Base5,0,90,2.28591513
0.37,Base5,0,100,2.03982134
0.37,Base5,1,0,1.00000000
0.37,Base5,1,10,1.00000000
0.37,Base5,1,20,1.00000000
0.37,Base5,1,30,1.00000000
0.37,Base5,1,40,0.92086349
0.37,Base5,1,50,0.92086349
0.37,Base5,1,60,0.92086349
0.37,Base5,1,70,1.30509841
0.37,Base5,1,80,1.15198797
0.37,Base5,1,90,7.31392797
0.37,Base5,1,100,8.51154184
0.37,Base5,1,110,8.51154184
0.37,Base5,1,120,9.54690431
0.37,Base5,1,130,7.87922867
0.37,Base5,2,0,1.00000000
0.37,Base5,2,10,1.24987590
0.37,Base5,2,20,1.12903700
0.37,Base5,2,30,1.32639475
0.37,Base5,2,40,1.49245761
0.37,Base5,2,50,1.49245761
0.37,Base5,2,60,1.49245761
0.37,Base5,2,70,2.75306799
0.37,Base5,2,80,3.29341476
0.37,Base5,2,90,3.29341476
0.37,Base5,2,100,3.29341476
0.37,Base5,2,110,3.35642612
0.37,Base5,3,0,1.00000000
0.37,Base5,3,10,1.54000341
0.37,Base5,3,20,2.16407847
0.37,Base5,3,30,1.36954403
0.37,Base5,3,40,1.36954403
0.37,Base5,3,50,2.24784989
0.37,Base5,3,60,1.73175645
0.37,Base5,3,70,1.34303864
0.37,Base5,4,0,1.00000000
0.37,Base5,4,10,1.34111042
0.37,Base5,4,20,1.84478798
0.37,Base5,4,30,2.38114387
0.37,Base5,4,40,2.38114387
0.37,Base5,4,50,2.38114387
0.37,Base5,4,60,2.38114387
0.37,Base5,4,70,2.38114387
0.37,Base5,4,80,2.76241374
0.37,Base5,4,90,2.55294598
0.37,Base5,4,100,2.55294598
0.37,Base5,4,110,2.55294598
0.37,Base5,5,0,1.00000000
0.37,Base5,5,10,0.92393516
0.37,Base5,5,20,1.02838185
0.37,Base5,5,30,1.02838185
0.37,Base5,5,40,1.02838185
0.37,Base5,5,50,1.00099350
0.37,Base5,5,60,1.27107754
0.37,Base5,5,70,1.10337159
0.37,Base5,5,80,1.10337159
0.37,Base5,5,90,0.91594171
0.37,Base5,5,100,0.91594171
0.37,Base5,5,110,0.85064945
0.37,Base5,5,120,0.86983357
0.37,NoDOGE,0,0,1.00000000
0.37,NoDOGE,0,10,0.66267813
0.37,NoDOGE,0,20,0.66267813
0.37,NoDOGE,0,30,0.66267813
0.37,NoDOGE,0,40,0.58445921
0.37,NoDOGE,0,50,0.48041693
0.37,NoDOGE,0,60,0.48041693
0.37,NoDOGE,0,70,1.70597901
0.37,NoDOGE,0,80,2.69832788
0.37,NoDOGE,0,90,2.28591513
0.37,NoDOGE,0,100,2.03982134
0.37,NoDOGE,1,0,1.00000000
0.37,NoDOGE,1,10,1.00000000
0.37,NoDOGE,1,20,1.00000000
0.37,NoDOGE,1,30,1.00000000
0.37,NoDOGE,1,40,0.92086349
0.37,NoDOGE,1,50,0.92086349
0.37,NoDOGE,1,60,0.92086349
0.37,NoDOGE,1,70,0.92086349
0.37,NoDOGE,1,80,0.78342826
0.37,NoDOGE,1,90,0.78342826
0.37,NoDOGE,1,100,0.78225694
0.37,NoDOGE,1,110,0.70618311
0.37,NoDOGE,1,120,0.70618311
0.37,NoDOGE,1,130,0.70618311
0.37,NoDOGE,1,140,0.70618311
0.37,NoDOGE,1,150,0.79208476
0.37,NoDOGE,1,160,0.93383731
0.37,NoDOGE,2,0,1.00000000
0.37,NoDOGE,2,10,0.86137821
0.37,NoDOGE,2,20,0.86137821
0.37,NoDOGE,2,30,0.77809954
0.37,NoDOGE,2,40,0.91411277
0.37,NoDOGE,2,50,1.02855848
0.37,NoDOGE,2,60,1.02855848
0.37,NoDOGE,2,70,1.02855848
0.37,NoDOGE,2,80,3.57396416
0.37,NoDOGE,2,90,3.57396416
0.37,NoDOGE,2,100,3.57396416
0.37,NoDOGE,2,110,4.85963137
0.37,NoDOGE,3,0,1.00000000
0.37,NoDOGE,3,10,1.54000341
0.37,NoDOGE,3,20,2.16407847
0.37,NoDOGE,3,30,1.36954403
0.37,NoDOGE,3,40,1.36954403
0.37,NoDOGE,3,50,2.24784989
0.37,NoDOGE,3,60,2.65714230
0.37,NoDOGE,3,70,2.06070824
0.37,NoDOGE,4,0,1.00000000
0.37,NoDOGE,4,10,1.34111042
0.37,NoDOGE,4,20,1.84478798
0.37,NoDOGE,4,30,2.38114387
0.37,NoDOGE,4,40,2.38114387
0.37,NoDOGE,4,50,2.38114387
0.37,NoDOGE,4,60,2.38114387
0.37,NoDOGE,4,70,2.38114387
0.37,NoDOGE,4,80,2.76241374
0.37,NoDOGE,4,90,2.55294598
0.37,NoDOGE,4,100,2.55294598
0.37,NoDOGE,4,110,2.55294598
0.37,NoDOGE,5,0,1.00000000
0.37,NoDOGE,5,10,0.92393516
0.37,NoDOGE,5,20,1.02838185
0.37,NoDOGE,5,30,1.02838185
0.37,NoDOGE,5,40,1.02838185
0.37,NoDOGE,5,50,1.00099350
0.37,NoDOGE,5,60,1.27107754
0.37,NoDOGE,5,70,1.10337159
0.37,NoDOGE,5,80,1.10337159
0.37,NoDOGE,5,90,0.91594171
0.37,NoDOGE,5,100,0.91594171
0.37,NoDOGE,5,110,0.91594171
0.37,NoDOGE,5,120,0.96950861
0.37,NoDOGE,5,130,0.80935311
0.37,Legacy4,0,0,1.00000000
0.37,Legacy4,0,10,1.00000000
0.37,Legacy4,0,20,0.99968358
0.37,Legacy4,0,30,0.91093339
0.37,Legacy4,0,40,0.79352270
0.37,Legacy4,0,50,0.79352270
0.37,Legacy4,0,60,0.85434383
0.37,Legacy4,0,70,0.87508832
0.37,Legacy4,0,80,1.08343002
0.37,Legacy4,0,90,1.33556219
0.37,Legacy4,1,0,1.00000000
0.37,Legacy4,1,10,0.81547870
0.37,Legacy4,1,20,0.81797504
0.37,Legacy4,1,30,0.75324334
0.37,Legacy4,1,40,0.75324334
0.37,Legacy4,1,50,0.75324334
0.37,Legacy4,1,60,0.68994607
0.37,Legacy4,1,70,0.82265181
0.37,Legacy4,1,80,0.74264962
0.37,Legacy4,1,90,0.74264962
0.37,Legacy4,1,100,0.74264962
0.37,Legacy4,1,110,0.74264962
0.37,Legacy4,1,120,1.02179030
0.37,Legacy4,2,0,1.00000000
0.37,Legacy4,2,10,1.00000000
0.37,Legacy4,2,20,1.00000000
0.37,Legacy4,2,30,1.00000000
0.37,Legacy4,2,40,1.06122115
0.37,Legacy4,2,50,1.19408463
0.37,Legacy4,2,60,1.19408463
0.37,Legacy4,2,70,1.19408463
0.37,Legacy4,2,80,1.12503613
0.37,Legacy4,2,90,2.81075988
0.37,Legacy4,2,100,2.81075988
0.37,Legacy4,2,110,2.81075988
0.37,Legacy4,2,120,2.81075988
0.37,Legacy4,3,0,1.00000000
0.37,Legacy4,3,10,1.05218558
0.37,Legacy4,3,20,1.49766112
0.37,Legacy4,3,30,1.63811374
0.37,Legacy4,3,40,1.40025465
0.37,Legacy4,3,50,2.61819127
0.37,Legacy4,3,60,2.57279744
0.37,Legacy4,3,70,2.03005458
0.37,Legacy4,3,80,2.03005458
0.37,Legacy4,4,0,1.00000000
0.37,Legacy4,4,10,1.34111042
0.37,Legacy4,4,20,1.25493864
0.37,Legacy4,4,30,1.25493864
0.37,Legacy4,4,40,1.26000665
0.37,Legacy4,4,50,1.26000665
0.37,Legacy4,4,60,1.26000665
0.37,Legacy4,4,70,1.26000665
0.37,Legacy4,4,80,1.26000665
0.37,Legacy4,4,90,1.26000665
0.37,Legacy4,4,100,1.26000665
0.37,Legacy4,4,110,1.26000665
0.37,Legacy4,4,120,1.16446312
0.37,Legacy4,4,130,1.16446312
0.37,Legacy4,4,140,1.16446312
0.37,Legacy4,4,150,1.16446312
0.37,Legacy4,5,0,1.00000000
0.37,Legacy4,5,10,0.92393516
0.37,Legacy4,5,20,0.85033397
0.37,Legacy4,5,30,0.80495652
0.37,Legacy4,5,40,0.80495652
0.37,Legacy4,5,50,0.80495652
0.37,Legacy4,5,60,1.35575176
0.37,Legacy4,5,70,1.17687389
0.37,Legacy4,5,80,1.17687389
0.37,Legacy4,5,90,1.17687389
0.37,Legacy4,5,100,0.97695816
0.37,Legacy4,5,110,0.97695816
0.37,Legacy4,5,120,0.97695816
0.37,Legacy4,5,130,0.90875842
0.37,Legacy4,5,140,0.90875842
0.37,Legacy4,5,150,0.90875842
0.37,Legacy5BNB,0,0,1.00000000
0.37,Legacy5BNB,0,10,1.00000000
0.37,Legacy5BNB,0,20,0.99968358
0.37,Legacy5BNB,0,30,0.91093339
0.37,Legacy5BNB,0,40,0.79352270
0.37,Legacy5BNB,0,50,0.79352270
0.37,Legacy5BNB,0,60,0.85434383
0.37,Legacy5BNB,0,70,1.04666662
0.37,Legacy5BNB,0,80,1.04666662
0.37,Legacy5BNB,0,90,1.65007246
0.37,Legacy5BNB,1,0,1.00000000
0.37,Legacy5BNB,1,10,1.00000000
0.37,Legacy5BNB,1,20,1.00000000
0.37,Legacy5BNB,1,30,1.00000000
0.37,Legacy5BNB,1,40,0.92086349
0.37,Legacy5BNB,1,50,0.92086349
0.37,Legacy5BNB,1,60,0.92086349
0.37,Legacy5BNB,1,70,0.92086349
0.37,Legacy5BNB,1,80,0.71080397
0.37,Legacy5BNB,1,90,0.84752157
0.37,Legacy5BNB,1,100,0.76510082
0.37,Legacy5BNB,1,110,0.76510082
0.37,Legacy5BNB,1,120,0.76510082
0.37,Legacy5BNB,1,130,0.76510082
0.37,Legacy5BNB,1,140,0.89998277
0.37,Legacy5BNB,2,0,1.00000000
0.37,Legacy5BNB,2,10,1.00000000
0.37,Legacy5BNB,2,20,1.00000000
0.37,Legacy5BNB,2,30,1.00000000
0.37,Legacy5BNB,2,40,1.06122115
0.37,Legacy5BNB,2,50,1.19408463
0.37,Legacy5BNB,2,60,1.19408463
0.37,Legacy5BNB,2,70,1.19408463
0.37,Legacy5BNB,2,80,1.12503613
0.37,Legacy5BNB,2,90,0.96591545
0.37,Legacy5BNB,2,100,0.96591545
0.37,Legacy5BNB,2,110,0.96591545
0.37,Legacy5BNB,2,120,0.96591545
0.37,Legacy5BNB,3,0,1.00000000
0.37,Legacy5BNB,3,10,1.05218558
0.37,Legacy5BNB,3,20,1.49766112
0.37,Legacy5BNB,3,30,1.63811374
0.37,Legacy5BNB,3,40,1.40025465
0.37,Legacy5BNB,3,50,2.67578727
0.37,Legacy5BNB,3,60,2.67578727
0.37,Legacy5BNB,3,70,2.67578727
0.37,Legacy5BNB,3,80,2.35111494
0.37,Legacy5BNB,3,90,2.35111494
0.37,Legacy5BNB,3,100,2.35111494
0.37,Legacy5BNB,4,0,1.00000000
0.37,Legacy5BNB,4,10,1.52187595
0.37,Legacy5BNB,4,20,1.52187595
0.37,Legacy5BNB,4,30,1.52187595
0.37,Legacy5BNB,4,40,1.92076352
0.37,Legacy5BNB,4,50,1.92076352
0.37,Legacy5BNB,4,60,1.92076352
0.37,Legacy5BNB,4,70,1.92076352
0.37,Legacy5BNB,4,80,1.92076352
0.37,Legacy5BNB,4,90,1.92076352
0.37,Legacy5BNB,4,100,1.92076352
0.37,Legacy5BNB,4,110,1.92076352
0.37,Legacy5BNB,4,120,1.92076352
0.37,Legacy5BNB,4,130,1.77511624
0.37,Legacy5BNB,4,140,1.77511624
0.37,Legacy5BNB,4,150,1.77511624
0.37,Legacy5BNB,5,0,1.00000000
0.37,Legacy5BNB,5,10,0.92393516
0.37,Legacy5BNB,5,20,0.92393516
0.37,Legacy5BNB,5,30,0.92393516
0.37,Legacy5BNB,5,40,0.92393516
0.37,Legacy5BNB,5,50,0.92393516
0.37,Legacy5BNB,5,60,0.92393516
0.37,Legacy5BNB,5,70,0.92393516
0.37,Legacy5BNB,5,80,0.92393516
0.37,Legacy5BNB,5,90,0.85229313
0.37,Legacy5BNB,5,100,1.19284012
0.37,Legacy5BNB,5,110,1.19284012
0.37,Legacy5BNB,5,120,1.19284012
0.37,Legacy5BNB,5,130,0.99021221
0.37,Legacy5BNB,5,140,0.99021221
0.37,Legacy5BNB,5,150,0.99021221
0.37,Legacy5BNB,5,160,0.69432209
0.37,Legacy5BNB,5,170,0.69432209
0.37,Legacy5BNB,5,180,0.69432209
0.37,OldGuardNoBNB,0,0,1.00000000
0.37,OldGuardNoBNB,0,10,1.00000000
0.37,OldGuardNoBNB,0,20,0.99968358
0.37,OldGuardNoBNB,0,30,0.91093339
0.37,OldGuardNoBNB,0,40,0.79352270
0.37,OldGuardNoBNB,0,50,0.79352270
0.37,OldGuardNoBNB,0,60,0.76942691
0.37,OldGuardNoBNB,0,70,1.00943215
0.37,OldGuardNoBNB,0,80,1.23431294
0.37,OldGuardNoBNB,0,90,1.77803678
0.37,OldGuardNoBNB,0,100,1.77803678
0.37,OldGuardNoBNB,1,0,1.00000000
0.37,OldGuardNoBNB,1,10,0.89083277
0.37,OldGuardNoBNB,1,20,0.60375067
0.37,OldGuardNoBNB,1,30,0.60375067
0.37,OldGuardNoBNB,1,40,0.60375067
0.37,OldGuardNoBNB,1,50,0.60375067
0.37,OldGuardNoBNB,1,60,0.49685455
0.37,OldGuardNoBNB,1,70,0.40872705
0.37,OldGuardNoBNB,1,80,0.40872705
0.37,OldGuardNoBNB,1,90,0.40872705
0.37,OldGuardNoBNB,1,100,0.40872705
0.37,OldGuardNoBNB,1,110,0.34767475
0.37,OldGuardNoBNB,1,120,0.38805436
0.37,OldGuardNoBNB,2,0,1.00000000
0.37,OldGuardNoBNB,2,10,1.00000000
0.37,OldGuardNoBNB,2,20,1.00000000
0.37,OldGuardNoBNB,2,30,1.00000000
0.37,OldGuardNoBNB,2,40,1.06122115
0.37,OldGuardNoBNB,2,50,1.19408463
0.37,OldGuardNoBNB,2,60,1.19408463
0.37,OldGuardNoBNB,2,70,1.19408463
0.37,OldGuardNoBNB,2,80,1.12503613
0.37,OldGuardNoBNB,2,90,2.81075988
0.37,OldGuardNoBNB,2,100,2.81075988
0.37,OldGuardNoBNB,2,110,2.81075988
0.37,OldGuardNoBNB,2,120,2.81075988
0.37,OldGuardNoBNB,3,0,1.00000000
0.37,OldGuardNoBNB,3,10,1.05218558
0.37,OldGuardNoBNB,3,20,1.49766112
0.37,OldGuardNoBNB,3,30,1.63811374
0.37,OldGuardNoBNB,3,40,1.40025465
0.37,OldGuardNoBNB,3,50,2.61819127
0.37,OldGuardNoBNB,3,60,2.57279744
0.37,OldGuardNoBNB,3,70,2.03005458
0.37,OldGuardNoBNB,3,80,2.03005458
0.37,OldGuardNoBNB,4,0,1.00000000
0.37,OldGuardNoBNB,4,10,1.34111042
0.37,OldGuardNoBNB,4,20,1.25493864
0.37,OldGuardNoBNB,4,30,1.25493864
0.37,OldGuardNoBNB,4,40,1.26000665
0.37,OldGuardNoBNB,4,50,1.26000665
0.37,OldGuardNoBNB,4,60,1.26000665
0.37,OldGuardNoBNB,4,70,1.26000665
0.37,OldGuardNoBNB,4,80,1.26000665
0.37,OldGuardNoBNB,4,90,1.26000665
0.37,OldGuardNoBNB,4,100,1.26000665
0.37,OldGuardNoBNB,4,110,1.26000665
0.37,OldGuardNoBNB,4,120,1.16446312
0.37,OldGuardNoBNB,4,130,1.16446312
0.37,OldGuardNoBNB,4,140,1.16446312
0.37,OldGuardNoBNB,4,150,1.16446312
0.37,OldGuardNoBNB,5,0,1.00000000
0.37,OldGuardNoBNB,5,10,0.92393516
0.37,OldGuardNoBNB,5,20,0.85033397
0.37,OldGuardNoBNB,5,30,0.80495652
0.37,OldGuardNoBNB,5,40,0.80495652
0.37,OldGuardNoBNB,5,50,1.00309737
0.37,OldGuardNoBNB,5,60,1.48460618
0.37,OldGuardNoBNB,5,70,1.28872726
0.37,OldGuardNoBNB,5,80,1.28872726
0.37,OldGuardNoBNB,5,90,1.28872726
0.37,OldGuardNoBNB,5,100,1.06981099
0.37,OldGuardNoBNB,5,110,1.06981099
0.37,OldGuardNoBNB,5,120,1.06981099
0.37,OldGuardNoBNB,5,130,0.99512935
0.37,OldGuardNoBNB,5,140,0.99512935
0.37,OldGuardNoBNB,5,150,0.99512935
0.37,LargeCaps5,0,0,1.00000000
0.37,LargeCaps5,0,10,0.66267813
0.37,LargeCaps5,0,20,0.66267813
0.37,LargeCaps5,0,30,0.66267813
0.37,LargeCaps5,0,40,0.58445921
0.37,LargeCaps5,0,50,0.48041693
0.37,LargeCaps5,0,60,0.48041693
0.37,LargeCaps5,0,70,1.70597901
0.37,LargeCaps5,0,80,2.69832788
0.37,LargeCaps5,0,90,2.28591513
0.37,LargeCaps5,0,100,2.03982134
0.37,LargeCaps5,1,0,1.00000000
0.37,LargeCaps5,1,10,1.00000000
0.37,LargeCaps5,1,20,1.00000000
0.37,LargeCaps5,1,30,1.00000000
0.37,LargeCaps5,1,40,0.92086349
0.37,LargeCaps5,1,50,0.92086349
0.37,LargeCaps5,1,60,0.92086349
0.37,LargeCaps5,1,70,0.92086349
0.37,LargeCaps5,1,80,0.78342826
0.37,LargeCaps5,1,90,0.78342826
0.37,LargeCaps5,1,100,0.78225694
0.37,LargeCaps5,1,110,0.70618311
0.37,LargeCaps5,1,120,0.70618311
0.37,LargeCaps5,1,130,0.70618311
0.37,LargeCaps5,1,140,0.70618311
0.37,LargeCaps5,1,150,0.79208476
0.37,LargeCaps5,1,160,0.93383731
0.37,LargeCaps5,2,0,1.00000000
0.37,LargeCaps5,2,10,0.86137821
0.37,LargeCaps5,2,20,0.86137821
0.37,LargeCaps5,2,30,0.77809954
0.37,LargeCaps5,2,40,0.91411277
0.37,LargeCaps5,2,50,1.02855848
0.37,LargeCaps5,2,60,1.02855848
0.37,LargeCaps5,2,70,1.02855848
0.37,LargeCaps5,2,80,3.57396416
0.37,LargeCaps5,2,90,3.57396416
0.37,LargeCaps5,2,100,3.57396416
0.37,LargeCaps5,2,110,4.85963137
0.37,LargeCaps5,3,0,1.00000000
0.37,LargeCaps5,3,10,1.54000341
0.37,LargeCaps5,3,20,2.16407847
0.37,LargeCaps5,3,30,1.21535695
0.37,LargeCaps5,3,40,1.21535695
0.37,LargeCaps5,3,50,2.32246089
0.37,LargeCaps5,3,60,2.32246089
0.37,LargeCaps5,3,70,2.32246089
0.37,LargeCaps5,3,80,2.04066017
0.37,LargeCaps5,3,90,1.58260445
0.37,LargeCaps5,4,0,1.00000000
0.37,LargeCaps5,4,10,1.88028320
0.37,LargeCaps5,4,20,1.88028320
0.37,LargeCaps5,4,30,2.02938635
0.37,LargeCaps5,4,40,2.02938635
0.37,LargeCaps5,4,50,2.02938635
0.37,LargeCaps5,4,60,2.02938635
0.37,LargeCaps5,4,70,2.02938635
0.37,LargeCaps5,4,80,2.35433264
0.37,LargeCaps5,4,90,2.35433264
0.37,LargeCaps5,4,100,2.17580878
0.37,LargeCaps5,4,110,2.17580878
0.37,LargeCaps5,4,120,2.17580878
0.37,LargeCaps5,5,0,1.00000000
0.37,LargeCaps5,5,10,0.92393516
0.37,LargeCaps5,5,20,1.02838185
0.37,LargeCaps5,5,30,1.02838185
0.37,LargeCaps5,5,40,1.02838185
0.37,LargeCaps5,5,50,1.00099350
0.37,LargeCaps5,5,60,1.27107754
0.37,LargeCaps5,5,70,1.10337159
0.37,LargeCaps5,5,80,1.10337159
0.37,LargeCaps5,5,90,0.91594171
0.37,LargeCaps5,5,100,0.91594171
0.37,LargeCaps5,5,110,0.91594171
0.37,LargeCaps5,5,120,0.96950861
0.37,LargeCaps5,5,130,0.80935311
0.37,Legacy3,0,0,1.00000000
0.37,Legacy3,0,10,1.49508682
0.37,Legacy3,0,20,1.49508682
0.37,Legacy3,0,30,1.36235558
0.37,Legacy3,0,40,1.44377363
0.37,Legacy3,0,50,1.57603464
0.37,Legacy3,0,60,1.43358336
0.37,Legacy3,0,70,1.81798848
0.37,Legacy3,0,80,2.51143735
0.37,Legacy3,0,90,2.47003470
0.37,Legacy3,1,0,1.00000000
0.37,Legacy3,1,10,0.85465873
0.37,Legacy3,1,20,0.85465873
0.37,Legacy3,1,30,0.78702401
0.37,Legacy3,1,40,0.78702401
0.37,Legacy3,1,50,0.78702401
0.37,Legacy3,1,60,0.99710139
0.37,Legacy3,1,70,1.22935711
0.37,Legacy3,1,80,1.45591519
0.37,Legacy3,1,90,1.45591519
0.37,Legacy3,1,100,1.26744738
0.37,Legacy3,1,110,1.42162243
0.37,Legacy3,2,0,1.00000000
0.37,Legacy3,2,10,0.88803717
0.37,Legacy3,2,20,0.80218110
0.37,Legacy3,2,30,0.97670840
0.37,Legacy3,2,40,0.88858436
0.37,Legacy3,2,50,0.88858436
0.37,Legacy3,2,60,0.88858436
0.37,Legacy3,2,70,0.88858436
0.37,Legacy3,2,80,0.89618283
0.37,Legacy3,2,90,1.71261079
0.37,Legacy3,2,100,1.40042803
0.37,Legacy3,3,0,1.00000000
0.37,Legacy3,3,10,2.57744154
0.37,Legacy3,3,20,2.57744154
0.37,Legacy3,3,30,2.28730795
0.37,Legacy3,3,40,1.95518389
0.37,Legacy3,3,50,1.95518389
0.37,Legacy3,3,60,2.41317080
0.37,Legacy3,3,70,3.14931992
0.37,Legacy3,3,80,2.48495713
0.37,Legacy3,3,90,2.48495713
0.37,Legacy3,3,100,2.48495713
0.37,Legacy3,4,0,1.00000000
0.37,Legacy3,4,10,0.91919991
0.37,Legacy3,4,20,0.91919991
0.37,Legacy3,4,30,0.79655018
0.37,Legacy3,4,40,0.79655018
0.37,Legacy3,4,50,0.74694788
0.37,Legacy3,4,60,0.66435090
0.37,Legacy3,4,70,0.48571591
0.37,Legacy3,4,80,0.48571591
0.37,Legacy3,4,90,0.48571591
0.37,Legacy3,4,100,0.48571591
0.37,Legacy3,4,110,0.48571591
0.37,Legacy3,4,120,0.48571591
0.37,Legacy3,4,130,0.48571591
0.37,Legacy3,4,140,0.44888514
0.37,Legacy3,4,150,0.44888514
0.37,Legacy3,4,160,0.44888514
0.37,Legacy3,4,170,0.44888514
0.37,Legacy3,5,0,1.00000000
0.37,Legacy3,5,10,0.86121820
0.37,Legacy3,5,20,0.71991481
0.37,Legacy3,5,30,0.71991481
0.37,Legacy3,5,40,0.71991481
0.37,Legacy3,5,50,0.71991481
0.37,Legacy3,5,60,0.90473879
0.37,Legacy3,5,70,0.87877089
0.37,Legacy3,5,80,0.87877089
0.37,Legacy3,5,90,0.87877089
0.37,Legacy3,5,100,0.77306839
0.37,Legacy3,5,110,0.77306839
0.37,Legacy3,5,120,0.77306839
0.37,Legacy3,5,130,0.81995745
0.37,Legacy3,5,140,0.53520615
0.37,LowVolume5,0,0,1.00000000
0.37,LowVolume5,0,10,1.49508682
0.37,LowVolume5,0,20,1.49508682
0.37,LowVolume5,0,30,1.36235558
0.37,LowVolume5,0,40,1.29921847
0.37,LowVolume5,0,50,1.18702082
