bar,equity
0,1.00000000
1,1.00000000
2,1.00000000
3,1.00000000
4,1.00000000
5,1.00000000
6,1.00000000
7,1.00000000
8,1.00000000
9,1.00000000
10,1.00000000
11,1.00000000
12,1.00000000
13,1.00000000
14,1.00000000
15,1.00000000
16,1.00000000
17,1.47155036
18,1.47155036
19,1.73890047
20,1.73890047
21,1.73890047
22,2.42429666
23,2.42429666
24,2.42429666
25,1.38727168
26,1.38727168
27,1.38727168
28,1.38727168
29,0.56941151
30,0.27574167
31,0.27574167
32,0.27574167
33,0.27574167
34,0.27574167
35,0.27574167
36,0.27574167
37,0.27574167
38,0.27574167
39,0.27574167
40,0.27574167
41,0.27574167
42,0.27574167
43,0.27574167
44,0.11936199
45,0.11936199
46,0.11936199
47,0.11936199
48,0.11936199
49,0.11936199
50,0.11936199
51,0.11936199
52,0.23261938
53,0.23261938
54,0.23261938
55,0.23261938
56,0.23261938
57,0.03511192
58,0.03511192
59,0.03511192
60,0.03511192
61,0.03511192
62,0.03511192
63,0.03511192
64,0.03511192
65,0.03511192
66,0.03511192
67,0.03511192
68,0.03511192
69,0.03510032
70,0.03510032
71,0.03510032
72,0.03510032
73,0.03510032
74,0.03510032
75,0.03508731
76,0.03508731
77,0.03508731
78,0.03508731
79,0.03508731
80,0.03508731
81,0.03508731
82,0.03508731
83,0.03508731
84,0.03508731
85,0.03508731
86,0.03508731
87,0.03508731
88,0.03508731
89,0.03508731
90,0.03508731
91,0.03508731
92,0.03508731
93,0.03507487
94,0.03507487
95,0.03507487
96,0.03507487
97,0.03507487
98,0.03507487
99,0.03507487
100,0.03507487
101,0.03507487
102,0.03507487
103,0.03507487
104,0.03507487
105,0.03507487
106,0.03507487
107,0.03507487
108,0.03507487
109,0.03507487
110,0.03507487
111,0.03507487
112,0.03507487
113,0.03507487
114,0.03507487
115,0.03507487
116,0.03507487
117,0.03507487
118,0.03507487
119,0.03507487
120,0.03507487
121,0.03507487
122,0.03507487
123,0.03507487
124,0.03507487
125,0.03507487
126,0.03507487
127,0.03507487
128,0.03507487
129,0.03507487
130,0.03507487
131,0.03507487
132,0.03507487
133,0.03507487
134,0.03327962
135,0.03327962
136,0.03327962
137,0.03327962
138,0.03327962
139,0.03327962
140,0.03327962
141,0.03327962
142,0.03327962
143,0.03327962
144,0.03327962
145,0.03327962
146,0.03327962
147,0.03327962
148,0.03327962
149,0.03327962
150,0.03327962
151,0.03327962
152,0.03327962
153,0.03327962
154,0.03327962
155,0.03327962
156,0.02958164
157,0.02958164
158,0.02958164
159,0.02958164
160,0.02958164
161,0.02958164
162,0.02958164
163,0.02958164
164,0.02958164
165,0.02958164
166,0.02958164
167,0.02958164
168,0.02958164
169,0.02958164
170,0.02958164
171,0.02958164
172,0.02958164
173,0.02958164
174,0.02958164
175,0.02958164
176,0.02958164
177,0.02958164
178,0.02958164
179,0.02958164
180,0.02958164
181,0.02958164
182,0.02958164
183,0.02958164
184,0.02958164
185,0.02958164
186,0.02958164
187,0.02958164
188,0.02958164
189,0.02958164
190,0.02958164
191,0.02958164
192,0.02958164
193,0.02958164
194,0.02958164
195,0.02958164
196,0.02958164
197,0.02958164
198,0.02958164
199,0.02958164
200,0.02963638
201,0.02963638
202,0.02963638
203,0.02963638
204,0.02963638
205,0.02963638
206,0.02963638
207,0.02963638
208,0.02963638
209,0.02962058
210,0.02962058
211,0.02962058
212,0.02962058
213,0.02962058
214,0.02962058
215,0.02962058
216,0.02962058
217,0.02962058
218,0.02962058
219,0.02962058
220,0.02962058
221,0.02962058
222,0.02962058
223,0.02962058
224,0.02962058
225,0.02962058
226,0.02962058
227,0.02962058
228,0.02968463
229,0.02968463
230,0.02968463
231,0.02968463
232,0.03015163
233,0.03015163
234,0.03015163
235,0.03015163
236,0.03014866
237,0.03014866
238,0.03014866
239,0.03014866
240,0.03014866
241,0.03014866
242,0.03014866
243,0.03014866
244,0.03014866
245,0.03014866
246,0.03014866
247,0.03237194
248,0.03237194
249,0.03237194
250,0.03237194
251,0.03237194
252,0.03237194
253,0.03237194
254,0.03237194
255,0.03237194
256,0.03237194
257,0.03237194
258,0.03237194
259,0.03237194
260,0.03237194
261,0.03237194
262,0.03237194
263,0.03237194
264,0.03237194
265,0.03237194
266,0.03237194
267,0.03237194
268,0.03237194
269,0.03237194
270,0.04094288
271,0.04094288
272,0.04094288
273,0.04094288
274,0.04094288
275,0.04094288
276,0.04094288
277,0.04094288
278,0.04094288
279,0.04373924
280,0.04373924
281,0.04373924
282,0.04373924
283,0.04373924
284,0.04373924
285,0.00659462
286,0.00659462
287,0.00659462
288,0.00659462
289,0.00659462
290,0.00659462
291,0.00659462
292,0.00659462
293,0.00659462
294,0.00659462
295,0.00659462
296,0.00659462
297,0.00659462
298,0.00659462
299,0.00659462
300,0.00659462
301,0.00659462
302,0.00659462
303,0.00659462
304,0.00659462
305,0.00659462
306,0.00659462
307,0.00659462
308,0.00659462
309,0.00659462
310,0.00659462
311,0.00659462
312,0.00659462
313,0.00659462
314,0.00659462
315,0.00659462
316,0.00659462
317,0.00659462
318,0.00659462
319,0.00659462
320,0.00659462
321,0.00659462
322,0.00659462
323,0.00659462
324,0.00659462
325,0.00659462
326,0.00659462
327,0.00659462
328,0.00659462
329,0.00659462
330,0.00659462
331,0.00659462
332,0.00659462
333,0.00659462
334,0.00659462
335,0.00659462
336,0.00659462
337,0.00659711
338,0.00659711
339,0.00659711
340,0.00659711
341,0.00659711
342,0.00659711
343,0.00659711
344,0.00659711
345,0.00659711
346,0.00659711
347,0.00659711
348,0.00659387
349,0.00659387
350,0.00659387
351,0.00659387
352,0.00659387
353,0.00659387
354,0.00659387
355,0.00659387
356,0.00659387
357,0.00659387
358,0.00659387
359,0.00659387
360,0.00659387
361,0.00659387
362,0.00659387
363,0.00660901
364,0.00660901
365,0.00660901
366,0.00660901
367,0.00660901
368,0.00660901
369,0.00660901
370,0.00660901
371,0.00660901
372,0.00660353
373,0.00660353
374,0.00660353
375,0.00660353
376,0.00660353
377,0.00660353
378,0.00660353
379,0.00660353
380,0.00660353
381,0.00660353
382,0.00660353
383,0.00660353
384,0.00660353
385,0.00660353
386,0.00660353
387,0.01153985
388,0.01153985
389,0.01153985
390,0.01153486
391,0.01153486
392,0.01153486
393,0.01153486
394,0.01153486
395,0.01153486
396,0.01153486
397,0.01153486
398,0.01153486
399,0.01153486
400,0.01153486
401,0.01153486
402,0.01153486
403,0.01153486
404,0.01153486
405,0.01153486
406,0.02015750
407,0.02015750
408,0.24851109
409,0.24851109
410,0.57409286
411,0.57653780
412,0.57223677
413,0.57223677
414,0.57223677
