universe,window,step,equity
Base5,3,62,2.455888
Base5,3,63,2.455888
Base5,3,64,2.455888
Base5,3,65,2.882548
Base5,3,66,3.062496
Base5,3,67,3.196448
Base5,3,68,2.861620
Base5,3,69,3.012400
Base5,3,70,3.757802
Base5,4,0,1.000000
Base5,4,1,0.986574
Base5,4,2,0.986574
Base5,4,3,0.979002
Base5,4,4,0.979002
Base5,4,5,0.979002
Base5,4,6,0.979002
Base5,4,7,0.979002
Base5,4,8,0.979002
Base5,4,9,0.979002
Base5,4,10,1.031916
Base5,4,11,1.031916
Base5,4,12,1.031916
Base5,4,13,1.031916
Base5,4,14,1.031916
Base5,4,15,1.031916
Base5,4,16,1.031916
Base5,4,17,1.031916
Base5,4,18,1.031916
Base5,4,19,1.031916
Base5,4,20,1.031916
Base5,4,21,1.031916
Base5,4,22,1.031916
Base5,4,23,1.031916
Base5,4,24,1.031916
Base5,4,25,1.031916
Base5,4,26,1.031916
Base5,4,27,1.031916
Base5,4,28,1.031916
Base5,4,29,1.031916
Base5,4,30,1.031916
Base5,4,31,1.031916
Base5,4,32,1.031916
Base5,4,33,1.031916
Base5,4,34,1.031916
Base5,4,35,1.031916
Base5,4,36,1.031916
Base5,4,37,1.031916
Base5,4,38,1.031916
Base5,4,39,1.031916
Base5,4,40,1.031916
Base5,4,41,1.031916
Base5,4,42,1.031916
Base5,4,43,1.031916
Base5,4,44,1.031916
Base5,4,45,1.031916
Base5,4,46,1.031916
Base5,4,47,1.031916
Base5,4,48,1.031916
Base5,4,49,1.031916
Base5,4,50,1.031916
Base5,4,51,1.031916
Base5,4,52,1.031916
Base5,4,53,1.031916
Base5,4,54,1.031916
Base5,4,55,1.031916
Base5,4,56,1.031916
Base5,4,57,1.194755
Base5,4,58,1.194755
Base5,4,59,1.194755
Base5,4,60,1.194755
Base5,4,61,1.044053
Base5,4,62,1.044053
Base5,4,63,1.044053
Base5,4,64,1.044053
Base5,4,65,1.044053
Base5,4,66,1.044053
Base5,4,67,1.044053
Base5,4,68,1.044053
Base5,4,69,1.044053
Base5,4,70,1.044053
Base5,4,71,1.044053
Base5,4,72,1.044053
Base5,4,73,1.044053
Base5,4,74,1.044053
Base5,4,75,1.044053
Base5,4,76,1.044053
Base5,4,77,1.044053
Base5,4,78,1.044053
Base5,4,79,1.044053
Base5,4,80,1.044053
Base5,4,81,1.044053
Base5,4,82,1.044053
Base5,4,83,1.044053
Base5,4,84,1.044053
Base5,4,85,1.044053
Base5,4,86,1.044053
Base5,4,87,1.044053
Base5,4,88,1.044053
Base5,4,89,1.044053
Base5,4,90,1.044053
Base5,4,91,1.044053
Base5,4,92,1.169292
Base5,4,93,1.169292
Base5,4,94,1.169292
Base5,4,95,1.169292
Base5,4,96,1.169292
Base5,4,97,1.169292
Base5,4,98,1.169292
Base5,4,99,1.169292
Base5,4,100,1.169292
Base5,4,101,1.169292
Base5,4,102,1.169292
Base5,4,103,1.169292
Base5,4,104,1.169292
Base5,4,105,1.169292
Base5,4,106,1.169292
Base5,4,107,1.169292
Base5,4,108,1.169292
Base5,4,109,1.169292
Base5,4,110,1.169292
Base5,4,111,1.169292
Base5,4,112,1.169292
Base5,4,113,1.169292
Base5,4,114,1.213039
Base5,4,115,1.213039
Base5,4,116,1.213039
Base5,4,117,1.213039
Base5,4,118,1.213039
Base5,4,119,1.541768
Base5,4,120,1.541768
Base5,4,121,1.288511
Base5,4,122,1.288511
Base5,4,123,1.288511
Base5,4,124,1.288511
Base5,4,125,1.288511
Base5,4,126,1.288511
Base5,4,127,1.288511
Base5,4,128,1.288511
Base5,4,129,1.288511
Base5,4,130,1.288511
Base5,4,131,1.288511
Base5,4,132,1.288511
Base5,5,0,1.000000
Base5,5,1,1.000000
Base5,5,2,1.000000
Base5,5,3,1.000000
Base5,5,4,1.000000
Base5,5,5,1.000000
Base5,5,6,1.000000
Base5,5,7,1.000000
Base5,5,8,1.000000
Base5,5,9,1.000000
Base5,5,10,1.000000
Base5,5,11,1.071765
Base5,5,12,1.071765
Base5,5,13,1.071765
Base5,5,14,1.071765
Base5,5,15,1.131818
Base5,5,16,1.131818
Base5,5,17,1.028542
Base5,5,18,1.028542
Base5,5,19,1.028542
Base5,5,20,1.028542
Base5,5,21,1.028542
Base5,5,22,1.028542
Base5,5,23,1.028542
Base5,5,24,1.028542
Base5,5,25,1.028542
Base5,5,26,1.028542
Base5,5,27,1.028542
Base5,5,28,1.028542
Base5,5,29,1.028542
Base5,5,30,1.028542
Base5,5,31,1.028542
Base5,5,32,1.028542
Base5,5,33,1.028542
Base5,5,34,1.028542
Base5,5,35,1.028542
Base5,5,36,0.792439
Base5,5,37,0.792439
Base5,5,38,0.792439
Base5,5,39,0.792439
Base5,5,40,0.792439
Base5,5,41,0.792439
Base5,5,42,0.792439
Base5,5,43,0.792439
Base5,5,44,0.792439
Base5,5,45,0.792439
Base5,5,46,0.792439
Base5,5,47,0.792439
Base5,5,48,0.760216
Base5,5,49,0.760216
Base5,5,50,0.760216
Base5,5,51,0.760216
Base5,5,52,0.760216
Base5,5,53,0.760216
Base5,5,54,0.760216
Base5,5,55,0.760216
Base5,5,56,0.815017
Base5,5,57,0.815017
Base5,5,58,0.815017
Base5,5,59,0.815017
Base5,5,60,0.815017
Base5,5,61,0.815017
Base5,5,62,0.815017
Base5,5,63,0.858247
Base5,5,64,0.858247
Base5,5,65,0.858247
Base5,5,66,0.858247
Base5,5,67,0.858247
Base5,5,68,0.837327
Base5,5,69,0.837327
Base5,5,70,0.837327
Base5,5,71,0.837327
Base5,5,72,0.837327
Base5,5,73,0.837327
Base5,5,74,0.837327
Base5,5,75,0.837327
Base5,5,76,0.837327
Base5,5,77,0.837327
Base5,5,78,0.837327
Base5,5,79,0.837327
Base5,5,80,0.837327
Base5,5,81,0.837327
Base5,5,82,0.837327
Base5,5,83,0.837327
Base5,5,84,0.837327
Base5,5,85,0.837327
Base5,5,86,0.837327
Base5,5,87,0.837327
Base5,5,88,0.837327
Base5,5,89,0.837327
Base5,5,90,0.837327
Base5,5,91,0.837327
Base5,5,92,0.837327
Base5,5,93,0.837327
Base5,5,94,0.837327
Base5,5,95,1.054059
Base5,5,96,1.060142
Base5,5,97,1.060142
Base5,5,98,1.060142
Base5,5,99,1.060142
Base5,5,100,1.060142
Base5,5,101,1.060142
Base5,5,102,1.060142
Base5,5,103,1.060142
Base5,5,104,1.006590
Base5,5,105,1.000740
Base5,6,0,1.000000
Base5,6,1,1.042869
Base5,6,2,0.962839
Base5,6,3,0.962839
Base5,6,4,1.065531
Base5,6,5,1.065531
Base5,6,6,1.065531
Base5,6,7,1.065531
Base5,6,8,1.065531
Base5,6,9,1.065531
Base5,6,10,1.065531
Base5,6,11,1.065531
Base5,6,12,1.065531
Base5,6,13,1.065531
Base5,6,14,1.065531
Base5,6,15,1.065531
Base5,6,16,1.065531
Base5,6,17,1.065531
Base5,6,18,1.065531
Base5,6,19,1.065531
Base5,6,20,1.065531
Base5,6,21,1.065531
Base5,6,22,1.065531
Base5,6,23,1.065531
Base5,6,24,1.065531
Base5,6,25,1.065531
Base5,6,26,1.065531
Base5,6,27,1.065531
Base5,6,28,1.065531
Base5,6,29,1.065531
Base5,6,30,1.065531
Base5,6,31,1.065531
Base5,6,32,1.065531
Base5,6,33,1.065531
Base5,6,34,1.065531
Base5,6,35,1.065531
Base5,6,36,1.065531
Base5,6,37,1.065531
Base5,6,38,1.065531
Base5,6,39,1.065531
Base5,6,40,1.065531
Base5,6,41,1.065531
Base5,6,42,1.065531
Base5,6,43,1.065531
Base5,6,44,1.065531
Base5,6,45,1.065531
Base5,6,46,1.065531
Base5,6,47,1.065531
Base5,6,48,1.065531
Base5,6,49,1.065531
Base5,6,50,1.065531
Base5,6,51,1.065531
Base5,6,52,1.065531
Base5,6,53,1.065531
Base5,6,54,1.065531
Base5,6,55,1.065531
Base5,6,56,1.065531
Base5,6,57,1.065531
Base5,6,58,1.065531
Base5,6,59,1.065531
Base5,6,60,1.065531
Base5,6,61,1.065531
Base5,6,62,1.065531
Base5,6,63,1.065531
Base5,6,64,1.065531
Base5,6,65,1.065531
Base5,6,66,1.065531
Base5,6,67,1.065531
Base5,6,68,1.170397
Base5,6,69,1.170397
Base5,6,70,1.170397
Base5,6,71,1.170397
Base5,6,72,1.170397
Base5,6,73,1.207817
Base5,6,74,1.207817
Base5,6,75,1.207817
Base5,6,76,1.207817
Base5,6,77,1.207817
Base5,6,78,1.207817
Base5,6,79,1.207817
Base5,6,80,1.207817
Base5,6,81,1.207817
Base5,6,82,1.207817
Base5,6,83,1.207817
Base5,6,84,1.207817
Base5,6,85,1.207817
Base5,6,86,1.207817
Base5,6,87,1.207817
Base5,6,88,1.207817
Base5,6,89,1.207817
Base5,6,90,1.207817
Base5,6,91,1.207817
Base5,6,92,1.207817
Base5,6,93,1.207817
Base5,6,94,1.207817
Base5,6,95,1.207817
Base5,6,96,1.207817
Base5,6,97,1.207817
Base5,6,98,1.207817
Base5,6,99,1.207817
Base5,6,100,1.207817
Base5,6,101,1.207817
Base5,6,102,1.207817
Base5,6,103,1.207817
Base5,6,104,1.207817
Base5,6,105,1.207817
Base5,6,106,1.207817
Base5,6,107,1.207817
Base5,6,108,1.207817
Base5,6,109,1.207817
Base5,6,110,1.207817
Base5,6,111,1.207817
Base5,6,112,1.207817
Base5,6,113,1.207817
Base5,6,114,1.207817
Base5,6,115,1.207817
Base5,6,116,0.962378
Base5,6,117,0.962378
Base5,6,118,0.962378
Base5,6,119,0.962378
Base5,6,120,0.962378
Base5,6,121,0.962378
Base5,6,122,0.962378
Base5,6,123,0.962378
Base5,6,124,0.962378
Base5,6,125,0.962378
Base5,6,126,0.962378
Base5,6,127,0.962378
Base5,6,128,0.962378
Base5,6,129,0.910416
Base5,6,130,0.910416
Base5,6,131,0.910416
Base5,6,132,0.910416
Base5,6,133,0.910416
Base5,6,134,1.100676
Base5,6,135,1.241561
NoDOGE,0,0,1.000000
NoDOGE,0,1,1.000000
NoDOGE,0,2,1.000000
NoDOGE,0,3,1.000000
NoDOGE,0,4,1.000000
NoDOGE,0,5,1.000000
NoDOGE,0,6,1.000000
NoDOGE,0,7,1.000000
NoDOGE,0,8,1.000000
NoDOGE,0,9,1.000000
NoDOGE,0,10,1.000000
NoDOGE,0,11,1.000000
NoDOGE,0,12,1.000000
NoDOGE,0,13,1.000000
NoDOGE,0,14,1.000000
NoDOGE,0,15,1.000000
NoDOGE,0,16,1.000000
NoDOGE,0,17,1.000000
NoDOGE,0,18,1.000000
NoDOGE,0,19,1.000000
NoDOGE,0,20,1.000000
NoDOGE,0,21,1.000000
NoDOGE,0,22,1.000000
NoDOGE,0,23,1.000000
NoDOGE,0,24,1.000000
NoDOGE,0,25,1.000000
NoDOGE,0,26,1.000000
NoDOGE,0,27,1.000000
NoDOGE,0,28,1.116703
NoDOGE,0,29,1.660595
NoDOGE,0,30,2.378360
NoDOGE,0,31,2.378360
NoDOGE,0,32,2.378360
NoDOGE,0,33,2.378360
NoDOGE,0,34,2.378360
NoDOGE,0,35,2.378360
NoDOGE,0,36,2.378360
NoDOGE,0,37,2.378360
NoDOGE,0,38,2.378360
NoDOGE,0,39,2.378360
NoDOGE,0,40,2.455538
NoDOGE,0,41,2.455538
NoDOGE,0,42,2.455538
NoDOGE,0,43,2.455538
NoDOGE,0,44,2.455538
NoDOGE,0,45,2.455538
NoDOGE,0,46,2.455538
NoDOGE,0,47,2.642066
NoDOGE,0,48,2.642066
NoDOGE,0,49,3.580225
NoDOGE,0,50,3.580225
NoDOGE,0,51,3.580225
NoDOGE,0,52,3.580225
NoDOGE,0,53,3.580225
NoDOGE,0,54,3.580225
NoDOGE,0,55,3.274096
NoDOGE,0,56,3.274096
NoDOGE,0,57,3.274096
NoDOGE,0,58,3.274096
NoDOGE,0,59,3.274096
NoDOGE,0,60,3.274096
NoDOGE,0,61,3.274096
NoDOGE,0,62,4.599968
NoDOGE,0,63,4.599968
NoDOGE,0,64,4.599968
NoDOGE,0,65,4.599968
NoDOGE,0,66,4.599968
NoDOGE,0,67,4.599968
NoDOGE,0,68,3.298787
NoDOGE,0,69,3.298787
NoDOGE,0,70,3.298787
NoDOGE,0,71,3.298787
NoDOGE,0,72,3.298787
NoDOGE,0,73,3.298787
NoDOGE,0,74,3.298787
NoDOGE,0,75,3.298787
NoDOGE,0,76,3.298787
NoDOGE,0,77,3.298787
NoDOGE,0,78,3.298787
NoDOGE,0,79,3.298787
NoDOGE,0,80,3.298787
NoDOGE,0,81,3.298787
NoDOGE,0,82,3.298787
NoDOGE,0,83,3.298787
NoDOGE,0,84,3.298787
NoDOGE,0,85,3.298787
NoDOGE,0,86,3.077357
NoDOGE,0,87,3.077357
NoDOGE,0,88,3.077357
NoDOGE,0,89,3.077357
NoDOGE,0,90,3.077357
NoDOGE,0,91,3.077357
NoDOGE,0,92,3.077357
NoDOGE,0,93,3.077357
NoDOGE,0,94,3.077357
NoDOGE,0,95,3.077357
NoDOGE,0,96,3.077357
NoDOGE,0,97,3.077357
NoDOGE,0,98,3.077357
NoDOGE,0,99,3.077357
NoDOGE,0,100,3.077357
NoDOGE,0,101,3.077357
NoDOGE,0,102,3.077357
NoDOGE,0,103,3.077357
NoDOGE,0,104,3.077357
NoDOGE,0,105,3.077357
NoDOGE,0,106,3.077357
NoDOGE,0,107,3.077357
NoDOGE,0,108,3.077357
NoDOGE,0,109,3.077357
NoDOGE,0,110,3.077357
NoDOGE,0,111,3.077357
NoDOGE,0,112,3.077357
NoDOGE,0,113,3.077357
NoDOGE,0,114,3.077357
NoDOGE,0,115,3.077357
NoDOGE,0,116,3.077357
NoDOGE,0,117,3.077357
NoDOGE,0,118,3.077357
NoDOGE,0,119,3.077357
NoDOGE,1,0,1.000000
NoDOGE,1,1,1.000000
NoDOGE,1,2,1.000000
NoDOGE,1,3,1.000000
NoDOGE,1,4,1.000000
NoDOGE,1,5,1.000000
NoDOGE,1,6,1.000000
NoDOGE,1,7,1.000000
NoDOGE,1,8,1.101684
NoDOGE,1,9,1.101684
NoDOGE,1,10,1.101684
NoDOGE,1,11,1.101684
NoDOGE,1,12,1.101684
NoDOGE,1,13,1.101684
NoDOGE,1,14,1.101684
NoDOGE,1,15,1.101684
NoDOGE,1,16,1.101684
NoDOGE,1,17,1.101684
NoDOGE,1,18,1.101684
NoDOGE,1,19,1.101684
NoDOGE,1,20,1.170772
NoDOGE,1,21,1.170772
NoDOGE,1,22,1.170772
NoDOGE,1,23,1.170772
NoDOGE,1,24,1.170772
NoDOGE,1,25,1.170772
NoDOGE,1,26,1.170772
NoDOGE,1,27,1.170772
NoDOGE,1,28,1.170772
NoDOGE,1,29,1.170772
NoDOGE,1,30,1.170772
NoDOGE,1,31,1.170772
NoDOGE,1,32,1.170772
NoDOGE,1,33,1.170772
NoDOGE,1,34,1.170772
NoDOGE,1,35,1.170772
NoDOGE,1,36,1.170772
NoDOGE,1,37,1.170772
NoDOGE,1,38,1.170772
NoDOGE,1,39,1.170772
NoDOGE,1,40,1.170772
NoDOGE,1,41,1.170772
NoDOGE,1,42,1.170772
NoDOGE,1,43,1.170772
NoDOGE,1,44,1.170772
NoDOGE,1,45,1.170772
NoDOGE,1,46,1.170772
NoDOGE,1,47,1.170772
NoDOGE,1,48,1.170772
NoDOGE,1,49,1.170772
NoDOGE,1,50,1.170772
NoDOGE,1,51,1.170772
NoDOGE,1,52,1.170772
NoDOGE,1,53,1.170772
NoDOGE,1,54,1.170772
NoDOGE,1,55,1.170772
NoDOGE,1,56,1.170772
NoDOGE,1,57,1.170772
NoDOGE,1,58,1.170772
NoDOGE,1,59,1.170772
NoDOGE,1,60,1.170772
NoDOGE,1,61,1.170772
NoDOGE,1,62,1.170772
NoDOGE,1,63,1.170772
NoDOGE,1,64,1.170772
NoDOGE,1,65,1.170772
NoDOGE,1,66,1.170772
NoDOGE,1,67,1.170772
NoDOGE,1,68,1.170772
NoDOGE,1,69,1.170772
NoDOGE,1,70,1.170772
NoDOGE,1,71,1.170772
NoDOGE,1,72,1.170772
NoDOGE,1,73,1.170772
NoDOGE,1,74,1.170772
NoDOGE,1,75,1.170772
NoDOGE,1,76,1.170772
NoDOGE,1,77,1.170772
NoDOGE,1,78,1.170772
NoDOGE,1,79,1.170772
NoDOGE,1,80,1.310564
NoDOGE,1,81,1.310564
NoDOGE,1,82,1.310564
NoDOGE,1,83,1.310564
NoDOGE,1,84,1.310564
NoDOGE,1,85,1.272782
NoDOGE,1,86,1.242111
NoDOGE,1,87,1.242111
NoDOGE,1,88,1.242111
NoDOGE,1,89,1.242111
NoDOGE,1,90,1.242111
NoDOGE,1,91,1.242111
NoDOGE,1,92,1.242111
NoDOGE,1,93,1.242111
NoDOGE,1,94,1.242111
NoDOGE,1,95,1.242111
NoDOGE,1,96,1.242111
NoDOGE,1,97,1.242111
NoDOGE,1,98,1.242111
NoDOGE,1,99,1.242111
NoDOGE,1,100,1.242111
NoDOGE,1,101,1.242111
NoDOGE,1,102,1.242111
NoDOGE,1,103,1.242111
NoDOGE,1,104,1.242111
NoDOGE,1,105,1.242111
NoDOGE,1,106,1.242111
NoDOGE,1,107,1.242111
NoDOGE,1,108,1.242111
NoDOGE,1,109,1.242111
NoDOGE,1,110,1.242111
NoDOGE,1,111,1.242111
NoDOGE,1,112,1.242111
NoDOGE,1,113,1.242111
NoDOGE,1,114,1.242111
NoDOGE,1,115,1.070770
NoDOGE,1,116,1.302911
NoDOGE,1,117,1.302911
NoDOGE,1,118,1.302911
NoDOGE,1,119,1.302911
NoDOGE,1,120,1.302911
NoDOGE,1,121,1.302911
NoDOGE,1,122,1.302911
NoDOGE,1,123,1.588879
NoDOGE,1,124,1.510285
NoDOGE,1,125,1.510285
NoDOGE,1,126,1.510285
NoDOGE,1,127,1.510285
NoDOGE,1,128,1.510285
NoDOGE,1,129,1.510285
NoDOGE,1,130,1.510285
NoDOGE,1,131,1.457522
NoDOGE,2,0,1.000000
NoDOGE,2,1,0.913993
NoDOGE,2,2,0.913993
NoDOGE,2,3,0.913993
NoDOGE,2,4,0.913993
