ap,universe,window,equity,sharpe,dd_pct,trades
18,Base5,5,1.111331,4.3344,0.00,8
18,Base5,6,1.261789,6.0792,0.00,8
18,NoDOGE,0,4.122885,14.1649,0.00,8
18,NoDOGE,1,1.162010,5.9081,0.00,8
18,NoDOGE,2,1.362778,4.7120,0.00,11
18,NoDOGE,3,2.358131,8.8538,0.00,12
18,NoDOGE,4,1.127768,3.3829,0.00,8
18,NoDOGE,5,1.111331,4.3344,0.00,8
18,NoDOGE,6,1.595010,18.6549,0.00,7
18,Legacy4,0,1.773257,14.5832,0.00,7
18,Legacy4,1,1.092749,2.6892,0.00,10
18,Legacy4,2,11.024396,13.1874,0.00,10
18,Legacy4,3,1.847944,8.0017,0.00,10
18,Legacy4,4,0.884845,-2.4363,11.52,5
18,Legacy4,5,1.541822,9.2370,0.00,8
18,Legacy4,6,1.505058,12.5486,0.00,7
18,Legacy5BNB,0,1.481320,10.6780,0.00,6
18,Legacy5BNB,1,0.932155,-1.0400,6.78,9
18,Legacy5BNB,2,11.024396,13.1874,0.00,10
18,Legacy5BNB,3,1.397313,5.6425,0.00,9
18,Legacy5BNB,4,1.076545,5.2593,0.00,3
18,Legacy5BNB,5,1.133128,5.5463,0.00,7
18,Legacy5BNB,6,1.505058,12.5486,0.00,7
18,OldGuardNoBNB,0,1.782597,9.3312,0.00,9
18,OldGuardNoBNB,1,1.451617,7.3836,0.00,8
18,OldGuardNoBNB,2,11.024396,13.1874,0.00,10
18,OldGuardNoBNB,3,1.847944,8.0017,0.00,10
18,OldGuardNoBNB,4,0.873971,-2.5659,12.60,6
18,OldGuardNoBNB,5,0.777470,-3.1728,22.25,8
18,OldGuardNoBNB,6,1.505058,12.5486,0.00,7
18,LargeCaps5,0,3.773027,13.1552,0.00,8
18,LargeCaps5,1,1.162010,5.9081,0.00,8
18,LargeCaps5,2,1.362778,4.7120,0.00,11
18,LargeCaps5,3,1.783089,7.0272,0.00,11
18,LargeCaps5,4,1.127768,3.3829,0.00,8
18,LargeCaps5,5,1.111331,4.3344,0.00,8
18,LargeCaps5,6,1.595010,18.6549,0.00,7
18,Legacy3,0,1.596367,9.1523,0.00,9
18,Legacy3,1,1.219809,3.8319,0.00,11
18,Legacy3,2,3.568030,9.7394,0.00,11
18,Legacy3,3,2.056956,11.0673,0.00,9
18,Legacy3,4,0.648383,-13.0938,35.16,6
18,Legacy3,5,1.645923,10.3916,0.00,8
18,Legacy3,6,1.430233,10.0191,0.00,8
18,LowVolume5,0,1.278023,4.8686,0.00,9
18,LowVolume5,1,1.393238,4.8710,0.00,11
18,LowVolume5,2,15.560987,16.6403,0.00,12
18,LowVolume5,3,1.930441,8.9674,0.00,9
18,LowVolume5,4,0.384405,-13.8470,61.56,9
18,LowVolume5,5,0.860591,-0.1146,13.94,10
18,LowVolume5,6,1.275189,4.6273,0.00,9
18,OldGuard4,0,1.566058,8.4400,0.00,9
18,OldGuard4,1,1.211548,5.0188,0.00,10
18,OldGuard4,2,3.568030,9.7394,0.00,11
18,OldGuard4,3,2.056956,11.0673,0.00,9
18,OldGuard4,4,0.909162,0.1930,9.08,7
18,OldGuard4,5,1.645923,10.3916,0.00,8
18,OldGuard4,6,1.232126,7.4901,0.00,8
20,Base5,0,4.122885,14.1649,0.00,8
20,Base5,1,4.157491,6.7741,0.00,10
20,Base5,2,1.353761,4.6388,0.00,11
20,Base5,3,1.613920,5.7482,0.00,12
20,Base5,4,1.268202,5.7981,0.00,8
20,Base5,5,0.820723,-4.0590,17.93,7
20,Base5,6,1.261789,6.0792,0.00,8
20,NoDOGE,0,4.122885,14.1649,0.00,8
20,NoDOGE,1,1.162010,5.9081,0.00,8
20,NoDOGE,2,1.362778,4.7120,0.00,11
20,NoDOGE,3,1.613920,5.7482,0.00,12
20,NoDOGE,4,1.268202,5.7981,0.00,8
20,NoDOGE,5,0.820723,-4.0590,17.93,7
20,NoDOGE,6,1.729319,20.3490,0.00,8
20,Legacy4,0,1.773257,14.5832,0.00,7
20,Legacy4,1,1.092749,2.6892,0.00,10
20,Legacy4,2,11.024396,13.1874,0.00,10
20,Legacy4,3,1.553272,6.1481,0.00,10
20,Legacy4,4,0.739497,-6.1188,26.05,6
20,Legacy4,5,1.116139,3.0662,0.00,8
20,Legacy4,6,1.505058,12.5486,0.00,7
20,Legacy5BNB,0,1.481320,10.6780,0.00,6
20,Legacy5BNB,1,0.932155,-1.0400,6.78,9
20,Legacy5BNB,2,11.024396,13.1874,0.00,10
20,Legacy5BNB,3,1.396732,5.3444,0.00,9
20,Legacy5BNB,4,0.899708,-2.5458,10.03,4
20,Legacy5BNB,5,0.881943,-2.9289,11.81,7
20,Legacy5BNB,6,1.505058,12.5486,0.00,7
20,OldGuardNoBNB,0,1.782597,9.3312,0.00,9
20,OldGuardNoBNB,1,1.064779,2.9652,0.00,8
20,OldGuardNoBNB,2,11.024396,13.1874,0.00,10
20,OldGuardNoBNB,3,1.553272,6.1481,0.00,10
20,OldGuardNoBNB,4,0.730409,-5.9289,26.96,7
20,OldGuardNoBNB,5,0.562817,-8.1648,43.72,8
20,OldGuardNoBNB,6,1.505058,12.5486,0.00,7
20,LargeCaps5,0,3.773027,13.1552,0.00,8
20,LargeCaps5,1,1.162010,5.9081,0.00,8
20,LargeCaps5,2,1.362778,4.7120,0.00,11
20,LargeCaps5,3,2.085773,8.0434,0.00,10
20,LargeCaps5,4,1.268202,5.7981,0.00,8
20,LargeCaps5,5,0.820723,-4.0590,17.93,7
20,LargeCaps5,6,1.729319,20.3490,0.00,8
20,Legacy3,0,1.596367,9.1523,0.00,9
20,Legacy3,1,1.363631,4.7617,0.00,11
20,Legacy3,2,3.568030,9.7394,0.00,11
20,Legacy3,3,1.787271,8.8772,0.00,9
20,Legacy3,4,0.677968,-12.9774,32.20,6
20,Legacy3,5,1.191499,4.0443,0.00,8
20,Legacy3,6,1.430233,10.0191,0.00,8
20,LowVolume5,0,1.095713,2.5879,0.00,10
20,LowVolume5,1,1.640552,6.4875,0.00,10
20,LowVolume5,2,15.560987,16.6403,0.00,12
20,LowVolume5,3,1.646686,6.6053,0.00,10
20,LowVolume5,4,0.650761,-7.6626,34.92,8
20,LowVolume5,5,0.732406,-2.1196,26.76,9
20,LowVolume5,6,1.172740,3.7804,0.00,9
20,OldGuard4,0,1.566058,8.4400,0.00,9
20,OldGuard4,1,1.181258,4.5667,0.00,10
20,OldGuard4,2,3.568030,9.7394,0.00,11
20,OldGuard4,3,1.787271,8.8772,0.00,9
20,OldGuard4,4,0.950646,0.7513,4.94,7
20,OldGuard4,5,1.191499,4.0443,0.00,8
20,OldGuard4,6,1.127945,4.4672,0.00,8
