chand_period,chand_mult,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
20,2.5,OldGuardNoBNB,5,18.94,3.9893,16.67,8,62.50,true
20,2.5,LargeCaps5,0,263.12,9.5084,36.39,8,50.00,true
20,2.5,LargeCaps5,1,55.82,9.5803,13.12,6,66.67,true
20,2.5,LargeCaps5,2,755.56,13.9187,11.86,6,66.67,true
20,2.5,LargeCaps5,3,184.18,6.8098,32.57,9,44.44,true
20,2.5,LargeCaps5,4,-16.81,-5.5502,18.37,7,42.86,false
20,2.5,LargeCaps5,5,26.65,2.4752,17.48,10,50.00,true
20,2.5,Legacy3,0,16.88,2.7057,42.11,14,42.86,true
20,2.5,Legacy3,1,42.17,6.3744,29.61,7,42.86,true
20,2.5,Legacy3,2,-34.22,-1.5030,51.57,9,22.22,false
20,2.5,Legacy3,3,238.40,9.0045,31.05,9,55.56,true
20,2.5,Legacy3,4,-37.91,-11.7178,37.91,7,14.29,false
20,2.5,Legacy3,5,-14.85,-2.4960,19.17,6,33.33,false
20,2.5,LowVolume5,0,16.77,2.4554,38.38,14,42.86,true
20,2.5,LowVolume5,1,77.28,7.9243,29.61,8,50.00,true
20,2.5,LowVolume5,2,1640.89,14.0361,22.00,9,55.56,true
20,2.5,LowVolume5,3,716.79,14.0491,14.25,8,62.50,true
20,2.5,LowVolume5,4,-55.73,-7.6739,55.73,9,11.11,false
20,2.5,LowVolume5,5,-24.68,-4.4062,24.68,8,25.00,false
20,2.5,OldGuard4,0,195.54,7.9182,42.11,13,61.54,true
20,2.5,OldGuard4,1,33.33,3.8822,31.86,8,37.50,true
20,2.5,OldGuard4,2,-35.53,-1.5949,51.27,9,22.22,false
20,2.5,OldGuard4,3,238.40,9.0045,31.05,9,55.56,true
20,2.5,OldGuard4,4,-43.27,-13.1035,43.27,8,12.50,false
20,2.5,OldGuard4,5,-13.22,-2.1573,19.17,7,42.86,false
20,3,Base5,0,60.26,6.8534,43.03,7,57.14,true
20,3,Base5,1,387.89,5.0521,21.86,10,30.00,true
20,3,Base5,2,610.03,12.1325,23.63,8,50.00,true
20,3,Base5,3,-19.21,1.0138,51.83,9,33.33,false
20,3,Base5,4,-46.92,-12.8525,46.92,7,14.29,false
20,3,Base5,5,64.20,3.8510,16.44,8,62.50,true
20,3,NoDOGE,0,60.26,6.8534,43.03,7,57.14,true
20,3,NoDOGE,1,36.94,6.2372,16.25,6,66.67,true
20,3,NoDOGE,2,590.18,12.7145,23.90,7,57.14,true
20,3,NoDOGE,3,33.39,3.0577,36.25,8,50.00,true
20,3,NoDOGE,4,-34.53,-9.7874,34.53,6,16.67,false
20,3,NoDOGE,5,4.69,1.4639,19.77,7,57.14,true
20,3,Legacy4,0,91.12,6.7985,28.27,11,45.45,true
20,3,Legacy4,1,72.72,9.1164,21.58,7,42.86,true
20,3,Legacy4,2,-15.98,-2.7060,28.80,7,42.86,false
20,3,Legacy4,3,32.77,6.3623,29.90,6,33.33,true
20,3,Legacy4,4,-25.18,-9.3159,28.14,5,20.00,false
20,3,Legacy4,5,2.14,1.5324,30.21,7,57.14,true
20,3,Legacy5BNB,0,174.87,11.4951,21.93,9,55.56,true
20,3,Legacy5BNB,1,13.50,3.2339,29.73,7,57.14,true
20,3,Legacy5BNB,2,-24.92,-5.8059,28.80,7,42.86,false
20,3,Legacy5BNB,3,133.70,13.5309,17.58,5,40.00,true
20,3,Legacy5BNB,4,-29.31,-6.2321,29.31,5,20.00,false
20,3,Legacy5BNB,5,-18.91,-1.5486,27.36,8,37.50,false
20,3,OldGuardNoBNB,0,17.06,3.7067,45.85,13,38.46,true
20,3,OldGuardNoBNB,1,-72.48,-10.6488,74.59,9,44.44,false
20,3,OldGuardNoBNB,2,-15.98,-2.7060,28.80,7,42.86,false
20,3,OldGuardNoBNB,3,32.77,6.3623,29.90,6,33.33,true
20,3,OldGuardNoBNB,4,-25.18,-9.3159,28.14,5,20.00,false
20,3,OldGuardNoBNB,5,17.89,5.5696,17.61,7,57.14,true
20,3,LargeCaps5,0,46.00,5.6731,43.03,8,50.00,true
20,3,LargeCaps5,1,42.05,7.4949,13.12,6,66.67,true
20,3,LargeCaps5,2,697.92,13.1037,13.86,6,66.67,true
20,3,LargeCaps5,3,41.02,3.6988,36.25,8,37.50,true
20,3,LargeCaps5,4,-33.76,-9.4476,33.76,6,16.67,false
20,3,LargeCaps5,5,4.69,1.4639,19.77,7,57.14,true
20,3,Legacy3,0,46.58,4.1448,42.62,11,45.45,true
20,3,Legacy3,1,21.65,4.4370,32.04,7,42.86,true
20,3,Legacy3,2,-19.18,-2.7562,37.89,7,28.57,false
20,3,Legacy3,3,150.85,9.3644,17.58,7,71.43,true
20,3,Legacy3,4,-12.36,-2.4927,27.56,5,20.00,false
20,3,Legacy3,5,-6.17,-0.5372,19.17,5,40.00,false
20,3,LowVolume5,0,-20.24,0.3813,42.62,11,36.36,false
20,3,LowVolume5,1,75.94,7.9475,32.04,8,50.00,true
20,3,LowVolume5,2,602.09,16.3502,9.10,7,71.43,true
20,3,LowVolume5,3,44.86,5.0978,33.55,8,37.50,true
20,3,LowVolume5,4,-32.34,-5.3743,32.34,7,14.29,false
20,3,LowVolume5,5,-29.11,-4.9731,32.31,7,28.57,false
20,3,OldGuard4,0,200.29,11.2736,28.27,10,60.00,true
20,3,OldGuard4,1,-12.27,0.2116,34.21,8,37.50,false
20,3,OldGuard4,2,-20.57,-3.2836,37.34,7,28.57,false
20,3,OldGuard4,3,150.85,9.3644,17.58,7,71.43,true
20,3,OldGuard4,4,-19.94,-4.3332,27.56,6,16.67,false
20,3,OldGuard4,5,-13.98,-3.8178,20.09,6,33.33,false
20,3.5,Base5,0,51.07,6.6711,50.44,6,50.00,true
20,3.5,Base5,1,114.81,3.7561,39.36,9,22.22,true
20,3.5,Base5,2,513.57,11.9332,26.05,6,50.00,true
20,3.5,Base5,3,-58.74,-10.0371,58.74,7,14.29,false
20,3.5,Base5,4,122.12,15.7284,17.77,5,40.00,true
20,3.5,Base5,5,104.64,13.5246,13.30,6,83.33,true
20,3.5,NoDOGE,0,51.07,6.6711,50.44,6,50.00,true
20,3.5,NoDOGE,1,-0.72,0.7156,21.09,5,40.00,false
20,3.5,NoDOGE,2,908.59,13.5751,16.93,5,80.00,true
20,3.5,NoDOGE,3,-14.16,-2.7466,27.76,6,33.33,false
20,3.5,NoDOGE,4,145.80,22.8830,5.11,4,50.00,true
20,3.5,NoDOGE,5,19.38,4.4307,20.94,6,66.67,true
20,3.5,Legacy4,0,170.66,15.1356,20.45,6,66.67,true
20,3.5,Legacy4,1,50.43,7.0709,31.08,7,42.86,true
20,3.5,Legacy4,2,-6.09,0.2091,22.61,6,50.00,false
20,3.5,Legacy4,3,-50.47,-11.1903,50.47,7,14.29,false
20,3.5,Legacy4,4,-49.85,-15.6964,49.85,5,0.00,false
20,3.5,Legacy4,5,-8.49,-0.5816,30.84,7,28.57,false
20,3.5,Legacy5BNB,0,231.54,17.6066,20.45,6,66.67,true
20,3.5,Legacy5BNB,1,-0.16,1.3776,38.05,7,42.86,false
20,3.5,Legacy5BNB,2,-9.99,-0.1391,22.61,6,50.00,false
20,3.5,Legacy5BNB,3,-42.62,-11.8376,42.62,6,16.67,false
20,3.5,Legacy5BNB,4,-26.58,-2.8882,35.58,5,20.00,false
20,3.5,Legacy5BNB,5,-8.67,-0.1223,37.57,7,28.57,false
20,3.5,OldGuardNoBNB,0,87.54,9.3676,21.74,7,57.14,true
20,3.5,OldGuardNoBNB,1,-51.58,-8.1781,58.34,7,28.57,false
20,3.5,OldGuardNoBNB,2,-6.09,0.2091,22.61,6,50.00,false
20,3.5,OldGuardNoBNB,3,-50.47,-11.1903,50.47,7,14.29,false
20,3.5,OldGuardNoBNB,4,-49.85,-15.6964,49.85,5,0.00,false
20,3.5,OldGuardNoBNB,5,5.63,2.4263,18.35,7,28.57,true
20,3.5,LargeCaps5,0,51.07,6.6711,50.44,6,50.00,true
20,3.5,LargeCaps5,1,3.54,1.4653,17.70,5,40.00,true
20,3.5,LargeCaps5,2,882.70,13.4490,16.93,5,80.00,true
20,3.5,LargeCaps5,3,-40.66,-17.6272,40.66,6,16.67,false
20,3.5,LargeCaps5,4,145.80,22.8830,5.11,4,50.00,true
20,3.5,LargeCaps5,5,19.38,4.4307,20.94,6,66.67,true
20,3.5,Legacy3,0,95.97,10.5874,34.45,6,50.00,true
20,3.5,Legacy3,1,8.89,3.5470,32.31,5,60.00,true
20,3.5,Legacy3,2,38.00,6.6564,31.90,6,33.33,true
20,3.5,Legacy3,3,-33.37,-0.6737,47.10,7,14.29,false
20,3.5,Legacy3,4,-37.08,-11.8514,37.08,5,20.00,false
20,3.5,Legacy3,5,-10.33,-1.6437,19.89,5,20.00,false
20,3.5,LowVolume5,0,-32.18,-3.3018,42.89,7,28.57,false
20,3.5,LowVolume5,1,-21.49,-0.7837,32.31,6,50.00,false
20,3.5,LowVolume5,2,1449.13,21.9427,40.63,7,57.14,true
20,3.5,LowVolume5,3,-13.16,-0.7915,31.40,6,16.67,false
20,3.5,LowVolume5,4,-54.49,-13.5538,54.49,7,14.29,false
20,3.5,LowVolume5,5,-35.29,-6.2454,35.29,7,14.29,false
20,3.5,OldGuard4,0,102.27,9.5314,15.83,7,57.14,true
20,3.5,OldGuard4,1,-30.87,-3.7542,38.61,7,14.29,false
20,3.5,OldGuard4,2,36.80,6.4568,32.50,6,33.33,true
20,3.5,OldGuard4,3,-33.37,-0.6737,47.10,7,14.29,false
20,3.5,OldGuard4,4,-42.74,-11.6070,42.74,6,16.67,false
20,3.5,OldGuard4,5,-17.80,-4.9836,20.80,6,16.67,false
20,4,Base5,0,285.20,13.0524,14.90,4,75.00,true
20,4,Base5,1,183.38,7.0750,39.77,8,37.50,true
20,4,Base5,2,540.30,12.1362,22.44,5,60.00,true
20,4,Base5,3,-49.75,-6.5456,50.42,7,28.57,false
20,4,Base5,4,96.24,12.5876,27.36,5,40.00,true
20,4,Base5,5,40.84,6.8266,26.29,6,66.67,true
20,4,NoDOGE,0,285.20,13.0524,14.90,4,75.00,true
20,4,NoDOGE,1,-22.15,-8.1960,26.49,5,20.00,false
20,4,NoDOGE,2,777.36,12.0874,17.74,5,80.00,true
20,4,NoDOGE,3,4.54,2.2135,19.82,6,50.00,true
20,4,NoDOGE,4,129.31,19.3000,11.48,4,50.00,true
20,4,NoDOGE,5,-33.25,-7.0329,42.29,6,50.00,false
20,4,Legacy4,0,173.24,16.6048,16.06,6,66.67,true
20,4,Legacy4,1,-37.33,-6.1236,41.99,6,33.33,false
20,4,Legacy4,2,11.62,1.8937,30.49,6,33.33,true
20,4,Legacy4,3,-46.10,-7.7138,46.10,6,33.33,false
20,4,Legacy4,4,-42.19,-18.1111,42.19,4,0.00,false
20,4,Legacy4,5,-29.31,-5.8723,36.03,6,16.67,false
20,4,Legacy5BNB,0,402.08,19.7869,15.55,6,83.33,true
20,4,Legacy5BNB,1,-48.22,-12.4377,51.11,6,16.67,false
20,4,Legacy5BNB,2,6.99,1.7176,33.38,6,33.33,true
20,4,Legacy5BNB,3,-33.97,-10.8937,33.97,5,40.00,false
20,4,Legacy5BNB,4,-7.80,0.7969,37.74,4,50.00,false
20,4,Legacy5BNB,5,-24.09,-3.1962,37.45,6,16.67,false
20,4,OldGuardNoBNB,0,55.10,8.8213,23.74,7,71.43,true
20,4,OldGuardNoBNB,1,-53.78,-15.1519,53.78,6,16.67,false
20,4,OldGuardNoBNB,2,11.62,1.8937,30.49,6,33.33,true
20,4,OldGuardNoBNB,3,-46.10,-7.7138,46.10,6,33.33,false
20,4,OldGuardNoBNB,4,-42.19,-18.1111,42.19,4,0.00,false
20,4,OldGuardNoBNB,5,-63.98,-7.6684,63.98,7,0.00,false
20,4,LargeCaps5,0,249.85,10.5163,14.90,5,60.00,true
20,4,LargeCaps5,1,-20.90,-8.0384,25.31,5,20.00,false
20,4,LargeCaps5,2,754.85,11.9795,17.74,5,80.00,true
20,4,LargeCaps5,3,-32.81,-11.5457,32.81,6,33.33,false
20,4,LargeCaps5,4,129.31,19.3000,11.48,4,50.00,true
20,4,LargeCaps5,5,-33.25,-7.0329,42.29,6,50.00,false
20,4,Legacy3,0,147.17,11.6783,18.84,6,66.67,true
20,4,Legacy3,1,-18.26,-1.8646,35.64,5,40.00,false
20,4,Legacy3,2,14.16,4.6570,41.13,6,16.67,true
20,4,Legacy3,3,-57.37,-11.8268,57.37,6,16.67,false
20,4,Legacy3,4,-27.97,-14.7112,27.97,4,25.00,false
20,4,Legacy3,5,-17.02,-2.5052,25.90,5,20.00,false
20,4,LowVolume5,0,25.48,4.6186,40.39,7,57.14,true
20,4,LowVolume5,1,-41.07,-4.9671,45.04,6,33.33,false
20,4,LowVolume5,2,1015.63,19.8412,32.66,6,50.00,true
20,4,LowVolume5,3,-12.42,-0.5144,30.28,6,33.33,false
20,4,LowVolume5,4,-66.88,-15.4271,66.88,7,14.29,false
20,4,LowVolume5,5,-30.51,-4.3959,37.95,6,16.67,false
20,4,OldGuard4,0,78.44,9.2359,35.77,7,71.43,true
20,4,OldGuard4,1,-59.92,-10.3555,59.92,6,16.67,false
20,4,OldGuard4,2,15.04,4.6246,40.68,6,16.67,true
20,4,OldGuard4,3,-57.37,-11.8268,57.37,6,16.67,false
20,4,OldGuard4,4,-34.45,-15.4125,34.45,5,20.00,false
20,4,OldGuard4,5,-58.83,-6.9628,58.83,6,0.00,false
25,1,Base5,0,16.25,2.1293,60.52,26,50.00,true
25,1,Base5,1,630.00,5.9347,22.40,20,60.00,true
25,1,Base5,2,1.05,1.4480,37.69,27,33.33,true
25,1,Base5,3,398.21,9.6759,25.17,25,60.00,true
25,1,Base5,4,-6.15,0.0760,26.21,17,35.29,false
25,1,Base5,5,103.64,5.2450,12.13,22,54.55,true
25,1,NoDOGE,0,31.55,2.6475,60.52,27,51.85,true
25,1,NoDOGE,1,121.41,14.2858,11.63,13,46.15,true
25,1,NoDOGE,2,122.36,5.2826,26.59,23,39.13,true
25,1,NoDOGE,3,514.44,10.7752,25.17,24,66.67,true
25,1,NoDOGE,4,5.77,1.3362,24.33,14,42.86,true
25,1,NoDOGE,5,30.71,3.2633,15.43,18,44.44,true
25,1,Legacy4,0,5.94,1.0987,37.89,29,51.72,true
25,1,Legacy4,1,91.87,6.2281,22.32,21,47.62,true
25,1,Legacy4,2,71.79,4.1636,25.05,21,47.62,true
25,1,Legacy4,3,-31.18,-0.7952,57.99,23,39.13,false
25,1,Legacy4,4,-25.54,-4.8674,35.27,10,30.00,false
25,1,Legacy4,5,8.31,1.9015,16.78,18,50.00,true
25,1,Legacy5BNB,0,-41.36,-3.5239,57.86,29,37.93,false
25,1,Legacy5BNB,1,123.22,10.4799,15.49,17,64.71,true
25,1,Legacy5BNB,2,59.43,3.5892,25.05,23,52.17,true
25,1,Legacy5BNB,3,27.52,2.3841,55.68,19,57.89,true
25,1,Legacy5BNB,4,1.81,0.9946,17.26,13,46.15,true
25,1,Legacy5BNB,5,2.42,0.8922,22.01,18,44.44,true
25,1,OldGuardNoBNB,0,61.49,3.3311,30.26,32,50.00,true
25,1,OldGuardNoBNB,1,33.04,2.7440,37.86,20,50.00,true
25,1,OldGuardNoBNB,2,71.79,4.1636,25.05,21,47.62,true
25,1,OldGuardNoBNB,3,-31.18,-0.7952,57.99,23,39.13,false
25,1,OldGuardNoBNB,4,-25.54,-4.8674,35.27,10,30.00,false
25,1,OldGuardNoBNB,5,55.69,7.4488,6.11,19,57.89,true
25,1,LargeCaps5,0,12.00,1.7791,60.52,32,46.88,true
25,1,LargeCaps5,1,124.04,14.8221,11.63,13,46.15,true
25,1,LargeCaps5,2,77.18,4.3073,35.95,24,33.33,true
25,1,LargeCaps5,3,416.47,10.0241,21.14,20,70.00,true
25,1,LargeCaps5,4,45.31,5.4428,24.33,14,64.29,true
25,1,LargeCaps5,5,17.08,2.0606,15.43,19,36.84,true
25,1,Legacy3,0,45.27,2.8125,30.40,22,59.09,true
25,1,Legacy3,1,42.35,5.0646,29.00,18,50.00,true
25,1,Legacy3,2,157.61,7.4222,17.75,20,60.00,true
25,1,Legacy3,3,218.69,8.3982,14.41,20,55.00,true
25,1,Legacy3,4,-29.88,-3.8225,40.74,12,25.00,false
25,1,Legacy3,5,-12.26,-3.2581,14.39,16,43.75,false
25,1,LowVolume5,0,53.33,3.5518,16.43,23,47.83,true
25,1,LowVolume5,1,31.88,4.0508,22.55,17,47.06,true
25,1,LowVolume5,2,201.26,5.8221,28.81,26,42.31,true
25,1,LowVolume5,3,502.45,10.7337,21.48,24,58.33,true
25,1,LowVolume5,4,-36.10,-2.9643,36.47,17,35.29,false
25,1,LowVolume5,5,-20.61,-2.8647,24.63,24,45.83,false
25,1,OldGuard4,0,61.23,3.8141,32.61,27,55.56,true
25,1,OldGuard4,1,49.23,3.2065,26.25,22,50.00,true
25,1,OldGuard4,2,164.07,7.5448,13.45,21,57.14,true
25,1,OldGuard4,3,218.69,8.3982,14.41,20,55.00,true
25,1,OldGuard4,4,-17.88,-1.2365,29.51,15,33.33,false
25,1,OldGuard4,5,14.39,3.1570,16.95,19,47.37,true
25,1.5,Base5,0,-20.31,0.4722,66.92,18,33.33,false
25,1.5,Base5,1,621.55,4.8237,22.40,16,62.50,true
25,1.5,Base5,2,-32.64,-0.4900,48.57,21,28.57,false
25,1.5,Base5,3,229.86,7.4081,23.28,21,47.62,true
25,1.5,Base5,4,-4.69,-0.0517,18.17,12,50.00,false
25,1.5,Base5,5,5.42,1.0656,40.98,19,42.11,true
25,1.5,NoDOGE,0,-9.70,0.9573,66.92,18,38.89,false
25,1.5,NoDOGE,1,173.96,17.4056,9.23,9,55.56,true
25,1.5,NoDOGE,2,51.22,3.9382,26.59,14,35.71,true
25,1.5,NoDOGE,3,306.81,8.3530,23.28,20,55.00,true
25,1.5,NoDOGE,4,11.15,2.9656,13.87,9,55.56,true
25,1.5,NoDOGE,5,33.52,3.1365,20.04,15,53.33,true
25,1.5,Legacy4,0,61.20,3.8142,41.00,20,55.00,true
25,1.5,Legacy4,1,68.22,4.5125,25.28,15,46.67,true
25,1.5,Legacy4,2,-26.26,-1.2508,32.91,15,40.00,false
25,1.5,Legacy4,3,-12.48,-0.0254,33.51,14,42.86,false
25,1.5,Legacy4,4,-33.52,-8.5246,36.96,8,25.00,false
25,1.5,Legacy4,5,5.28,1.3486,24.73,15,53.33,true
25,1.5,Legacy5BNB,0,-7.70,0.3416,50.86,20,60.00,false
25,1.5,Legacy5BNB,1,76.22,7.5177,12.58,11,63.64,true
25,1.5,Legacy5BNB,2,23.81,2.3083,32.90,18,44.44,true
25,1.5,Legacy5BNB,3,54.23,4.9362,24.80,11,45.45,true
25,1.5,Legacy5BNB,4,-25.31,-4.3282,29.83,11,36.36,false
25,1.5,Legacy5BNB,5,-23.87,-3.1410,33.67,15,40.00,false
25,1.5,OldGuardNoBNB,0,70.48,3.7531,41.75,26,53.85,true
25,1.5,OldGuardNoBNB,1,20.62,2.0670,33.56,14,50.00,true
25,1.5,OldGuardNoBNB,2,-26.26,-1.2508,32.91,15,40.00,false
25,1.5,OldGuardNoBNB,3,-12.48,-0.0254,33.51,14,42.86,false
25,1.5,OldGuardNoBNB,4,-33.52,-8.5246,36.96,8,25.00,false
25,1.5,OldGuardNoBNB,5,38.20,5.1588,13.82,16,62.50,true
25,1.5,LargeCaps5,0,-49.00,-1.1128,66.92,22,36.36,false
25,1.5,LargeCaps5,1,162.21,15.8402,13.12,9,55.56,true
25,1.5,LargeCaps5,2,19.54,2.6946,31.28,15,26.67,true
25,1.5,LargeCaps5,3,152.40,6.6487,23.48,17,41.18,true
25,1.5,LargeCaps5,4,-1.59,0.3812,29.54,10,50.00,false
25,1.5,LargeCaps5,5,27.45,2.7323,20.04,15,46.67,true
25,1.5,Legacy3,0,50.22,3.4904,45.98,18,44.44,true
25,1.5,Legacy3,1,77.40,6.1904,18.64,13,61.54,true
25,1.5,Legacy3,2,154.48,8.3346,28.66,15,53.33,true
25,1.5,Legacy3,3,273.16,11.8978,16.93,14,64.29,true
25,1.5,Legacy3,4,-33.63,-3.9641,42.21,11,36.36,false
25,1.5,Legacy3,5,-17.71,-4.4908,25.61,12,33.33,false
25,1.5,LowVolume5,0,170.28,6.6281,29.24,17,52.94,true
25,1.5,LowVolume5,1,56.74,4.9528,14.90,13,53.85,true
25,1.5,LowVolume5,2,151.11,5.5912,44.25,22,36.36,true
25,1.5,LowVolume5,3,500.69,11.9670,33.75,18,55.56,true
25,1.5,LowVolume5,4,-33.79,-2.2031,41.51,15,33.33,false
25,1.5,LowVolume5,5,-43.80,-7.8612,45.33,19,31.58,false
25,1.5,OldGuard4,0,80.55,4.4207,42.23,22,63.64,true
25,1.5,OldGuard4,1,42.30,3.2838,24.21,16,37.50,true
25,1.5,OldGuard4,2,154.23,7.7726,26.84,15,53.33,true
25,1.5,OldGuard4,3,273.16,11.8978,16.93,14,64.29,true
25,1.5,OldGuard4,4,-16.21,-0.7320,34.15,13,38.46,false
25,1.5,OldGuard4,5,2.21,1.1398,16.85,14,42.86,true
25,2,Base5,0,-30.67,-1.0982,54.35,16,25.00,false
25,2,Base5,1,105.94,1.9977,22.40,14,64.29,true
25,2,Base5,2,9.58,1.9933,40.13,14,35.71,true
25,2,Base5,3,192.08,10.2446,28.32,14,57.14,true
25,2,Base5,4,-18.42,-3.2443,19.99,9,44.44,false
25,2,Base5,5,20.44,1.7024,25.98,16,50.00,true
25,2,NoDOGE,0,-8.41,0.6123,49.65,16,31.25,false
25,2,NoDOGE,1,51.07,7.5362,23.15,9,44.44,true
25,2,NoDOGE,2,750.55,14.0096,16.38,10,60.00,true
25,2,NoDOGE,3,260.22,12.7693,20.42,13,69.23,true
25,2,NoDOGE,4,-1.86,-0.0385,14.83,7,57.14,false
25,2,NoDOGE,5,36.12,3.0154,22.86,12,58.33,true
25,2,Legacy4,0,165.55,6.7920,36.45,15,46.67,true
25,2,Legacy4,1,25.12,2.9849,27.33,12,50.00,true
25,2,Legacy4,2,6.12,1.4444,30.36,11,36.36,true
25,2,Legacy4,3,1.91,1.6910,36.64,10,40.00,true
25,2,Legacy4,4,-15.39,-3.6885,20.84,6,33.33,false
25,2,Legacy4,5,-10.25,-0.5986,28.30,11,36.36,false
25,2,Legacy5BNB,0,24.18,2.2937,50.94,17,47.06,true
25,2,Legacy5BNB,1,51.75,7.5063,11.59,9,77.78,true
25,2,Legacy5BNB,2,-23.52,-2.9768,35.05,12,33.33,false
25,2,Legacy5BNB,3,23.54,3.4154,36.64,9,33.33,true
25,2,Legacy5BNB,4,-15.19,-2.6418,20.65,6,50.00,false
25,2,Legacy5BNB,5,-27.88,-3.1895,31.60,11,36.36,false
25,2,OldGuardNoBNB,0,116.98,5.1879,36.19,21,52.38,true
25,2,OldGuardNoBNB,1,-17.56,-1.4321,38.32,12,50.00,false
25,2,OldGuardNoBNB,2,6.12,1.4444,30.36,11,36.36,true
25,2,OldGuardNoBNB,3,1.91,1.6910,36.64,10,40.00,true
25,2,OldGuardNoBNB,4,-15.39,-3.6885,20.84,6,33.33,false
25,2,OldGuardNoBNB,5,19.64,2.4153,17.72,11,45.45,true
25,2,LargeCaps5,0,-11.58,0.5853,49.65,18,33.33,false
25,2,LargeCaps5,1,44.59,6.6900,26.29,9,44.44,true
25,2,LargeCaps5,2,644.41,13.5322,22.69,10,50.00,true
25,2,LargeCaps5,3,234.93,10.1436,22.58,10,50.00,true
25,2,LargeCaps5,4,20.79,6.3823,14.83,7,71.43,true
25,2,LargeCaps5,5,29.94,2.6589,22.86,12,50.00,true
25,2,Legacy3,0,80.58,4.0618,45.98,15,33.33,true
25,2,Legacy3,1,25.82,3.2710,34.40,11,54.55,true
25,2,Legacy3,2,153.68,6.7157,31.83,14,50.00,true
25,2,Legacy3,3,89.70,5.1785,38.97,12,50.00,true
25,2,Legacy3,4,-51.98,-5.9026,51.98,10,20.00,false
25,2,Legacy3,5,-25.88,-2.9652,30.66,9,22.22,false
25,2,LowVolume5,0,239.87,8.3749,14.46,14,50.00,true
25,2,LowVolume5,1,12.65,2.1544,28.77,11,45.45,true
25,2,LowVolume5,2,915.52,10.4722,28.66,16,50.00,true
25,2,LowVolume5,3,373.10,9.9921,35.77,13,53.85,true
25,2,LowVolume5,4,-51.21,-4.1592,54.87,12,25.00,false
25,2,LowVolume5,5,-38.84,-4.1811,38.84,12,16.67,false
25,2,OldGuard4,0,244.62,8.4045,30.63,16,62.50,true
25,2,OldGuard4,1,5.31,1.1117,36.50,13,46.15,true
25,2,OldGuard4,2,148.24,6.6842,31.52,14,50.00,true
25,2,OldGuard4,3,89.70,5.1785,38.97,12,50.00,true
25,2,OldGuard4,4,-53.45,-6.1100,53.45,11,18.18,false
25,2,OldGuard4,5,-9.42,-0.2226,20.19,10,30.00,false
25,2.5,Base5,0,75.16,6.2275,41.71,10,40.00,true
25,2.5,Base5,1,-19.69,-0.8243,33.98,10,30.00,false
25,2.5,Base5,2,522.06,11.8140,17.01,8,62.50,true
25,2.5,Base5,3,113.46,4.9280,27.19,12,50.00,true
25,2.5,Base5,4,-37.95,-9.2894,37.95,8,37.50,false
25,2.5,Base5,5,41.62,2.6372,16.44,11,54.55,true
25,2.5,NoDOGE,0,162.21,8.5543,35.72,9,44.44,true
25,2.5,NoDOGE,1,5.68,1.7428,20.94,7,42.86,true
25,2.5,NoDOGE,2,609.69,13.0953,23.90,7,57.14,true
25,2.5,NoDOGE,3,163.26,5.6464,26.94,11,63.64,true
25,2.5,NoDOGE,4,-23.46,-5.7278,25.70,7,42.86,false
25,2.5,NoDOGE,5,29.75,2.6335,17.85,9,55.56,true
25,2.5,Legacy4,0,209.10,7.8482,35.06,13,53.85,true
25,2.5,Legacy4,1,6.95,2.4740,32.78,9,33.33,true
25,2.5,Legacy4,2,-44.93,-2.6028,52.88,9,33.33,false
25,2.5,Legacy4,3,58.15,6.0983,27.53,8,50.00,true
25,2.5,Legacy4,4,-29.20,-8.3917,29.20,6,33.33,false
25,2.5,Legacy4,5,0.72,1.0080,25.36,8,50.00,true
25,2.5,Legacy5BNB,0,174.71,9.3895,35.06,12,58.33,true
25,2.5,Legacy5BNB,1,0.53,0.9862,21.39,8,50.00,true
25,2.5,Legacy5BNB,2,-50.79,-3.2471,52.88,9,33.33,false
25,2.5,Legacy5BNB,3,70.51,6.7162,27.53,7,42.86,true
25,2.5,Legacy5BNB,4,-15.64,-1.7546,24.69,5,40.00,false
25,2.5,Legacy5BNB,5,-21.85,-1.4475,25.00,9,33.33,false
25,2.5,OldGuardNoBNB,0,64.48,3.8030,41.40,16,50.00,true
25,2.5,OldGuardNoBNB,1,-1.45,1.4146,45.16,10,50.00,false
25,2.5,OldGuardNoBNB,2,-44.93,-2.6028,52.88,9,33.33,false
25,2.5,OldGuardNoBNB,3,58.15,6.0983,27.53,8,50.00,true
25,2.5,OldGuardNoBNB,4,-29.20,-8.3917,29.20,6,33.33,false
25,2.5,OldGuardNoBNB,5,20.84,3.4654,16.67,8,62.50,true
25,2.5,LargeCaps5,0,307.04,9.6113,35.72,8,50.00,true
25,2.5,LargeCaps5,1,9.62,2.4438,17.99,7,42.86,true
25,2.5,LargeCaps5,2,552.51,12.9277,33.73,8,50.00,true
25,2.5,LargeCaps5,3,130.26,5.4488,32.57,9,44.44,true
25,2.5,LargeCaps5,4,-12.01,-1.9046,24.35,7,57.14,false
25,2.5,LargeCaps5,5,23.85,2.2740,17.85,9,55.56,true
25,2.5,Legacy3,0,33.36,3.1253,39.61,14,42.86,true
25,2.5,Legacy3,1,17.65,3.5997,41.75,8,37.50,true
25,2.5,Legacy3,2,40.38,3.1710,39.71,11,36.36,true
25,2.5,Legacy3,3,288.27,8.8380,32.34,9,55.56,true
