chand_period,chand_mult,universe,window,return_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
40,1,LowVolume5,1,11.01,1.7564,22.55,21,47.62,true
40,1,LowVolume5,2,169.38,5.3663,31.26,29,34.48,true
40,1,LowVolume5,3,503.80,10.3636,21.48,25,56.00,true
40,1,LowVolume5,4,-21.46,-1.8002,23.61,17,35.29,false
40,1,LowVolume5,5,-20.61,-2.8647,24.63,24,45.83,false
40,1,OldGuard4,0,120.36,5.9302,24.84,25,60.00,true
40,1,OldGuard4,1,-16.24,-0.6453,34.36,26,30.77,false
40,1,OldGuard4,2,176.22,7.9936,10.80,22,54.55,true
40,1,OldGuard4,3,250.68,8.0275,14.41,20,55.00,true
40,1,OldGuard4,4,0.94,0.6019,15.92,15,33.33,true
40,1,OldGuard4,5,18.28,3.2860,18.32,19,42.11,true
40,1.5,Base5,0,32.73,2.9997,64.20,20,45.00,true
40,1.5,Base5,1,568.59,4.6600,23.31,17,58.82,true
40,1.5,Base5,2,42.19,2.8803,36.66,22,40.91,true
40,1.5,Base5,3,367.19,8.6049,28.39,23,60.87,true
40,1.5,Base5,4,-11.01,-0.4185,28.33,13,46.15,false
40,1.5,Base5,5,32.44,1.9950,14.57,19,47.37,true
40,1.5,NoDOGE,0,50.20,3.4065,64.20,21,47.62,true
40,1.5,NoDOGE,1,123.31,12.7790,13.41,9,44.44,true
40,1.5,NoDOGE,2,174.01,6.5440,26.59,16,43.75,true
40,1.5,NoDOGE,3,476.18,9.5747,28.39,22,68.18,true
40,1.5,NoDOGE,4,3.77,0.9249,24.57,10,50.00,true
40,1.5,NoDOGE,5,12.06,1.4223,17.59,15,53.33,true
40,1.5,Legacy4,0,117.63,5.9710,35.59,20,65.00,true
40,1.5,Legacy4,1,99.33,6.0106,21.17,13,53.85,true
40,1.5,Legacy4,2,78.02,4.6583,25.05,14,57.14,true
40,1.5,Legacy4,3,4.12,1.1513,29.49,15,46.67,true
40,1.5,Legacy4,4,-33.57,-8.6813,33.57,7,14.29,false
40,1.5,Legacy4,5,2.57,0.8846,20.34,15,46.67,true
40,1.5,Legacy5BNB,0,-5.37,0.4890,43.70,21,52.38,false
40,1.5,Legacy5BNB,1,93.14,9.7471,9.85,9,77.78,true
40,1.5,Legacy5BNB,2,33.99,2.4939,25.05,15,53.33,true
40,1.5,Legacy5BNB,3,63.37,5.2345,19.81,12,50.00,true
40,1.5,Legacy5BNB,4,-22.94,-3.7418,27.61,11,36.36,false
40,1.5,Legacy5BNB,5,-28.35,-4.7345,35.23,16,37.50,false
40,1.5,OldGuardNoBNB,0,127.01,5.7392,28.32,26,57.69,true
40,1.5,OldGuardNoBNB,1,23.59,2.2750,33.56,15,53.33,true
40,1.5,OldGuardNoBNB,2,78.02,4.6583,25.05,14,57.14,true
40,1.5,OldGuardNoBNB,3,4.12,1.1513,29.49,15,46.67,true
40,1.5,OldGuardNoBNB,4,-33.57,-8.6813,33.57,7,14.29,false
40,1.5,OldGuardNoBNB,5,28.90,4.3638,13.82,17,52.94,true
40,1.5,LargeCaps5,0,0.54,1.6901,64.20,25,40.00,true
40,1.5,LargeCaps5,1,113.72,11.7322,13.41,9,44.44,true
40,1.5,LargeCaps5,2,96.05,4.6417,26.59,17,41.18,true
40,1.5,LargeCaps5,3,182.56,6.8691,28.58,18,44.44,true
40,1.5,LargeCaps5,4,13.27,1.7995,24.57,11,54.55,true
40,1.5,LargeCaps5,5,6.97,1.0258,17.59,15,46.67,true
40,1.5,Legacy3,0,86.71,5.0029,33.97,18,44.44,true
40,1.5,Legacy3,1,51.29,5.0801,17.33,12,58.33,true
40,1.5,Legacy3,2,125.32,7.4749,24.53,15,53.33,true
40,1.5,Legacy3,3,332.94,12.2114,17.49,15,66.67,true
40,1.5,Legacy3,4,-40.16,-4.9680,44.74,11,18.18,false
40,1.5,Legacy3,5,-14.52,-3.5194,22.72,12,33.33,false
40,1.5,LowVolume5,0,235.94,8.5826,18.56,17,52.94,true
40,1.5,LowVolume5,1,38.78,4.1383,12.26,12,50.00,true
40,1.5,LowVolume5,2,226.70,6.5924,33.10,20,40.00,true
40,1.5,LowVolume5,3,705.41,13.6094,29.23,19,68.42,true
40,1.5,LowVolume5,4,-40.37,-3.0614,40.61,14,28.57,false
40,1.5,LowVolume5,5,-39.42,-6.7918,44.16,19,26.32,false
40,1.5,OldGuard4,0,124.41,6.2062,29.39,22,63.64,true
40,1.5,OldGuard4,1,62.32,4.1792,22.99,14,50.00,true
40,1.5,OldGuard4,2,125.69,7.2747,22.40,15,53.33,true
40,1.5,OldGuard4,3,332.94,12.2114,17.49,15,66.67,true
40,1.5,OldGuard4,4,-29.92,-2.3495,34.15,14,28.57,false
40,1.5,OldGuard4,5,-1.99,0.3680,19.55,15,40.00,false
40,2,Base5,0,0.22,1.4155,52.93,17,29.41,true
40,2,Base5,1,206.86,2.9319,22.40,13,53.85,true
40,2,Base5,2,29.34,2.7607,33.45,14,35.71,true
40,2,Base5,3,107.08,5.5171,32.12,17,41.18,true
40,2,Base5,4,-16.90,-2.9073,19.99,9,55.56,false
40,2,Base5,5,75.17,3.8332,16.44,12,58.33,true
40,2,NoDOGE,0,0.22,1.4155,52.93,17,29.41,true
40,2,NoDOGE,1,67.54,8.4050,16.25,8,50.00,true
40,2,NoDOGE,2,188.82,7.8112,26.59,9,44.44,true
40,2,NoDOGE,3,155.40,6.7418,32.12,16,50.00,true
40,2,NoDOGE,4,-1.86,-0.0385,14.83,7,57.14,false
40,2,NoDOGE,5,59.66,3.8802,17.85,9,66.67,true
40,2,Legacy4,0,76.97,4.1826,41.00,18,38.89,true
40,2,Legacy4,1,21.08,2.7356,34.15,12,50.00,true
40,2,Legacy4,2,23.95,3.6833,19.75,10,50.00,true
40,2,Legacy4,3,-35.43,-2.2547,35.43,12,33.33,false
40,2,Legacy4,4,-11.83,-3.0338,17.51,6,33.33,false
40,2,Legacy4,5,17.89,1.9842,29.94,11,45.45,true
40,2,Legacy5BNB,0,30.77,2.5604,50.86,17,47.06,true
40,2,Legacy5BNB,1,107.03,13.9073,19.89,7,85.71,true
40,2,Legacy5BNB,2,74.78,4.3806,19.75,12,58.33,true
40,2,Legacy5BNB,3,11.14,2.2096,28.42,10,30.00,true
40,2,Legacy5BNB,4,-11.62,-2.0470,17.31,6,50.00,false
40,2,Legacy5BNB,5,-32.43,-2.5016,36.31,11,36.36,false
40,2,OldGuardNoBNB,0,149.66,5.8363,45.61,23,47.83,true
40,2,OldGuardNoBNB,1,-35.26,-2.3389,51.06,14,42.86,false
40,2,OldGuardNoBNB,2,23.95,3.6833,19.75,10,50.00,true
40,2,OldGuardNoBNB,3,-35.43,-2.2547,35.43,12,33.33,false
40,2,OldGuardNoBNB,4,-11.83,-3.0338,17.51,6,33.33,false
40,2,OldGuardNoBNB,5,60.83,4.4935,17.72,11,54.55,true
40,2,LargeCaps5,0,-30.04,-0.3755,52.93,19,26.32,false
40,2,LargeCaps5,1,73.79,9.1974,15.68,8,50.00,true
40,2,LargeCaps5,2,108.95,5.9616,26.59,10,40.00,true
40,2,LargeCaps5,3,94.94,5.5446,36.60,13,30.77,true
40,2,LargeCaps5,4,27.66,7.0028,18.13,8,62.50,true
40,2,LargeCaps5,5,52.40,3.5656,17.85,9,55.56,true
40,2,Legacy3,0,34.21,2.8103,45.98,17,29.41,true
40,2,Legacy3,1,38.98,4.4189,39.48,9,55.56,true
40,2,Legacy3,2,134.42,6.8152,28.21,14,57.14,true
40,2,Legacy3,3,219.03,9.1528,18.42,13,53.85,true
40,2,Legacy3,4,-44.62,-5.1582,48.86,10,20.00,false
40,2,Legacy3,5,-12.23,-0.5381,30.66,10,30.00,false
40,2,LowVolume5,0,160.84,6.0646,21.86,16,43.75,true
40,2,LowVolume5,1,41.01,4.5623,28.77,9,44.44,true
40,2,LowVolume5,2,224.49,7.1679,28.22,17,47.06,true
40,2,LowVolume5,3,429.06,11.0105,35.77,15,53.33,true
40,2,LowVolume5,4,-50.49,-3.6269,58.37,12,25.00,false
40,2,LowVolume5,5,-35.23,-2.6275,36.99,14,21.43,false
40,2,OldGuard4,0,296.53,8.6782,40.87,18,61.11,true
40,2,OldGuard4,1,2.90,1.0267,41.41,14,50.00,true
40,2,OldGuard4,2,149.20,7.1548,21.66,14,57.14,true
40,2,OldGuard4,3,219.03,9.1528,18.42,13,53.85,true
40,2,OldGuard4,4,-41.84,-3.6909,43.75,12,25.00,false
40,2,OldGuard4,5,7.25,1.4166,20.19,11,36.36,true
40,2.5,Base5,0,8.61,1.8492,39.36,12,33.33,true
40,2.5,Base5,1,276.52,3.3383,27.08,13,53.85,true
40,2.5,Base5,2,18.59,2.1460,30.61,11,45.45,true
40,2.5,Base5,3,31.98,3.1055,36.60,16,37.50,true
40,2.5,Base5,4,-37.95,-9.2894,37.95,8,37.50,false
40,2.5,Base5,5,61.65,3.5215,16.44,11,63.64,true
40,2.5,NoDOGE,0,43.48,3.1803,33.13,12,41.67,true
40,2.5,NoDOGE,1,6.86,1.8481,27.43,8,37.50,true
40,2.5,NoDOGE,2,91.32,5.1828,26.59,10,40.00,true
40,2.5,NoDOGE,3,62.78,4.1687,36.60,15,46.67,true
40,2.5,NoDOGE,4,-23.46,-5.7278,25.70,7,42.86,false
40,2.5,NoDOGE,5,48.10,3.6945,17.85,9,66.67,true
40,2.5,Legacy4,0,292.42,10.4020,11.37,12,58.33,true
40,2.5,Legacy4,1,3.58,1.4520,32.78,12,41.67,true
40,2.5,Legacy4,2,-36.08,-2.3179,45.31,9,33.33,false
40,2.5,Legacy4,3,24.22,3.5308,24.98,9,33.33,true
40,2.5,Legacy4,4,-34.00,-9.9305,34.00,6,33.33,false
40,2.5,Legacy4,5,-10.27,-0.2281,30.21,8,37.50,false
40,2.5,Legacy5BNB,0,109.60,6.2380,33.49,13,53.85,true
40,2.5,Legacy5BNB,1,8.81,2.3711,29.73,9,55.56,true
40,2.5,Legacy5BNB,2,-47.60,-3.4393,49.82,9,33.33,false
40,2.5,Legacy5BNB,3,41.58,4.4328,26.78,8,25.00,true
40,2.5,Legacy5BNB,4,-16.12,-1.8447,24.69,5,40.00,false
40,2.5,Legacy5BNB,5,-19.39,-1.0750,29.82,9,22.22,false
40,2.5,OldGuardNoBNB,0,47.80,3.1059,40.75,18,55.56,true
40,2.5,OldGuardNoBNB,1,2.40,2.1920,48.27,10,50.00,true
40,2.5,OldGuardNoBNB,2,-36.08,-2.3179,45.31,9,33.33,false
40,2.5,OldGuardNoBNB,3,24.22,3.5308,24.98,9,33.33,true
40,2.5,OldGuardNoBNB,4,-34.00,-9.9305,34.00,6,33.33,false
40,2.5,OldGuardNoBNB,5,15.14,2.1496,16.67,8,50.00,true
40,2.5,LargeCaps5,0,80.19,4.5670,33.13,12,41.67,true
40,2.5,LargeCaps5,1,10.43,2.3909,25.00,8,37.50,true
40,2.5,LargeCaps5,2,75.91,4.8046,33.73,11,36.36,true
40,2.5,LargeCaps5,3,17.44,2.9620,41.49,13,30.77,true
40,2.5,LargeCaps5,4,-12.01,-1.9046,24.35,7,57.14,false
40,2.5,LargeCaps5,5,41.37,3.3418,17.85,9,55.56,true
40,2.5,Legacy3,0,0.11,1.6302,51.73,15,33.33,true
40,2.5,Legacy3,1,1.84,1.2680,41.75,9,44.44,true
40,2.5,Legacy3,2,41.77,2.8230,30.65,11,45.45,true
40,2.5,Legacy3,3,115.87,6.1795,31.05,11,54.55,true
40,2.5,Legacy3,4,-42.54,-6.3964,42.54,8,12.50,false
40,2.5,Legacy3,5,-9.89,-0.3888,20.40,6,33.33,false
40,2.5,LowVolume5,0,90.89,4.9415,38.38,14,50.00,true
40,2.5,LowVolume5,1,4.45,1.4639,30.45,9,44.44,true
40,2.5,LowVolume5,2,217.95,6.4968,27.42,14,50.00,true
40,2.5,LowVolume5,3,232.17,7.7954,40.94,14,50.00,true
40,2.5,LowVolume5,4,-57.60,-7.8840,57.60,9,11.11,false
40,2.5,LowVolume5,5,-42.10,-4.2348,44.99,9,22.22,false
40,2.5,OldGuard4,0,203.38,7.4549,27.46,15,60.00,true
40,2.5,OldGuard4,1,-35.41,-2.6482,43.68,13,30.77,false
40,2.5,OldGuard4,2,50.70,3.0499,30.65,11,45.45,true
40,2.5,OldGuard4,3,115.87,6.1795,31.05,11,54.55,true
40,2.5,OldGuard4,4,-47.51,-7.1734,47.51,9,11.11,false
40,2.5,OldGuard4,5,-8.16,-0.2936,20.40,7,42.86,false
40,3,Base5,0,78.11,6.2091,42.32,9,44.44,true
40,3,Base5,1,59.72,1.8302,51.82,13,46.15,true
40,3,Base5,2,-5.11,0.8034,34.11,9,44.44,false
40,3,Base5,3,5.67,2.0454,36.25,10,30.00,true
40,3,Base5,4,-52.38,-15.3513,52.38,7,0.00,false
40,3,Base5,5,-22.16,-0.7838,37.76,11,45.45,false
40,3,NoDOGE,0,166.63,8.3207,36.39,8,50.00,true
40,3,NoDOGE,1,51.47,9.4780,15.55,6,66.67,true
40,3,NoDOGE,2,385.81,10.7297,22.61,8,62.50,true
40,3,NoDOGE,3,30.33,3.0665,36.25,9,44.44,true
40,3,NoDOGE,4,-37.98,-11.6181,37.98,6,0.00,false
40,3,NoDOGE,5,-12.75,-0.2329,29.29,9,55.56,false
40,3,Legacy4,0,205.91,10.9537,22.89,11,63.64,true
40,3,Legacy4,1,64.18,8.3003,29.16,7,42.86,true
40,3,Legacy4,2,-26.56,-0.8473,37.17,8,50.00,false
40,3,Legacy4,3,70.04,8.4900,29.90,6,50.00,true
40,3,Legacy4,4,-38.09,-13.9170,38.09,5,0.00,false
40,3,Legacy4,5,-47.20,-5.5051,47.20,9,22.22,false
40,3,Legacy5BNB,0,198.89,12.2504,22.89,10,70.00,true
40,3,Legacy5BNB,1,21.14,4.3904,31.73,7,42.86,true
40,3,Legacy5BNB,2,-35.53,-1.5034,37.66,8,37.50,false
40,3,Legacy5BNB,3,23.24,5.1407,52.13,6,50.00,true
40,3,Legacy5BNB,4,-30.77,-5.9518,30.77,5,40.00,false
40,3,Legacy5BNB,5,-43.30,-3.7352,47.01,9,22.22,false
40,3,OldGuardNoBNB,0,32.40,3.2331,30.77,13,61.54,true
40,3,OldGuardNoBNB,1,-21.22,-0.9181,47.30,9,44.44,false
40,3,OldGuardNoBNB,2,-26.56,-0.8473,37.17,8,50.00,false
40,3,OldGuardNoBNB,3,70.04,8.4900,29.90,6,50.00,true
40,3,OldGuardNoBNB,4,-38.09,-13.9170,38.09,5,0.00,false
40,3,OldGuardNoBNB,5,-32.24,-3.1370,39.21,9,33.33,false
40,3,LargeCaps5,0,329.79,9.2927,36.39,8,50.00,true
40,3,LargeCaps5,1,51.53,9.4897,15.51,6,66.67,true
40,3,LargeCaps5,2,346.67,10.3274,32.60,9,55.56,true
40,3,LargeCaps5,3,-28.02,0.9770,53.27,9,33.33,false
40,3,LargeCaps5,4,-34.55,-9.9810,34.55,6,16.67,false
40,3,LargeCaps5,5,-12.75,-0.2329,29.29,9,55.56,false
40,3,Legacy3,0,33.98,3.6486,33.39,12,50.00,true
40,3,Legacy3,1,23.99,4.6496,38.61,7,42.86,true
40,3,Legacy3,2,97.92,6.9736,30.65,8,37.50,true
40,3,Legacy3,3,202.59,9.0821,29.90,9,66.67,true
40,3,Legacy3,4,-23.45,-5.1158,31.98,5,20.00,false
40,3,Legacy3,5,-25.76,-2.6005,30.37,6,33.33,false
40,3,LowVolume5,0,34.63,3.4315,38.38,12,50.00,true
40,3,LowVolume5,1,73.15,7.5231,38.61,8,50.00,true
40,3,LowVolume5,2,1472.60,16.3399,34.95,9,55.56,true
40,3,LowVolume5,3,79.49,4.9324,44.03,12,41.67,true
40,3,LowVolume5,4,-38.98,-6.0074,38.98,7,28.57,false
40,3,LowVolume5,5,-37.23,-5.1129,37.23,8,25.00,false
40,3,OldGuard4,0,270.94,13.0292,22.89,10,70.00,true
40,3,OldGuard4,1,-29.49,-1.3800,40.57,9,22.22,false
40,3,OldGuard4,2,94.54,6.7311,30.65,8,37.50,true
40,3,OldGuard4,3,202.59,9.0821,29.90,9,66.67,true
40,3,OldGuard4,4,-31.09,-6.8997,31.98,6,16.67,false
40,3,OldGuard4,5,-24.33,-2.3465,30.37,7,42.86,false
40,3.5,Base5,0,81.94,7.0749,43.20,7,57.14,true
40,3.5,Base5,1,100.36,2.0937,35.55,11,36.36,true
40,3.5,Base5,2,540.30,12.1362,22.44,5,60.00,true
40,3.5,Base5,3,-9.82,0.4309,30.46,7,14.29,false
40,3.5,Base5,4,110.35,14.1845,22.13,5,40.00,true
40,3.5,Base5,5,0.72,0.5064,33.58,9,55.56,true
40,3.5,NoDOGE,0,113.18,7.8569,43.20,7,57.14,true
40,3.5,NoDOGE,1,27.56,5.7137,18.99,6,66.67,true
40,3.5,NoDOGE,2,898.86,12.6316,17.74,5,80.00,true
40,3.5,NoDOGE,3,11.22,3.4316,30.46,6,33.33,true
40,3.5,NoDOGE,4,145.80,22.8830,5.11,4,50.00,true
40,3.5,NoDOGE,5,2.65,1.1500,21.19,7,57.14,true
40,3.5,Legacy4,0,163.81,9.1128,22.74,8,87.50,true
40,3.5,Legacy4,1,37.23,5.8699,31.08,7,42.86,true
40,3.5,Legacy4,2,157.55,9.2619,30.65,5,60.00,true
40,3.5,Legacy4,3,-38.91,-3.2682,38.91,7,14.29,false
40,3.5,Legacy4,4,-50.41,-13.1467,50.41,5,0.00,false
40,3.5,Legacy4,5,-51.68,-9.0088,51.77,7,28.57,false
40,3.5,Legacy5BNB,0,167.90,9.5406,22.74,9,66.67,true
40,3.5,Legacy5BNB,1,0.73,1.9246,42.70,7,42.86,true
40,3.5,Legacy5BNB,2,-5.60,0.2187,35.20,7,57.14,false
40,3.5,Legacy5BNB,3,-49.31,-2.6910,49.94,7,14.29,false
40,3.5,Legacy5BNB,4,-40.88,-9.0018,40.88,5,20.00,false
40,3.5,Legacy5BNB,5,-47.00,-5.4775,49.43,8,25.00,false
40,3.5,OldGuardNoBNB,0,60.46,4.4092,25.80,10,70.00,true
40,3.5,OldGuardNoBNB,1,-20.08,-0.9293,47.31,8,50.00,false
40,3.5,OldGuardNoBNB,2,157.55,9.2619,30.65,5,60.00,true
40,3.5,OldGuardNoBNB,3,-38.91,-3.2682,38.91,7,14.29,false
40,3.5,OldGuardNoBNB,4,-50.41,-13.1467,50.41,5,0.00,false
40,3.5,OldGuardNoBNB,5,-32.59,-6.5803,32.71,7,28.57,false
40,3.5,LargeCaps5,0,197.83,8.4482,43.20,8,50.00,true
40,3.5,LargeCaps5,1,32.24,6.5565,16.01,6,66.67,true
40,3.5,LargeCaps5,2,873.23,12.5195,17.74,5,80.00,true
40,3.5,LargeCaps5,3,-51.59,-2.7413,57.36,7,14.29,false
40,3.5,LargeCaps5,4,145.80,22.8830,5.11,4,50.00,true
40,3.5,LargeCaps5,5,2.65,1.1500,21.19,7,57.14,true
40,3.5,Legacy3,0,66.99,5.6581,37.90,7,71.43,true
40,3.5,Legacy3,1,17.54,5.0652,32.31,5,60.00,true
40,3.5,Legacy3,2,74.40,5.8178,30.65,7,42.86,true
40,3.5,Legacy3,3,160.87,6.3385,35.97,8,50.00,true
40,3.5,Legacy3,4,-29.85,-6.6669,37.67,5,20.00,false
40,3.5,Legacy3,5,-21.40,-3.5011,21.60,5,40.00,false
40,3.5,LowVolume5,0,34.32,3.2139,32.93,9,66.67,true
40,3.5,LowVolume5,1,55.38,7.5217,32.31,7,57.14,true
40,3.5,LowVolume5,2,745.37,26.8600,10.14,6,83.33,true
40,3.5,LowVolume5,3,91.10,8.3255,20.60,7,42.86,true
40,3.5,LowVolume5,4,-49.27,-9.0609,49.27,7,14.29,false
40,3.5,LowVolume5,5,-34.18,-5.4870,34.30,6,33.33,false
40,3.5,OldGuard4,0,235.38,10.8723,22.74,8,87.50,true
40,3.5,OldGuard4,1,-11.93,-0.0237,32.31,7,42.86,false
40,3.5,OldGuard4,2,74.82,5.1859,30.65,7,42.86,true
40,3.5,OldGuard4,3,160.87,6.3385,35.97,8,50.00,true
40,3.5,OldGuard4,4,-37.39,-8.4337,37.67,6,16.67,false
40,3.5,OldGuard4,5,-27.94,-5.5466,28.08,6,33.33,false
40,4,Base5,0,287.13,9.8122,38.81,5,60.00,true
40,4,Base5,1,-47.43,-6.7494,56.79,8,25.00,false
40,4,Base5,2,535.81,12.0417,22.99,5,60.00,true
40,4,Base5,3,180.86,12.8768,16.13,7,57.14,true
40,4,Base5,4,76.25,10.3710,34.76,5,40.00,true
40,4,Base5,5,4.83,1.1612,29.87,7,42.86,true
40,4,NoDOGE,0,287.13,9.8122,38.81,5,60.00,true
40,4,NoDOGE,1,10.93,2.9129,21.09,5,60.00,true
40,4,NoDOGE,2,777.36,12.0874,17.74,5,80.00,true
40,4,NoDOGE,3,246.39,16.1444,10.77,6,83.33,true
40,4,NoDOGE,4,126.71,18.4588,12.48,4,50.00,true
40,4,NoDOGE,5,-33.16,-8.1719,36.05,6,33.33,false
40,4,Legacy4,0,363.20,18.4229,0.00,6,100.00,true
40,4,Legacy4,1,-25.51,-1.7480,37.42,7,28.57,false
40,4,Legacy4,2,62.78,9.3477,26.36,4,25.00,true
40,4,Legacy4,3,113.35,10.0829,36.29,6,66.67,true
40,4,Legacy4,4,-42.24,-9.0306,46.39,5,20.00,false
40,4,Legacy4,5,-51.18,-10.4490,51.18,6,16.67,false
40,4,Legacy5BNB,0,706.51,30.2625,0.00,5,100.00,true
40,4,Legacy5BNB,1,-29.79,-5.1901,42.28,6,33.33,false
40,4,Legacy5BNB,2,56.01,9.0134,29.42,4,25.00,true
40,4,Legacy5BNB,3,125.70,9.9809,50.19,6,66.67,true
40,4,Legacy5BNB,4,-25.85,-3.2414,31.52,4,25.00,false
40,4,Legacy5BNB,5,-46.33,-3.2800,56.46,7,28.57,false
40,4,OldGuardNoBNB,0,172.53,11.1062,9.33,8,75.00,true
40,4,OldGuardNoBNB,1,-73.24,-11.2672,74.03,8,25.00,false
40,4,OldGuardNoBNB,2,62.78,9.3477,26.36,4,25.00,true
40,4,OldGuardNoBNB,3,113.35,10.0829,36.29,6,66.67,true
40,4,OldGuardNoBNB,4,-42.24,-9.0306,46.39,5,20.00,false
40,4,OldGuardNoBNB,5,-31.89,-10.9338,31.89,6,16.67,false
40,4,LargeCaps5,0,509.19,12.3137,38.81,5,60.00,true
40,4,LargeCaps5,1,12.71,3.2137,19.82,5,60.00,true
40,4,LargeCaps5,2,754.85,11.9795,17.74,5,80.00,true
40,4,LargeCaps5,3,92.22,7.9793,57.58,7,57.14,true
40,4,LargeCaps5,4,126.71,18.4588,12.48,4,50.00,true
40,4,LargeCaps5,5,-33.16,-8.1719,36.05,6,33.33,false
40,4,Legacy3,0,287.83,15.9642,2.63,6,83.33,true
40,4,Legacy3,1,16.40,4.5984,34.62,5,60.00,true
40,4,Legacy3,2,44.27,7.3636,34.73,5,20.00,true
40,4,Legacy3,3,182.76,15.5777,10.77,6,83.33,true
40,4,Legacy3,4,-39.13,-16.1897,39.13,5,20.00,false
40,4,Legacy3,5,-38.83,-2.9589,38.83,5,20.00,false
40,4,LowVolume5,0,47.24,4.7207,32.93,7,71.43,true
40,4,LowVolume5,1,-16.07,0.1480,34.62,6,50.00,false
40,4,LowVolume5,2,300.35,14.4395,33.58,6,50.00,true
40,4,LowVolume5,3,164.43,15.1605,10.77,6,66.67,true
40,4,LowVolume5,4,-76.50,-13.6942,76.50,8,12.50,false
40,4,LowVolume5,5,-49.05,-4.0299,49.05,6,16.67,false
40,4,OldGuard4,0,325.40,15.5212,0.00,7,100.00,true
40,4,OldGuard4,1,-47.01,-5.7540,48.58,7,28.57,false
40,4,OldGuard4,2,44.27,7.3636,34.73,5,20.00,true
40,4,OldGuard4,3,182.76,15.5777,10.77,6,83.33,true
40,4,OldGuard4,4,-44.61,-15.8122,44.61,6,16.67,false
40,4,OldGuard4,5,-23.92,-7.8761,26.70,5,20.00,false
45,1,Base5,0,21.48,2.2979,63.73,24,54.17,true
45,1,Base5,1,366.07,4.2581,22.40,23,52.17,true
45,1,Base5,2,3.20,1.4903,34.95,27,33.33,true
45,1,Base5,3,290.96,8.0090,38.62,29,51.72,true
45,1,Base5,4,-2.13,0.3667,26.21,18,44.44,false
45,1,Base5,5,76.68,4.3748,19.29,23,52.17,true
45,1,NoDOGE,0,37.47,2.7962,63.73,25,56.00,true
45,1,NoDOGE,1,125.25,14.6705,9.23,13,53.85,true
45,1,NoDOGE,2,170.85,6.1047,18.53,23,43.48,true
45,1,NoDOGE,3,382.18,8.9383,38.62,28,57.14,true
45,1,NoDOGE,4,16.44,2.3315,24.33,15,53.33,true
45,1,NoDOGE,5,12.68,1.7310,19.29,19,42.11,true
45,1,Legacy4,0,14.05,1.6266,40.08,26,53.85,true
45,1,Legacy4,1,76.34,5.7980,26.13,20,50.00,true
45,1,Legacy4,2,82.89,4.4836,25.05,22,45.45,true
45,1,Legacy4,3,-41.05,-1.7489,62.57,24,29.17,false
45,1,Legacy4,4,-25.46,-5.1574,32.37,11,27.27,false
45,1,Legacy4,5,0.70,0.4096,17.33,18,50.00,true
45,1,Legacy5BNB,0,-44.82,-3.6767,60.81,28,39.29,false
45,1,Legacy5BNB,1,88.18,8.5814,16.10,16,62.50,true
45,1,Legacy5BNB,2,81.85,4.4277,25.05,23,47.83,true
45,1,Legacy5BNB,3,41.82,3.1910,52.94,19,47.37,true
45,1,Legacy5BNB,4,1.81,0.9946,17.26,13,46.15,true
45,1,Legacy5BNB,5,-6.10,-0.5084,24.56,19,42.11,false
45,1,OldGuardNoBNB,0,107.12,4.7229,31.38,29,51.72,true
45,1,OldGuardNoBNB,1,33.26,2.6140,40.45,20,50.00,true
45,1,OldGuardNoBNB,2,82.89,4.4836,25.05,22,45.45,true
45,1,OldGuardNoBNB,3,-41.05,-1.7489,62.57,24,29.17,false
45,1,OldGuardNoBNB,4,-25.46,-5.1574,32.37,11,27.27,false
45,1,OldGuardNoBNB,5,27.46,3.8266,9.30,20,55.00,true
45,1,LargeCaps5,0,22.31,2.1684,63.73,30,53.33,true
45,1,LargeCaps5,1,134.94,16.0173,8.33,13,53.85,true
45,1,LargeCaps5,2,115.82,5.1333,33.12,24,37.50,true
45,1,LargeCaps5,3,421.14,10.0544,29.15,22,59.09,true
45,1,LargeCaps5,4,53.45,6.0052,24.33,13,69.23,true
45,1,LargeCaps5,5,0.93,0.6230,19.29,20,35.00,true
45,1,Legacy3,0,52.21,3.2129,35.32,22,50.00,true
45,1,Legacy3,1,25.76,3.0609,25.95,19,57.89,true
45,1,Legacy3,2,166.11,7.6727,15.20,21,52.38,true
45,1,Legacy3,3,253.84,8.0229,14.41,21,57.14,true
45,1,Legacy3,4,-13.81,-2.4154,27.16,12,25.00,false
45,1,Legacy3,5,-11.65,-2.3192,18.00,16,37.50,false
45,1,LowVolume5,0,109.68,5.6193,16.43,21,57.14,true
45,1,LowVolume5,1,2.12,0.7712,22.55,22,50.00,true
45,1,LowVolume5,2,227.77,6.3745,33.72,28,32.14,true
45,1,LowVolume5,3,503.93,10.1192,22.63,26,53.85,true
45,1,LowVolume5,4,-19.79,-1.5786,23.61,17,35.29,false
45,1,LowVolume5,5,-22.68,-3.2731,26.60,24,45.83,false
45,1,OldGuard4,0,99.96,5.2926,29.24,25,60.00,true
45,1,OldGuard4,1,-5.03,0.1903,25.57,25,32.00,false
45,1,OldGuard4,2,172.78,7.8014,11.91,22,54.55,true
45,1,OldGuard4,3,253.84,8.0229,14.41,21,57.14,true
45,1,OldGuard4,4,3.09,0.8640,15.92,15,33.33,true
45,1,OldGuard4,5,6.29,1.5480,18.63,19,42.11,true
45,1.5,Base5,0,10.39,2.1321,64.36,21,42.86,true
45,1.5,Base5,1,393.03,4.0742,25.57,18,55.56,true
