hold_max,universe,window,step,equity
1,Base5,0,135,2.33723375
1,Base5,0,136,2.33723375
1,Base5,0,137,2.33723375
1,Base5,0,138,2.59605937
1,Base5,0,139,2.75293881
1,Base5,0,140,2.75433610
1,Base5,0,141,2.75433610
1,Base5,0,142,2.92527780
1,Base5,0,143,3.27302050
1,Base5,0,144,3.43231259
1,Base5,0,145,3.03420329
1,Base5,0,146,3.03420329
1,Base5,0,147,3.03420329
1,Base5,0,148,3.03420329
1,Base5,0,149,3.03420329
1,Base5,0,150,3.03420329
1,Base5,0,151,3.03420329
1,Base5,0,152,3.03420329
1,Base5,0,153,3.06985182
1,Base5,0,154,3.06985182
1,Base5,0,155,3.06985182
1,Base5,0,156,3.06985182
1,Base5,0,157,3.06985182
1,Base5,0,158,3.06985182
1,Base5,0,159,3.06985182
1,Base5,0,160,3.06985182
1,Base5,0,161,3.06985182
1,Base5,0,162,3.06985182
1,Base5,0,163,3.06985182
1,Base5,0,164,3.06985182
1,Base5,0,165,3.06985182
1,Base5,0,166,3.06985182
1,Base5,0,167,3.06985182
1,Base5,0,168,3.06985182
1,Base5,0,169,3.06985182
1,Base5,0,170,3.06985182
1,Base5,0,171,3.24593607
1,Base5,0,172,3.24593607
1,Base5,0,173,3.24593607
1,Base5,0,174,3.65943384
1,Base5,0,175,3.96638341
1,Base5,0,176,3.75640785
1,Base5,0,177,3.75640785
1,Base5,0,178,3.75640785
1,Base5,0,179,3.75640785
1,Base5,0,180,3.75640785
2,Base5,0,0,1.00000000
2,Base5,0,1,1.00000000
2,Base5,0,2,1.25455713
2,Base5,0,3,1.18649003
2,Base5,0,4,1.18649003
2,Base5,0,5,1.18649003
2,Base5,0,6,1.01846565
2,Base5,0,7,1.01846565
2,Base5,0,8,1.01846565
2,Base5,0,9,1.01846565
2,Base5,0,10,1.01846565
2,Base5,0,11,1.01846565
2,Base5,0,12,1.01846565
2,Base5,0,13,1.01846565
2,Base5,0,14,1.01846565
2,Base5,0,15,1.01846565
2,Base5,0,16,1.01846565
2,Base5,0,17,1.01846565
2,Base5,0,18,1.01846565
2,Base5,0,19,1.01846565
2,Base5,0,20,0.70821543
2,Base5,0,21,0.70821543
2,Base5,0,22,0.70821543
2,Base5,0,23,0.70821543
2,Base5,0,24,0.70821543
2,Base5,0,25,0.70821543
2,Base5,0,26,0.70821543
2,Base5,0,27,0.70821543
2,Base5,0,28,0.70821543
2,Base5,0,29,0.70821543
2,Base5,0,30,0.70821543
2,Base5,0,31,0.70821543
2,Base5,0,32,0.70821543
2,Base5,0,33,0.70821543
2,Base5,0,34,0.70821543
2,Base5,0,35,0.70821543
2,Base5,0,36,0.70821543
2,Base5,0,37,0.70821543
2,Base5,0,38,0.70821543
2,Base5,0,39,0.70821543
2,Base5,0,40,0.70821543
2,Base5,0,41,0.70821543
2,Base5,0,42,0.70821543
2,Base5,0,43,0.70821543
2,Base5,0,44,0.70821543
2,Base5,0,45,0.70821543
2,Base5,0,46,0.70821543
2,Base5,0,47,0.70997184
2,Base5,0,48,0.70997184
2,Base5,0,49,0.70997184
2,Base5,0,50,0.70997184
2,Base5,0,51,0.70997184
2,Base5,0,52,0.70997184
2,Base5,0,53,0.77566082
2,Base5,0,54,0.74911691
2,Base5,0,55,0.74911691
2,Base5,0,56,0.74911691
2,Base5,0,57,0.74911691
2,Base5,0,58,0.74911691
2,Base5,0,59,0.74911691
2,Base5,0,60,0.74911691
2,Base5,0,61,0.74911691
2,Base5,0,62,0.74911691
2,Base5,0,63,0.74911691
2,Base5,0,64,0.74911691
2,Base5,0,65,0.74911691
2,Base5,0,66,0.74911691
2,Base5,0,67,0.74911691
2,Base5,0,68,0.74911691
2,Base5,0,69,0.74911691
2,Base5,0,70,0.74911691
2,Base5,0,71,0.74911691
2,Base5,0,72,0.74911691
2,Base5,0,73,0.74911691
2,Base5,0,74,0.74911691
2,Base5,0,75,0.74911691
2,Base5,0,76,0.74911691
2,Base5,0,77,0.74911691
2,Base5,0,78,0.74911691
2,Base5,0,79,0.74911691
2,Base5,0,80,0.74911691
2,Base5,0,81,0.76794092
2,Base5,0,82,0.76794092
2,Base5,0,83,0.76087579
2,Base5,0,84,0.76087579
2,Base5,0,85,0.76087579
2,Base5,0,86,0.83932239
2,Base5,0,87,0.85096571
2,Base5,0,88,0.86429297
2,Base5,0,89,0.86429297
2,Base5,0,90,0.86429297
2,Base5,0,91,0.86429297
2,Base5,0,92,0.86429297
2,Base5,0,93,0.86429297
2,Base5,0,94,1.08306775
2,Base5,0,95,1.08306775
2,Base5,0,96,1.35865278
2,Base5,0,97,1.35865278
2,Base5,0,98,1.55456617
2,Base5,0,99,1.55456617
2,Base5,0,100,1.54349401
2,Base5,0,101,1.54349401
2,Base5,0,102,1.54349401
2,Base5,0,103,1.54349401
2,Base5,0,104,1.54349401
2,Base5,0,105,1.54349401
2,Base5,0,106,1.54349401
2,Base5,0,107,1.55903334
2,Base5,0,108,1.60642743
2,Base5,0,109,1.64022238
2,Base5,0,110,1.45901849
2,Base5,0,111,1.45901849
2,Base5,0,112,1.45901849
2,Base5,0,113,1.45901849
2,Base5,0,114,1.45901849
2,Base5,0,115,1.45901849
2,Base5,0,116,1.45901849
2,Base5,0,117,1.45901849
2,Base5,0,118,1.45901849
2,Base5,0,119,1.42164114
2,Base5,0,120,1.42164114
2,Base5,0,121,1.59081901
2,Base5,0,122,1.45191550
2,Base5,0,123,1.45191550
2,Base5,0,124,1.45191550
2,Base5,0,125,1.58279139
2,Base5,0,126,1.68080127
2,Base5,0,127,1.49308755
2,Base5,0,128,1.49308755
2,Base5,0,129,1.49308755
2,Base5,0,130,1.49308755
2,Base5,0,131,1.49308755
2,Base5,0,132,1.49308755
2,Base5,0,133,1.49308755
2,Base5,0,134,1.49308755
2,Base5,0,135,1.49850393
2,Base5,0,136,1.49850393
2,Base5,0,137,1.49850393
2,Base5,0,138,1.49850393
2,Base5,0,139,1.49850393
2,Base5,0,140,1.49850393
2,Base5,0,141,1.49850393
2,Base5,0,142,1.49850393
2,Base5,0,143,1.49850393
2,Base5,0,144,1.49850393
2,Base5,0,145,1.49850393
2,Base5,0,146,1.49850393
2,Base5,0,147,1.49850393
2,Base5,0,148,1.49850393
2,Base5,0,149,1.49850393
2,Base5,0,150,1.49850393
2,Base5,0,151,1.49850393
2,Base5,0,152,1.54492018
2,Base5,0,153,1.54492018
2,Base5,0,154,1.77038932
2,Base5,0,155,1.81416633
2,Base5,0,156,1.81416633
2,Base5,0,157,1.81416633
2,Base5,0,158,1.81416633
2,Base5,0,159,1.81416633
2,Base5,0,160,1.81416633
3,Base5,0,0,1.00000000
3,Base5,0,1,1.00000000
3,Base5,0,2,1.45622270
3,Base5,0,3,1.45622270
3,Base5,0,4,1.45622270
3,Base5,0,5,1.45622270
3,Base5,0,6,1.45622270
3,Base5,0,7,1.45622270
3,Base5,0,8,1.31872150
3,Base5,0,9,1.31872150
3,Base5,0,10,1.31872150
3,Base5,0,11,1.31872150
3,Base5,0,12,1.31872150
3,Base5,0,13,1.31872150
3,Base5,0,14,1.31872150
3,Base5,0,15,1.31872150
3,Base5,0,16,1.31872150
3,Base5,0,17,1.31872150
3,Base5,0,18,1.31872150
3,Base5,0,19,1.31872150
3,Base5,0,20,1.31872150
3,Base5,0,21,0.73553643
3,Base5,0,22,0.73553643
3,Base5,0,23,0.73553643
3,Base5,0,24,0.73553643
3,Base5,0,25,0.73553643
3,Base5,0,26,0.73553643
3,Base5,0,27,0.73553643
3,Base5,0,28,0.73553643
3,Base5,0,29,0.73553643
3,Base5,0,30,0.73553643
3,Base5,0,31,0.73553643
3,Base5,0,32,0.73553643
3,Base5,0,33,0.73553643
3,Base5,0,34,0.73553643
3,Base5,0,35,0.73553643
3,Base5,0,36,0.73553643
3,Base5,0,37,0.73553643
3,Base5,0,38,0.73553643
3,Base5,0,39,0.73553643
3,Base5,0,40,0.73553643
3,Base5,0,41,0.73553643
3,Base5,0,42,0.73553643
3,Base5,0,43,0.73553643
3,Base5,0,44,0.73553643
3,Base5,0,45,0.73553643
3,Base5,0,46,0.73553643
3,Base5,0,47,0.64871771
3,Base5,0,48,0.64871771
3,Base5,0,49,0.64871771
3,Base5,0,50,0.64871771
3,Base5,0,51,0.64871771
3,Base5,0,52,0.71275002
3,Base5,0,53,0.57882565
3,Base5,0,54,0.57882565
3,Base5,0,55,0.57882565
3,Base5,0,56,0.57882565
3,Base5,0,57,0.57882565
3,Base5,0,58,0.57882565
3,Base5,0,59,0.57882565
3,Base5,0,60,0.57882565
3,Base5,0,61,0.57882565
3,Base5,0,62,0.57882565
3,Base5,0,63,0.57882565
3,Base5,0,64,0.57882565
3,Base5,0,65,0.57882565
3,Base5,0,66,0.57882565
3,Base5,0,67,0.57882565
3,Base5,0,68,0.57882565
3,Base5,0,69,0.57882565
3,Base5,0,70,0.57882565
3,Base5,0,71,0.57882565
3,Base5,0,72,0.57882565
3,Base5,0,73,0.57882565
3,Base5,0,74,0.57882565
3,Base5,0,75,0.57882565
3,Base5,0,76,0.57882565
3,Base5,0,77,0.57882565
3,Base5,0,78,0.61015172
3,Base5,0,79,0.60086588
3,Base5,0,80,0.60086588
3,Base5,0,81,0.65261368
3,Base5,0,82,0.88708939
3,Base5,0,83,0.79554129
3,Base5,0,84,0.79554129
3,Base5,0,85,0.79554129
3,Base5,0,86,0.97900949
3,Base5,0,87,1.25570723
3,Base5,0,88,1.37331031
3,Base5,0,89,1.37005447
3,Base5,0,90,1.37005447
3,Base5,0,91,1.37005447
3,Base5,0,92,1.37005447
3,Base5,0,93,1.37005447
3,Base5,0,94,1.37005447
3,Base5,0,95,1.62182462
3,Base5,0,96,1.69996983
3,Base5,0,97,1.63865354
3,Base5,0,98,1.63865354
3,Base5,0,99,1.63865354
3,Base5,0,100,1.63865354
3,Base5,0,101,1.63865354
3,Base5,0,102,1.63865354
3,Base5,0,103,1.63865354
3,Base5,0,104,1.63865354
3,Base5,0,105,1.63865354
3,Base5,0,106,1.63865354
3,Base5,0,107,1.62548837
3,Base5,0,108,1.85930409
3,Base5,0,109,1.77693435
3,Base5,0,110,2.15074361
3,Base5,0,111,2.16110255
3,Base5,0,112,2.16110255
3,Base5,0,113,2.16110255
3,Base5,0,114,2.16110255
3,Base5,0,115,2.16110255
3,Base5,0,116,2.16110255
3,Base5,0,117,2.16110255
3,Base5,0,118,2.16110255
3,Base5,0,119,2.16110255
3,Base5,0,120,2.16110255
3,Base5,0,121,2.07457998
3,Base5,0,122,2.07457998
3,Base5,0,123,2.07457998
3,Base5,0,124,2.07457998
3,Base5,0,125,2.07457998
3,Base5,0,126,2.07457998
3,Base5,0,127,2.07457998
3,Base5,0,128,2.07457998
3,Base5,0,129,2.07457998
3,Base5,0,130,2.07457998
3,Base5,0,131,2.07457998
3,Base5,0,132,2.07457998
3,Base5,0,133,2.07457998
3,Base5,0,134,2.07457998
3,Base5,0,135,2.07457998
3,Base5,0,136,2.07457998
3,Base5,0,137,2.17980568
3,Base5,0,138,2.53240661
3,Base5,0,139,2.55003148
3,Base5,0,140,2.55003148
3,Base5,0,141,2.55003148
3,Base5,0,142,2.55003148
4,Base5,0,0,1.00000000
4,Base5,0,1,1.00000000
4,Base5,0,2,1.34787764
4,Base5,0,3,1.34787764
4,Base5,0,4,1.34787764
4,Base5,0,5,1.34787764
4,Base5,0,6,1.34787764
4,Base5,0,7,1.18033593
4,Base5,0,8,1.18033593
4,Base5,0,9,1.18033593
4,Base5,0,10,1.18033593
4,Base5,0,11,1.18033593
4,Base5,0,12,1.18033593
4,Base5,0,13,1.18033593
4,Base5,0,14,1.18033593
4,Base5,0,15,1.18033593
4,Base5,0,16,1.18033593
4,Base5,0,17,1.18033593
4,Base5,0,18,1.18033593
4,Base5,0,19,0.51736825
4,Base5,0,20,0.51736825
4,Base5,0,21,0.51736825
4,Base5,0,22,0.51736825
4,Base5,0,23,0.51736825
4,Base5,0,24,0.51736825
4,Base5,0,25,0.51736825
4,Base5,0,26,0.51736825
4,Base5,0,27,0.51736825
4,Base5,0,28,0.51736825
4,Base5,0,29,0.51736825
4,Base5,0,30,0.51736825
4,Base5,0,31,0.51736825
4,Base5,0,32,0.51736825
4,Base5,0,33,0.51736825
4,Base5,0,34,0.51736825
4,Base5,0,35,0.51736825
4,Base5,0,36,0.51736825
4,Base5,0,37,0.51736825
4,Base5,0,38,0.51736825
4,Base5,0,39,0.51736825
4,Base5,0,40,0.51736825
4,Base5,0,41,0.51736825
4,Base5,0,42,0.51736825
4,Base5,0,43,0.51736825
4,Base5,0,44,0.45630091
4,Base5,0,45,0.45630091
4,Base5,0,46,0.45630091
4,Base5,0,47,0.45630091
4,Base5,0,48,0.45630091
4,Base5,0,49,0.50471933
4,Base5,0,50,0.50471933
4,Base5,0,51,0.50471933
4,Base5,0,52,0.50471933
4,Base5,0,53,0.50471933
4,Base5,0,54,0.50471933
4,Base5,0,55,0.50471933
4,Base5,0,56,0.50471933
4,Base5,0,57,0.50471933
4,Base5,0,58,0.50471933
4,Base5,0,59,0.50471933
4,Base5,0,60,0.50471933
4,Base5,0,61,0.50471933
4,Base5,0,62,0.50471933
4,Base5,0,63,0.50471933
4,Base5,0,64,0.50471933
4,Base5,0,65,0.50471933
4,Base5,0,66,0.50471933
4,Base5,0,67,0.50471933
4,Base5,0,68,0.50471933
4,Base5,0,69,0.50471933
4,Base5,0,70,0.50471933
4,Base5,0,71,0.50471933
4,Base5,0,72,0.50471933
4,Base5,0,73,0.50471933
4,Base5,0,74,0.50471933
4,Base5,0,75,0.50471933
4,Base5,0,76,0.50471933
4,Base5,0,77,0.50471933
4,Base5,0,78,0.55785260
4,Base5,0,79,0.60694268
4,Base5,0,80,0.90435494
4,Base5,0,81,1.02637791
4,Base5,0,82,1.02637791
4,Base5,0,83,1.02637791
4,Base5,0,84,1.02637791
4,Base5,0,85,1.02637791
4,Base5,0,86,1.29154693
4,Base5,0,87,1.74710856
4,Base5,0,88,1.55055656
4,Base5,0,89,1.55055656
4,Base5,0,90,1.55055656
4,Base5,0,91,1.55055656
4,Base5,0,92,1.55055656
4,Base5,0,93,1.55055656
4,Base5,0,94,1.55055656
4,Base5,0,95,1.55055656
4,Base5,0,96,1.86395547
4,Base5,0,97,1.86395547
4,Base5,0,98,1.97691118
4,Base5,0,99,1.97691118
4,Base5,0,100,1.97691118
4,Base5,0,101,1.97691118
4,Base5,0,102,1.97691118
4,Base5,0,103,1.97691118
4,Base5,0,104,1.97691118
4,Base5,0,105,1.97691118
4,Base5,0,106,1.97691118
4,Base5,0,107,1.97691118
4,Base5,0,108,1.97691118
4,Base5,0,109,1.97691118
4,Base5,0,110,1.95423468
4,Base5,0,111,2.05015119
4,Base5,0,112,2.18369790
4,Base5,0,113,2.46909561
4,Base5,0,114,2.36799584
4,Base5,0,115,2.36799584
4,Base5,0,116,2.36799584
4,Base5,0,117,2.36799584
4,Base5,0,118,2.36799584
4,Base5,0,119,2.35165930
4,Base5,0,120,2.35165930
4,Base5,0,121,2.35165930
4,Base5,0,122,2.35165930
4,Base5,0,123,2.35165930
4,Base5,0,124,2.35165930
4,Base5,0,125,2.35165930
4,Base5,0,126,2.35165930
4,Base5,0,127,2.35165930
4,Base5,0,128,2.35165930
4,Base5,0,129,2.35165930
4,Base5,0,130,2.35165930
4,Base5,0,131,2.35165930
4,Base5,0,132,2.35165930
4,Base5,0,133,2.35165930
4,Base5,0,134,2.54078624
4,Base5,0,135,3.27450839
4,Base5,0,136,3.27450839
4,Base5,0,137,3.27450839
4,Base5,0,138,3.27450839
4,Base5,0,139,3.27450839
4,Base5,0,140,3.27450839
4,Base5,0,141,3.27450839
5,Base5,0,0,1.00000000
5,Base5,0,1,1.00000000
5,Base5,0,2,1.32542223
5,Base5,0,3,1.32542223
5,Base5,0,4,1.32542223
5,Base5,0,5,1.32542223
5,Base5,0,6,1.15229279
5,Base5,0,7,1.15229279
5,Base5,0,8,1.15229279
5,Base5,0,9,1.15229279
5,Base5,0,10,1.15229279
5,Base5,0,11,1.15229279
5,Base5,0,12,1.15229279
5,Base5,0,13,1.15229279
5,Base5,0,14,1.15229279
5,Base5,0,15,1.15229279
5,Base5,0,16,1.15229279
5,Base5,0,17,0.64670186
5,Base5,0,18,0.64670186
5,Base5,0,19,0.64670186
5,Base5,0,20,0.64670186
5,Base5,0,21,0.64670186
5,Base5,0,22,0.64670186
5,Base5,0,23,0.64670186
5,Base5,0,24,0.64670186
5,Base5,0,25,0.64670186
5,Base5,0,26,0.64670186
5,Base5,0,27,0.64670186
5,Base5,0,28,0.64670186
5,Base5,0,29,0.64670186
5,Base5,0,30,0.64670186
5,Base5,0,31,0.64670186
5,Base5,0,32,0.64670186
5,Base5,0,33,0.64670186
5,Base5,0,34,0.64670186
5,Base5,0,35,0.64670186
5,Base5,0,36,0.64670186
5,Base5,0,37,0.64670186
5,Base5,0,38,0.64670186
5,Base5,0,39,0.64670186
5,Base5,0,40,0.64670186
5,Base5,0,41,0.57036869
5,Base5,0,42,0.57036869
5,Base5,0,43,0.57036869
5,Base5,0,44,0.57036869
5,Base5,0,45,0.57036869
5,Base5,0,46,0.61235701
5,Base5,0,47,0.61235701
5,Base5,0,48,0.61235701
5,Base5,0,49,0.61235701
5,Base5,0,50,0.61235701
5,Base5,0,51,0.61235701
5,Base5,0,52,0.61235701
5,Base5,0,53,0.61235701
5,Base5,0,54,0.61235701
5,Base5,0,55,0.61235701
5,Base5,0,56,0.61235701
5,Base5,0,57,0.61235701
5,Base5,0,58,0.61235701
5,Base5,0,59,0.61235701
5,Base5,0,60,0.61235701
5,Base5,0,61,0.61235701
5,Base5,0,62,0.61235701
5,Base5,0,63,0.61235701
5,Base5,0,64,0.61235701
5,Base5,0,65,0.61235701
5,Base5,0,66,0.61235701
5,Base5,0,67,0.61235701
5,Base5,0,68,0.61235701
5,Base5,0,69,0.61235701
5,Base5,0,70,0.61235701
5,Base5,0,71,0.61235701
5,Base5,0,72,0.61235701
5,Base5,0,73,0.61235701
5,Base5,0,74,0.70697198
5,Base5,0,75,0.73517931
5,Base5,0,76,1.19327654
5,Base5,0,77,1.13678622
5,Base5,0,78,1.65685493
5,Base5,0,79,2.12652351
5,Base5,0,80,2.12652351
5,Base5,0,81,2.08446997
5,Base5,0,82,2.08446997
5,Base5,0,83,2.08446997
5,Base5,0,84,2.08446997
5,Base5,0,85,2.48854193
5,Base5,0,86,2.49471735
5,Base5,0,87,2.49471735
5,Base5,0,88,2.49471735
5,Base5,0,89,2.49471735
5,Base5,0,90,2.49471735
5,Base5,0,91,2.49471735
5,Base5,0,92,2.49471735
5,Base5,0,93,2.49471735
5,Base5,0,94,2.49471735
5,Base5,0,95,2.49471735
5,Base5,0,96,2.49471735
5,Base5,0,97,2.47161027
5,Base5,0,98,2.46065556
5,Base5,0,99,2.46065556
5,Base5,0,100,3.27901796
5,Base5,0,101,2.89889345
5,Base5,0,102,2.89889345
5,Base5,0,103,2.89889345
5,Base5,0,104,2.89889345
5,Base5,0,105,2.89889345
5,Base5,0,106,2.89889345
5,Base5,0,107,2.87521618
5,Base5,0,108,2.87521618
5,Base5,0,109,2.87521618
5,Base5,0,110,2.87521618
5,Base5,0,111,2.87521618
5,Base5,0,112,2.87521618
5,Base5,0,113,2.87521618
5,Base5,0,114,2.87521618
5,Base5,0,115,2.87521618
5,Base5,0,116,2.87521618
5,Base5,0,117,2.87521618
5,Base5,0,118,2.87521618
5,Base5,0,119,2.87521618
5,Base5,0,120,2.87521618
5,Base5,0,121,3.31624347
5,Base5,0,122,3.83275160
5,Base5,0,123,3.83275160
5,Base5,0,124,3.83275160
5,Base5,0,125,3.83275160
5,Base5,0,126,3.83275160
6,Base5,0,0,1.00000000
6,Base5,0,1,1.00000000
6,Base5,0,2,1.37721405
6,Base5,0,3,1.37721405
6,Base5,0,4,1.37721405
6,Base5,0,5,1.26469675
6,Base5,0,6,1.26469675
6,Base5,0,7,1.26469675
6,Base5,0,8,1.26469675
6,Base5,0,9,1.26469675
6,Base5,0,10,1.26469675
6,Base5,0,11,1.26469675
6,Base5,0,12,1.26469675
6,Base5,0,13,1.26469675
6,Base5,0,14,1.26469675
6,Base5,0,15,0.67718448
6,Base5,0,16,0.67718448
6,Base5,0,17,0.67718448
6,Base5,0,18,0.67718448
6,Base5,0,19,0.67718448
6,Base5,0,20,0.67718448
6,Base5,0,21,0.67718448
6,Base5,0,22,0.67718448
6,Base5,0,23,0.67718448
6,Base5,0,24,0.67718448
6,Base5,0,25,0.67718448
6,Base5,0,26,0.67718448
6,Base5,0,27,0.67718448
6,Base5,0,28,0.67718448
6,Base5,0,29,0.67718448
6,Base5,0,30,0.67718448
6,Base5,0,31,0.67718448
6,Base5,0,32,0.67718448
6,Base5,0,33,0.67718448
6,Base5,0,34,0.67718448
6,Base5,0,35,0.67718448
6,Base5,0,36,0.67718448
6,Base5,0,37,0.67718448
6,Base5,0,38,0.59725330
6,Base5,0,39,0.59725330
6,Base5,0,40,0.59725330
6,Base5,0,41,0.59725330
6,Base5,0,42,0.59725330
6,Base5,0,43,0.63374973
6,Base5,0,44,0.63374973
6,Base5,0,45,0.63374973
6,Base5,0,46,0.63374973
6,Base5,0,47,0.63374973
6,Base5,0,48,0.63374973
6,Base5,0,49,0.63374973
6,Base5,0,50,0.63374973
6,Base5,0,51,0.63374973
6,Base5,0,52,0.63374973
6,Base5,0,53,0.63374973
6,Base5,0,54,0.63374973
6,Base5,0,55,0.63374973
6,Base5,0,56,0.63374973
6,Base5,0,57,0.63374973
6,Base5,0,58,0.63374973
6,Base5,0,59,0.63374973
6,Base5,0,60,0.63374973
6,Base5,0,61,0.63374973
6,Base5,0,62,0.63374973
6,Base5,0,63,0.63374973
6,Base5,0,64,0.63374973
6,Base5,0,65,0.63374973
6,Base5,0,66,0.63374973
6,Base5,0,67,0.63374973
6,Base5,0,68,0.63374973
6,Base5,0,69,0.63374973
6,Base5,0,70,0.77421519
6,Base5,0,71,0.77421519
6,Base5,0,72,0.77421519
6,Base5,0,73,0.77421519
6,Base5,0,74,1.22157973
6,Base5,0,75,1.20997974
6,Base5,0,76,1.20997974
6,Base5,0,77,2.01342390
6,Base5,0,78,2.01342390
6,Base5,0,79,2.01342390
6,Base5,0,80,2.07852730
6,Base5,0,81,2.07852730
6,Base5,0,82,2.07852730
6,Base5,0,83,2.07852730
6,Base5,0,84,2.07852730
6,Base5,0,85,2.07852730
6,Base5,0,86,2.07852730
6,Base5,0,87,2.07852730
6,Base5,0,88,2.53528915
6,Base5,0,89,2.53595767
6,Base5,0,90,2.53595767
6,Base5,0,91,2.53595767
6,Base5,0,92,2.53595767
6,Base5,0,93,2.53595767
6,Base5,0,94,2.53595767
6,Base5,0,95,2.53595767
6,Base5,0,96,2.53595767
6,Base5,0,97,2.53595767
6,Base5,0,98,2.47962557
6,Base5,0,99,2.45392022
6,Base5,0,100,3.34846136
6,Base5,0,101,3.09895822
6,Base5,0,102,3.09895822
6,Base5,0,103,3.09895822
6,Base5,0,104,3.13908726
6,Base5,0,105,3.13908726
6,Base5,0,106,3.13908726
6,Base5,0,107,3.13908726
6,Base5,0,108,3.13908726
6,Base5,0,109,3.13908726
6,Base5,0,110,3.13908726
6,Base5,0,111,3.13908726
6,Base5,0,112,3.13908726
6,Base5,0,113,3.13908726
6,Base5,0,114,3.13908726
6,Base5,0,115,3.13908726
6,Base5,0,116,3.13908726
6,Base5,0,117,3.82358767
6,Base5,0,118,3.80536737
