chand_period,chand_mult,universe,window,step,equity
10,1,Legacy4,5,80,0.848628
10,1,Legacy4,5,90,0.901792
10,1,Legacy4,5,100,0.881161
10,1,Legacy4,5,110,0.881161
10,1,Legacy4,5,120,0.881161
10,1,Legacy4,5,130,0.881161
10,1,Legacy4,5,140,0.881161
10,1,Legacy4,5,150,0.881161
10,1,Legacy4,5,160,0.897590
10,1,Legacy4,5,170,0.847282
10,1,Legacy4,5,180,0.847282
10,1,Legacy5BNB,0,0,1.000000
10,1,Legacy5BNB,0,10,0.922028
10,1,Legacy5BNB,0,20,0.922028
10,1,Legacy5BNB,0,30,0.923289
10,1,Legacy5BNB,0,40,0.900781
10,1,Legacy5BNB,0,50,0.928470
10,1,Legacy5BNB,0,60,0.692919
10,1,Legacy5BNB,0,70,0.588274
10,1,Legacy5BNB,0,80,0.469555
10,1,Legacy5BNB,0,90,0.413006
10,1,Legacy5BNB,0,100,0.412742
10,1,Legacy5BNB,0,110,0.433048
10,1,Legacy5BNB,0,120,0.388693
10,1,Legacy5BNB,0,130,0.351677
10,1,Legacy5BNB,0,140,0.382383
10,1,Legacy5BNB,0,150,0.538218
10,1,Legacy5BNB,0,160,0.538218
10,1,Legacy5BNB,1,0,1.000000
10,1,Legacy5BNB,1,10,1.405825
10,1,Legacy5BNB,1,20,1.405825
10,1,Legacy5BNB,1,30,1.405825
10,1,Legacy5BNB,1,40,1.405825
10,1,Legacy5BNB,1,50,1.305698
10,1,Legacy5BNB,1,60,1.305698
10,1,Legacy5BNB,1,70,1.305698
10,1,Legacy5BNB,1,80,1.305698
10,1,Legacy5BNB,1,90,1.745177
10,1,Legacy5BNB,1,100,1.729988
10,1,Legacy5BNB,1,110,1.729988
10,1,Legacy5BNB,1,120,1.729988
10,1,Legacy5BNB,1,130,1.729988
10,1,Legacy5BNB,1,140,1.729988
10,1,Legacy5BNB,1,150,1.874922
10,1,Legacy5BNB,1,160,2.143516
10,1,Legacy5BNB,2,0,1.000000
10,1,Legacy5BNB,2,10,1.000000
10,1,Legacy5BNB,2,20,1.000000
10,1,Legacy5BNB,2,30,1.000000
10,1,Legacy5BNB,2,40,0.933419
10,1,Legacy5BNB,2,50,0.988741
10,1,Legacy5BNB,2,60,0.908360
10,1,Legacy5BNB,2,70,0.826703
10,1,Legacy5BNB,2,80,0.826703
10,1,Legacy5BNB,2,90,0.826703
10,1,Legacy5BNB,2,100,0.826703
10,1,Legacy5BNB,2,110,0.905716
10,1,Legacy5BNB,2,120,1.679416
10,1,Legacy5BNB,2,130,1.679416
10,1,Legacy5BNB,2,140,1.679416
10,1,Legacy5BNB,2,150,1.679416
10,1,Legacy5BNB,2,160,1.679416
10,1,Legacy5BNB,2,170,1.712205
10,1,Legacy5BNB,3,0,1.000000
10,1,Legacy5BNB,3,10,1.090166
10,1,Legacy5BNB,3,20,1.119529
10,1,Legacy5BNB,3,30,1.106085
10,1,Legacy5BNB,3,40,0.864753
10,1,Legacy5BNB,3,50,0.703629
10,1,Legacy5BNB,3,60,0.681279
10,1,Legacy5BNB,3,70,0.708208
10,1,Legacy5BNB,3,80,0.708208
10,1,Legacy5BNB,3,90,0.708208
10,1,Legacy5BNB,3,100,0.708208
10,1,Legacy5BNB,3,110,1.038831
10,1,Legacy5BNB,3,120,1.055461
10,1,Legacy5BNB,3,130,1.144992
10,1,Legacy5BNB,3,140,1.144992
10,1,Legacy5BNB,3,150,1.144992
10,1,Legacy5BNB,3,160,1.144992
10,1,Legacy5BNB,3,170,1.144992
10,1,Legacy5BNB,4,0,1.000000
10,1,Legacy5BNB,4,10,1.000000
10,1,Legacy5BNB,4,20,0.957028
10,1,Legacy5BNB,4,30,1.090747
10,1,Legacy5BNB,4,40,1.090747
10,1,Legacy5BNB,4,50,1.000116
10,1,Legacy5BNB,4,60,1.026225
10,1,Legacy5BNB,4,70,1.118489
10,1,Legacy5BNB,4,80,1.118489
10,1,Legacy5BNB,4,90,1.118489
10,1,Legacy5BNB,4,100,1.118489
10,1,Legacy5BNB,4,110,1.118489
10,1,Legacy5BNB,4,120,1.118489
10,1,Legacy5BNB,4,130,1.118489
10,1,Legacy5BNB,4,140,1.118489
10,1,Legacy5BNB,4,150,1.118489
10,1,Legacy5BNB,4,160,1.059374
10,1,Legacy5BNB,4,170,1.059374
10,1,Legacy5BNB,4,180,1.059374
10,1,Legacy5BNB,4,190,1.059374
10,1,Legacy5BNB,5,0,1.000000
10,1,Legacy5BNB,5,10,0.985453
10,1,Legacy5BNB,5,20,0.985453
10,1,Legacy5BNB,5,30,0.829883
10,1,Legacy5BNB,5,40,0.829883
10,1,Legacy5BNB,5,50,0.829883
10,1,Legacy5BNB,5,60,0.829883
10,1,Legacy5BNB,5,70,0.766790
10,1,Legacy5BNB,5,80,0.766790
10,1,Legacy5BNB,5,90,0.731539
10,1,Legacy5BNB,5,100,0.778225
10,1,Legacy5BNB,5,110,0.778225
10,1,Legacy5BNB,5,120,0.778225
10,1,Legacy5BNB,5,130,0.713081
10,1,Legacy5BNB,5,140,0.713081
10,1,Legacy5BNB,5,150,0.719807
10,1,Legacy5BNB,5,160,0.708909
10,1,Legacy5BNB,5,170,0.708909
10,1,OldGuardNoBNB,0,0,1.000000
10,1,OldGuardNoBNB,0,10,1.000000
10,1,OldGuardNoBNB,0,20,0.915036
10,1,OldGuardNoBNB,0,30,0.915036
10,1,OldGuardNoBNB,0,40,0.916287
10,1,OldGuardNoBNB,0,50,0.926998
10,1,OldGuardNoBNB,0,60,0.973410
10,1,OldGuardNoBNB,0,70,0.688357
10,1,OldGuardNoBNB,0,80,0.624733
10,1,OldGuardNoBNB,0,90,0.721902
10,1,OldGuardNoBNB,0,100,0.708995
10,1,OldGuardNoBNB,0,110,0.708995
10,1,OldGuardNoBNB,0,120,0.797702
10,1,OldGuardNoBNB,0,130,1.020123
10,1,OldGuardNoBNB,0,140,1.372460
10,1,OldGuardNoBNB,0,150,1.332646
10,1,OldGuardNoBNB,1,0,1.000000
10,1,OldGuardNoBNB,1,10,1.322257
10,1,OldGuardNoBNB,1,20,0.974515
10,1,OldGuardNoBNB,1,30,0.974515
10,1,OldGuardNoBNB,1,40,0.974515
10,1,OldGuardNoBNB,1,50,0.889891
10,1,OldGuardNoBNB,1,60,0.889891
10,1,OldGuardNoBNB,1,70,0.889891
10,1,OldGuardNoBNB,1,80,0.994260
10,1,OldGuardNoBNB,1,90,0.994260
10,1,OldGuardNoBNB,1,100,0.994300
10,1,OldGuardNoBNB,1,110,1.139677
10,1,OldGuardNoBNB,1,120,1.139677
10,1,OldGuardNoBNB,1,130,1.139677
10,1,OldGuardNoBNB,1,140,1.139677
10,1,OldGuardNoBNB,1,150,1.115634
10,1,OldGuardNoBNB,1,160,1.047380
10,1,OldGuardNoBNB,1,170,1.237323
10,1,OldGuardNoBNB,2,0,1.000000
10,1,OldGuardNoBNB,2,10,1.000000
10,1,OldGuardNoBNB,2,20,1.000000
10,1,OldGuardNoBNB,2,30,1.000000
10,1,OldGuardNoBNB,2,40,0.983507
10,1,OldGuardNoBNB,2,50,1.125225
10,1,OldGuardNoBNB,2,60,1.033749
10,1,OldGuardNoBNB,2,70,1.033749
10,1,OldGuardNoBNB,2,80,0.940820
10,1,OldGuardNoBNB,2,90,0.940820
10,1,OldGuardNoBNB,2,100,0.940820
10,1,OldGuardNoBNB,2,110,0.932025
10,1,OldGuardNoBNB,2,120,1.061052
10,1,OldGuardNoBNB,2,130,1.061052
10,1,OldGuardNoBNB,2,140,1.061052
10,1,OldGuardNoBNB,2,150,1.061052
10,1,OldGuardNoBNB,2,160,1.061052
10,1,OldGuardNoBNB,2,170,1.061052
10,1,OldGuardNoBNB,3,0,1.000000
10,1,OldGuardNoBNB,3,10,1.090166
10,1,OldGuardNoBNB,3,20,1.119529
10,1,OldGuardNoBNB,3,30,1.106085
10,1,OldGuardNoBNB,3,40,0.864753
10,1,OldGuardNoBNB,3,50,0.703629
10,1,OldGuardNoBNB,3,60,0.681279
10,1,OldGuardNoBNB,3,70,0.708208
10,1,OldGuardNoBNB,3,80,0.708208
10,1,OldGuardNoBNB,3,90,0.708208
10,1,OldGuardNoBNB,3,100,0.708208
10,1,OldGuardNoBNB,3,110,0.773860
10,1,OldGuardNoBNB,3,120,0.819553
10,1,OldGuardNoBNB,3,130,0.819553
10,1,OldGuardNoBNB,3,140,0.717006
10,1,OldGuardNoBNB,3,150,0.717006
10,1,OldGuardNoBNB,3,160,0.717006
10,1,OldGuardNoBNB,3,170,0.701435
10,1,OldGuardNoBNB,4,0,1.000000
10,1,OldGuardNoBNB,4,10,1.000000
10,1,OldGuardNoBNB,4,20,0.957028
10,1,OldGuardNoBNB,4,30,0.889840
10,1,OldGuardNoBNB,4,40,0.889840
10,1,OldGuardNoBNB,4,50,0.746062
10,1,OldGuardNoBNB,4,60,0.684071
10,1,OldGuardNoBNB,4,70,0.684071
10,1,OldGuardNoBNB,4,80,0.740274
10,1,OldGuardNoBNB,4,90,0.714954
10,1,OldGuardNoBNB,4,100,0.714954
10,1,OldGuardNoBNB,4,110,0.714954
10,1,OldGuardNoBNB,4,120,0.718880
10,1,OldGuardNoBNB,4,130,0.723991
10,1,OldGuardNoBNB,4,140,0.723991
10,1,OldGuardNoBNB,4,150,0.723991
10,1,OldGuardNoBNB,4,160,0.723991
10,1,OldGuardNoBNB,4,170,0.723991
10,1,OldGuardNoBNB,4,180,0.723991
10,1,OldGuardNoBNB,4,190,0.723991
10,1,OldGuardNoBNB,4,200,0.723991
10,1,OldGuardNoBNB,5,0,1.000000
10,1,OldGuardNoBNB,5,10,1.008965
10,1,OldGuardNoBNB,5,20,0.988250
10,1,OldGuardNoBNB,5,30,0.944865
10,1,OldGuardNoBNB,5,40,0.944865
10,1,OldGuardNoBNB,5,50,1.244627
10,1,OldGuardNoBNB,5,60,1.210146
10,1,OldGuardNoBNB,5,70,1.261668
10,1,OldGuardNoBNB,5,80,1.203666
10,1,OldGuardNoBNB,5,90,1.274803
10,1,OldGuardNoBNB,5,100,1.249811
10,1,OldGuardNoBNB,5,110,1.249811
10,1,OldGuardNoBNB,5,120,1.249811
10,1,OldGuardNoBNB,5,130,1.249811
10,1,OldGuardNoBNB,5,140,1.249811
10,1,OldGuardNoBNB,5,150,1.289035
10,1,OldGuardNoBNB,5,160,1.273113
10,1,OldGuardNoBNB,5,170,1.201757
10,1,LargeCaps5,0,0,1.000000
10,1,LargeCaps5,0,10,1.309725
10,1,LargeCaps5,0,20,0.789150
10,1,LargeCaps5,0,30,0.789150
10,1,LargeCaps5,0,40,0.789150
10,1,LargeCaps5,0,50,0.789150
10,1,LargeCaps5,0,60,0.789150
10,1,LargeCaps5,0,70,0.478283
10,1,LargeCaps5,0,80,0.705892
10,1,LargeCaps5,0,90,0.631387
10,1,LargeCaps5,0,100,0.537443
10,1,LargeCaps5,0,110,0.557139
10,1,LargeCaps5,0,120,0.586096
10,1,LargeCaps5,0,130,0.644692
10,1,LargeCaps5,0,140,0.592191
10,1,LargeCaps5,1,0,1.000000
10,1,LargeCaps5,1,10,1.405825
10,1,LargeCaps5,1,20,1.405825
10,1,LargeCaps5,1,30,1.405825
10,1,LargeCaps5,1,40,1.405825
10,1,LargeCaps5,1,50,1.347590
10,1,LargeCaps5,1,60,1.347590
10,1,LargeCaps5,1,70,1.347590
10,1,LargeCaps5,1,80,1.556112
10,1,LargeCaps5,1,90,1.556112
10,1,LargeCaps5,1,100,1.532498
10,1,LargeCaps5,1,110,1.528370
10,1,LargeCaps5,1,120,1.690980
10,1,LargeCaps5,1,130,1.690980
10,1,LargeCaps5,1,140,1.690980
10,1,LargeCaps5,1,150,1.690980
10,1,LargeCaps5,1,160,1.690980
10,1,LargeCaps5,1,170,1.590747
10,1,LargeCaps5,1,180,2.762538
10,1,LargeCaps5,2,0,1.000000
10,1,LargeCaps5,2,10,0.881410
10,1,LargeCaps5,2,20,0.881410
10,1,LargeCaps5,2,30,0.881410
10,1,LargeCaps5,2,40,0.869058
10,1,LargeCaps5,2,50,0.712493
10,1,LargeCaps5,2,60,0.820820
10,1,LargeCaps5,2,70,0.703814
10,1,LargeCaps5,2,80,0.668892
10,1,LargeCaps5,2,90,0.640544
10,1,LargeCaps5,2,100,0.640544
10,1,LargeCaps5,2,110,0.955441
10,1,LargeCaps5,2,120,1.177590
10,1,LargeCaps5,2,130,1.177590
10,1,LargeCaps5,2,140,1.177590
10,1,LargeCaps5,2,150,1.177590
10,1,LargeCaps5,2,160,1.177590
10,1,LargeCaps5,2,170,1.848373
10,1,LargeCaps5,3,0,1.000000
10,1,LargeCaps5,3,10,2.249995
10,1,LargeCaps5,3,20,1.908434
10,1,LargeCaps5,3,30,3.093503
10,1,LargeCaps5,3,40,2.517108
10,1,LargeCaps5,3,50,2.297906
10,1,LargeCaps5,3,60,2.230870
10,1,LargeCaps5,3,70,2.230870
10,1,LargeCaps5,3,80,2.230870
10,1,LargeCaps5,3,90,2.354409
10,1,LargeCaps5,3,100,3.101937
10,1,LargeCaps5,3,110,3.418931
10,1,LargeCaps5,3,120,3.418931
10,1,LargeCaps5,3,130,3.401226
10,1,LargeCaps5,3,140,3.401226
10,1,LargeCaps5,4,0,1.000000
10,1,LargeCaps5,4,10,1.000000
10,1,LargeCaps5,4,20,1.031700
10,1,LargeCaps5,4,30,0.938350
10,1,LargeCaps5,4,40,0.891027
10,1,LargeCaps5,4,50,0.891027
10,1,LargeCaps5,4,60,0.891027
10,1,LargeCaps5,4,70,0.964233
10,1,LargeCaps5,4,80,1.116605
10,1,LargeCaps5,4,90,1.116605
10,1,LargeCaps5,4,100,1.116605
10,1,LargeCaps5,4,110,1.116605
10,1,LargeCaps5,4,120,1.116605
10,1,LargeCaps5,4,130,1.212236
10,1,LargeCaps5,4,140,1.212236
10,1,LargeCaps5,4,150,1.212236
10,1,LargeCaps5,4,160,1.212236
10,1,LargeCaps5,4,170,1.212236
10,1,LargeCaps5,4,180,1.212236
10,1,LargeCaps5,5,0,1.000000
10,1,LargeCaps5,5,10,0.966414
10,1,LargeCaps5,5,20,1.212899
10,1,LargeCaps5,5,30,1.212899
10,1,LargeCaps5,5,40,1.136801
10,1,LargeCaps5,5,50,1.126799
10,1,LargeCaps5,5,60,1.126799
10,1,LargeCaps5,5,70,1.295734
10,1,LargeCaps5,5,80,1.301664
10,1,LargeCaps5,5,90,1.391035
10,1,LargeCaps5,5,100,1.391035
10,1,LargeCaps5,5,110,1.391035
10,1,LargeCaps5,5,120,1.253012
10,1,LargeCaps5,5,130,1.253012
10,1,LargeCaps5,5,140,1.206645
10,1,LargeCaps5,5,150,1.230782
10,1,LargeCaps5,5,160,1.230782
10,1,Legacy3,0,0,1.000000
10,1,Legacy3,0,10,1.007642
10,1,Legacy3,0,20,0.909987
10,1,Legacy3,0,30,0.867913
10,1,Legacy3,0,40,0.878059
10,1,Legacy3,0,50,0.872784
10,1,Legacy3,0,60,0.766875
10,1,Legacy3,0,70,0.607003
10,1,Legacy3,0,80,0.545923
10,1,Legacy3,0,90,0.630834
10,1,Legacy3,0,100,0.630834
10,1,Legacy3,0,110,0.630834
10,1,Legacy3,0,120,0.609595
10,1,Legacy3,0,130,0.609595
10,1,Legacy3,0,140,0.692515
10,1,Legacy3,0,150,0.692515
10,1,Legacy3,0,160,0.692515
10,1,Legacy3,0,170,0.852946
10,1,Legacy3,1,0,1.000000
10,1,Legacy3,1,10,0.994359
10,1,Legacy3,1,20,0.937376
10,1,Legacy3,1,30,0.878490
10,1,Legacy3,1,40,0.805307
10,1,Legacy3,1,50,0.805307
10,1,Legacy3,1,60,0.831866
10,1,Legacy3,1,70,0.987546
10,1,Legacy3,1,80,1.159020
10,1,Legacy3,1,90,1.419341
10,1,Legacy3,1,100,1.419341
10,1,Legacy3,1,110,1.419341
10,1,Legacy3,1,120,1.419341
10,1,Legacy3,1,130,1.419341
10,1,Legacy3,1,140,1.662550
10,1,Legacy3,1,150,1.640736
10,1,Legacy3,1,160,1.681667
10,1,Legacy3,2,0,1.000000
10,1,Legacy3,2,10,0.940939
10,1,Legacy3,2,20,0.920178
10,1,Legacy3,2,30,0.992743
10,1,Legacy3,2,40,1.316034
10,1,Legacy3,2,50,1.122273
10,1,Legacy3,2,60,1.122273
10,1,Legacy3,2,70,1.022408
10,1,Legacy3,2,80,1.022408
10,1,Legacy3,2,90,1.022408
10,1,Legacy3,2,100,1.012852
10,1,Legacy3,2,110,1.092103
10,1,Legacy3,2,120,2.064972
10,1,Legacy3,2,130,2.064972
