chand_period,chand_mult,universe,window,step,equity
25,1.5,Base5,2,100,0.618487
25,1.5,Base5,2,110,0.618487
25,1.5,Base5,2,120,0.618487
25,1.5,Base5,2,130,0.970791
25,1.5,Base5,3,0,1.000000
25,1.5,Base5,3,10,2.127992
25,1.5,Base5,3,20,2.223388
25,1.5,Base5,3,30,2.237175
25,1.5,Base5,3,40,1.716328
25,1.5,Base5,3,50,1.928975
25,1.5,Base5,3,60,1.928975
25,1.5,Base5,3,70,1.928975
25,1.5,Base5,3,80,1.775087
25,1.5,Base5,3,90,4.197482
25,1.5,Base5,3,100,3.931025
25,1.5,Base5,3,110,3.474000
25,1.5,Base5,4,0,1.000000
25,1.5,Base5,4,10,1.000000
25,1.5,Base5,4,20,1.018515
25,1.5,Base5,4,30,1.109542
25,1.5,Base5,4,40,0.955648
25,1.5,Base5,4,50,0.955648
25,1.5,Base5,4,60,1.034163
25,1.5,Base5,4,70,0.960572
25,1.5,Base5,4,80,0.960572
25,1.5,Base5,4,90,0.960572
25,1.5,Base5,4,100,0.960572
25,1.5,Base5,4,110,0.960572
25,1.5,Base5,4,120,1.034884
25,1.5,Base5,4,130,1.034884
25,1.5,Base5,4,140,1.034884
25,1.5,Base5,4,150,0.938413
25,1.5,Base5,5,0,1.000000
25,1.5,Base5,5,10,1.041801
25,1.5,Base5,5,20,1.307513
25,1.5,Base5,5,30,1.196125
25,1.5,Base5,5,40,1.185601
25,1.5,Base5,5,50,1.132754
25,1.5,Base5,5,60,1.203717
25,1.5,Base5,5,70,1.280309
25,1.5,Base5,5,80,1.280309
25,1.5,Base5,5,90,1.153273
25,1.5,Base5,5,100,1.786077
25,1.5,Base5,5,110,1.210587
25,1.5,Base5,5,120,1.054164
25,1.5,NoDOGE,0,0,1.000000
25,1.5,NoDOGE,0,10,0.752564
25,1.5,NoDOGE,0,20,0.752564
25,1.5,NoDOGE,0,30,0.752564
25,1.5,NoDOGE,0,40,0.752564
25,1.5,NoDOGE,0,50,0.752564
25,1.5,NoDOGE,0,60,0.456109
25,1.5,NoDOGE,0,70,0.755254
25,1.5,NoDOGE,0,80,0.755254
25,1.5,NoDOGE,0,90,0.849890
25,1.5,NoDOGE,0,100,0.802589
25,1.5,NoDOGE,0,110,0.903016
25,1.5,NoDOGE,0,120,0.903016
25,1.5,NoDOGE,0,130,0.903016
25,1.5,NoDOGE,1,0,1.000000
25,1.5,NoDOGE,1,10,1.405825
25,1.5,NoDOGE,1,20,1.405825
25,1.5,NoDOGE,1,30,1.405825
25,1.5,NoDOGE,1,40,1.405825
25,1.5,NoDOGE,1,50,1.276128
25,1.5,NoDOGE,1,60,1.276128
25,1.5,NoDOGE,1,70,1.276128
25,1.5,NoDOGE,1,80,1.582314
25,1.5,NoDOGE,1,90,1.582314
25,1.5,NoDOGE,1,100,1.558303
25,1.5,NoDOGE,1,110,1.719454
25,1.5,NoDOGE,1,120,1.719454
25,1.5,NoDOGE,1,130,1.719454
25,1.5,NoDOGE,1,140,1.719454
25,1.5,NoDOGE,1,150,1.719454
25,1.5,NoDOGE,1,160,1.616129
25,1.5,NoDOGE,1,170,2.739645
25,1.5,NoDOGE,2,0,1.000000
25,1.5,NoDOGE,2,10,0.881410
25,1.5,NoDOGE,2,20,0.881410
25,1.5,NoDOGE,2,30,0.881410
25,1.5,NoDOGE,2,40,0.975054
25,1.5,NoDOGE,2,50,1.020200
25,1.5,NoDOGE,2,60,0.918929
25,1.5,NoDOGE,2,70,0.869336
25,1.5,NoDOGE,2,80,0.869336
25,1.5,NoDOGE,2,90,1.312429
25,1.5,NoDOGE,2,100,1.312429
25,1.5,NoDOGE,2,110,1.312429
25,1.5,NoDOGE,2,120,1.312429
25,1.5,NoDOGE,2,130,1.312429
25,1.5,NoDOGE,2,140,2.060019
25,1.5,NoDOGE,3,0,1.000000
25,1.5,NoDOGE,3,10,2.127992
25,1.5,NoDOGE,3,20,2.223388
25,1.5,NoDOGE,3,30,2.237175
25,1.5,NoDOGE,3,40,1.716328
25,1.5,NoDOGE,3,50,1.928975
25,1.5,NoDOGE,3,60,1.928975
25,1.5,NoDOGE,3,70,1.928975
25,1.5,NoDOGE,3,80,1.775087
25,1.5,NoDOGE,3,90,4.197482
25,1.5,NoDOGE,3,100,4.848146
25,1.5,NoDOGE,3,110,4.284496
25,1.5,NoDOGE,4,0,1.000000
25,1.5,NoDOGE,4,10,1.000000
25,1.5,NoDOGE,4,20,1.018515
25,1.5,NoDOGE,4,30,1.109542
25,1.5,NoDOGE,4,40,0.955648
25,1.5,NoDOGE,4,50,0.955648
25,1.5,NoDOGE,4,60,1.034163
25,1.5,NoDOGE,4,70,1.015762
25,1.5,NoDOGE,4,80,1.015762
25,1.5,NoDOGE,4,90,1.015762
25,1.5,NoDOGE,4,100,1.015762
25,1.5,NoDOGE,4,110,1.094344
25,1.5,NoDOGE,4,120,1.094344
25,1.5,NoDOGE,4,130,1.094344
25,1.5,NoDOGE,4,140,1.094344
25,1.5,NoDOGE,4,150,1.094344
25,1.5,NoDOGE,5,0,1.000000
25,1.5,NoDOGE,5,10,1.041801
25,1.5,NoDOGE,5,20,1.307513
25,1.5,NoDOGE,5,30,1.196125
25,1.5,NoDOGE,5,40,1.185601
25,1.5,NoDOGE,5,50,1.185601
25,1.5,NoDOGE,5,60,1.363352
25,1.5,NoDOGE,5,70,1.540946
25,1.5,NoDOGE,5,80,1.540946
25,1.5,NoDOGE,5,90,1.540946
25,1.5,NoDOGE,5,100,1.388049
25,1.5,NoDOGE,5,110,1.388049
25,1.5,NoDOGE,5,120,1.335207
25,1.5,NoDOGE,5,130,1.335207
25,1.5,Legacy4,0,0,1.000000
25,1.5,Legacy4,0,10,0.922028
25,1.5,Legacy4,0,20,0.922028
25,1.5,Legacy4,0,30,0.923289
25,1.5,Legacy4,0,40,1.130567
25,1.5,Legacy4,0,50,1.123774
25,1.5,Legacy4,0,60,0.801129
25,1.5,Legacy4,0,70,0.667049
25,1.5,Legacy4,0,80,0.861901
25,1.5,Legacy4,0,90,0.861901
25,1.5,Legacy4,0,100,1.288797
25,1.5,Legacy4,0,110,1.288797
25,1.5,Legacy4,0,120,1.224651
25,1.5,Legacy4,0,130,1.377890
25,1.5,Legacy4,1,0,1.000000
25,1.5,Legacy4,1,10,1.375815
25,1.5,Legacy4,1,20,1.333957
25,1.5,Legacy4,1,30,1.333957
25,1.5,Legacy4,1,40,1.068270
25,1.5,Legacy4,1,50,1.068270
25,1.5,Legacy4,1,60,1.068270
25,1.5,Legacy4,1,70,1.148036
25,1.5,Legacy4,1,80,1.373374
25,1.5,Legacy4,1,90,1.574176
25,1.5,Legacy4,1,100,1.574176
25,1.5,Legacy4,1,110,1.574176
25,1.5,Legacy4,1,120,1.574176
25,1.5,Legacy4,1,130,1.574176
25,1.5,Legacy4,1,140,1.490995
25,1.5,Legacy4,1,150,1.682250
25,1.5,Legacy4,2,0,1.000000
25,1.5,Legacy4,2,10,1.000000
25,1.5,Legacy4,2,20,1.000000
25,1.5,Legacy4,2,30,1.000000
25,1.5,Legacy4,2,40,0.856197
25,1.5,Legacy4,2,50,0.903592
25,1.5,Legacy4,2,60,0.903592
25,1.5,Legacy4,2,70,0.854826
25,1.5,Legacy4,2,80,0.854826
25,1.5,Legacy4,2,90,0.816404
25,1.5,Legacy4,2,100,0.863986
25,1.5,Legacy4,2,110,0.863986
25,1.5,Legacy4,2,120,0.863986
25,1.5,Legacy4,2,130,0.863986
25,1.5,Legacy4,2,140,0.863986
25,1.5,Legacy4,2,150,0.978483
25,1.5,Legacy4,3,0,1.000000
25,1.5,Legacy4,3,10,1.031054
25,1.5,Legacy4,3,20,0.991787
25,1.5,Legacy4,3,30,0.978862
25,1.5,Legacy4,3,40,0.865602
25,1.5,Legacy4,3,50,0.865602
25,1.5,Legacy4,3,60,0.924413
25,1.5,Legacy4,3,70,0.924413
25,1.5,Legacy4,3,80,0.924413
25,1.5,Legacy4,3,90,0.924413
25,1.5,Legacy4,3,100,0.998406
25,1.5,Legacy4,3,110,1.053591
25,1.5,Legacy4,3,120,0.921760
25,1.5,Legacy4,3,130,0.921760
25,1.5,Legacy4,3,140,0.921760
25,1.5,Legacy4,3,150,0.921760
25,1.5,Legacy4,4,0,1.000000
25,1.5,Legacy4,4,10,1.000000
25,1.5,Legacy4,4,20,0.951161
25,1.5,Legacy4,4,30,0.884385
25,1.5,Legacy4,4,40,0.884385
25,1.5,Legacy4,4,50,0.741488
25,1.5,Legacy4,4,60,0.635124
25,1.5,Legacy4,4,70,0.687305
25,1.5,Legacy4,4,80,0.687305
25,1.5,Legacy4,4,90,0.630383
25,1.5,Legacy4,4,100,0.630383
25,1.5,Legacy4,4,110,0.664772
25,1.5,Legacy4,4,120,0.664772
25,1.5,Legacy4,4,130,0.664772
25,1.5,Legacy4,4,140,0.664772
25,1.5,Legacy4,4,150,0.664772
25,1.5,Legacy4,4,160,0.664772
25,1.5,Legacy4,4,170,0.664772
25,1.5,Legacy4,4,180,0.664772
25,1.5,Legacy4,4,190,0.664772
25,1.5,Legacy4,5,0,1.000000
25,1.5,Legacy4,5,10,1.008965
25,1.5,Legacy4,5,20,0.922381
25,1.5,Legacy4,5,30,0.922381
25,1.5,Legacy4,5,40,0.922381
25,1.5,Legacy4,5,50,0.922381
25,1.5,Legacy4,5,60,0.820594
25,1.5,Legacy4,5,70,0.820594
25,1.5,Legacy4,5,80,0.806985
25,1.5,Legacy4,5,90,0.904918
25,1.5,Legacy4,5,100,0.904918
25,1.5,Legacy4,5,110,0.904918
25,1.5,Legacy4,5,120,0.904918
25,1.5,Legacy4,5,130,0.904918
25,1.5,Legacy4,5,140,0.874671
25,1.5,Legacy4,5,150,0.967519
25,1.5,Legacy5BNB,0,0,1.000000
25,1.5,Legacy5BNB,0,10,0.922028
25,1.5,Legacy5BNB,0,20,0.922028
25,1.5,Legacy5BNB,0,30,0.923289
25,1.5,Legacy5BNB,0,40,1.130567
25,1.5,Legacy5BNB,0,50,1.123774
25,1.5,Legacy5BNB,0,60,0.801129
25,1.5,Legacy5BNB,0,70,0.710997
25,1.5,Legacy5BNB,0,80,0.578365
25,1.5,Legacy5BNB,0,90,0.609281
25,1.5,Legacy5BNB,0,100,0.640195
25,1.5,Legacy5BNB,0,110,0.659416
25,1.5,Legacy5BNB,0,120,0.901474
25,1.5,Legacy5BNB,1,0,1.000000
25,1.5,Legacy5BNB,1,10,1.405825
25,1.5,Legacy5BNB,1,20,1.405825
25,1.5,Legacy5BNB,1,30,1.405825
25,1.5,Legacy5BNB,1,40,1.405825
25,1.5,Legacy5BNB,1,50,1.267313
25,1.5,Legacy5BNB,1,60,1.267313
25,1.5,Legacy5BNB,1,70,1.267313
25,1.5,Legacy5BNB,1,80,1.349508
25,1.5,Legacy5BNB,1,90,1.614393
25,1.5,Legacy5BNB,1,100,1.748295
25,1.5,Legacy5BNB,1,110,1.748295
25,1.5,Legacy5BNB,1,120,1.748295
25,1.5,Legacy5BNB,1,130,1.748295
25,1.5,Legacy5BNB,1,140,1.773822
25,1.5,Legacy5BNB,1,150,1.762245
25,1.5,Legacy5BNB,2,0,1.000000
25,1.5,Legacy5BNB,2,10,1.000000
25,1.5,Legacy5BNB,2,20,1.000000
25,1.5,Legacy5BNB,2,30,1.000000
25,1.5,Legacy5BNB,2,40,0.933419
25,1.5,Legacy5BNB,2,50,1.067695
25,1.5,Legacy5BNB,2,60,0.945621
25,1.5,Legacy5BNB,2,70,0.894587
25,1.5,Legacy5BNB,2,80,0.894587
25,1.5,Legacy5BNB,2,90,0.818657
25,1.5,Legacy5BNB,2,100,1.450591
25,1.5,Legacy5BNB,2,110,1.450591
25,1.5,Legacy5BNB,2,120,1.450591
25,1.5,Legacy5BNB,2,130,1.450591
25,1.5,Legacy5BNB,2,140,1.450591
25,1.5,Legacy5BNB,2,150,1.450591
25,1.5,Legacy5BNB,3,0,1.000000
25,1.5,Legacy5BNB,3,10,1.031054
25,1.5,Legacy5BNB,3,20,0.991787
25,1.5,Legacy5BNB,3,30,0.978862
25,1.5,Legacy5BNB,3,40,0.865602
25,1.5,Legacy5BNB,3,50,0.865602
25,1.5,Legacy5BNB,3,60,0.924413
25,1.5,Legacy5BNB,3,70,0.924413
25,1.5,Legacy5BNB,3,80,0.924413
25,1.5,Legacy5BNB,3,90,1.638142
25,1.5,Legacy5BNB,3,100,1.638142
25,1.5,Legacy5BNB,3,110,1.624347
25,1.5,Legacy5BNB,3,120,1.624347
25,1.5,Legacy5BNB,3,130,1.624347
25,1.5,Legacy5BNB,3,140,1.624347
25,1.5,Legacy5BNB,3,150,1.624347
25,1.5,Legacy5BNB,4,0,1.000000
25,1.5,Legacy5BNB,4,10,1.000000
25,1.5,Legacy5BNB,4,20,0.951161
25,1.5,Legacy5BNB,4,30,0.896226
25,1.5,Legacy5BNB,4,40,0.767665
25,1.5,Legacy5BNB,4,50,0.767665
25,1.5,Legacy5BNB,4,60,0.827600
25,1.5,Legacy5BNB,4,70,0.827600
25,1.5,Legacy5BNB,4,80,0.827600
25,1.5,Legacy5BNB,4,90,0.827600
25,1.5,Legacy5BNB,4,100,0.827600
25,1.5,Legacy5BNB,4,110,0.827600
25,1.5,Legacy5BNB,4,120,0.827600
25,1.5,Legacy5BNB,4,130,0.827600
25,1.5,Legacy5BNB,4,140,0.827600
25,1.5,Legacy5BNB,4,150,0.746879
25,1.5,Legacy5BNB,4,160,0.746879
25,1.5,Legacy5BNB,4,170,0.746879
25,1.5,Legacy5BNB,4,180,0.746879
25,1.5,Legacy5BNB,5,0,1.000000
25,1.5,Legacy5BNB,5,10,1.028648
25,1.5,Legacy5BNB,5,20,1.028648
25,1.5,Legacy5BNB,5,30,0.866260
25,1.5,Legacy5BNB,5,40,0.866260
25,1.5,Legacy5BNB,5,50,0.866260
25,1.5,Legacy5BNB,5,60,0.807506
25,1.5,Legacy5BNB,5,70,0.800401
25,1.5,Legacy5BNB,5,80,0.800401
25,1.5,Legacy5BNB,5,90,0.787127
25,1.5,Legacy5BNB,5,100,0.882651
25,1.5,Legacy5BNB,5,110,0.882651
25,1.5,Legacy5BNB,5,120,0.808766
25,1.5,Legacy5BNB,5,130,0.808766
25,1.5,Legacy5BNB,5,140,0.682266
25,1.5,Legacy5BNB,5,150,0.699659
25,1.5,OldGuardNoBNB,0,0,1.000000
25,1.5,OldGuardNoBNB,0,10,1.000000
25,1.5,OldGuardNoBNB,0,20,0.915036
25,1.5,OldGuardNoBNB,0,30,0.915036
25,1.5,OldGuardNoBNB,0,40,0.916287
25,1.5,OldGuardNoBNB,0,50,1.076531
25,1.5,OldGuardNoBNB,0,60,1.011876
25,1.5,OldGuardNoBNB,0,70,0.670832
25,1.5,OldGuardNoBNB,0,80,0.866789
25,1.5,OldGuardNoBNB,0,90,0.928826
25,1.5,OldGuardNoBNB,0,100,0.928826
25,1.5,OldGuardNoBNB,0,110,1.361758
25,1.5,OldGuardNoBNB,0,120,1.622859
25,1.5,OldGuardNoBNB,0,130,1.749400
25,1.5,OldGuardNoBNB,1,0,1.000000
25,1.5,OldGuardNoBNB,1,10,1.322257
25,1.5,OldGuardNoBNB,1,20,0.974515
25,1.5,OldGuardNoBNB,1,30,0.974515
25,1.5,OldGuardNoBNB,1,40,0.974515
25,1.5,OldGuardNoBNB,1,50,0.878499
25,1.5,OldGuardNoBNB,1,60,0.878499
25,1.5,OldGuardNoBNB,1,70,0.878499
25,1.5,OldGuardNoBNB,1,80,0.935476
25,1.5,OldGuardNoBNB,1,90,0.935476
25,1.5,OldGuardNoBNB,1,100,1.009943
25,1.5,OldGuardNoBNB,1,110,1.157608
25,1.5,OldGuardNoBNB,1,120,1.157608
25,1.5,OldGuardNoBNB,1,130,1.157608
25,1.5,OldGuardNoBNB,1,140,1.157608
25,1.5,OldGuardNoBNB,1,150,1.069070
25,1.5,OldGuardNoBNB,1,160,1.206203
25,1.5,OldGuardNoBNB,2,0,1.000000
25,1.5,OldGuardNoBNB,2,10,1.000000
25,1.5,OldGuardNoBNB,2,20,1.000000
25,1.5,OldGuardNoBNB,2,30,1.000000
25,1.5,OldGuardNoBNB,2,40,0.856197
25,1.5,OldGuardNoBNB,2,50,0.903592
25,1.5,OldGuardNoBNB,2,60,0.903592
25,1.5,OldGuardNoBNB,2,70,0.854826
25,1.5,OldGuardNoBNB,2,80,0.854826
25,1.5,OldGuardNoBNB,2,90,0.816404
25,1.5,OldGuardNoBNB,2,100,0.863986
25,1.5,OldGuardNoBNB,2,110,0.863986
25,1.5,OldGuardNoBNB,2,120,0.863986
25,1.5,OldGuardNoBNB,2,130,0.863986
25,1.5,OldGuardNoBNB,2,140,0.863986
25,1.5,OldGuardNoBNB,2,150,0.978483
25,1.5,OldGuardNoBNB,3,0,1.000000
25,1.5,OldGuardNoBNB,3,10,1.031054
25,1.5,OldGuardNoBNB,3,20,0.991787
25,1.5,OldGuardNoBNB,3,30,0.978862
25,1.5,OldGuardNoBNB,3,40,0.865602
25,1.5,OldGuardNoBNB,3,50,0.865602
25,1.5,OldGuardNoBNB,3,60,0.924413
25,1.5,OldGuardNoBNB,3,70,0.924413
25,1.5,OldGuardNoBNB,3,80,0.924413
25,1.5,OldGuardNoBNB,3,90,0.924413
25,1.5,OldGuardNoBNB,3,100,0.998406
25,1.5,OldGuardNoBNB,3,110,1.053591
25,1.5,OldGuardNoBNB,3,120,0.921760
25,1.5,OldGuardNoBNB,3,130,0.921760
25,1.5,OldGuardNoBNB,3,140,0.921760
25,1.5,OldGuardNoBNB,3,150,0.921760
25,1.5,OldGuardNoBNB,4,0,1.000000
25,1.5,OldGuardNoBNB,4,10,1.000000
25,1.5,OldGuardNoBNB,4,20,0.951161
25,1.5,OldGuardNoBNB,4,30,0.884385
25,1.5,OldGuardNoBNB,4,40,0.884385
25,1.5,OldGuardNoBNB,4,50,0.741488
25,1.5,OldGuardNoBNB,4,60,0.635124
25,1.5,OldGuardNoBNB,4,70,0.687305
25,1.5,OldGuardNoBNB,4,80,0.687305
25,1.5,OldGuardNoBNB,4,90,0.630383
25,1.5,OldGuardNoBNB,4,100,0.630383
25,1.5,OldGuardNoBNB,4,110,0.664772
25,1.5,OldGuardNoBNB,4,120,0.664772
25,1.5,OldGuardNoBNB,4,130,0.664772
25,1.5,OldGuardNoBNB,4,140,0.664772
25,1.5,OldGuardNoBNB,4,150,0.664772
25,1.5,OldGuardNoBNB,4,160,0.664772
25,1.5,OldGuardNoBNB,4,170,0.664772
25,1.5,OldGuardNoBNB,4,180,0.664772
25,1.5,OldGuardNoBNB,4,190,0.664772
25,1.5,OldGuardNoBNB,5,0,1.000000
25,1.5,OldGuardNoBNB,5,10,1.008965
25,1.5,OldGuardNoBNB,5,20,0.922381
25,1.5,OldGuardNoBNB,5,30,0.869562
25,1.5,OldGuardNoBNB,5,40,0.869562
25,1.5,OldGuardNoBNB,5,50,1.062619
25,1.5,OldGuardNoBNB,5,60,1.077168
25,1.5,OldGuardNoBNB,5,70,0.996854
25,1.5,OldGuardNoBNB,5,80,1.187859
25,1.5,OldGuardNoBNB,5,90,1.187859
25,1.5,OldGuardNoBNB,5,100,1.187859
25,1.5,OldGuardNoBNB,5,110,1.187859
25,1.5,OldGuardNoBNB,5,120,1.187859
25,1.5,OldGuardNoBNB,5,130,1.205065
25,1.5,OldGuardNoBNB,5,140,1.270033
25,1.5,OldGuardNoBNB,5,150,1.270033
25,1.5,LargeCaps5,0,0,1.000000
25,1.5,LargeCaps5,0,10,0.752564
25,1.5,LargeCaps5,0,20,0.752564
25,1.5,LargeCaps5,0,30,0.752564
25,1.5,LargeCaps5,0,40,0.752564
25,1.5,LargeCaps5,0,50,0.752564
25,1.5,LargeCaps5,0,60,0.456109
25,1.5,LargeCaps5,0,70,0.673166
25,1.5,LargeCaps5,0,80,0.515682
25,1.5,LargeCaps5,0,90,0.466186
25,1.5,LargeCaps5,0,100,0.498054
25,1.5,LargeCaps5,1,0,1.000000
25,1.5,LargeCaps5,1,10,1.405825
25,1.5,LargeCaps5,1,20,1.405825
25,1.5,LargeCaps5,1,30,1.405825
25,1.5,LargeCaps5,1,40,1.405825
25,1.5,LargeCaps5,1,50,1.221358
25,1.5,LargeCaps5,1,60,1.221358
25,1.5,LargeCaps5,1,70,1.221358
25,1.5,LargeCaps5,1,80,1.514403
25,1.5,LargeCaps5,1,90,1.514403
25,1.5,LargeCaps5,1,100,1.491422
25,1.5,LargeCaps5,1,110,1.645656
25,1.5,LargeCaps5,1,120,1.645656
25,1.5,LargeCaps5,1,130,1.645656
25,1.5,LargeCaps5,1,140,1.645656
25,1.5,LargeCaps5,1,150,1.645656
25,1.5,LargeCaps5,1,160,1.738670
25,1.5,LargeCaps5,1,170,2.622061
25,1.5,LargeCaps5,2,0,1.000000
25,1.5,LargeCaps5,2,10,0.881410
25,1.5,LargeCaps5,2,20,0.881410
25,1.5,LargeCaps5,2,30,0.881410
25,1.5,LargeCaps5,2,40,0.853876
25,1.5,LargeCaps5,2,50,0.700046
25,1.5,LargeCaps5,2,60,0.726424
25,1.5,LargeCaps5,2,70,0.726424
25,1.5,LargeCaps5,2,80,0.687220
25,1.5,LargeCaps5,2,90,1.000977
25,1.5,LargeCaps5,2,100,1.037490
25,1.5,LargeCaps5,2,110,1.037490
25,1.5,LargeCaps5,2,120,1.037490
25,1.5,LargeCaps5,2,130,1.037490
25,1.5,LargeCaps5,2,140,1.037490
25,1.5,LargeCaps5,2,150,1.628468
25,1.5,LargeCaps5,3,0,1.000000
25,1.5,LargeCaps5,3,10,2.127992
25,1.5,LargeCaps5,3,20,2.223388
25,1.5,LargeCaps5,3,30,2.237175
25,1.5,LargeCaps5,3,40,1.716328
25,1.5,LargeCaps5,3,50,1.711806
25,1.5,LargeCaps5,3,60,1.711806
25,1.5,LargeCaps5,3,70,1.711806
25,1.5,LargeCaps5,3,80,3.033471
25,1.5,LargeCaps5,3,90,3.033471
25,1.5,LargeCaps5,3,100,3.007926
25,1.5,LargeCaps5,3,110,3.007926
25,1.5,LargeCaps5,3,120,2.658222
25,1.5,LargeCaps5,3,130,2.523982
25,1.5,LargeCaps5,4,0,1.000000
25,1.5,LargeCaps5,4,10,1.000000
25,1.5,LargeCaps5,4,20,1.018515
25,1.5,LargeCaps5,4,30,0.833178
25,1.5,LargeCaps5,4,40,0.717615
25,1.5,LargeCaps5,4,50,0.717615
25,1.5,LargeCaps5,4,60,0.776574
25,1.5,LargeCaps5,4,70,0.899291
25,1.5,LargeCaps5,4,80,0.899291
25,1.5,LargeCaps5,4,90,0.899291
25,1.5,LargeCaps5,4,100,0.899291
25,1.5,LargeCaps5,4,110,0.899291
25,1.5,LargeCaps5,4,120,0.968862
25,1.5,LargeCaps5,4,130,0.968862
25,1.5,LargeCaps5,4,140,0.968862
25,1.5,LargeCaps5,4,150,0.968862
25,1.5,LargeCaps5,4,160,0.968862
25,1.5,LargeCaps5,5,0,1.000000
25,1.5,LargeCaps5,5,10,0.994441
25,1.5,LargeCaps5,5,20,1.248074
25,1.5,LargeCaps5,5,30,1.248074
25,1.5,LargeCaps5,5,40,1.131704
25,1.5,LargeCaps5,5,50,1.131704
25,1.5,LargeCaps5,5,60,1.301374
25,1.5,LargeCaps5,5,70,1.470895
25,1.5,LargeCaps5,5,80,1.470895
25,1.5,LargeCaps5,5,90,1.470895
25,1.5,LargeCaps5,5,100,1.324948
25,1.5,LargeCaps5,5,110,1.324948
25,1.5,LargeCaps5,5,120,1.274508
25,1.5,LargeCaps5,5,130,1.274508
25,1.5,Legacy3,0,0,1.000000
25,1.5,Legacy3,0,10,1.007642
25,1.5,Legacy3,0,20,0.909987
25,1.5,Legacy3,0,30,1.249378
25,1.5,Legacy3,0,40,1.241872
25,1.5,Legacy3,0,50,1.091176
25,1.5,Legacy3,0,60,0.863696
25,1.5,Legacy3,0,70,0.863696
25,1.5,Legacy3,0,80,0.872074
25,1.5,Legacy3,0,90,0.872074
25,1.5,Legacy3,0,100,1.309571
25,1.5,Legacy3,0,110,1.242438
25,1.5,Legacy3,0,120,1.242438
25,1.5,Legacy3,0,130,1.480662
25,1.5,Legacy3,0,140,1.340449
25,1.5,Legacy3,1,0,1.000000
25,1.5,Legacy3,1,10,0.957916
25,1.5,Legacy3,1,20,0.957916
25,1.5,Legacy3,1,30,0.813597
25,1.5,Legacy3,1,40,0.813597
25,1.5,Legacy3,1,50,0.813597
25,1.5,Legacy3,1,60,0.997369
25,1.5,Legacy3,1,70,1.170549
25,1.5,Legacy3,1,80,1.433459
25,1.5,Legacy3,1,90,1.433459
25,1.5,Legacy3,1,100,1.433459
25,1.5,Legacy3,1,110,1.433459
25,1.5,Legacy3,1,120,1.433459
25,1.5,Legacy3,1,130,1.721578
25,1.5,Legacy3,1,140,1.773999
25,1.5,Legacy3,2,0,1.000000
25,1.5,Legacy3,2,10,0.950820
25,1.5,Legacy3,2,20,1.025801
25,1.5,Legacy3,2,30,1.025801
25,1.5,Legacy3,2,40,1.164929
25,1.5,Legacy3,2,50,1.164929
25,1.5,Legacy3,2,60,1.122697
25,1.5,Legacy3,2,70,1.122697
25,1.5,Legacy3,2,80,1.122697
25,1.5,Legacy3,2,90,1.072236
25,1.5,Legacy3,2,100,1.024991
25,1.5,Legacy3,2,110,1.938074
25,1.5,Legacy3,2,120,1.938074
25,1.5,Legacy3,2,130,1.938074
25,1.5,Legacy3,2,140,1.938074
25,1.5,Legacy3,2,150,1.938074
25,1.5,Legacy3,3,0,1.000000
25,1.5,Legacy3,3,10,1.141504
25,1.5,Legacy3,3,20,1.129913
25,1.5,Legacy3,3,30,1.791557
25,1.5,Legacy3,3,40,2.020266
25,1.5,Legacy3,3,50,2.020266
25,1.5,Legacy3,3,60,2.699043
25,1.5,Legacy3,3,70,2.699043
25,1.5,Legacy3,3,80,2.699043
25,1.5,Legacy3,3,90,2.699043
25,1.5,Legacy3,3,100,2.669430
25,1.5,Legacy3,3,110,4.492134
25,1.5,Legacy3,3,120,4.492134
25,1.5,Legacy3,3,130,3.930052
25,1.5,Legacy3,3,140,3.930052
25,1.5,Legacy3,3,150,3.930052
25,1.5,Legacy3,4,0,1.000000
25,1.5,Legacy3,4,10,1.000000
25,1.5,Legacy3,4,20,0.951161
25,1.5,Legacy3,4,30,0.877701
25,1.5,Legacy3,4,40,0.877701
25,1.5,Legacy3,4,50,0.674719
25,1.5,Legacy3,4,60,0.577933
25,1.5,Legacy3,4,70,0.577933
25,1.5,Legacy3,4,80,0.582200
25,1.5,Legacy3,4,90,0.629363
25,1.5,Legacy3,4,100,0.629363
25,1.5,Legacy3,4,110,0.629363
25,1.5,Legacy3,4,120,0.663696
25,1.5,Legacy3,4,130,0.663696
25,1.5,Legacy3,4,140,0.663696
25,1.5,Legacy3,4,150,0.663696
25,1.5,Legacy3,4,160,0.663696
25,1.5,Legacy3,4,170,0.663696
25,1.5,Legacy3,4,180,0.663696
25,1.5,Legacy3,4,190,0.663696
25,1.5,Legacy3,4,200,0.663696
25,1.5,Legacy3,5,0,1.000000
25,1.5,Legacy3,5,10,0.978656
25,1.5,Legacy3,5,20,0.900696
25,1.5,Legacy3,5,30,0.894674
25,1.5,Legacy3,5,40,0.894674
25,1.5,Legacy3,5,50,0.894674
25,1.5,Legacy3,5,60,0.833992
25,1.5,Legacy3,5,70,0.845411
25,1.5,Legacy3,5,80,0.782377
25,1.5,Legacy3,5,90,0.782377
25,1.5,Legacy3,5,100,0.769649
25,1.5,Legacy3,5,110,0.769649
25,1.5,Legacy3,5,120,0.769649
25,1.5,Legacy3,5,130,0.769649
25,1.5,Legacy3,5,140,0.769649
25,1.5,Legacy3,5,150,0.769649
25,1.5,Legacy3,5,160,0.769649
25,1.5,Legacy3,5,170,0.743923
25,1.5,Legacy3,5,180,0.822892
