ap,universe,window,equity,sharpe,dd,trades
1,Base5,0,3.460145,9.9717,33.10,11
2,Base5,0,11.053368,14.9157,33.10,11
3,Base5,0,7.215831,13.8405,33.10,11
4,Base5,0,3.637377,12.9293,33.10,10
5,Base5,0,3.637377,12.9293,33.10,10
6,Base5,0,3.637377,12.9293,33.10,10
7,Base5,0,3.390614,12.1059,37.64,10
8,Base5,0,3.408230,12.1463,37.64,10
9,Base5,0,3.637377,12.9293,33.10,10
10,Base5,0,3.390614,12.1059,37.64,10
11,Base5,0,3.408230,12.1463,37.64,10
12,Base5,0,6.761250,13.3105,37.64,11
13,Base5,0,5.690705,12.1294,37.64,11
14,Base5,0,3.390614,12.1059,37.64,10
15,Base5,0,3.408230,12.1463,37.64,10
16,Base5,0,3.496651,12.4621,35.69,10
17,Base5,0,3.514818,12.5030,35.69,10
18,Base5,0,3.631466,10.3400,39.51,10
19,Base5,0,4.305023,12.5399,28.29,9
20,Base5,0,3.077357,11.3571,33.10,10
21,Base5,0,3.077357,11.3571,33.10,10
22,Base5,0,3.077357,11.3571,33.10,10
23,Base5,0,3.077357,11.3571,33.10,10
24,Base5,0,2.769062,7.9441,33.10,10
25,Base5,0,2.769062,7.9441,33.10,10
26,Base5,0,2.769062,7.9441,33.10,10
27,Base5,0,4.738075,10.7919,33.10,10
28,Base5,0,2.769062,7.9441,33.10,10
29,Base5,0,2.769062,7.9441,33.10,10
30,Base5,0,2.769062,7.9441,33.10,10
31,Base5,0,2.769062,7.9441,33.10,10
32,Base5,0,2.769062,7.9441,33.10,10
33,Base5,0,4.738075,10.7919,33.10,10
34,Base5,0,4.738075,10.7919,33.10,10
35,Base5,0,2.841715,9.1379,33.10,10
36,Base5,0,4.328400,12.9560,33.10,9
37,Base5,0,3.758553,12.6917,33.10,9
38,Base5,0,3.758553,12.6917,33.10,9
39,Base5,0,2.755753,11.0295,33.10,9
40,Base5,0,2.769062,7.9441,33.10,10
41,Base5,0,4.738075,10.7919,33.10,10
42,Base5,0,2.841715,9.1379,33.10,10
43,Base5,0,4.738075,10.7919,33.10,10
44,Base5,0,2.135087,9.1989,33.10,9
45,Base5,0,3.177431,9.3434,33.10,9
46,Base5,0,5.465072,12.5708,33.10,9
47,Base5,0,5.465072,12.5708,33.10,9
48,Base5,0,3.404756,11.5572,33.10,9
49,Base5,0,2.061159,7.7803,33.10,9
50,Base5,0,1.696010,6.2520,33.10,9
51,Base5,0,3.257247,12.6969,33.10,9
52,Base5,0,2.810618,11.7718,33.10,9
53,Base5,0,2.274243,10.3775,33.10,8
54,Base5,0,2.286059,10.4261,33.10,8
55,Base5,0,2.286059,10.4261,33.10,8
56,Base5,0,2.863740,10.5736,33.10,8
57,Base5,0,0.988399,2.0054,33.10,8
58,Base5,0,0.840212,0.7780,35.06,8
59,Base5,0,2.757875,9.0512,33.10,8
60,Base5,0,2.757875,9.0512,33.10,8
61,Base5,0,1.293899,5.1966,33.10,7
62,Base5,0,1.924095,8.6165,33.10,8
63,Base5,0,2.274243,10.3775,33.10,8
64,Base5,0,1.498485,6.4740,33.10,8
65,Base5,0,2.158046,8.9953,33.10,8
66,Base5,0,2.158046,8.9953,33.10,8
67,Base5,0,2.321088,9.0914,33.10,8
68,Base5,0,1.924095,8.6165,33.10,8
69,Base5,0,2.220222,9.0438,33.10,8
70,Base5,0,1.924095,8.6165,33.10,8
71,Base5,0,1.924095,8.6165,33.10,8
72,Base5,0,1.924095,8.6165,33.10,8
73,Base5,0,1.924095,8.6165,33.10,8
74,Base5,0,1.924095,8.6165,33.10,8
75,Base5,0,1.924095,8.6165,33.10,8
76,Base5,0,1.293899,5.1966,33.10,7
77,Base5,0,1.293899,5.1966,33.10,7
78,Base5,0,1.293899,5.1966,33.10,7
79,Base5,0,1.293899,5.1966,33.10,7
80,Base5,0,2.566837,9.1008,33.10,8
1,Base5,1,5.848411,5.4763,26.02,13
2,Base5,1,5.690305,5.4584,26.02,13
3,Base5,1,5.848411,5.4763,26.02,13
4,Base5,1,5.848411,5.4763,26.02,13
5,Base5,1,5.848411,5.4763,26.02,13
6,Base5,1,5.848411,5.4763,26.02,13
7,Base5,1,5.848411,5.4763,26.02,13
8,Base5,1,3.255610,5.3698,26.02,13
9,Base5,1,2.438199,4.8052,46.09,13
10,Base5,1,4.340822,5.2299,46.89,13
11,Base5,1,3.376534,4.9488,46.89,13
12,Base5,1,1.931826,4.3408,46.89,13
13,Base5,1,3.376534,4.9488,46.89,13
14,Base5,1,4.340822,5.2299,46.89,13
15,Base5,1,1.931826,4.3408,46.89,13
16,Base5,1,1.655872,4.0167,51.62,13
17,Base5,1,1.566384,3.8920,51.62,13
18,Base5,1,2.645650,4.6808,51.62,13
19,Base5,1,2.059848,4.6913,46.89,12
20,Base5,1,1.699673,4.2077,46.89,12
21,Base5,1,2.185075,4.7813,46.89,12
22,Base5,1,1.894108,4.4166,40.82,12
23,Base5,1,2.483527,4.8918,46.89,13
24,Base5,1,3.819173,5.2917,46.89,12
25,Base5,1,3.376534,4.9488,46.89,13
26,Base5,1,4.340822,5.2299,46.89,13
27,Base5,1,3.819173,5.2917,46.89,12
28,Base5,1,3.819173,5.2917,46.89,12
29,Base5,1,2.974624,4.8005,51.62,13
30,Base5,1,3.617466,5.0150,51.62,13
31,Base5,1,3.617466,5.0150,51.62,13
32,Base5,1,4.200041,5.1777,47.15,13
33,Base5,1,4.675842,5.4917,35.29,12
34,Base5,1,3.978838,5.3048,35.29,12
35,Base5,1,3.763811,5.2363,35.29,12
36,Base5,1,3.763811,5.2363,35.29,12
37,Base5,1,2.719160,4.6977,51.62,13
38,Base5,1,2.825341,4.7410,51.62,13
39,Base5,1,3.250736,4.8916,47.15,13
40,Base5,1,5.668097,5.7160,28.96,12
41,Base5,1,5.616931,5.7047,28.96,12
42,Base5,1,3.932334,5.2860,28.96,12
43,Base5,1,5.055350,5.5831,28.96,12
44,Base5,1,5.308353,5.9274,28.96,11
45,Base5,1,4.212125,5.6222,28.96,11
46,Base5,1,3.224267,5.3682,41.44,11
47,Base5,1,4.479286,5.7017,28.96,11
48,Base5,1,6.305539,6.3972,18.30,10
49,Base5,1,4.479286,5.7017,28.96,11
50,Base5,1,2.959249,5.9771,28.96,10
51,Base5,1,2.959249,5.9771,28.96,10
52,Base5,1,5.138183,5.8658,28.96,11
53,Base5,1,2.804469,5.5432,28.96,11
54,Base5,1,3.561716,5.8660,28.96,12
55,Base5,1,3.369231,5.7275,28.96,12
56,Base5,1,5.589151,5.7000,28.96,12
57,Base5,1,6.000859,6.0666,28.96,11
58,Base5,1,6.343690,6.1407,28.96,11
59,Base5,1,6.000859,6.0666,28.96,11
60,Base5,1,5.165658,5.6844,41.44,12
61,Base5,1,6.828710,5.9456,28.96,12
62,Base5,1,6.081043,6.0858,28.96,11
63,Base5,1,6.460409,5.8755,28.96,12
64,Base5,1,5.911913,6.0519,28.96,11
65,Base5,1,4.322100,5.6551,28.96,11
66,Base5,1,6.939356,6.1887,21.84,11
67,Base5,1,3.837046,6.2354,24.46,11
68,Base5,1,3.242183,5.8072,27.04,11
69,Base5,1,2.816028,5.2266,27.04,12
70,Base5,1,3.301085,5.8514,27.04,11
71,Base5,1,3.515607,6.0101,22.30,11
72,Base5,1,4.519613,6.6606,18.74,11
73,Base5,1,4.519613,6.6606,18.74,11
74,Base5,1,4.081341,6.4153,26.62,11
75,Base5,1,3.605705,6.1331,35.20,11
76,Base5,1,2.964953,5.6435,35.20,11
77,Base5,1,2.106223,4.6864,35.20,12
78,Base5,1,2.370791,4.9049,32.61,12
79,Base5,1,2.370791,4.9049,32.61,12
80,Base5,1,2.370791,4.9049,32.61,12
1,Base5,2,2.040487,8.1146,20.83,13
2,Base5,2,2.040487,8.1146,20.83,13
3,Base5,2,2.040487,8.1146,20.83,13
4,Base5,2,2.040487,8.1146,20.83,13
5,Base5,2,2.040487,8.1146,20.83,13
6,Base5,2,2.040487,8.1146,20.83,13
7,Base5,2,2.040487,8.1146,20.83,13
8,Base5,2,2.040487,8.1146,20.83,13
9,Base5,2,2.055895,8.5968,20.83,12
10,Base5,2,2.055895,8.5968,20.83,12
11,Base5,2,2.055895,8.5968,20.83,12
12,Base5,2,1.988958,8.1008,22.62,12
13,Base5,2,1.988958,8.1008,22.62,12
14,Base5,2,1.943777,7.9281,22.62,12
15,Base5,2,1.799416,7.2594,22.62,12
16,Base5,2,1.858315,7.5114,22.62,12
17,Base5,2,1.906459,7.5527,20.83,13
18,Base5,2,2.030801,8.6954,20.83,12
19,Base5,2,2.046135,9.2666,20.83,11
20,Base5,2,1.988958,8.1008,22.62,12
21,Base5,2,2.055895,8.5968,20.83,12
22,Base5,2,2.055895,8.5968,20.83,12
23,Base5,2,1.858315,7.5114,22.62,12
24,Base5,2,2.132692,7.8112,22.62,13
25,Base5,2,1.816101,7.3345,22.62,12
26,Base5,2,1.799416,7.2594,22.62,12
27,Base5,2,1.925918,7.8546,22.62,12
28,Base5,2,1.722370,6.8166,25.24,12
29,Base5,2,1.722370,6.8166,25.24,12
30,Base5,2,1.609237,6.2066,25.24,12
31,Base5,2,1.920854,7.9991,20.83,12
32,Base5,2,1.900888,8.3637,20.83,11
33,Base5,2,2.126460,8.6386,22.62,11
34,Base5,2,1.838998,7.8359,22.62,11
35,Base5,2,1.780711,7.5657,22.62,11
36,Base5,2,1.780711,7.5657,22.62,11
37,Base5,2,1.780711,7.5657,22.62,11
38,Base5,2,1.862110,8.1565,22.62,11
39,Base5,2,1.722370,6.8166,25.24,12
40,Base5,2,1.722370,6.8166,25.24,12
41,Base5,2,1.722370,6.8166,25.24,12
42,Base5,2,1.925918,7.8546,22.62,12
43,Base5,2,1.642158,6.3933,25.24,12
44,Base5,2,1.609237,6.2066,25.24,12
45,Base5,2,1.609237,6.2066,25.24,12
46,Base5,2,1.799416,7.2594,22.62,12
47,Base5,2,1.629393,6.3223,25.24,12
48,Base5,2,1.821954,7.3725,22.62,12
49,Base5,2,1.629393,6.3223,25.24,12
50,Base5,2,1.629393,6.3223,25.24,12
51,Base5,2,1.363503,4.3497,32.55,12
52,Base5,2,1.363503,4.3497,32.55,12
53,Base5,2,1.592510,6.4369,25.24,11
54,Base5,2,1.431849,5.2200,32.78,11
55,Base5,2,1.548608,5.6811,32.78,12
56,Base5,2,1.722370,6.8166,25.24,12
57,Base5,2,1.722370,6.8166,25.24,12
58,Base5,2,1.609237,6.2066,25.24,12
59,Base5,2,1.722370,6.8166,25.24,12
60,Base5,2,1.722370,6.8166,25.24,12
61,Base5,2,1.722370,6.8166,25.24,12
62,Base5,2,1.722370,6.8166,25.24,12
63,Base5,2,1.722370,6.8166,25.24,12
64,Base5,2,1.722370,6.8166,25.24,12
65,Base5,2,1.722370,6.8166,25.24,12
66,Base5,2,1.722370,6.8166,25.24,12
67,Base5,2,1.722370,6.8166,25.24,12
68,Base5,2,2.021657,8.6500,22.62,12
69,Base5,2,2.021657,8.6500,22.62,12
70,Base5,2,2.021657,8.6500,22.62,12
71,Base5,2,1.870323,7.7761,22.62,12
72,Base5,2,1.870323,7.7761,22.62,12
73,Base5,2,1.602061,6.0035,30.46,12
74,Base5,2,1.884445,8.2769,22.62,11
75,Base5,2,1.602061,6.0035,30.46,12
76,Base5,2,1.404131,4.6795,39.06,12
77,Base5,2,1.742787,7.3495,24.36,11
78,Base5,2,1.619139,6.4754,25.71,11
79,Base5,2,1.782719,7.7487,22.62,11
80,Base5,2,1.782719,7.7487,22.62,11
1,Base5,3,3.092444,7.9694,46.98,14
2,Base5,3,2.758102,7.3835,46.98,14
3,Base5,3,3.163407,9.0006,46.98,13
4,Base5,3,3.384441,8.8831,46.98,13
5,Base5,3,2.785591,7.4329,46.98,14
6,Base5,3,2.785591,7.4329,46.98,14
7,Base5,3,2.785591,7.4329,46.98,14
8,Base5,3,2.785591,7.4329,46.98,14
9,Base5,3,2.785591,7.4329,46.98,14
10,Base5,3,4.523272,9.9565,36.67,14
11,Base5,3,3.946939,9.8442,36.67,14
12,Base5,3,2.753955,7.7887,36.67,14
13,Base5,3,1.555882,4.7092,36.67,14
14,Base5,3,2.503014,8.0396,36.67,13
15,Base5,3,5.395263,15.9907,11.26,12
16,Base5,3,2.415918,8.1681,46.98,12
17,Base5,3,5.395263,15.9907,11.26,12
18,Base5,3,5.395263,15.9907,11.26,12
19,Base5,3,2.415918,8.1681,46.98,12
20,Base5,3,2.980218,9.1352,46.98,13
21,Base5,3,3.056466,9.2872,46.98,13
22,Base5,3,3.056466,9.2872,46.98,13
23,Base5,3,3.757802,9.0040,46.98,14
24,Base5,3,3.757802,9.0040,46.98,14
25,Base5,3,4.405341,10.4073,46.98,13
26,Base5,3,3.757802,9.0040,46.98,14
27,Base5,3,4.405341,10.4073,46.98,13
28,Base5,3,4.405341,10.4073,46.98,13
29,Base5,3,4.860198,11.5678,46.98,12
30,Base5,3,4.860198,11.5678,46.98,12
31,Base5,3,4.860198,11.5678,46.98,12
32,Base5,3,4.361533,10.8693,46.98,12
33,Base5,3,4.361533,10.8693,46.98,12
34,Base5,3,5.521265,12.3758,46.98,12
35,Base5,3,4.001626,10.2800,46.98,12
36,Base5,3,4.405341,10.4073,46.98,13
37,Base5,3,4.405341,10.4073,46.98,13
38,Base5,3,4.405341,10.4073,46.98,13
39,Base5,3,4.405341,10.4073,46.98,13
40,Base5,3,4.405341,10.4073,46.98,13
41,Base5,3,4.860198,11.5678,46.98,12
42,Base5,3,4.860198,11.5678,46.98,12
43,Base5,3,4.860198,11.5678,46.98,12
44,Base5,3,4.876190,11.5882,46.98,12
45,Base5,3,4.860198,11.5678,46.98,12
46,Base5,3,4.860198,11.5678,46.98,12
47,Base5,3,4.925586,11.6826,46.98,12
48,Base5,3,5.085633,11.8867,46.98,12
49,Base5,3,4.405341,10.4073,46.98,13
50,Base5,3,5.140273,11.8588,46.98,12
51,Base5,3,3.620077,9.1531,46.98,13
52,Base5,3,4.196058,10.0279,46.98,13
53,Base5,3,4.518326,10.4716,46.98,13
54,Base5,3,8.786622,16.5223,14.70,12
55,Base5,3,8.062185,15.6581,14.70,12
56,Base5,3,5.436565,12.6443,14.70,13
57,Base5,3,3.720434,9.3427,46.98,13
58,Base5,3,4.471939,11.7973,16.26,12
59,Base5,3,5.270392,12.9335,14.70,12
60,Base5,3,6.196922,15.6006,11.26,11
61,Base5,3,3.048998,8.8501,37.95,12
62,Base5,3,3.491713,10.3621,37.95,11
63,Base5,3,3.817066,9.4940,46.98,13
64,Base5,3,4.474817,11.0448,46.98,12
65,Base5,3,3.907455,9.6282,46.98,13
66,Base5,3,3.921306,10.1516,46.98,12
67,Base5,3,8.848664,19.6086,11.26,11
68,Base5,3,9.786094,20.6523,11.26,11
69,Base5,3,7.857147,17.4245,14.70,11
70,Base5,3,7.857147,17.4245,14.70,11
71,Base5,3,8.559705,17.0443,14.70,12
72,Base5,3,7.461621,15.5745,18.99,12
73,Base5,3,8.046792,18.2033,14.70,10
74,Base5,3,8.046792,18.2033,14.70,10
75,Base5,3,7.641719,16.1060,18.99,11
76,Base5,3,8.046792,18.2033,14.70,10
77,Base5,3,4.137885,11.0188,46.98,11
78,Base5,3,7.829393,16.0946,15.00,12
79,Base5,3,6.826370,15.1335,14.70,12
80,Base5,3,9.191921,17.7472,14.70,12
1,Base5,4,1.188067,3.7878,16.43,10
2,Base5,4,1.196992,3.9011,16.43,10
3,Base5,4,1.196992,3.9011,16.43,10
4,Base5,4,1.196992,3.9011,16.43,10
5,Base5,4,1.046744,1.8312,21.09,10
6,Base5,4,1.134144,3.2863,16.43,9
7,Base5,4,1.056191,2.0831,20.38,9
8,Base5,4,1.056191,2.0831,20.38,9
9,Base5,4,1.238407,5.2990,21.97,8
10,Base5,4,0.854372,-0.5467,29.43,9
11,Base5,4,1.210646,4.7949,23.72,8
12,Base5,4,1.210646,4.7949,23.72,8
13,Base5,4,1.210646,4.7949,23.72,8
14,Base5,4,1.263785,5.7698,20.38,8
15,Base5,4,1.432261,7.7649,12.61,9
16,Base5,4,1.252482,5.2487,21.09,9
17,Base5,4,1.432261,7.7649,12.61,9
18,Base5,4,1.196992,3.9011,16.43,10
19,Base5,4,1.046744,1.8312,21.09,10
20,Base5,4,1.196992,3.9011,16.43,10
21,Base5,4,1.196992,3.9011,16.43,10
22,Base5,4,1.298191,5.5629,16.43,9
23,Base5,4,1.288511,5.4382,16.43,9
24,Base5,4,1.288511,5.4382,16.43,9
25,Base5,4,1.298191,5.5629,16.43,9
26,Base5,4,1.298191,5.5629,16.43,9
27,Base5,4,1.298191,5.5629,16.43,9
28,Base5,4,1.298191,5.5629,16.43,9
29,Base5,4,1.298191,5.5629,16.43,9
30,Base5,4,1.298191,5.5629,16.43,9
31,Base5,4,1.298191,5.5629,16.43,9
32,Base5,4,1.298191,5.5629,16.43,9
33,Base5,4,1.298191,5.5629,16.43,9
34,Base5,4,1.298191,5.5629,16.43,9
35,Base5,4,1.298191,5.5629,16.43,9
36,Base5,4,1.298191,5.5629,16.43,9
37,Base5,4,1.298191,5.5629,16.43,9
38,Base5,4,1.298191,5.5629,16.43,9
39,Base5,4,1.298191,5.5629,16.43,9
40,Base5,4,1.298191,5.5629,16.43,9
41,Base5,4,1.298191,5.5629,16.43,9
42,Base5,4,1.239697,4.7595,16.43,9
43,Base5,4,1.298191,5.5629,16.43,9
44,Base5,4,1.298191,5.5629,16.43,9
45,Base5,4,1.298191,5.5629,16.43,9
46,Base5,4,1.172784,3.6125,16.43,10
47,Base5,4,1.187238,4.5635,17.18,9
48,Base5,4,1.287612,7.0033,17.18,8
49,Base5,4,1.174053,4.5681,24.48,8
50,Base5,4,1.196992,3.9011,16.43,10
51,Base5,4,1.391823,7.5757,16.14,9
52,Base5,4,1.391823,7.5757,16.14,9
53,Base5,4,1.659709,15.1417,7.80,8
54,Base5,4,1.763623,24.0179,2.10,7
55,Base5,4,1.800027,23.9885,2.10,7
56,Base5,4,1.432000,8.9436,16.43,7
57,Base5,4,1.432000,8.9436,16.43,7
58,Base5,4,1.432000,8.9436,16.43,7
59,Base5,4,1.800027,23.9885,2.10,7
60,Base5,4,1.320371,6.3917,16.43,8
61,Base5,4,1.800027,23.9885,2.10,7
62,Base5,4,1.800027,23.9885,2.10,7
63,Base5,4,1.320371,6.3917,16.43,8
64,Base5,4,1.293667,6.0718,16.43,8
65,Base5,4,1.168426,3.9229,16.43,9
66,Base5,4,1.369769,6.6743,16.43,9
67,Base5,4,1.432261,7.7649,12.61,9
68,Base5,4,1.777565,18.1780,2.10,7
69,Base5,4,1.611673,13.5215,5.94,7
70,Base5,4,1.455530,8.7810,16.43,8
71,Base5,4,1.485575,9.0834,16.43,8
72,Base5,4,1.370666,8.3642,16.43,8
73,Base5,4,1.793848,17.8999,2.10,7
74,Base5,4,1.398560,18.0600,2.10,6
75,Base5,4,1.340494,7.6196,16.14,8
76,Base5,4,0.828768,-4.0300,31.15,7
77,Base5,4,1.235510,7.5189,12.71,6
78,Base5,4,1.461675,12.7573,7.80,7
79,Base5,4,1.029023,1.8036,27.30,7
80,Base5,4,1.191233,4.4508,24.95,8
1,Base5,5,1.117038,2.6270,32.83,12
2,Base5,5,1.117038,2.6270,32.83,12
3,Base5,5,1.102558,2.4498,33.70,12
4,Base5,5,1.102558,2.4498,33.70,12
5,Base5,5,1.102558,2.4498,33.70,12
6,Base5,5,1.102558,2.4498,33.70,12
7,Base5,5,1.102558,2.4498,33.70,12
8,Base5,5,0.967001,0.5818,33.70,12
9,Base5,5,0.992326,0.9488,33.70,12
10,Base5,5,0.992326,0.9488,33.70,12
11,Base5,5,1.079987,2.1757,35.01,12
12,Base5,5,1.229201,4.1819,26.09,11
13,Base5,5,1.229201,4.1819,26.09,11
14,Base5,5,1.256511,4.3521,26.09,11
15,Base5,5,1.031934,1.6110,33.70,11
16,Base5,5,1.200678,3.5028,33.70,11
17,Base5,5,1.370407,5.2042,26.09,11
18,Base5,5,1.370407,5.2042,26.09,11
19,Base5,5,1.307172,4.7714,26.09,11
20,Base5,5,1.043804,1.8227,35.04,11
21,Base5,5,1.019424,1.4973,28.35,10
22,Base5,5,0.899473,-0.5564,26.09,11
23,Base5,5,1.000740,1.0779,32.83,12
24,Base5,5,0.841441,-1.3866,32.83,12
25,Base5,5,0.699415,-3.9781,40.14,12
26,Base5,5,0.768316,-2.3778,45.01,12
27,Base5,5,0.655622,-5.3978,45.01,12
28,Base5,5,0.786410,-1.5125,50.39,11
29,Base5,5,0.830534,-1.5453,33.70,12
30,Base5,5,1.017283,1.4112,33.70,11
31,Base5,5,0.807717,-1.8843,40.92,12
32,Base5,5,0.643613,-4.4459,51.64,12
33,Base5,5,0.727419,-2.9425,46.79,12
34,Base5,5,0.669494,-4.6312,46.08,10
35,Base5,5,0.845705,-1.5809,33.70,10
36,Base5,5,0.800124,-2.4462,35.01,10
37,Base5,5,1.069758,2.1263,26.09,11
38,Base5,5,0.904402,-0.4231,33.70,11
39,Base5,5,0.762161,-2.7900,42.08,11
40,Base5,5,0.640840,-5.4817,42.08,11
41,Base5,5,0.653293,-5.4506,40.96,11
42,Base5,5,0.921694,0.1048,29.55,10
43,Base5,5,1.214041,4.7746,13.95,10
44,Base5,5,0.808755,-1.7031,40.92,11
45,Base5,5,0.807953,-2.3556,34.20,10
46,Base5,5,0.881553,-0.9744,30.89,9
47,Base5,5,0.573710,-6.5492,52.00,11
48,Base5,5,0.603792,-4.3691,52.59,11
49,Base5,5,0.983027,0.4279,17.71,8
50,Base5,5,1.100376,3.0410,17.71,9
51,Base5,5,1.100376,3.0410,17.71,9
52,Base5,5,1.253409,6.1760,5.60,9
53,Base5,5,1.364169,9.1753,5.60,8
54,Base5,5,0.734558,-4.1678,31.34,9
55,Base5,5,0.685032,-5.4638,31.86,9
56,Base5,5,0.595184,-6.9076,40.77,10
57,Base5,5,0.864362,-1.8939,26.09,10
58,Base5,5,0.688114,-6.4998,34.63,10
59,Base5,5,0.772182,-4.6984,26.64,9
60,Base5,5,0.511130,-12.4040,50.80,8
61,Base5,5,0.894233,-1.4277,22.96,8
62,Base5,5,0.706981,-5.8318,29.49,9
63,Base5,5,1.079157,4.9997,7.99,7
64,Base5,5,1.126368,6.0788,6.35,7
65,Base5,5,0.714858,-7.0428,33.48,9
66,Base5,5,0.762578,-3.1504,31.85,10
67,Base5,5,0.673167,-5.6648,33.19,9
68,Base5,5,0.716895,-5.2534,32.25,7
69,Base5,5,0.640568,-6.8132,39.47,8
70,Base5,5,0.941048,-0.5709,17.71,6
71,Base5,5,0.579384,-8.8300,42.34,7
72,Base5,5,0.875082,-1.6675,23.53,7
73,Base5,5,0.660005,-6.2366,39.27,9
74,Base5,5,0.721786,-4.2914,39.63,9
75,Base5,5,0.775261,-3.9576,32.25,7
76,Base5,5,0.907268,-1.4233,22.96,6
77,Base5,5,0.907268,-1.4233,22.96,6
78,Base5,5,1.127834,7.2178,6.35,5
79,Base5,5,1.054528,2.1810,17.71,8
80,Base5,5,1.126009,4.1333,17.71,7
1,Base5,6,0.793616,-1.1401,48.31,11
2,Base5,6,0.796783,-1.2073,47.18,11
3,Base5,6,0.829197,-0.6714,48.31,11
4,Base5,6,0.779708,-1.3616,48.31,11
5,Base5,6,0.779708,-1.3616,48.31,11
6,Base5,6,0.779708,-1.3616,48.31,11
7,Base5,6,0.759499,-1.6415,49.65,11
8,Base5,6,1.157368,3.5331,24.62,10
9,Base5,6,1.137085,3.2425,24.62,10
10,Base5,6,1.137085,3.2425,24.62,10
11,Base5,6,1.137085,3.2425,24.62,10
12,Base5,6,0.779708,-1.3616,48.31,11
13,Base5,6,0.759499,-1.6415,49.65,11
14,Base5,6,0.789062,-1.2300,47.69,11
15,Base5,6,0.861561,-0.2509,47.69,10
16,Base5,6,1.312423,6.6546,20.32,8
17,Base5,6,1.241561,5.0929,24.62,9
18,Base5,6,1.241561,5.0929,24.62,9
19,Base5,6,0.851348,-0.3925,48.31,10
20,Base5,6,0.829282,-0.6950,49.65,10
21,Base5,6,0.851348,-0.3925,48.31,10
22,Base5,6,1.241561,5.0929,24.62,9
23,Base5,6,1.241561,5.0929,24.62,9
24,Base5,6,1.241561,5.0929,24.62,9
25,Base5,6,1.241561,5.0929,24.62,9
26,Base5,6,1.209381,4.5662,26.58,9
27,Base5,6,1.256455,5.3362,23.72,9
28,Base5,6,0.789062,-1.2300,47.69,11
29,Base5,6,1.312423,6.6546,20.32,8
30,Base5,6,1.241561,5.0929,24.62,9
31,Base5,6,1.241561,5.0929,24.62,9
32,Base5,6,1.241561,5.0929,24.62,9
33,Base5,6,0.869991,-0.2086,47.18,10
34,Base5,6,0.796783,-1.2073,47.18,11
35,Base5,6,0.869991,-0.2086,47.18,10
36,Base5,6,0.869991,-0.2086,47.18,10
37,Base5,6,0.869991,-0.2086,47.18,10
38,Base5,6,0.869991,-0.2086,47.18,10
39,Base5,6,0.810821,-1.1897,47.18,10
40,Base5,6,0.869991,-0.2086,47.18,10
41,Base5,6,0.742591,-2.1573,48.90,11
42,Base5,6,0.796783,-1.2073,47.18,11
43,Base5,6,0.742591,-2.1573,48.90,11
44,Base5,6,0.810821,-1.1897,47.18,10
45,Base5,6,0.726678,-2.2969,49.99,11
46,Base5,6,0.742354,-1.9861,48.31,11
47,Base5,6,1.137085,3.2425,24.62,10
48,Base5,6,0.796783,-1.2073,47.18,11
49,Base5,6,0.742591,-2.1573,48.90,11
50,Base5,6,0.796783,-1.2073,47.18,11
51,Base5,6,0.796783,-1.2073,47.18,11
52,Base5,6,0.796783,-1.2073,47.18,11
53,Base5,6,0.726678,-2.2969,49.99,11
54,Base5,6,0.810821,-1.1897,47.18,10
55,Base5,6,0.753530,-2.0226,48.31,10
56,Base5,6,1.026158,1.5629,29.80,10
57,Base5,6,1.120442,3.1701,29.80,9
58,Base5,6,1.406192,9.3289,11.90,8
59,Base5,6,1.120442,3.1701,29.80,9
60,Base5,6,1.120442,3.1701,29.80,9
61,Base5,6,1.120442,3.1701,29.80,9
62,Base5,6,1.085733,2.6118,31.98,9
63,Base5,6,0.824972,-0.8382,48.31,9
64,Base5,6,1.085733,2.6118,31.98,9
65,Base5,6,1.120442,3.1701,29.80,9
66,Base5,6,1.171912,4.2442,26.58,8
67,Base5,6,1.120442,3.1701,29.80,9
68,Base5,6,0.824972,-0.8382,48.31,9
69,Base5,6,1.068470,2.5224,35.13,9
70,Base5,6,1.068470,2.5224,35.13,9
71,Base5,6,1.509925,13.1408,7.67,7
72,Base5,6,1.509925,13.1408,7.67,7
73,Base5,6,1.509925,13.1408,7.67,7
74,Base5,6,1.256455,5.3362,23.72,9
75,Base5,6,1.256455,5.3362,23.72,9
76,Base5,6,1.150726,3.4473,23.72,10
77,Base5,6,1.201984,4.4455,20.32,9
78,Base5,6,1.201984,4.4455,20.32,9
79,Base5,6,1.137085,3.2425,24.62,10
80,Base5,6,1.032281,1.6416,28.96,10
1,NoDOGE,0,2.963314,8.3912,42.71,12
2,NoDOGE,0,4.550750,10.9183,45.36,11
3,NoDOGE,0,2.970808,10.0733,45.36,11
4,NoDOGE,0,2.970808,10.0733,45.36,11
5,NoDOGE,0,2.970808,10.0733,45.36,11
6,NoDOGE,0,3.637377,12.9293,33.10,10
7,NoDOGE,0,3.390614,12.1059,37.64,10
8,NoDOGE,0,3.408230,12.1463,37.64,10
9,NoDOGE,0,3.637377,12.9293,33.10,10
10,NoDOGE,0,3.390614,12.1059,37.64,10
11,NoDOGE,0,3.408230,12.1463,37.64,10
12,NoDOGE,0,3.408230,12.1463,37.64,10
13,NoDOGE,0,2.868587,10.6046,37.64,10
14,NoDOGE,0,3.390614,12.1059,37.64,10
15,NoDOGE,0,3.408230,12.1463,37.64,10
16,NoDOGE,0,3.496651,12.4621,35.69,10
