ap,universe,window,equity,sharpe,dd,trades
5,Legacy4,2,14.050942,9.6866,23.75,14
6,Legacy4,2,14.050942,9.6866,23.75,14
7,Legacy4,2,14.050942,9.6866,23.75,14
8,Legacy4,2,14.050942,9.6866,23.75,14
9,Legacy4,2,14.157037,10.1773,23.75,13
10,Legacy4,2,14.157037,10.1773,23.75,13
11,Legacy4,2,14.157037,10.1773,23.75,13
12,Legacy4,2,12.922725,9.8939,23.75,13
13,Legacy4,2,12.922725,9.8939,23.75,13
14,Legacy4,2,12.064630,10.1120,23.75,12
15,Legacy4,2,11.168607,9.8519,23.75,12
16,Legacy4,2,12.073904,9.6747,23.75,13
17,Legacy4,2,13.128014,9.4783,23.75,14
18,Legacy4,2,13.984240,10.1301,23.75,13
19,Legacy4,2,14.089832,10.6955,23.75,12
20,Legacy4,2,12.922725,9.8939,23.75,13
21,Legacy4,2,14.157037,10.1773,23.75,13
22,Legacy4,2,14.157037,10.1773,23.75,13
23,Legacy4,2,12.073904,9.6747,23.75,13
24,Legacy4,2,13.856602,9.6552,23.75,14
25,Legacy4,2,11.272172,9.8830,23.75,12
26,Legacy4,2,11.168607,9.8519,23.75,12
27,Legacy4,2,11.953784,10.0806,23.75,12
28,Legacy4,2,10.690401,9.7082,23.75,12
29,Legacy4,2,10.690401,9.7082,23.75,12
30,Legacy4,2,9.988208,9.4836,23.75,12
31,Legacy4,2,13.227141,9.9543,23.75,13
32,Legacy4,2,13.089651,10.4378,23.75,12
33,Legacy4,2,13.816109,10.6415,23.75,12
34,Legacy4,2,11.948401,10.1375,23.75,12
35,Legacy4,2,11.052515,10.3726,23.75,11
36,Legacy4,2,11.052515,10.3726,23.75,11
37,Legacy4,2,11.052515,10.3726,23.75,11
38,Legacy4,2,11.557741,10.5309,23.75,11
39,Legacy4,2,10.690401,9.7082,23.75,12
40,Legacy4,2,10.690401,9.7082,23.75,12
41,Legacy4,2,10.690401,9.7082,23.75,12
42,Legacy4,2,11.953784,10.0806,23.75,12
43,Legacy4,2,10.192542,9.5502,23.75,12
44,Legacy4,2,9.988208,9.4836,23.75,12
45,Legacy4,2,9.988208,9.4836,23.75,12
46,Legacy4,2,11.168607,9.8519,23.75,12
47,Legacy4,2,10.113313,9.5245,23.75,12
48,Legacy4,2,11.308497,9.8935,23.75,12
49,Legacy4,2,10.113313,9.5245,23.75,12
50,Legacy4,2,10.113313,9.5245,23.75,12
51,Legacy4,2,8.462984,9.1057,32.55,12
52,Legacy4,2,8.462984,9.1057,32.55,12
53,Legacy4,2,9.884386,9.9748,23.75,11
54,Legacy4,2,8.561665,9.4969,23.75,11
55,Legacy4,2,9.259820,9.2590,23.75,12
56,Legacy4,2,10.690401,9.7082,23.75,12
57,Legacy4,2,10.690401,9.7082,23.75,12
58,Legacy4,2,9.988208,9.4836,23.75,12
59,Legacy4,2,10.690401,9.7082,23.75,12
60,Legacy4,2,10.690401,9.7082,23.75,12
61,Legacy4,2,10.690401,9.7082,23.75,12
62,Legacy4,2,10.690401,9.7082,23.75,12
63,Legacy4,2,10.690401,9.7082,23.75,12
64,Legacy4,2,10.690401,9.7082,23.75,12
65,Legacy4,2,10.690401,9.7082,23.75,12
66,Legacy4,2,10.690401,9.7082,23.75,12
67,Legacy4,2,10.690401,9.7082,23.75,12
68,Legacy4,2,10.474942,9.6458,23.75,12
69,Legacy4,2,10.474942,9.6458,23.75,12
70,Legacy4,2,10.474942,9.6458,23.75,12
71,Legacy4,2,10.396441,9.1555,23.75,13
72,Legacy4,2,11.608713,9.9694,23.75,12
73,Legacy4,2,11.696368,10.5705,23.75,11
74,Legacy4,2,11.696368,10.5705,23.75,11
75,Legacy4,2,11.696368,10.5705,23.75,11
76,Legacy4,2,9.073194,9.1985,23.75,12
77,Legacy4,2,11.237574,10.3824,23.75,11
78,Legacy4,2,13.114758,11.0556,23.75,11
79,Legacy4,2,12.731282,10.6327,23.75,11
80,Legacy4,2,9.909486,9.4627,23.75,12
1,Legacy4,3,1.728640,5.8985,46.98,12
2,Legacy4,3,1.557113,5.2587,46.98,12
3,Legacy4,3,1.728640,5.8985,46.98,12
4,Legacy4,3,1.613779,5.4838,46.98,12
5,Legacy4,3,1.557113,5.2587,46.98,12
6,Legacy4,3,1.557113,5.2587,46.98,12
7,Legacy4,3,1.557113,5.2587,46.98,12
8,Legacy4,3,1.557113,5.2587,46.98,12
9,Legacy4,3,1.557113,5.2587,46.98,12
10,Legacy4,3,1.970641,7.0539,36.67,11
11,Legacy4,3,1.970641,7.0539,36.67,11
12,Legacy4,3,1.764216,5.9412,36.67,12
13,Legacy4,3,1.764216,5.9412,36.67,12
14,Legacy4,3,1.693643,5.6696,36.67,12
15,Legacy4,3,3.072974,11.7811,17.94,12
16,Legacy4,3,1.634709,5.8428,46.98,11
17,Legacy4,3,3.072974,11.7811,17.94,12
18,Legacy4,3,3.072974,11.7811,17.94,12
19,Legacy4,3,1.634709,5.8428,46.98,11
20,Legacy4,3,2.016539,6.8846,46.98,12
21,Legacy4,3,1.850508,6.3492,46.98,12
22,Legacy4,3,1.850508,6.3492,46.98,12
23,Legacy4,3,1.850508,6.3492,46.98,12
24,Legacy4,3,1.850508,6.3492,46.98,12
25,Legacy4,3,2.100568,7.1536,46.98,12
26,Legacy4,3,2.100568,7.1536,46.98,12
27,Legacy4,3,2.100568,7.1536,46.98,12
28,Legacy4,3,2.100568,7.1536,46.98,12
29,Legacy4,3,1.972201,7.0844,46.98,11
30,Legacy4,3,1.972201,7.0844,46.98,11
31,Legacy4,3,1.972201,7.0844,46.98,11
32,Legacy4,3,1.769850,6.3559,46.98,11
33,Legacy4,3,1.769850,6.3559,46.98,11
34,Legacy4,3,1.963566,7.0019,46.98,11
35,Legacy4,3,1.699803,6.0814,46.98,11
36,Legacy4,3,2.100568,7.1536,46.98,12
37,Legacy4,3,2.100568,7.1536,46.98,12
38,Legacy4,3,2.100568,7.1536,46.98,12
39,Legacy4,3,2.100568,7.1536,46.98,12
40,Legacy4,3,2.100568,7.1536,46.98,12
41,Legacy4,3,1.972201,7.0844,46.98,11
42,Legacy4,3,1.972201,7.0844,46.98,11
43,Legacy4,3,1.972201,7.0844,46.98,11
44,Legacy4,3,1.978690,7.1060,46.98,11
45,Legacy4,3,1.972201,7.0844,46.98,11
46,Legacy4,3,1.972201,7.0844,46.98,11
47,Legacy4,3,1.751721,6.2795,46.98,11
48,Legacy4,3,1.808639,6.4877,46.98,11
49,Legacy4,3,2.100568,7.1536,46.98,12
50,Legacy4,3,1.963566,7.0019,46.98,11
51,Legacy4,3,1.802708,6.4665,46.98,11
52,Legacy4,3,1.802708,6.4665,46.98,11
53,Legacy4,3,1.850320,6.6471,46.98,11
54,Legacy4,3,3.518459,14.0847,14.53,11
55,Legacy4,3,3.228370,12.9357,14.53,11
56,Legacy4,3,2.586231,10.4607,14.53,11
57,Legacy4,3,1.769850,6.3559,46.98,11
58,Legacy4,3,2.127349,9.0158,16.09,10
59,Legacy4,3,2.640082,11.9054,14.53,9
60,Legacy4,3,2.360195,9.7145,14.53,10
61,Legacy4,3,1.455074,5.2625,37.95,10
62,Legacy4,3,1.279608,4.2194,37.95,10
63,Legacy4,3,1.639886,5.8440,46.98,11
64,Legacy4,3,1.639886,5.8440,46.98,11
65,Legacy4,3,1.864755,6.7127,46.98,11
66,Legacy4,3,1.871366,7.1104,46.98,10
67,Legacy4,3,3.032129,14.5485,14.53,11
68,Legacy4,3,3.061303,16.1367,14.53,10
69,Legacy4,3,2.881426,16.3624,14.53,9
70,Legacy4,3,2.881426,16.3624,14.53,9
71,Legacy4,3,3.139073,16.5785,14.53,10
72,Legacy4,3,2.881426,16.3624,14.53,9
73,Legacy4,3,2.950974,15.3418,14.53,8
74,Legacy4,3,2.950974,15.3418,14.53,8
75,Legacy4,3,2.940550,13.9142,14.83,9
76,Legacy4,3,2.950974,15.3418,14.53,8
77,Legacy4,3,1.617158,6.4231,46.98,9
78,Legacy4,3,2.871248,14.9133,14.83,10
79,Legacy4,3,3.212035,15.2235,14.53,11
80,Legacy4,3,3.370923,17.6283,14.53,10
1,Legacy4,4,0.777526,-6.1422,22.25,8
2,Legacy4,4,0.777526,-6.1422,22.25,8
3,Legacy4,4,0.763809,-6.7820,23.62,8
4,Legacy4,4,0.763809,-6.7820,23.62,8
5,Legacy4,4,0.667935,-14.5437,33.21,8
6,Legacy4,4,0.667290,-14.5919,33.27,8
7,Legacy4,4,0.621425,-17.0488,37.86,8
8,Legacy4,4,0.634521,-15.4083,36.55,8
9,Legacy4,4,0.741719,-13.5985,28.40,7
10,Legacy4,4,0.511709,-14.1650,48.83,8
11,Legacy4,4,0.727313,-13.4469,29.79,7
12,Legacy4,4,0.687311,-18.1595,32.26,7
13,Legacy4,4,0.725093,-13.6673,30.01,7
14,Legacy4,4,0.732599,-15.7729,29.28,7
15,Legacy4,4,0.900456,-3.2693,22.39,7
16,Legacy4,4,0.787430,-13.0051,23.99,7
17,Legacy4,4,0.900456,-3.2693,22.39,7
18,Legacy4,4,0.737012,-7.9101,26.30,8
19,Legacy4,4,0.644501,-16.6932,35.55,8
20,Legacy4,4,0.739500,-7.7856,26.05,8
21,Legacy4,4,0.673990,-9.8081,32.60,8
22,Legacy4,4,0.673990,-9.8081,32.60,8
23,Legacy4,4,0.773631,-6.7887,22.64,7
24,Legacy4,4,0.773631,-6.7887,22.64,7
25,Legacy4,4,0.649355,-9.7871,35.06,7
26,Legacy4,4,0.812438,-6.0225,18.76,6
27,Legacy4,4,0.760222,-7.4804,23.98,7
28,Legacy4,4,0.760222,-7.4804,23.98,7
29,Legacy4,4,0.757664,-7.6113,24.23,7
30,Legacy4,4,0.757664,-7.6113,24.23,7
31,Legacy4,4,0.773631,-6.7887,22.64,7
32,Legacy4,4,0.773631,-6.7887,22.64,7
33,Legacy4,4,0.773631,-6.7887,22.64,7
34,Legacy4,4,0.773631,-6.7887,22.64,7
35,Legacy4,4,0.752543,-7.1254,24.75,8
36,Legacy4,4,0.695774,-8.8948,30.42,8
37,Legacy4,4,0.773631,-6.7887,22.64,7
38,Legacy4,4,0.773631,-6.7887,22.64,7
39,Legacy4,4,0.757664,-7.6113,24.23,7
40,Legacy4,4,0.773631,-6.7887,22.64,7
41,Legacy4,4,0.757664,-7.6113,24.23,7
42,Legacy4,4,0.757664,-7.6113,24.23,7
43,Legacy4,4,0.683715,-9.5858,31.63,8
44,Legacy4,4,0.681414,-9.7160,31.86,8
45,Legacy4,4,0.757664,-7.6113,24.23,7
46,Legacy4,4,0.757664,-7.6113,24.23,7
47,Legacy4,4,0.760222,-7.4804,23.98,7
48,Legacy4,4,0.760222,-7.4804,23.98,7
49,Legacy4,4,0.760222,-7.4804,23.98,7
50,Legacy4,4,0.760222,-7.4804,23.98,7
51,Legacy4,4,0.729539,-8.0340,27.05,7
52,Legacy4,4,0.707266,-8.3665,29.27,8
53,Legacy4,4,0.846241,-4.8718,16.43,7
54,Legacy4,4,0.782404,-6.9590,21.76,7
55,Legacy4,4,0.869954,-4.2552,16.43,6
56,Legacy4,4,0.869954,-4.2552,16.43,6
57,Legacy4,4,0.771276,-7.2340,22.87,7
58,Legacy4,4,0.869954,-4.2552,16.43,6
59,Legacy4,4,0.782404,-6.9590,21.76,7
60,Legacy4,4,0.846241,-4.8718,16.43,7
61,Legacy4,4,0.846241,-4.8718,16.43,7
62,Legacy4,4,0.782404,-6.9590,21.76,7
63,Legacy4,4,0.869954,-4.2552,16.43,6
64,Legacy4,4,0.771276,-7.2340,22.87,7
65,Legacy4,4,0.771276,-7.2340,22.87,7
66,Legacy4,4,0.757893,-7.5290,24.21,7
67,Legacy4,4,0.909644,-3.2233,20.22,6
68,Legacy4,4,1.040944,3.0648,8.70,5
69,Legacy4,4,1.040944,3.0648,8.70,5
70,Legacy4,4,0.869954,-4.2552,16.43,6
71,Legacy4,4,0.869954,-4.2552,16.43,6
72,Legacy4,4,0.869954,-4.2552,16.43,6
73,Legacy4,4,0.732138,-6.2585,29.43,6
74,Legacy4,4,1.030811,2.4560,8.70,5
75,Legacy4,4,0.880011,-3.5716,22.82,7
76,Legacy4,4,0.685861,-14.6801,32.63,7
77,Legacy4,4,0.817869,-11.9304,19.66,6
78,Legacy4,4,1.049387,3.2563,8.70,6
79,Legacy4,4,0.678889,-14.9514,33.09,7
80,Legacy4,4,0.700880,-15.2070,30.92,7
1,Legacy4,5,1.178795,2.9729,44.37,13
2,Legacy4,5,1.178795,2.9729,44.37,13
3,Legacy4,5,1.135502,2.6670,44.37,13
4,Legacy4,5,0.866747,-0.1988,44.37,13
5,Legacy4,5,0.973601,0.8264,33.70,12
6,Legacy4,5,0.973601,0.8264,33.70,12
7,Legacy4,5,0.973601,0.8264,33.70,12
8,Legacy4,5,0.949650,0.6949,36.59,12
9,Legacy4,5,1.191735,3.1321,34.93,12
10,Legacy4,5,1.060940,2.0440,45.40,13
11,Legacy4,5,1.177869,2.9662,44.37,13
12,Legacy4,5,1.387660,4.3146,44.37,13
13,Legacy4,5,1.387660,4.3146,44.37,13
14,Legacy4,5,1.287547,3.9989,46.80,11
15,Legacy4,5,1.254774,3.7626,36.59,11
16,Legacy4,5,1.524869,5.5953,36.59,11
17,Legacy4,5,1.268365,3.7046,46.80,12
18,Legacy4,5,1.268365,3.7046,46.80,12
19,Legacy4,5,1.249471,3.5984,45.40,12
20,Legacy4,5,1.062460,2.3230,53.57,11
21,Legacy4,5,1.490918,6.2515,28.35,9
22,Legacy4,5,1.235340,3.6963,27.40,11
23,Legacy4,5,1.358600,4.7187,27.40,11
24,Legacy4,5,1.153603,2.8359,27.40,12
25,Legacy4,5,0.822972,-0.2332,51.64,11
26,Legacy4,5,1.108311,2.5207,44.37,12
27,Legacy4,5,0.926670,0.8201,44.37,11
28,Legacy4,5,0.837472,0.0965,56.14,10
29,Legacy4,5,0.867469,0.0359,43.95,11
30,Legacy4,5,1.006873,1.6118,43.21,11
31,Legacy4,5,1.019215,1.7372,42.36,10
32,Legacy4,5,1.248613,3.9714,33.70,10
33,Legacy4,5,0.926542,0.0179,35.01,10
34,Legacy4,5,0.535607,-6.6066,57.25,10
35,Legacy4,5,0.965757,0.8811,39.26,10
36,Legacy4,5,0.717700,-4.4917,40.46,9
37,Legacy4,5,0.804583,-1.1647,45.36,12
38,Legacy4,5,0.903774,-0.2319,35.37,11
39,Legacy4,5,0.728002,-3.9212,43.50,9
40,Legacy4,5,0.661953,-6.0229,43.50,9
41,Legacy4,5,0.969344,0.5191,28.42,10
42,Legacy4,5,1.291293,5.8684,13.95,8
43,Legacy4,5,0.937332,-0.1828,27.25,10
44,Legacy4,5,0.623238,-5.3221,50.39,10
45,Legacy4,5,0.724722,-4.4184,39.71,9
46,Legacy4,5,0.663755,-5.9926,44.79,8
47,Legacy4,5,0.607919,-6.3772,49.43,9
48,Legacy4,5,0.691885,-3.2506,50.05,9
49,Legacy4,5,1.181284,3.5633,28.34,9
50,Legacy4,5,1.511262,7.0924,10.49,9
51,Legacy4,5,1.137436,2.9431,29.08,10
52,Legacy4,5,1.198081,3.5164,29.61,10
53,Legacy4,5,1.303952,4.7466,26.07,9
54,Legacy4,5,0.808559,-0.4768,49.59,9
55,Legacy4,5,0.754045,-1.2197,51.28,9
56,Legacy4,5,0.873639,0.3283,44.79,10
57,Legacy4,5,0.826207,-0.3515,45.40,11
58,Legacy4,5,0.930608,0.5970,36.27,9
59,Legacy4,5,0.980677,1.2064,32.84,9
60,Legacy4,5,0.856010,-0.2632,41.80,7
61,Legacy4,5,1.135682,3.2644,22.96,8
62,Legacy4,5,1.003063,1.4836,29.34,9
63,Legacy4,5,1.362572,6.3032,13.60,8
64,Legacy4,5,1.422182,6.9580,10.79,8
65,Legacy4,5,0.896799,-0.0003,36.83,8
66,Legacy4,5,1.136020,3.0813,30.89,9
67,Legacy4,5,1.093174,2.6338,32.25,9
68,Legacy4,5,0.984587,1.5653,36.38,7
69,Legacy4,5,0.936836,0.9471,39.47,7
70,Legacy4,5,1.292439,5.9150,16.49,6
71,Legacy4,5,0.939273,1.1976,39.31,6
72,Legacy4,5,1.111360,3.1761,28.19,7
73,Legacy4,5,0.892593,0.2965,42.33,8
74,Legacy4,5,0.910784,0.6017,39.63,7
75,Legacy4,5,1.144609,3.6118,32.25,7
76,Legacy4,5,0.862180,0.0271,45.55,8
77,Legacy4,5,0.862180,0.0271,45.55,8
78,Legacy4,5,1.424033,8.2174,6.80,6
79,Legacy4,5,1.515330,7.6626,12.05,8
80,Legacy4,5,1.546466,8.6906,10.49,7
1,Legacy4,6,1.327287,4.9380,22.02,12
2,Legacy4,6,1.327287,4.9380,22.02,12
3,Legacy4,6,1.327287,4.9380,22.02,12
4,Legacy4,6,1.327287,4.9380,22.02,12
5,Legacy4,6,1.327287,4.9380,22.02,12
6,Legacy4,6,1.610239,7.9170,22.02,11
7,Legacy4,6,1.327287,4.9380,22.02,12
8,Legacy4,6,1.327287,4.9380,22.02,12
9,Legacy4,6,1.327287,4.9380,22.02,12
10,Legacy4,6,1.327287,4.9380,22.02,12
11,Legacy4,6,1.327287,4.9380,22.02,12
12,Legacy4,6,1.327287,4.9380,22.02,12
13,Legacy4,6,1.327287,4.9380,22.02,12
14,Legacy4,6,1.327287,4.9380,22.02,12
15,Legacy4,6,1.449238,6.6243,16.34,11
16,Legacy4,6,1.449238,6.6243,16.34,11
17,Legacy4,6,1.449238,6.6243,16.34,11
18,Legacy4,6,1.449238,6.6243,16.34,11
19,Legacy4,6,1.758188,10.1604,14.86,10
20,Legacy4,6,1.449238,6.6243,16.34,11
21,Legacy4,6,1.449238,6.6243,16.34,11
22,Legacy4,6,1.449238,6.6243,16.34,11
23,Legacy4,6,1.758188,10.1604,14.86,10
24,Legacy4,6,1.758188,10.1604,14.86,10
25,Legacy4,6,1.536314,9.1321,14.86,10
26,Legacy4,6,1.422137,7.7677,14.86,10
27,Legacy4,6,1.422137,7.7677,14.86,10
28,Legacy4,6,1.610239,7.9170,22.02,11
29,Legacy4,6,1.449238,6.6243,16.34,11
30,Legacy4,6,1.449238,6.6243,16.34,11
31,Legacy4,6,1.758188,10.1604,14.86,10
32,Legacy4,6,1.422137,7.7677,14.86,10
33,Legacy4,6,1.422137,7.7677,14.86,10
34,Legacy4,6,1.302466,5.4984,22.02,11
35,Legacy4,6,2.005754,14.8473,6.87,9
36,Legacy4,6,1.653302,9.8410,16.34,10
37,Legacy4,6,1.622384,12.7444,7.92,9
38,Legacy4,6,1.752638,14.5568,6.87,9
39,Legacy4,6,1.301045,5.9838,21.22,10
40,Legacy4,6,1.622384,12.7444,7.92,9
41,Legacy4,6,1.384805,7.6690,16.15,10
42,Legacy4,6,1.485863,9.0534,11.04,10
43,Legacy4,6,1.500722,6.9128,25.66,11
44,Legacy4,6,1.638609,8.9929,18.83,10
45,Legacy4,6,1.213881,4.3261,26.50,11
46,Legacy4,6,1.240067,4.6439,22.02,11
47,Legacy4,6,1.302466,5.4984,22.02,11
48,Legacy4,6,1.302466,5.4984,22.02,11
49,Legacy4,6,1.213881,4.3261,26.50,11
50,Legacy4,6,1.302466,5.4984,22.02,11
51,Legacy4,6,1.302466,5.4984,22.02,11
52,Legacy4,6,1.610239,7.9170,22.02,11
53,Legacy4,6,1.213881,4.3261,26.50,11
54,Legacy4,6,1.325413,6.4587,19.74,10
55,Legacy4,6,1.216155,4.6787,26.36,10
56,Legacy4,6,1.519086,7.5520,22.02,11
57,Legacy4,6,1.758188,10.1604,14.86,10
58,Legacy4,6,1.758188,10.1604,14.86,10
59,Legacy4,6,1.758188,10.1604,14.86,10
60,Legacy4,6,1.405059,7.4728,14.92,10
61,Legacy4,6,1.758188,10.1604,14.86,10
62,Legacy4,6,1.411484,7.5754,14.86,10
63,Legacy4,6,1.411484,7.5754,14.86,10
64,Legacy4,6,1.397672,7.3415,15.37,10
65,Legacy4,6,1.431835,6.4137,17.34,11
66,Legacy4,6,1.816872,11.6396,14.86,9
67,Legacy4,6,1.737075,9.8956,14.86,10
68,Legacy4,6,1.508708,9.8976,14.86,9
69,Legacy4,6,1.737075,9.8956,14.86,10
70,Legacy4,6,1.508708,9.8976,14.86,9
71,Legacy4,6,1.347359,6.5820,18.41,10
72,Legacy4,6,1.394535,7.2857,15.56,10
73,Legacy4,6,1.759629,12.2718,14.86,9
74,Legacy4,6,1.449012,6.6215,16.35,11
75,Legacy4,6,1.421914,7.7639,14.86,10
76,Legacy4,6,1.292508,5.3436,22.02,11
77,Legacy4,6,1.375810,5.7287,22.02,11
78,Legacy4,6,1.488450,7.4557,22.02,10
79,Legacy4,6,1.311348,4.7585,22.02,12
80,Legacy4,6,1.444271,6.2691,25.66,11
1,Legacy5BNB,0,1.645227,8.1354,20.11,10
2,Legacy5BNB,0,1.569021,7.2804,23.81,10
3,Legacy5BNB,0,1.684155,7.7619,23.81,10
4,Legacy5BNB,0,1.429702,6.7082,23.81,9
5,Legacy5BNB,0,1.429702,6.7082,23.81,9
6,Legacy5BNB,0,1.750488,12.3217,6.71,8
7,Legacy5BNB,0,1.631734,10.1898,13.04,8
8,Legacy5BNB,0,1.764711,10.0640,13.04,9
9,Legacy5BNB,0,2.032061,11.9415,6.71,9
10,Legacy5BNB,0,1.872375,13.3807,13.04,7
11,Legacy5BNB,0,1.882103,13.4315,13.04,7
12,Legacy5BNB,0,1.882103,13.4315,13.04,7
13,Legacy5BNB,0,1.925702,13.0430,13.04,8
14,Legacy5BNB,0,1.631734,10.1898,13.04,8
15,Legacy5BNB,0,1.631734,10.1898,13.04,8
16,Legacy5BNB,0,1.682764,11.0887,10.32,8
17,Legacy5BNB,0,1.682764,11.0887,10.32,8
18,Legacy5BNB,0,1.128449,3.0476,31.10,9
19,Legacy5BNB,0,1.932987,15.8376,2.53,7
20,Legacy5BNB,0,1.699387,12.6901,6.71,7
21,Legacy5BNB,0,1.750488,12.3217,6.71,8
22,Legacy5BNB,0,1.750488,12.3217,6.71,8
23,Legacy5BNB,0,1.750488,12.3217,6.71,8
24,Legacy5BNB,0,1.527963,9.2865,6.71,8
25,Legacy5BNB,0,1.527963,9.2865,6.71,8
26,Legacy5BNB,0,1.527963,9.2865,6.71,8
27,Legacy5BNB,0,1.487359,8.6240,6.71,8
28,Legacy5BNB,0,1.527963,9.2865,6.71,8
29,Legacy5BNB,0,1.527963,9.2865,6.71,8
30,Legacy5BNB,0,1.527963,9.2865,6.71,8
31,Legacy5BNB,0,1.527963,9.2865,6.71,8
32,Legacy5BNB,0,1.527963,9.2865,6.71,8
33,Legacy5BNB,0,1.487359,8.6240,6.71,8
34,Legacy5BNB,0,1.487359,8.6240,6.71,8
35,Legacy5BNB,0,1.520277,9.1620,6.71,8
36,Legacy5BNB,0,1.468349,8.3112,6.71,8
37,Legacy5BNB,0,1.468349,8.3112,6.71,8
38,Legacy5BNB,0,1.468349,8.3112,6.71,8
39,Legacy5BNB,0,1.567551,10.8108,6.71,7
40,Legacy5BNB,0,1.527963,9.2865,6.71,8
41,Legacy5BNB,0,1.487359,8.6240,6.71,8
42,Legacy5BNB,0,1.520277,9.1620,6.71,8
43,Legacy5BNB,0,1.487359,8.6240,6.71,8
44,Legacy5BNB,0,1.803236,12.1470,6.71,8
45,Legacy5BNB,0,1.460091,8.3346,9.60,8
46,Legacy5BNB,0,1.421291,7.7061,9.60,8
47,Legacy5BNB,0,1.421291,7.7061,9.60,8
48,Legacy5BNB,0,1.421291,7.7061,9.60,8
49,Legacy5BNB,0,1.425483,8.3173,6.71,7
50,Legacy5BNB,0,1.684894,11.2239,6.71,7
51,Legacy5BNB,0,1.798726,14.7045,6.71,6
52,Legacy5BNB,0,1.798726,14.7045,6.71,6
53,Legacy5BNB,0,1.798726,14.7045,6.71,6
54,Legacy5BNB,0,1.808072,14.7617,6.71,6
55,Legacy5BNB,0,1.808072,14.7617,6.71,6
56,Legacy5BNB,0,1.808072,14.7617,6.71,6
57,Legacy5BNB,0,1.521790,11.0983,6.71,6
58,Legacy5BNB,0,1.521790,11.0983,6.71,6
59,Legacy5BNB,0,1.521790,11.0983,6.71,6
60,Legacy5BNB,0,1.521790,11.0983,6.71,6
61,Legacy5BNB,0,1.521790,11.0983,6.71,6
62,Legacy5BNB,0,1.521790,11.0983,6.71,6
63,Legacy5BNB,0,1.798726,14.7045,6.71,6
64,Legacy5BNB,0,1.762409,12.3911,6.71,7
65,Legacy5BNB,0,1.443939,8.6502,6.71,7
66,Legacy5BNB,0,1.443939,8.6502,6.71,7
67,Legacy5BNB,0,1.521790,11.0983,6.71,6
68,Legacy5BNB,0,1.521790,11.0983,6.71,6
69,Legacy5BNB,0,1.425483,8.3173,6.71,7
70,Legacy5BNB,0,1.521790,11.0983,6.71,6
71,Legacy5BNB,0,1.521790,11.0983,6.71,6
72,Legacy5BNB,0,1.521790,11.0983,6.71,6
73,Legacy5BNB,0,1.521790,11.0983,6.71,6
74,Legacy5BNB,0,1.521790,11.0983,6.71,6
75,Legacy5BNB,0,1.521790,11.0983,6.71,6
76,Legacy5BNB,0,1.521790,11.0983,6.71,6
77,Legacy5BNB,0,1.521790,11.0983,6.71,6
78,Legacy5BNB,0,1.521790,11.0983,6.71,6
79,Legacy5BNB,0,1.521790,11.0983,6.71,6
80,Legacy5BNB,0,1.885495,14.0946,6.71,7
1,Legacy5BNB,1,1.093098,2.2777,36.45,13
2,Legacy5BNB,1,1.093098,2.2777,36.45,13
3,Legacy5BNB,1,1.093098,2.2777,36.45,13
4,Legacy5BNB,1,1.093098,2.2777,36.45,13
5,Legacy5BNB,1,1.093098,2.2777,36.45,13
6,Legacy5BNB,1,1.093098,2.2777,36.45,13
7,Legacy5BNB,1,1.093098,2.2777,36.45,13
8,Legacy5BNB,1,1.093098,2.2777,36.45,13
9,Legacy5BNB,1,0.932715,0.8117,46.68,13
10,Legacy5BNB,1,1.093098,2.2777,36.45,13
11,Legacy5BNB,1,1.224245,4.5248,18.97,12
12,Legacy5BNB,1,1.039326,1.6751,36.45,13
13,Legacy5BNB,1,1.164023,3.3446,18.97,12
14,Legacy5BNB,1,1.039326,1.6751,36.45,13
15,Legacy5BNB,1,1.093098,2.2777,36.45,13
16,Legacy5BNB,1,1.093098,2.2777,36.45,13
17,Legacy5BNB,1,1.039326,1.6751,36.45,13
18,Legacy5BNB,1,0.932715,0.8117,46.68,13
19,Legacy5BNB,1,1.224245,4.5248,18.97,12
20,Legacy5BNB,1,1.350709,4.8985,24.99,11
21,Legacy5BNB,1,1.350709,4.8985,24.99,11
22,Legacy5BNB,1,1.109770,2.6855,24.99,10
23,Legacy5BNB,1,1.284266,4.1953,24.99,11
24,Legacy5BNB,1,1.109770,2.6855,24.99,10
25,Legacy5BNB,1,1.350709,4.8985,24.99,11
26,Legacy5BNB,1,1.350709,4.8985,24.99,11
27,Legacy5BNB,1,1.206014,3.3543,41.16,12
28,Legacy5BNB,1,1.206014,3.3543,41.16,12
29,Legacy5BNB,1,1.206014,3.3543,41.16,12
30,Legacy5BNB,1,0.878651,0.0248,48.91,12
31,Legacy5BNB,1,1.256702,4.6643,26.93,11
32,Legacy5BNB,1,1.238632,4.9573,22.98,11
33,Legacy5BNB,1,0.991530,1.1777,42.58,11
34,Legacy5BNB,1,1.437588,5.6255,24.99,11
35,Legacy5BNB,1,1.093098,2.2777,36.45,13
36,Legacy5BNB,1,1.093098,2.2777,36.45,13
37,Legacy5BNB,1,0.926638,0.7428,46.68,13
38,Legacy5BNB,1,0.926638,0.7428,46.68,13
39,Legacy5BNB,1,1.255848,4.9651,18.97,12
40,Legacy5BNB,1,1.146531,3.5315,18.97,11
41,Legacy5BNB,1,1.136182,3.3655,18.97,11
42,Legacy5BNB,1,0.998057,0.8470,20.10,11
43,Legacy5BNB,1,0.998057,0.8470,20.10,11
