hedge_threshold,size_mult,hedge_atr_p,pass_count,total_windows,pass_rate,avg_sharpe,avg_return,avg_dd,total_trades
50,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,50,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,60,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,55,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,50,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,30,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,40,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,45,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,60,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,5,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,45,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,30,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,20,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,35,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,50,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,15,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,40,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,50,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,45,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,60,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,50,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,50,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,5,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,25,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,35,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,60,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,10,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,40,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,15,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,30,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,35,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,55,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,35,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,60,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,10,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,15,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,15,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,35,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,25,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.55,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,35,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,45,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,40,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,45,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,5,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,20,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,35,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,25,63,63,100.00,8.0356,173.40,29.13,787
75,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,20,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
50,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
65,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
80,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,15,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,20,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
100,0.90,55,63,63,100.00,8.0356,173.40,29.13,787
15,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
100,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,20,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,10,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,25,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,60,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,45,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,15,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,10,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,50,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,60,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,55,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,55,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,5,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
20,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
85,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
0,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,25,63,63,100.00,8.0356,173.40,29.13,787
100,0.65,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,30,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
90,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
95,1.00,40,63,63,100.00,8.0356,173.40,29.13,787
10,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
55,1.00,5,63,63,100.00,8.0356,173.40,29.13,787
40,1.00,15,63,63,100.00,8.0356,173.40,29.13,787
45,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
100,0.75,30,63,63,100.00,8.0356,173.40,29.13,787
100,0.85,10,63,63,100.00,8.0356,173.40,29.13,787
5,1.00,45,63,63,100.00,8.0356,173.40,29.13,787
60,1.00,60,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,35,63,63,100.00,8.0356,173.40,29.13,787
25,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
100,0.50,25,63,63,100.00,8.0356,173.40,29.13,787
35,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,30,63,63,100.00,8.0356,173.40,29.13,787
70,1.00,55,63,63,100.00,8.0356,173.40,29.13,787
30,1.00,50,63,63,100.00,8.0356,173.40,29.13,787
100,0.80,45,63,63,100.00,8.0356,173.40,29.13,787
30,0.90,30,63,63,100.00,8.0352,163.86,28.31,787
20,0.90,45,63,63,100.00,8.0351,162.66,28.25,787
25,0.85,30,63,63,100.00,8.0348,145.44,26.59,787
5,0.80,15,63,63,100.00,8.0346,129.61,24.48,787
0,0.85,40,63,63,100.00,8.0346,139.39,25.26,787
15,0.90,10,63,63,100.00,8.0342,162.55,28.10,787
25,0.90,45,63,63,100.00,8.0342,163.50,28.25,787
5,0.90,60,63,63,100.00,8.0339,162.65,28.05,787
55,0.85,60,63,63,100.00,8.0338,152.40,27.37,787
25,0.90,50,63,63,100.00,8.0337,163.45,28.27,787
95,0.80,10,63,63,100.00,8.0335,158.86,28.67,787
60,0.85,60,63,63,100.00,8.0334,152.30,27.44,787
5,0.85,30,63,63,100.00,8.0328,140.00,25.72,787
5,0.85,25,63,63,100.00,8.0328,140.00,25.72,787
95,0.90,15,63,63,100.00,8.0327,169.49,29.01,787
0,0.80,40,63,63,100.00,8.0321,128.86,23.95,787
20,0.90,40,63,63,100.00,8.0319,162.45,28.25,787
25,0.80,30,63,63,100.00,8.0314,136.70,25.77,787
5,0.75,15,63,63,100.00,8.0312,119.63,23.29,787
90,0.55,25,63,63,100.00,8.0304,138.31,27.02,787
55,0.80,60,63,63,100.00,8.0303,145.86,26.81,787
5,0.80,25,63,63,100.00,8.0297,129.65,24.56,787
5,0.80,30,63,63,100.00,8.0297,129.65,24.56,787
60,0.80,60,63,63,100.00,8.0297,145.72,26.91,787
30,0.65,35,63,63,100.00,8.0297,120.31,24.06,787
20,0.50,10,63,63,100.00,8.0293,86.30,18.53,787
90,0.90,15,63,63,100.00,8.0291,169.21,28.94,787
90,0.90,10,63,63,100.00,8.0289,169.21,28.93,787
30,0.85,30,63,63,100.00,8.0288,145.71,26.65,787
0,0.90,20,63,63,100.00,8.0288,160.94,27.82,787
10,0.85,45,63,63,100.00,8.0286,142.77,26.08,787
15,0.85,45,63,63,100.00,8.0286,143.04,26.10,787
20,0.85,45,63,63,100.00,8.0284,142.37,26.47,787
20,0.90,35,63,63,100.00,8.0283,162.90,28.26,787
90,0.55,20,63,63,100.00,8.0282,140.92,27.08,787
0,0.90,10,63,63,100.00,8.0277,160.94,27.82,787
95,0.75,10,63,63,100.00,8.0273,155.34,28.57,787
25,0.90,60,63,63,100.00,8.0268,162.75,28.27,787
85,0.50,30,63,63,100.00,8.0266,127.96,25.91,787
25,0.85,45,63,63,100.00,8.0264,144.64,26.48,787
60,0.55,55,63,63,100.00,8.0263,121.96,24.78,787
25,0.75,30,63,63,100.00,8.0260,128.24,24.96,787
25,0.85,50,63,63,100.00,8.0258,144.50,26.52,787
25,0.90,55,63,63,100.00,8.0258,162.28,28.27,787
5,0.65,15,63,63,100.00,8.0258,110.03,22.10,787
5,0.85,60,63,63,100.00,8.0258,142.28,25.85,787
15,0.85,10,63,63,100.00,8.0253,141.93,26.02,787
55,0.75,60,63,63,100.00,8.0250,139.54,26.25,787
60,0.75,60,63,63,100.00,8.0241,139.37,26.37,787
95,0.85,15,63,63,100.00,8.0235,161.91,28.77,787
20,0.90,50,63,63,100.00,8.0229,162.49,28.26,787
30,0.80,30,63,63,100.00,8.0224,137.09,25.84,787
20,0.80,45,63,63,100.00,8.0215,132.80,25.58,787
15,0.80,45,63,63,100.00,8.0204,133.66,25.08,787
10,0.80,45,63,63,100.00,8.0202,133.31,25.04,787
25,0.80,45,63,63,100.00,8.0198,135.67,25.61,787
20,0.90,30,63,63,100.00,8.0198,162.96,28.27,787
25,0.80,50,63,63,100.00,8.0195,135.48,25.64,787
10,0.90,60,63,63,100.00,8.0189,162.65,28.15,787
20,0.85,40,63,63,100.00,8.0188,141.79,26.45,787
5,0.80,60,63,63,100.00,8.0187,132.65,24.73,787
15,0.90,40,63,63,100.00,8.0185,162.07,28.23,787
25,0.65,30,63,63,100.00,8.0184,120.07,24.14,787
20,0.90,55,63,63,100.00,8.0183,162.10,28.27,787
95,0.65,10,63,63,100.00,8.0183,151.86,28.48,787
55,0.65,60,63,63,100.00,8.0177,133.44,25.70,787
10,0.90,50,63,63,100.00,8.0169,162.58,28.13,787
95,0.80,15,63,63,100.00,8.0168,158.23,28.64,787
15,0.80,10,63,63,100.00,8.0168,132.16,24.96,787
5,0.90,50,63,63,100.00,8.0167,162.53,28.11,787
60,0.65,60,63,63,100.00,8.0164,133.23,25.84,787
5,0.90,55,63,63,100.00,8.0159,162.51,28.12,787
20,0.90,60,63,63,100.00,8.0153,162.11,28.27,787
10,0.90,55,63,63,100.00,8.0150,162.60,28.14,787
30,0.75,30,63,63,100.00,8.0134,128.76,25.05,787
0,0.85,20,63,63,100.00,8.0121,137.39,25.16,787
85,0.55,25,63,63,100.00,8.0116,137.59,26.75,787
20,0.75,45,63,63,100.00,8.0116,123.61,24.67,787
25,0.75,50,63,63,100.00,8.0115,126.77,24.76,787
25,0.75,45,63,63,100.00,8.0110,127.00,24.74,787
90,0.85,15,63,63,100.00,8.0105,161.00,28.55,787
90,0.85,10,63,63,100.00,8.0092,160.98,28.55,787
5,0.75,60,63,63,100.00,8.0092,123.37,23.60,787
20,0.80,40,63,63,100.00,8.0087,132.06,25.55,787
0,0.85,10,63,63,100.00,8.0084,137.38,25.17,787
95,0.75,15,63,63,100.00,8.0082,154.64,28.53,787
30,0.55,35,63,63,100.00,8.0082,104.88,22.42,787
15,0.75,45,63,63,100.00,8.0081,124.64,24.05,787
10,0.75,45,63,63,100.00,8.0077,124.20,24.00,787
5,0.55,15,63,63,100.00,8.0070,91.93,19.73,787
20,0.85,35,63,63,100.00,8.0069,143.06,26.50,787
15,0.75,10,63,63,100.00,8.0048,122.74,23.90,787
15,0.90,50,63,63,100.00,8.0041,162.10,28.26,787
15,0.90,60,63,63,100.00,8.0038,161.90,28.27,787
15,0.90,55,63,63,100.00,8.0024,161.85,28.26,787
25,0.85,60,63,63,100.00,8.0018,142.65,26.52,787
0,0.80,20,63,63,100.00,8.0017,126.29,23.81,787
25,0.65,50,63,63,100.00,8.0015,118.35,23.86,787
30,0.65,30,63,63,100.00,8.0013,120.73,24.25,787
25,0.65,45,63,63,100.00,7.9997,118.63,23.86,787
25,0.85,55,63,63,100.00,7.9995,141.30,26.52,787
20,0.65,45,63,63,100.00,7.9979,114.77,23.75,787
90,0.80,15,63,63,100.00,7.9978,156.98,28.36,787
95,0.65,15,63,63,100.00,7.9974,151.12,28.42,787
90,0.50,25,63,63,100.00,7.9965,130.39,26.57,787
0,0.80,10,63,63,100.00,7.9964,126.27,23.82,787
90,0.80,10,63,63,100.00,7.9956,156.94,28.36,787
20,0.75,40,63,63,100.00,7.9955,122.73,24.65,787
55,0.55,60,63,63,100.00,7.9950,121.89,24.59,787
25,0.55,30,63,63,100.00,7.9938,104.54,22.51,787
60,0.55,60,63,63,100.00,7.9928,121.60,24.77,787
20,0.80,35,63,63,100.00,7.9923,133.70,25.61,787
15,0.65,45,63,63,100.00,7.9908,115.97,23.01,787
90,0.50,20,63,63,100.00,7.9907,133.57,26.68,787
