hedge_threshold,size_mult,hedge_atr_p,pass_count,total_windows,pass_rate,avg_sharpe,avg_return,avg_dd,total_trades
70,0.65,20,63,63,100.00,8.3263,132.52,26.27,787
65,0.65,35,63,63,100.00,8.3241,132.60,25.81,787
50,0.65,5,63,63,100.00,8.3236,126.46,24.16,787
60,0.65,45,63,63,100.00,8.3230,128.65,25.75,787
85,0.55,60,63,63,100.00,8.3220,138.14,26.24,787
65,0.55,30,63,63,100.00,8.3194,117.36,25.22,787
20,0.65,5,63,63,100.00,8.3191,114.92,21.76,787
85,0.55,5,63,63,100.00,8.3152,136.11,27.07,787
75,0.55,45,63,63,100.00,8.3139,123.10,26.00,787
65,0.65,45,63,63,100.00,8.3131,128.64,26.01,787
60,0.75,40,63,63,100.00,8.3121,134.81,26.23,787
80,0.75,5,63,63,100.00,8.3086,151.80,26.99,787
95,0.50,55,63,63,100.00,8.3084,134.28,26.56,787
55,0.65,5,63,63,100.00,8.3081,129.14,24.59,787
70,0.75,5,63,63,100.00,8.3049,142.56,26.22,787
90,0.55,60,63,63,100.00,8.3049,141.83,26.33,787
55,0.75,20,63,63,100.00,8.3024,136.92,25.94,787
65,0.75,5,63,63,100.00,8.3017,139.08,25.60,787
65,0.55,25,63,63,100.00,8.3010,117.96,25.29,787
75,0.65,40,63,63,100.00,8.3006,136.91,26.77,787
65,0.75,50,63,63,100.00,8.2970,137.44,26.36,787
55,0.50,55,63,63,100.00,8.2967,103.73,23.34,787
75,0.75,15,63,63,100.00,8.2939,138.78,26.95,787
60,0.65,50,63,63,100.00,8.2937,129.37,25.80,787
65,0.75,10,63,63,100.00,8.2937,141.92,26.19,787
95,0.50,50,63,63,100.00,8.2900,135.86,26.33,787
70,0.55,60,63,63,100.00,8.2893,127.14,25.46,787
65,0.75,40,63,63,100.00,8.2890,134.71,26.64,787
75,0.65,35,63,63,100.00,8.2880,135.66,26.77,787
60,0.75,5,63,63,100.00,8.2849,138.52,25.57,787
95,0.55,60,63,63,100.00,8.2847,139.81,26.82,787
70,0.75,35,63,63,100.00,8.2834,141.59,26.85,787
70,0.55,55,63,63,100.00,8.2829,127.74,25.46,787
70,0.55,40,63,63,100.00,8.2811,119.77,25.70,787
0,0.55,50,63,63,100.00,8.2802,93.63,18.60,787
60,0.55,30,63,63,100.00,8.2802,114.53,25.05,787
75,0.80,5,63,63,100.00,8.2787,153.41,27.20,787
60,0.75,35,63,63,100.00,8.2779,134.46,26.22,787
65,0.75,35,63,63,100.00,8.2774,138.97,26.35,787
50,0.75,5,63,63,100.00,8.2770,133.67,24.97,787
70,0.75,20,63,63,100.00,8.2766,138.79,26.72,787
15,0.65,35,63,63,100.00,8.2752,117.73,22.64,787
95,0.55,55,63,63,100.00,8.2749,141.33,27.04,787
60,0.75,45,63,63,100.00,8.2741,135.47,26.30,787
70,0.65,45,63,63,100.00,8.2736,128.70,26.36,787
20,0.75,5,63,63,100.00,8.2735,123.75,23.00,787
0,0.50,45,63,63,100.00,8.2729,73.53,15.74,787
75,0.65,10,63,63,100.00,8.2711,132.17,26.60,787
25,0.65,5,63,63,100.00,8.2694,117.84,22.57,787
65,0.65,15,63,63,100.00,8.2689,132.73,26.00,787
80,0.80,10,63,63,100.00,8.2683,148.44,27.40,787
70,0.75,15,63,63,100.00,8.2675,138.81,26.67,787
65,0.75,45,63,63,100.00,8.2665,135.45,26.52,787
90,0.50,5,63,63,100.00,8.2665,128.69,27.35,787
70,0.65,50,63,63,100.00,8.2660,128.70,26.55,787
10,0.65,5,63,63,100.00,8.2651,113.19,21.41,787
55,0.75,5,63,63,100.00,8.2631,136.01,25.31,787
85,0.65,60,63,63,100.00,8.2604,146.18,26.93,787
95,0.55,50,63,63,100.00,8.2599,142.78,26.79,787
45,0.80,45,63,63,100.00,8.2595,141.45,25.93,787
45,0.55,5,63,63,100.00,8.2580,110.01,22.40,787
75,0.75,40,63,63,100.00,8.2579,142.62,27.14,787
75,0.65,45,63,63,100.00,8.2552,134.67,26.76,787
60,0.80,40,63,63,100.00,8.2547,141.98,26.79,787
55,0.65,50,63,63,100.00,8.2542,128.91,25.35,787
80,0.80,5,63,63,100.00,8.2534,155.93,27.39,787
45,0.55,15,63,63,100.00,8.2526,113.83,22.89,787
40,0.75,15,63,63,100.00,8.2525,134.23,24.71,787
65,0.65,30,63,63,100.00,8.2521,129.95,26.15,787
70,0.80,5,63,63,100.00,8.2517,148.49,26.78,787
85,0.65,5,63,63,100.00,8.2513,145.09,27.54,787
55,0.65,45,63,63,100.00,8.2510,127.27,25.22,787
90,0.65,60,63,63,100.00,8.2506,149.16,26.99,787
0,0.50,30,63,63,100.00,8.2505,74.56,15.90,787
60,0.55,25,63,63,100.00,8.2501,116.09,25.04,787
60,0.75,50,63,63,100.00,8.2499,136.08,26.35,787
90,0.50,55,63,63,100.00,8.2495,128.76,26.10,787
65,0.75,20,63,63,100.00,8.2491,137.15,26.49,787
50,0.65,60,63,63,100.00,8.2490,129.15,25.32,787
55,0.55,55,63,63,100.00,8.2490,115.78,24.47,787
65,0.80,5,63,63,100.00,8.2489,145.58,26.28,787
75,0.75,35,63,63,100.00,8.2483,141.56,27.14,787
0,0.65,60,63,63,100.00,8.2479,112.71,21.10,787
55,0.80,20,63,63,100.00,8.2474,143.70,26.55,787
65,0.80,50,63,63,100.00,8.2432,144.13,26.90,787
65,0.55,55,63,63,100.00,8.2415,124.47,24.74,787
10,0.50,40,63,63,100.00,8.2412,83.83,17.74,787
75,0.80,15,63,63,100.00,8.2404,145.27,27.36,787
65,0.80,10,63,63,100.00,8.2394,147.87,26.76,787
90,0.55,5,63,63,100.00,8.2380,137.20,27.67,787
65,0.65,25,63,63,100.00,8.2376,130.46,26.21,787
65,0.80,40,63,63,100.00,8.2372,141.88,27.12,787
5,0.65,10,63,63,100.00,8.2368,111.69,21.19,787
60,0.80,5,63,63,100.00,8.2359,145.12,26.25,787
70,0.75,45,63,63,100.00,8.2351,135.44,26.81,787
0,0.55,45,63,63,100.00,8.2346,90.44,18.47,787
70,0.80,35,63,63,100.00,8.2344,147.62,27.28,787
95,0.65,60,63,63,100.00,8.2344,147.52,27.36,787
60,0.75,20,63,63,100.00,8.2343,136.17,26.27,787
70,0.65,40,63,63,100.00,8.2335,132.10,26.54,787
70,0.65,60,63,63,100.00,8.2323,137.37,26.36,787
25,0.75,5,63,63,100.00,8.2314,126.36,23.67,787
15,0.75,35,63,63,100.00,8.2313,126.17,23.75,787
75,0.75,10,63,63,100.00,8.2311,138.49,27.00,787
90,0.55,55,63,63,100.00,8.2299,136.67,26.62,787
65,0.80,35,63,63,100.00,8.2296,145.51,26.89,787
50,0.80,5,63,63,100.00,8.2292,141.12,25.77,787
55,0.80,40,63,63,100.00,8.2292,140.41,26.54,787
70,0.75,50,63,63,100.00,8.2288,135.45,26.96,787
55,0.65,35,63,63,100.00,8.2283,123.84,25.41,787
75,0.55,25,63,63,100.00,8.2283,133.77,25.52,787
60,0.80,35,63,63,100.00,8.2282,141.71,26.79,787
65,0.75,15,63,63,100.00,8.2280,139.04,26.50,787
70,0.65,55,63,63,100.00,8.2277,137.81,26.36,787
10,0.75,5,63,63,100.00,8.2275,122.28,22.71,787
70,0.80,20,63,63,100.00,8.2271,145.28,27.18,787
95,0.65,55,63,63,100.00,8.2265,148.76,27.52,787
20,0.80,5,63,63,100.00,8.2265,132.94,24.22,787
85,0.75,60,63,63,100.00,8.2261,150.38,27.28,787
60,0.80,45,63,63,100.00,8.2253,142.54,26.85,787
60,0.65,30,63,63,100.00,8.2237,127.73,26.03,787
90,0.50,40,63,63,100.00,8.2229,129.48,26.26,787
75,0.75,45,63,63,100.00,8.2217,140.70,27.14,787
85,0.50,50,63,63,100.00,8.2199,128.42,25.88,787
65,0.80,45,63,63,100.00,8.2197,142.52,27.03,787
70,0.80,15,63,63,100.00,8.2192,145.34,27.14,787
90,0.75,60,63,63,100.00,8.2189,152.95,27.33,787
75,0.85,5,63,63,100.00,8.2179,158.35,27.68,787
0,0.65,50,63,63,100.00,8.2177,111.35,21.28,787
75,0.55,50,63,63,100.00,8.2175,133.52,26.24,787
55,0.80,5,63,63,100.00,8.2174,143.08,26.04,787
90,0.50,50,63,63,100.00,8.2172,129.73,26.00,787
85,0.75,5,63,63,100.00,8.2170,149.68,27.77,787
65,0.75,30,63,63,100.00,8.2164,136.60,26.62,787
95,0.65,50,63,63,100.00,8.2154,150.00,27.34,787
80,0.55,55,63,63,100.00,8.2153,134.74,26.25,787
50,0.80,50,63,63,100.00,8.2143,142.45,26.24,787
75,0.80,40,63,63,100.00,8.2142,148.47,27.52,787
55,0.75,50,63,63,100.00,8.2138,135.72,25.96,787
45,0.65,5,63,63,100.00,8.2127,124.18,24.04,787
55,0.75,45,63,63,100.00,8.2125,134.29,25.86,787
0,0.75,60,63,63,100.00,8.2117,121.85,22.48,787
45,0.65,15,63,63,100.00,8.2114,127.27,24.38,787
70,0.65,10,63,63,100.00,8.2113,130.97,26.58,787
50,0.75,60,63,63,100.00,8.2106,135.91,25.93,787
40,0.80,15,63,63,100.00,8.2096,141.59,25.57,787
80,0.85,10,63,63,100.00,8.2085,154.44,27.83,787
75,0.80,35,63,63,100.00,8.2069,147.62,27.52,787
60,0.80,50,63,63,100.00,8.2061,143.04,26.89,787
90,0.55,40,63,63,100.00,8.2056,137.24,26.76,787
65,0.80,20,63,63,100.00,8.2055,143.94,26.99,787
95,0.75,60,63,63,100.00,8.2049,151.54,27.63,787
70,0.75,40,63,63,100.00,8.2046,138.52,26.95,787
85,0.55,50,63,63,100.00,8.2043,136.43,26.51,787
65,0.75,25,63,63,100.00,8.2041,137.05,26.67,787
60,0.65,25,63,63,100.00,8.2035,128.92,26.02,787
85,0.50,55,63,63,100.00,8.2026,126.76,25.98,787
5,0.75,10,63,63,100.00,8.2021,121.02,22.55,787
30,0.55,40,63,63,100.00,8.2020,106.46,22.30,787
80,0.55,45,63,63,100.00,8.2019,133.93,26.28,787
70,0.75,60,63,63,100.00,8.2013,142.80,26.81,787
10,0.55,40,63,63,100.00,8.2010,99.06,20.05,787
45,0.85,45,63,63,100.00,8.2006,149.03,26.71,787
90,0.55,50,63,63,100.00,8.1997,137.50,26.61,787
75,0.55,55,63,63,100.00,8.1997,131.78,26.20,787
65,0.65,55,63,63,100.00,8.1991,135.37,25.83,787
80,0.55,60,63,63,100.00,8.1991,132.78,26.04,787
60,0.80,10,63,63,100.00,8.1989,146.00,26.35,787
55,0.75,35,63,63,100.00,8.1988,131.41,26.00,787
95,0.75,55,63,63,100.00,8.1984,152.61,27.76,787
50,0.80,45,63,63,100.00,8.1984,140.70,26.30,787
80,0.85,5,63,63,100.00,8.1983,160.16,27.81,787
60,0.85,40,63,63,100.00,8.1982,149.42,27.35,787
70,0.85,5,63,63,100.00,8.1976,154.54,27.36,787
70,0.75,55,63,63,100.00,8.1976,143.17,26.81,787
85,0.55,55,63,63,100.00,8.1965,135.04,26.52,787
75,0.65,25,63,63,100.00,8.1964,142.98,26.40,787
90,0.65,5,63,63,100.00,8.1963,145.94,27.99,787
85,0.50,45,63,63,100.00,8.1962,129.12,25.81,787
20,0.80,15,63,63,100.00,8.1960,136.97,24.76,787
90,0.50,45,63,63,100.00,8.1956,128.30,26.01,787
70,0.80,45,63,63,100.00,8.1956,142.46,27.26,787
55,0.65,55,63,63,100.00,8.1955,128.74,25.61,787
65,0.85,5,63,63,100.00,8.1954,152.26,26.99,787
55,0.85,15,63,63,100.00,8.1947,151.50,26.83,787
60,0.80,20,63,63,100.00,8.1939,143.10,26.83,787
90,0.65,55,63,63,100.00,8.1934,145.06,27.22,787
45,0.85,10,63,63,100.00,8.1934,149.06,26.63,787
60,0.75,30,63,63,100.00,8.1931,134.70,26.52,787
55,0.85,20,63,63,100.00,8.1930,150.74,27.17,787
25,0.80,5,63,63,100.00,8.1925,135.17,24.76,787
75,0.80,10,63,63,100.00,8.1911,145.03,27.40,787
70,0.80,50,63,63,100.00,8.1907,142.46,27.38,787
65,0.85,50,63,63,100.00,8.1900,151.06,27.44,787
85,0.80,60,63,63,100.00,8.1900,154.71,27.62,787
90,0.55,45,63,63,100.00,8.1899,136.30,26.55,787
95,0.75,50,63,63,100.00,8.1893,153.71,27.62,787
10,0.80,5,63,63,100.00,8.1890,131.75,24.01,787
15,0.80,35,63,63,100.00,8.1890,134.94,24.85,787
50,0.80,55,63,63,100.00,8.1889,142.86,26.48,787
40,0.85,10,63,63,100.00,8.1882,148.23,26.53,787
85,0.55,45,63,63,100.00,8.1879,137.01,26.45,787
65,0.80,15,63,63,100.00,8.1877,145.53,27.00,787
75,0.85,15,63,63,100.00,8.1877,151.98,27.80,787
75,0.80,45,63,63,100.00,8.1863,146.89,27.52,787
65,0.85,10,63,63,100.00,8.1862,153.99,27.35,787
45,0.75,5,63,63,100.00,8.1862,131.67,24.87,787
45,0.75,15,63,63,100.00,8.1861,134.34,25.14,787
60,0.85,5,63,63,100.00,8.1860,151.91,26.94,787
0,0.75,50,63,63,100.00,8.1859,120.75,22.62,787
75,0.65,50,63,63,100.00,8.1858,142.73,26.94,787
65,0.85,40,63,63,100.00,8.1858,149.33,27.60,787
0,0.65,45,63,63,100.00,8.1858,108.82,21.20,787
80,0.55,40,63,63,100.00,8.1853,133.63,26.17,787
80,0.50,40,63,63,100.00,8.1853,124.93,25.54,787
90,0.80,60,63,63,100.00,8.1850,156.84,27.66,787
70,0.85,35,63,63,100.00,8.1848,153.81,27.72,787
95,0.50,45,63,63,100.00,8.1835,129.78,26.61,787
80,0.65,55,63,63,100.00,8.1828,143.54,26.95,787
70,0.75,10,63,63,100.00,8.1820,137.49,26.98,787
85,0.80,5,63,63,100.00,8.1816,154.32,28.01,787
65,0.85,35,63,63,100.00,8.1812,152.22,27.43,787
50,0.85,5,63,63,100.00,8.1809,148.81,26.58,787
65,0.80,30,63,63,100.00,8.1801,143.48,27.11,787
55,0.85,40,63,63,100.00,8.1796,148.23,27.17,787
60,0.85,35,63,63,100.00,8.1788,149.22,27.35,787
20,0.85,5,63,63,100.00,8.1787,142.49,25.46,787
70,0.85,20,63,63,100.00,8.1781,151.98,27.67,787
75,0.55,60,63,63,100.00,8.1779,131.59,26.03,787
60,0.75,25,63,63,100.00,8.1772,135.70,26.52,787
60,0.85,45,63,63,100.00,8.1769,149.87,27.40,787
0,0.80,60,63,63,100.00,8.1754,131.37,23.84,787
80,0.65,45,63,63,100.00,8.1751,143.04,26.96,787
55,0.80,50,63,63,100.00,8.1751,142.77,26.56,787
75,0.75,25,63,63,100.00,8.1751,147.76,26.84,787
55,0.80,45,63,63,100.00,8.1748,141.56,26.50,787
65,0.75,55,63,63,100.00,8.1747,141.15,26.37,787
95,0.55,45,63,63,100.00,8.1746,137.60,27.04,787
90,0.65,40,63,63,100.00,8.1740,145.49,27.35,787
85,0.65,50,63,63,100.00,8.1736,144.90,27.14,787
70,0.80,40,63,63,100.00,8.1734,145.13,27.37,787
95,0.80,60,63,63,100.00,8.1734,155.67,27.91,787
50,0.80,60,63,63,100.00,8.1732,142.91,26.54,787
65,0.85,45,63,63,100.00,8.1730,149.85,27.53,787
75,0.65,55,63,63,100.00,8.1730,141.33,26.91,787
80,0.65,60,63,63,100.00,8.1727,142.08,26.79,787
60,0.80,15,63,63,100.00,8.1726,142.91,26.72,787
55,0.85,10,63,63,100.00,8.1725,152.58,26.93,787
50,0.80,25,63,63,100.00,8.1723,142.03,26.52,787
90,0.75,5,63,63,100.00,8.1723,150.40,28.15,787
70,0.85,15,63,63,100.00,8.1717,152.06,27.63,787
55,0.85,5,63,63,100.00,8.1715,150.35,26.79,787
90,0.75,55,63,63,100.00,8.1709,149.45,27.52,787
85,0.65,55,63,63,100.00,8.1704,143.82,27.14,787
65,0.80,25,63,63,100.00,8.1703,143.86,27.15,787
75,0.85,40,63,63,100.00,8.1698,154.47,27.90,787
70,0.80,60,63,63,100.00,8.1694,148.46,27.26,787
90,0.65,50,63,63,100.00,8.1692,145.72,27.22,787
95,0.80,55,63,63,100.00,8.1684,156.57,28.00,787
55,0.75,55,63,63,100.00,8.1682,135.57,26.18,787
55,0.80,35,63,63,100.00,8.1677,139.25,26.59,787
45,0.80,55,63,63,100.00,8.1676,143.04,26.20,787
5,0.80,10,63,63,100.00,8.1674,130.73,23.89,787
50,0.85,50,63,63,100.00,8.1666,149.79,26.94,787
70,0.80,55,63,63,100.00,8.1664,148.76,27.26,787
40,0.85,15,63,63,100.00,8.1662,149.18,26.44,787
90,0.65,45,63,63,100.00,8.1660,144.78,27.16,787
25,0.80,20,63,63,100.00,8.1653,138.59,25.02,787
35,0.55,5,63,63,100.00,8.1653,102.91,21.02,787
75,0.75,50,63,63,100.00,8.1652,147.51,27.28,787
75,0.55,20,63,63,100.00,8.1647,125.81,25.76,787
75,0.85,35,63,63,100.00,8.1647,153.82,27.90,787
80,0.65,40,63,63,100.00,8.1646,142.80,26.88,787
95,0.50,5,63,63,100.00,8.1640,130.51,28.61,787
85,0.65,45,63,63,100.00,8.1635,145.34,27.10,787
30,0.65,40,63,63,100.00,8.1629,121.56,23.96,787
60,0.85,50,63,63,100.00,8.1627,150.24,27.43,787
80,0.75,55,63,63,100.00,8.1622,148.14,27.30,787
65,0.85,20,63,63,100.00,8.1622,150.95,27.53,787
60,0.80,30,63,63,100.00,8.1617,141.92,27.03,787
95,0.80,50,63,63,100.00,8.1612,157.50,27.90,787
0,0.75,45,63,63,100.00,8.1601,118.59,22.55,787
35,0.85,10,63,63,100.00,8.1599,148.01,26.47,787
10,0.65,40,63,63,100.00,8.1592,115.56,22.36,787
25,0.55,40,63,63,100.00,8.1587,104.17,22.23,787
45,0.80,15,63,63,100.00,8.1585,141.66,25.92,787
45,0.80,5,63,63,100.00,8.1580,139.44,25.69,787
75,0.65,60,63,63,100.00,8.1578,141.12,26.78,787
85,0.55,40,63,63,100.00,8.1570,136.42,26.66,787
80,0.75,45,63,63,100.00,8.1569,147.77,27.30,787
85,0.50,40,63,63,100.00,8.1566,128.45,26.13,787
50,0.85,45,63,63,100.00,8.1559,148.47,26.98,787
70,0.85,45,63,63,100.00,8.1557,149.75,27.70,787
45,0.80,60,63,63,100.00,8.1556,142.82,26.29,787
60,0.85,10,63,63,100.00,8.1555,152.53,27.04,787
35,0.50,5,63,63,100.00,8.1553,88.07,19.05,787
75,0.75,55,63,63,100.00,8.1547,146.31,27.26,787
80,0.75,60,63,63,100.00,8.1546,146.94,27.16,787
20,0.85,15,63,63,100.00,8.1545,145.67,25.87,787
90,0.75,40,63,63,100.00,8.1544,149.81,27.64,787
0,0.80,50,63,63,100.00,8.1544,130.51,23.95,787
85,0.75,50,63,63,100.00,8.1543,149.32,27.45,787
60,0.85,20,63,63,100.00,8.1537,150.29,27.39,787
50,0.85,10,63,63,100.00,8.1531,149.88,26.78,787
25,0.85,5,63,63,100.00,8.1531,144.28,25.86,787
80,0.55,50,63,63,100.00,8.1528,132.60,26.35,787
85,0.85,60,63,63,100.00,8.1526,159.17,27.97,787
95,0.55,5,63,63,100.00,8.1526,138.62,28.70,787
85,0.75,55,63,63,100.00,8.1523,148.41,27.45,787
70,0.80,10,63,63,100.00,8.1523,144.23,27.39,787
70,0.85,50,63,63,100.00,8.1521,149.76,27.79,787
75,0.85,10,63,63,100.00,8.1515,151.79,27.83,787
75,0.55,30,63,63,100.00,8.1513,130.80,25.60,787
95,0.65,45,63,63,100.00,8.1513,145.87,27.55,787
75,0.80,25,63,63,100.00,8.1510,152.66,27.28,787
35,0.65,5,63,63,100.00,8.1510,118.83,22.99,787
90,0.75,50,63,63,100.00,8.1504,150.01,27.52,787
10,0.85,5,63,63,100.00,8.1503,141.58,25.31,787
45,0.80,25,63,63,100.00,8.1499,140.35,26.32,787
60,0.80,25,63,63,100.00,8.1498,142.73,27.02,787
75,0.85,45,63,63,100.00,8.1496,153.25,27.89,787
90,0.85,60,63,63,100.00,8.1494,160.83,28.00,787
90,0.75,45,63,63,100.00,8.1491,149.21,27.47,787
65,0.80,55,63,63,100.00,8.1488,147.14,26.91,787
80,0.75,40,63,63,100.00,8.1487,147.57,27.23,787
50,0.85,55,63,63,100.00,8.1483,150.12,27.13,787
15,0.85,35,63,63,100.00,8.1483,144.04,25.93,787
65,0.85,15,63,63,100.00,8.1482,152.21,27.53,787
80,0.55,25,63,63,100.00,8.1480,136.63,26.02,787
20,0.55,25,63,63,100.00,8.1472,104.77,21.15,787
85,0.75,45,63,63,100.00,8.1469,149.69,27.42,787
90,0.80,5,63,63,100.00,8.1468,154.90,28.31,787
30,0.80,15,63,63,100.00,8.1465,139.04,25.21,787
90,0.80,55,63,63,100.00,8.1464,153.96,27.82,787
85,0.85,5,63,63,100.00,8.1455,159.01,28.28,787
30,0.55,5,63,63,100.00,8.1455,101.30,20.70,787
75,0.65,20,63,63,100.00,8.1437,136.45,26.57,787
65,0.85,30,63,63,100.00,8.1436,150.60,27.59,787
30,0.65,5,63,63,100.00,8.1427,117.60,22.75,787
75,0.75,60,63,63,100.00,8.1426,146.11,27.15,787
75,0.80,50,63,63,100.00,8.1423,152.42,27.63,787
30,0.75,40,63,63,100.00,8.1421,129.50,24.81,787
80,0.55,20,63,63,100.00,8.1411,136.84,25.90,787
55,0.80,55,63,63,100.00,8.1409,142.64,26.74,787
70,0.85,40,63,63,100.00,8.1405,151.91,27.78,787
85,0.65,40,63,63,100.00,8.1404,144.88,27.27,787
80,0.65,25,63,63,100.00,8.1404,145.23,26.77,787
95,0.85,60,63,63,100.00,8.1403,159.92,28.21,787
75,0.65,30,63,63,100.00,8.1402,140.72,26.46,787
0,0.50,35,63,63,100.00,8.1398,71.04,15.82,787
80,0.80,55,63,63,100.00,8.1395,152.89,27.64,787
0,0.85,60,63,63,100.00,8.1394,141.28,25.18,787
25,0.65,40,63,63,100.00,8.1390,119.72,23.94,787
60,0.85,15,63,63,100.00,8.1384,150.15,27.32,787
55,0.85,45,63,63,100.00,8.1383,149.11,27.14,787
10,0.75,40,63,63,100.00,8.1383,124.31,23.52,787
55,0.85,50,63,63,100.00,8.1379,150.06,27.18,787
35,0.75,5,63,63,100.00,8.1377,127.20,24.00,787
80,0.65,50,63,63,100.00,8.1376,142.02,27.02,787
20,0.65,25,63,63,100.00,8.1373,120.28,23.15,787
50,0.85,60,63,63,100.00,8.1370,150.16,27.17,787
50,0.85,25,63,63,100.00,8.1370,149.48,27.15,787
95,0.85,55,63,63,100.00,8.1368,160.62,28.27,787
70,0.85,60,63,63,100.00,8.1366,154.35,27.70,787
65,0.85,25,63,63,100.00,8.1363,150.89,27.62,787
80,0.80,45,63,63,100.00,8.1362,152.63,27.64,787
95,0.75,45,63,63,100.00,8.1358,150.18,27.81,787
55,0.85,35,63,63,100.00,8.1354,147.37,27.20,787
70,0.85,55,63,63,100.00,8.1345,154.57,27.70,787
0,0.80,45,63,63,100.00,8.1343,128.75,23.90,787
75,0.80,55,63,63,100.00,8.1341,151.43,27.62,787
80,0.80,60,63,63,100.00,8.1340,151.93,27.54,787
25,0.85,20,63,63,100.00,8.1336,146.88,26.04,787
5,0.85,10,63,63,100.00,8.1333,140.81,25.22,787
5,0.55,40,63,63,100.00,8.1332,98.85,19.77,787
85,0.80,50,63,63,100.00,8.1331,153.86,27.77,787
90,0.80,40,63,63,100.00,8.1330,154.26,27.94,787
5,0.50,40,63,63,100.00,8.1330,83.58,17.39,787
80,0.65,20,63,63,100.00,8.1328,145.52,26.68,787
25,0.80,15,63,63,100.00,8.1327,137.99,25.12,787
45,0.85,55,63,63,100.00,8.1325,150.26,26.91,787
30,0.75,5,63,63,100.00,8.1324,126.18,23.79,787
0,0.50,25,63,63,100.00,8.1324,75.27,15.80,787
85,0.80,55,63,63,100.00,8.1319,153.13,27.77,787
15,0.85,5,63,63,100.00,8.1319,141.40,25.41,787
95,0.85,50,63,63,100.00,8.1315,161.36,28.19,787
0,0.55,35,63,63,100.00,8.1313,88.26,18.53,787
60,0.85,30,63,63,100.00,8.1300,149.40,27.53,787
80,0.80,40,63,63,100.00,8.1300,152.47,27.59,787
80,0.75,25,63,63,100.00,8.1300,149.67,27.15,787
90,0.80,50,63,63,100.00,8.1298,154.42,27.83,787
90,0.80,45,63,63,100.00,8.1298,153.78,27.78,787
95,0.65,5,63,63,100.00,8.1296,146.97,28.79,787
75,0.75,20,63,63,100.00,8.1294,142.07,26.98,787
45,0.85,15,63,63,100.00,8.1294,149.22,26.70,787
75,0.75,30,63,63,100.00,8.1290,145.86,26.89,787
45,0.85,5,63,63,100.00,8.1286,147.49,26.53,787
85,0.80,45,63,63,100.00,8.1279,154.16,27.74,787
85,0.75,40,63,63,100.00,8.1275,149.30,27.58,787
20,0.75,25,63,63,100.00,8.1257,128.44,24.16,787
25,0.75,40,63,63,100.00,8.1252,127.92,24.79,787
80,0.75,50,63,63,100.00,8.1252,146.91,27.35,787
35,0.80,15,63,63,100.00,8.1248,139.11,25.30,787
75,0.80,60,63,63,100.00,8.1247,151.25,27.53,787
75,0.85,25,63,63,100.00,8.1247,157.67,27.72,787
80,0.55,35,63,63,100.00,8.1239,131.54,26.12,787
45,0.85,60,63,63,100.00,8.1238,150.09,26.98,787
0,0.85,50,63,63,100.00,8.1235,140.66,25.26,787
90,0.55,35,63,63,100.00,8.1234,141.79,26.93,787
70,0.85,10,63,63,100.00,8.1227,151.19,27.82,787
80,0.75,20,63,63,100.00,8.1227,149.97,27.07,787
60,0.85,25,63,63,100.00,8.1218,150.01,27.53,787
65,0.85,55,63,63,100.00,8.1217,153.36,27.44,787
35,0.80,5,63,63,100.00,8.1214,135.86,25.00,787
80,0.65,35,63,63,100.00,8.1214,141.16,26.84,787
45,0.85,25,63,63,100.00,8.1212,148.21,26.99,787
30,0.80,40,63,63,100.00,8.1210,137.72,25.65,787
90,0.85,55,63,63,100.00,8.1203,158.62,28.15,787
90,0.85,5,63,63,100.00,8.1201,159.46,28.50,787
30,0.85,15,63,63,100.00,8.1199,147.23,26.20,787
5,0.65,40,63,63,100.00,8.1193,115.40,22.16,787
65,0.55,60,63,63,100.00,8.1188,122.81,25.16,787
95,0.80,45,63,63,100.00,8.1183,154.60,28.07,787
90,0.50,35,63,63,100.00,8.1180,134.76,26.46,787
30,0.80,5,63,63,100.00,8.1180,135.04,24.84,787
85,0.55,35,63,63,100.00,8.1176,137.70,26.62,787
75,0.85,50,63,63,100.00,8.1175,157.45,27.97,787
10,0.80,40,63,63,100.00,8.1174,133.40,24.66,787
80,0.80,25,63,63,100.00,8.1161,154.20,27.52,787
95,0.75,5,63,63,100.00,8.1157,151.23,28.84,787
15,0.80,25,63,63,100.00,8.1156,134.17,24.82,787
80,0.85,55,63,63,100.00,8.1152,157.79,27.99,787
75,0.80,30,63,63,100.00,8.1146,151.12,27.32,787
55,0.85,55,63,63,100.00,8.1140,149.95,27.31,787
80,0.75,35,63,63,100.00,8.1138,146.18,27.20,787
90,0.65,35,63,63,100.00,8.1137,149.15,27.47,787
15,0.55,30,63,63,100.00,8.1135,100.55,20.83,787
80,0.85,45,63,63,100.00,8.1134,157.62,27.98,787
75,0.80,20,63,63,100.00,8.1132,147.91,27.39,787
85,0.65,35,63,63,100.00,8.1131,146.02,27.23,787
85,0.80,40,63,63,100.00,8.1123,153.84,27.89,787
80,0.85,60,63,63,100.00,8.1115,157.07,27.91,787
75,0.85,55,63,63,100.00,8.1114,156.69,27.97,787
20,0.80,25,63,63,100.00,8.1112,136.87,25.15,787
30,0.50,5,63,63,100.00,8.1106,86.10,18.69,787
10,0.55,35,63,63,100.00,8.1106,98.88,20.28,787
80,0.80,50,63,63,100.00,8.1105,151.93,27.69,787
25,0.85,15,63,63,100.00,8.1104,146.43,26.14,787
85,0.85,50,63,63,100.00,8.1103,158.54,28.08,787
