hold_max,global_pass,global_total,pass_rate_pct,avg_sharpe,avg_return_pct,avg_max_dd_pct,total_trades,avg_win_rate_pct
25,69,69, 100,1.5488073276267058,36.9348034072728,71.50614903895095,2395,45.21920668058455
26,69,69, 100,1.5436865414715826,37.34984822871162,71.48207930741188,2390,45.10460251046025
27,69,69, 100,1.5482875251828323,36.978259874061386,71.54616500756033,2378,45.1219512195122
28,69,69, 100,1.5456635524912452,38.080877964421056,71.47431210790889,2378,45.1219512195122
29,69,69, 100,1.544515414474874,37.574261710682414,71.48675397937474,2378,44.91169049621531
30,69,69, 100,1.5457419627284639,37.956907607930845,71.48721359072813,2373,45.0063211125158
31,69,69, 100,1.5458868584792607,37.96754000324266,71.49650207654747,2373,45.0063211125158
32,69,69, 100,1.5442455346251718,37.30650048888478,71.52242397730197,2373,45.0063211125158
33,69,69, 100,1.5440411873168916,37.323589463248574,71.52399630891678,2373,45.0063211125158
34,69,69, 100,1.5447516420083114,37.574984475030355,71.52399630891678,2373,45.0063211125158
35,69,69, 100,1.5461343341723894,38.07588487884209,71.52399630891678,2373,45.0063211125158
36,69,69, 100,1.5459935984225732,38.02423527229243,71.52399630891678,2373,45.0063211125158
37,69,69, 100,1.5465142984790987,38.21608206696192,71.52399630891678,2373,45.0063211125158
38,69,69, 100,1.5463351201368527,38.14983199846321,71.52399630891678,2373,45.0063211125158
39,69,69, 100,1.5465557010957593,38.231425779346694,71.52399630891678,2373,45.0063211125158
40,69,69, 100,1.5464757188682898,38.20179654163819,71.52399630891678,2373,45.0063211125158
41,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
42,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
43,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
44,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
45,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
46,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
47,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
48,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
49,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
50,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
51,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
52,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
53,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
54,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
55,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
56,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
57,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
58,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
59,69,69, 100,1.5446315497610048,37.58174931374185,71.52399630891678,2373,45.0063211125158
60,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
61,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
62,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
63,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
64,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
65,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
66,69,69, 100,1.5446315497610044,37.58174931374185,71.52399630891678,2373,45.0063211125158
67,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
68,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
69,69,69, 100,1.5446315497610044,37.58174931374186,71.52399630891678,2373,45.0063211125158
