step,vl_2,vl_7,vl_8,vl_9
1299,3098.42233200,5208.90871582,6376.96265103,8430.76031259
1300,3098.42233200,5208.90871582,6376.96265103,8430.76031259
1301,3801.22114920,5208.90871582,6376.96265103,8430.76031259
1302,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1303,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1304,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1305,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1306,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1307,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1308,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1309,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1310,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1311,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1312,3801.22114920,4464.72259897,6376.96265103,8430.76031259
1313,3801.22114920,4464.72259897,5976.29972773,8430.76031259
1314,3801.22114920,4464.72259897,5976.29972773,7226.27485864
1315,3801.22114920,4464.72259897,5976.29972773,7226.27485864
1316,3505.69111691,4464.72259897,5976.29972773,7226.27485864
1317,3505.69111691,4464.72259897,6539.66670495,7226.27485864
1318,3505.69111691,4464.72259897,5828.67015672,7226.27485864
1319,3505.69111691,4464.72259897,5828.67015672,7226.27485864
1320,3505.69111691,4464.72259897,5548.25957612,7226.27485864
1321,4149.44287693,4184.20522634,5548.25957612,7226.27485864
1322,4149.44287693,4184.20522634,5548.25957612,7226.27485864
1323,3852.12397803,4184.20522634,5548.25957612,7226.27485864
1324,3774.39181947,4184.20522634,5548.25957612,7226.27485864
1325,3774.39181947,4578.63709185,5548.25957612,7226.27485864
1326,3774.39181947,4080.84487784,5548.25957612,7226.27485864
1327,3774.39181947,4080.84487784,5548.25957612,7226.27485864
1328,3774.39181947,3884.52015011,5548.25957612,7226.27485864
1329,3774.39181947,3884.52015011,5423.85529646,7226.27485864
1330,3774.39181947,3884.52015011,5423.85529646,7226.27485864
1331,3774.39181947,3884.52015011,5423.85529646,7226.27485864
1332,3774.39181947,3884.52015011,5423.85529646,7226.27485864
1333,3774.39181947,3884.52015011,5423.85529646,6772.24986777
1334,3774.39181947,3884.52015011,5423.85529646,6772.24986777
1335,3774.39181947,3884.52015011,5423.85529646,6772.24986777
1336,3774.39181947,3884.52015011,8109.13455199,6772.24986777
1337,3774.39181947,3797.42059674,8109.13455199,7410.64856108
1338,3866.03858063,3797.42059674,8109.13455199,6604.95833483
1339,4751.87337999,3797.42059674,8109.13455199,6604.95833483
1340,4751.87337999,3797.42059674,8109.13455199,6287.20142773
1341,4751.87337999,3797.42059674,8109.13455199,6287.20142773
1342,4751.87337999,3797.42059674,8109.13455199,6287.20142773
1343,4751.87337999,5262.38265897,8109.13455199,6287.20142773
1344,4751.87337999,4308.21165011,8109.13455199,6287.20142773
1345,4751.87337999,4308.21165011,8109.13455199,6287.20142773
1346,4751.87337999,4308.21165011,8109.13455199,6287.20142773
1347,4751.87337999,4308.21165011,8109.13455199,6287.20142773
1348,4751.87337999,4308.21165011,8109.13455199,6287.20142773
1349,5123.07218608,4308.21165011,8109.13455199,6146.22843359
1350,5123.07218608,4308.21165011,8109.13455199,6146.22843359
1351,6956.09825531,4308.21165011,8109.13455199,6146.22843359
1352,6956.09825531,4308.21165011,8109.13455199,6146.22843359
1353,7359.11029708,4308.21165011,8109.13455199,6146.22843359
1354,7359.11029708,4308.21165011,8109.13455199,6146.22843359
1355,7359.11029708,4308.21165011,7837.10046749,6146.22843359
1356,7359.11029708,4163.68569552,7837.10046749,9189.14510639
1357,7359.11029708,4163.68569552,9614.74868604,9189.14510639
1358,7359.11029708,5108.11259037,9614.74868604,9189.14510639
1359,7359.11029708,5108.11259037,9614.74868604,9189.14510639
1360,7359.11029708,5108.11259037,9614.74868604,9189.14510639
1361,8541.38532125,5108.11259037,9614.74868604,9189.14510639
1362,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1363,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1364,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1365,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1366,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1367,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1368,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1369,6965.31780626,5108.11259037,9614.74868604,9189.14510639
1370,7299.96950459,5108.11259037,9614.74868604,9189.14510639
1371,7131.54775979,5108.11259037,9614.74868604,9189.14510639
1372,5985.34564495,5108.11259037,8867.23969404,9189.14510639
1373,5985.34564495,4710.97687543,8867.23969404,9189.14510639
1374,5985.34564495,4710.97687543,8867.23969404,9189.14510639
1375,5985.34564495,4710.97687543,8867.23969404,8880.88031435
1376,5985.34564495,4710.97687543,8867.23969404,8880.88031435
1377,5985.34564495,4710.97687543,10495.53521957,10895.28361764
1378,5985.34564495,5576.05584384,10495.53521957,10895.28361764
1379,5985.34564495,5576.05584384,9743.50149662,10895.28361764
1380,5985.34564495,5176.51623505,9546.88700354,10895.28361764
1381,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1382,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1383,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1384,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1385,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1386,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1387,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1388,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1389,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1390,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1391,5985.34564495,5072.05911398,9546.88700354,10895.28361764
1392,5985.34564495,5072.05911398,9546.88700354,10048.21805821
1393,5985.34564495,5072.05911398,9546.88700354,10048.21805821
1394,5985.34564495,5072.05911398,9778.69687249,10048.21805821
1395,5985.34564495,5195.21479374,12019.31341093,10048.21805821
1396,5985.34564495,6385.60696352,12019.31341093,10048.21805821
1397,5985.34564495,6385.60696352,12019.31341093,11893.37721351
1398,5985.34564495,6385.60696352,12019.31341093,11893.37721351
1399,5985.34564495,6385.60696352,12019.31341093,11041.18429936
1400,5985.34564495,6385.60696352,12019.31341093,10818.38381487
1401,5985.34564495,6385.60696352,12019.31341093,10818.38381487
1402,5985.34564495,6385.60696352,12019.31341093,10818.38381487
1403,5985.34564495,6385.60696352,12019.31341093,10818.38381487
1404,5985.34564495,6385.60696352,12019.31341093,10818.38381487
1405,5985.34564495,6385.60696352,12958.21780324,10818.38381487
1406,5985.34564495,6884.42700595,12958.21780324,10818.38381487
1407,8477.06742768,6884.42700595,17594.64496673,10818.38381487
1408,8477.06742768,9347.66268080,17594.64496673,10818.38381487
1409,8477.06742768,9347.66268080,18614.01725449,10818.38381487
1410,8477.06742768,9889.23361389,18614.01725449,10818.38381487
1411,8477.06742768,9889.23361389,18614.01725449,10818.38381487
1412,8477.06742768,9889.23361389,18614.01725449,10818.38381487
1413,8477.06742768,9889.23361389,18614.01725449,10818.38381487
1414,8477.06742768,9889.23361389,18614.01725449,11081.06715170
1415,8477.06742768,9889.23361389,18614.01725449,13620.09895190
1416,10714.41284002,9889.23361389,18614.01725449,13620.09895190
1417,9829.79407998,9889.23361389,21604.44501150,13620.09895190
1418,9829.79407998,11477.98462289,17617.96475316,13620.09895190
1419,9829.79407998,9360.05199003,17617.96475316,13620.09895190
1420,9829.79407998,9360.05199003,17617.96475316,13620.09895190
1421,9829.79407998,9360.05199003,17617.96475316,13620.09895190
1422,12269.90254642,9360.05199003,17617.96475316,13620.09895190
1423,10303.88220811,9360.05199003,17617.96475316,13620.09895190
1424,10303.88220811,9360.05199003,17617.96475316,13620.09895190
1425,10303.88220811,9360.05199003,17617.96475316,14684.05080109
1426,10303.88220811,9360.05199003,18464.42746883,14684.05080109
1427,10303.88220811,9809.75972514,18038.42416992,19937.97792579
1428,10303.88220811,9583.43318393,15139.23865950,19937.97792579
1429,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1430,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1431,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1432,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1433,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1434,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1435,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1436,10303.88220811,8043.15725044,15139.23865950,21093.11474213
1437,10303.88220811,8043.15725044,15139.23865950,24481.82094909
1438,10303.88220811,8043.15725044,15139.23865950,19964.40354495
1439,10303.88220811,8043.15725044,15139.23865950,19964.40354495
1440,10303.88220811,8043.15725044,15139.23865950,19964.40354495
1441,10503.32065146,8043.15725044,15139.23865950,19964.40354495
1442,10503.32065146,8043.15725044,15139.23865950,19964.40354495
1443,10503.32065146,8043.15725044,15139.23865950,19964.40354495
1444,10503.32065146,8043.15725044,15139.23865950,19964.40354495
1445,10503.32065146,8043.15725044,15139.23865950,19964.40354495
1446,10503.32065146,8043.15725044,15139.23865950,20923.60192445
1447,10503.32065146,8043.15725044,15139.23865950,20440.86161420
1448,10503.32065146,8043.15725044,15139.23865950,17155.54970146
1449,10503.32065146,8043.15725044,15139.23865950,17155.54970146
1450,11780.96742882,8043.15725044,15139.23865950,17155.54970146
1451,11780.96742882,8043.15725044,15139.23865950,17155.54970146
1452,11780.96742882,8043.15725044,15139.23865950,17155.54970146
1453,10280.83440814,8043.15725044,15139.23865950,17155.54970146
1454,10280.83440814,8043.15725044,15139.23865950,17155.54970146
1455,10280.83440814,8043.15725044,15139.23865950,17155.54970146
1456,10280.83440814,8043.15725044,15139.23865950,17155.54970146
1457,9458.02201668,8043.15725044,15139.23865950,17155.54970146
1458,9458.02201668,8043.15725044,15139.23865950,17155.54970146
1459,8270.67146414,8043.15725044,15139.23865950,17155.54970146
1460,8270.67146414,8043.15725044,15139.23865950,17155.54970146
1461,8270.67146414,8043.15725044,15139.23865950,17155.54970146
1462,8041.34121823,8043.15725044,15139.23865950,17155.54970146
1463,8041.34121823,8043.15725044,15139.23865950,17155.54970146
1464,8041.34121823,11391.55370266,19180.29903135,17155.54970146
1465,7684.95449528,11391.55370266,19180.29903135,17155.54970146
1466,7684.95449528,11391.55370266,19180.29903135,17155.54970146
1467,7684.95449528,11391.55370266,19180.29903135,17155.54970146
1468,7489.43980758,11391.55370266,19180.29903135,17155.54970146
1469,7489.43980758,11391.55370266,19180.29903135,17155.54970146
1470,7489.43980758,11391.55370266,19180.29903135,17155.54970146
1471,7489.43980758,11391.55370266,19180.29903135,17155.54970146
1472,7489.43980758,11391.55370266,24242.53953036,17155.54970146
1473,7489.43980758,14398.11707302,22240.99212128,17155.54970146
1474,7489.43980758,13209.35902699,22240.99212128,17155.54970146
1475,7489.43980758,13209.35902699,22240.99212128,17155.54970146
1476,9151.53433670,13209.35902699,22240.99212128,17155.54970146
1477,8716.27195347,13209.35902699,22240.99212128,17155.54970146
1478,8716.27195347,13209.35902699,22240.99212128,17155.54970146
1479,8716.27195347,13209.35902699,22240.99212128,17155.54970146
1480,8716.27195347,13209.35902699,22240.99212128,17155.54970146
1481,7634.57981276,13209.35902699,27236.41839935,17155.54970146
1482,7634.57981276,16176.24012833,27236.41839935,17155.54970146
1483,7634.57981276,16176.24012833,27236.41839935,17155.54970146
1484,7634.57981276,16176.24012833,27236.41839935,21734.81644104
1485,7634.57981276,16176.24012833,27236.41839935,21734.81644104
1486,7257.99328520,16176.24012833,27236.41839935,21734.81644104
1487,7257.99328520,16176.24012833,27236.41839935,21734.81644104
1488,7257.99328520,16176.24012833,27236.41839935,21734.81644104
1489,7257.99328520,16176.24012833,27236.41839935,21734.81644104
1490,7257.99328520,16176.24012833,27236.41839935,21734.81644104
1491,7257.99328520,16176.24012833,27236.41839935,21734.81644104
1492,7257.99328520,16176.24012833,27236.41839935,27471.26861243
1493,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1494,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1495,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1496,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1497,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1498,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1499,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1500,7257.99328520,16176.24012833,27236.41839935,25203.14623003
1501,7257.99328520,16176.24012833,27236.41839935,30863.88556579
1502,7257.99328520,16176.24012833,27236.41839935,30863.88556579
1503,7257.99328520,16176.24012833,27236.41839935,30863.88556579
1504,7257.99328520,16176.24012833,27236.41839935,30863.88556579
1505,7257.99328520,16176.24012833,27236.41839935,30863.88556579
1506,7257.99328520,16176.24012833,27763.59726051,30863.88556579
1507,7257.99328520,16489.34193650,27763.59726051,30863.88556579
1508,7257.99328520,16489.34193650,27763.59726051,30863.88556579
1509,7257.99328520,16489.34193650,27763.59726051,30863.88556579
1510,6522.38223495,16489.34193650,27763.59726051,30863.88556579
1511,6177.03131353,16489.34193650,27763.59726051,30863.88556579
1512,7382.97122869,16489.34193650,27763.59726051,30863.88556579
1513,7382.97122869,16489.34193650,27763.59726051,30863.88556579
1514,7382.97122869,16489.34193650,27763.59726051,30863.88556579
1515,7231.00875631,16489.34193650,31140.82163983,30863.88556579
1516,15878.00140733,18495.14136747,31140.82163983,30863.88556579
1517,15878.00140733,18495.14136747,31140.82163983,30863.88556579
1518,15878.00140733,18495.14136747,27175.49577714,30863.88556579
1519,15878.00140733,16140.05699472,27175.49577714,30863.88556579
1520,15878.00140733,16140.05699472,27175.49577714,30863.88556579
1521,15878.00140733,16140.05699472,27175.49577714,30863.88556579
1522,15878.00140733,16140.05699472,25000.54248231,30863.88556579
1523,15878.00140733,14848.30981088,25000.54248231,30863.88556579
1524,15878.00140733,14848.30981088,21861.99957367,30863.88556579
1525,15878.00140733,12984.26796078,21861.99957367,30863.88556579
1526,15878.00140733,12984.26796078,21861.99957367,31461.27644902
1527,15878.00140733,12984.26796078,21255.80722763,31461.27644902
1528,15878.00140733,12624.23850281,21255.80722763,31461.27644902
1529,12983.68445892,12624.23850281,21255.80722763,31461.27644902
1530,12983.68445892,12624.23850281,20313.76444197,31461.27644902
1531,12983.68445892,12064.74091805,20313.76444197,31461.27644902
1532,12983.68445892,12064.74091805,20313.76444197,31461.27644902
1533,12983.68445892,12064.74091805,19796.95730757,31461.27644902
1534,12983.68445892,11757.79908070,19796.95730757,31461.27644902
1535,12983.68445892,11757.79908070,19796.95730757,35288.29457031
1536,12983.68445892,11757.79908070,19796.95730757,35288.29457031
1537,12983.68445892,11757.79908070,19796.95730757,35288.29457031
1538,12983.68445892,11757.79908070,19796.95730757,30794.84899818
1539,12983.68445892,11757.79908070,19796.95730757,30794.84899818
1540,12983.68445892,11757.79908070,19796.95730757,30794.84899818
1541,14857.50415918,11757.79908070,24190.39864355,30794.84899818
1542,17654.32373910,14367.14958335,23039.86255009,28330.22576402
1543,13232.09519185,13683.82375646,23039.86255009,28330.22576402
1544,13232.09519185,13683.82375646,23039.86255009,24773.67777171
1545,15203.48477256,13683.82375646,23039.86255009,24773.67777171
1546,13874.00859667,13683.82375646,20180.60822937,24773.67777171
1547,13874.00859667,11985.65684620,20180.60822937,24086.75003677
1548,13874.00859667,11985.65684620,20180.60822937,24086.75003677
1549,21326.58250707,11985.65684620,20180.60822937,24086.75003677
1550,32668.24841343,11985.65684620,20180.60822937,24086.75003677
1551,79173.42925721,11985.65684620,20180.60822937,24086.75003677
1552,79173.42925721,11985.65684620,20180.60822937,22423.98323323
1553,79173.42925721,11985.65684620,20180.60822937,22423.98323323
1554,79173.42925721,11985.65684620,20180.60822937,22423.98323323
1555,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1556,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1557,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1558,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1559,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1560,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1561,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1562,79173.42925721,11985.65684620,20180.60822937,21853.48953918
1563,79173.42925721,11985.65684620,20180.60822937,26703.32695536
1564,79173.42925721,11985.65684620,20180.60822937,25433.27175990
1565,106596.25348718,11985.65684620,20180.60822937,25433.27175990
1566,92362.03281372,11985.65684620,20180.60822937,25433.27175990
1567,92362.03281372,11985.65684620,20180.60822937,25433.27175990
1568,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1569,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1570,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1571,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1572,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1573,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1574,92362.03281372,11985.65684620,20180.60822937,22276.99458978
1575,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1576,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1577,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1578,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1579,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1580,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1581,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1582,83617.91942101,11985.65684620,20180.60822937,22276.99458978
1583,83617.91942101,11985.65684620,18135.26624144,22276.99458978
1584,83617.91942101,10770.88834557,17175.02952406,22276.99458978
1585,83617.91942101,10200.58502990,20528.10523243,22276.99458978
1586,83617.91942101,12192.04209418,20528.10523243,22276.99458978
1587,79403.81880107,12192.04209418,20528.10523243,22276.99458978
1588,63996.30020634,12192.04209418,20105.57864688,22276.99458978
1589,63996.30020634,11941.09531372,44148.25328098,22276.99458978
1590,63996.30020634,26220.50872653,44148.25328098,22276.99458978
1591,63996.30020634,26220.50872653,44148.25328098,22276.99458978
1592,63996.30020634,26220.50872653,44148.25328098,22276.99458978
1593,74337.72499743,26220.50872653,44148.25328098,22276.99458978
1594,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1595,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1596,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1597,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1598,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1599,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1600,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1601,83518.67312180,26220.50872653,44148.25328098,22276.99458978
1602,83518.67312180,26220.50872653,36100.70154974,22276.99458978
1603,83518.67312180,21440.91078744,36100.70154974,22276.99458978
1604,70939.42925810,21440.91078744,36100.70154974,22276.99458978
1605,63263.78301238,21440.91078744,36100.70154974,20019.17996489
1606,63263.78301238,21440.91078744,36100.70154974,18959.19267835
1607,63263.78301238,21440.91078744,36100.70154974,22660.59000817
1608,63263.78301238,21440.91078744,36100.70154974,22660.59000817
1609,63263.78301238,21440.91078744,36100.70154974,22660.59000817
1610,63263.78301238,21440.91078744,36100.70154974,22194.17084214
1611,63263.78301238,21440.91078744,36100.70154974,48734.42803657
1612,63263.78301238,21440.91078744,36100.70154974,48734.42803657
1613,63263.78301238,21440.91078744,36100.70154974,48734.42803657
1614,63263.78301238,21440.91078744,41310.79472254,48734.42803657
1615,63263.78301238,24535.28674460,49087.25827283,48734.42803657
1616,63263.78301238,29153.88012550,36791.39930659,48734.42803657
1617,63263.78301238,21851.12965716,36791.39930659,48734.42803657
1618,63263.78301238,21851.12965716,42272.78227741,48734.42803657
1619,59343.87091432,25106.62991682,38576.21811682,48734.42803657
1620,52846.45594695,22911.16836109,38576.21811682,48734.42803657
1621,52846.45594695,22911.16836109,38576.21811682,48734.42803657
1622,52846.45594695,22911.16836109,38576.21811682,48734.42803657
1623,52846.45594695,22911.16836109,52852.59747780,48734.42803657
1624,63741.55390660,31390.18852153,61682.41021577,39850.88675080
1625,63741.55390660,36634.38653037,94827.68072098,39850.88675080
1626,58313.55949014,56320.00917536,94827.68072098,39850.88675080
1627,58313.55949014,56320.00917536,94827.68072098,39850.88675080
1628,58313.55949014,56320.00917536,94827.68072098,39850.88675080
1629,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1630,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1631,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1632,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1633,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1634,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1635,52309.22388809,56320.00917536,94827.68072098,39850.88675080
1636,52309.22388809,56320.00917536,94827.68072098,45602.21079928
1637,52309.22388809,56320.00917536,94827.68072098,54186.50293103
1638,52309.22388809,56320.00917536,127672.57382394,40613.33503866
1639,52309.22388809,75827.23182235,110623.94847073,40613.33503866
1640,52309.22388809,65701.72069501,110623.94847073,46664.13080247
1641,52309.22388809,65701.72069501,110623.94847073,42583.56301827
1642,52309.22388809,65701.72069501,110623.94847073,42583.56301827
1643,52309.22388809,65701.72069501,110623.94847073,42583.56301827
1644,52309.22388809,65701.72069501,110623.94847073,42583.56301827
1645,52309.22388809,65701.72069501,110623.94847073,58342.99019566
1646,52309.22388809,65701.72069501,110623.94847073,68090.05472201
1647,52309.22388809,65701.72069501,110623.94847073,104678.49662271
1648,44805.65752008,65701.72069501,100150.94002874,104678.49662271
1649,53978.71063300,59481.59670736,100150.94002874,104678.49662271
1650,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1651,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1652,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1653,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1654,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1655,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1656,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1657,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1658,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1659,49051.85491979,59481.59670736,100150.94002874,104678.49662271
1660,49051.85491979,59481.59670736,95103.62312125,140935.35754783
1661,49051.85491979,56483.89674908,76649.71418096,122115.70006080
1662,43627.73442231,45523.76028959,76649.71418096,122115.70006080
1663,43627.73442231,45523.76028959,76649.71418096,122115.70006080
1664,43627.73442231,45523.76028959,76649.71418096,122115.70006080
1665,31896.82552466,45523.76028959,76649.71418096,122115.70006080
1666,31896.82552466,45523.76028959,89035.85606580,122115.70006080
1667,31896.82552466,52880.13154425,100032.07064968,122115.70006080
1668,31896.82552466,59410.99786461,100032.07064968,122115.70006080
1669,31896.82552466,59410.99786461,100032.07064968,122115.70006080
1670,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1671,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1672,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1673,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1674,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1675,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1676,31896.82552466,59410.99786461,100032.07064968,110554.74264321
1677,31896.82552466,59410.99786461,84965.64581486,110554.74264321
1678,31896.82552466,50462.75428757,75772.36293770,110554.74264321
1679,31896.82552466,45002.68427366,75772.36293770,110554.74264321
1680,31896.82552466,45002.68427366,75772.36293770,110554.74264321
1681,31896.82552466,45002.68427366,75772.36293770,110554.74264321
1682,31896.82552466,45002.68427366,75772.36293770,104983.10425833
1683,31896.82552466,45002.68427366,75772.36293770,84612.18059979
1684,31896.82552466,45002.68427366,75772.36293770,84612.18059979
1685,31896.82552466,45002.68427366,75772.36293770,84612.18059979
1686,31896.82552466,45002.68427366,75772.36293770,84612.18059979
1687,31896.82552466,45002.68427366,75772.36293770,84612.18059979
1688,31896.82552466,45002.68427366,75772.36293770,98285.01011121
1689,31896.82552466,45002.68427366,75772.36293770,110423.52496710
1690,31896.82552466,45002.68427366,75772.36293770,110423.52496710
1691,31896.82552466,45002.68427366,75772.36293770,110423.52496710
1692,31896.82552466,45002.68427366,71077.40180772,110423.52496710
1693,31896.82552466,42214.25528428,63295.31130315,110423.52496710
1694,31896.82552466,37592.31994548,63295.31130315,110423.52496710
1695,31896.82552466,37592.31994548,63295.31130315,110423.52496710
1696,31717.76109042,37592.31994548,63295.31130315,110423.52496710
1697,31717.76109042,37592.31994548,63295.31130315,110423.52496710
1698,31717.76109042,37592.31994548,63295.31130315,110423.52496710
1699,31717.76109042,37592.31994548,63295.31130315,93791.98142205
1700,31717.76109042,37592.31994548,69093.00328498,83643.68903218
1701,31717.76109042,41035.68229632,68986.77741189,83643.68903218
1702,31717.76109042,40972.59267838,61883.45929331,83643.68903218
1703,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1704,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1705,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1706,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1707,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1708,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1709,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1710,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1711,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1712,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1713,31717.76109042,36753.79349894,61883.45929331,83643.68903218
1714,31717.76109042,36753.79349894,61883.45929331,78461.00957560
1715,31717.76109042,36753.79349894,61883.45929331,69870.50595465
1716,31717.76109042,36753.79349894,61883.45929331,69870.50595465
1717,31717.76109042,36753.79349894,61883.45929331,69870.50595465
1718,31717.76109042,36753.79349894,61883.45929331,69870.50595465
1719,31717.76109042,36753.79349894,61883.45929331,69870.50595465
1720,31717.76109042,36753.79349894,61883.45929331,79411.61621043
1721,31717.76109042,36753.79349894,53006.50396163,72649.21738306
1722,31717.76109042,31481.59658419,63858.51469158,72649.21738306
1723,31717.76109042,37926.81742304,58029.88921579,72649.21738306
1724,31717.76109042,34465.08306678,58029.88921579,65168.79111157
1725,31717.76109042,34465.08306678,58029.88921579,65168.79111157
1726,31717.76109042,34465.08306678,58029.88921579,65168.79111157
1727,31717.76109042,34465.08306678,58029.88921579,65168.79111157
1728,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1729,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1730,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1731,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1732,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1733,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1734,30321.87147199,34465.08306678,58029.88921579,65168.79111157
1735,30321.87147199,34465.08306678,51612.98383930,65168.79111157
1736,30321.87147199,30653.95780321,51612.98383930,65168.79111157
1737,30321.87147199,30653.95780321,51612.98383930,65168.79111157
1738,30321.87147199,30653.95780321,37734.94915856,65168.79111157
1739,30321.87147199,22411.52231799,37734.94915856,65168.79111157
1740,30321.87147199,22411.52231799,37734.94915856,65168.79111157
1741,30321.87147199,22411.52231799,37734.94915856,65168.79111157
1742,30321.87147199,22411.52231799,37734.94915856,65168.79111157
1743,30321.87147199,22411.52231799,37734.94915856,55820.56697666
1744,30321.87147199,22411.52231799,37734.94915856,67248.70025294
1745,30321.87147199,22411.52231799,37734.94915856,61110.63879941
1746,30321.87147199,22411.52231799,37734.94915856,61110.63879941
1747,30321.87147199,22411.52231799,37734.94915856,61110.63879941
1748,30321.87147199,22411.52231799,37734.94915856,61110.63879941
