step,cap_3,cap_1,cap_2,cap_4
217,124.450459,6.108327,46.407444,20.759836
218,124.450459,6.108327,46.407444,20.759836
219,124.450459,6.108327,46.407444,20.759836
220,124.450459,6.108327,46.407444,20.759836
221,121.284286,6.108327,46.407444,20.759836
222,121.284286,17.574657,46.407444,20.759836
223,121.284286,17.574657,46.407444,20.759836
224,137.218219,17.574657,46.407444,20.759836
225,142.485002,17.574657,46.407444,20.759836
226,142.485002,17.574657,46.407444,20.759836
227,142.485002,17.574657,52.052546,20.759836
228,142.485002,17.574657,52.052546,20.759836
229,142.485002,20.452407,52.052546,20.759836
230,142.485002,20.452407,52.052546,20.759836
231,142.485002,20.452407,52.052546,20.759836
232,142.485002,20.452407,52.052546,20.759836
233,142.485002,20.452407,52.052546,20.759836
234,142.485002,20.452407,52.052546,20.759836
235,142.485002,20.452407,52.052546,20.759836
236,153.165785,20.452407,54.704646,20.759836
237,153.165785,20.452407,51.670844,32.908185
238,153.165785,20.452407,51.670844,31.373072
239,153.165785,20.452407,51.670844,31.373072
240,153.165785,20.452407,51.670844,31.373072
241,153.165785,20.452407,51.670844,34.697115
242,153.165785,20.452407,51.670844,34.697115
243,153.165785,20.452407,51.670844,27.707483
244,153.165785,20.452407,51.670844,27.707483
245,153.165785,20.452407,51.670844,27.707483
246,153.165785,20.452407,51.670844,27.707483
247,153.165785,20.452407,51.670844,27.707483
248,153.165785,20.452407,51.670844,27.707483
249,153.165785,20.452407,51.670844,27.707483
250,153.165785,20.452407,51.670844,27.707483
251,153.165785,20.452407,51.670844,27.707483
252,153.165785,20.452407,51.670844,27.707483
253,153.165785,20.452407,64.582143,27.707483
254,153.165785,20.452407,64.582143,27.707483
255,153.165785,20.452407,64.582143,27.707483
256,153.165785,20.452407,64.582143,27.707483
257,153.165785,21.454685,64.582143,27.707483
258,153.165785,21.454685,64.582143,27.707483
259,153.165785,21.454685,64.582143,25.149490
260,153.165785,21.454685,62.939094,25.149490
261,153.165785,21.454685,62.939094,25.149490
262,153.165785,21.454685,62.939094,25.149490
263,242.796134,21.454685,62.939094,25.149490
264,231.470089,21.454685,62.939094,25.149490
265,231.470089,20.982012,62.939094,25.149490
266,231.470089,20.982012,62.939094,25.149490
267,255.994832,20.982012,62.939094,25.149490
268,255.994832,20.982012,76.906857,23.173459
269,255.994832,20.982012,73.249038,23.173459
270,255.994832,20.982012,73.249038,27.535698
271,255.994832,20.982012,73.249038,35.212344
272,255.994832,20.982012,73.249038,40.458470
273,255.994832,20.982012,73.249038,82.008895
274,255.994832,20.982012,73.249038,82.008895
275,255.994832,20.982012,78.739841,82.008895
276,255.994832,20.982012,78.739841,82.008895
277,255.994832,20.982012,78.739841,82.008895
278,306.239135,20.982012,78.739841,85.199045
279,306.239135,20.982012,78.739841,120.030136
280,306.239135,20.982012,78.739841,143.324057
281,306.239135,20.982012,78.739841,143.324057
282,306.239135,20.982012,78.739841,143.324057
283,306.239135,20.982012,78.739841,143.324057
284,306.239135,20.982012,78.739841,143.324057
285,306.239135,20.982012,78.739841,143.324057
286,306.239135,20.982012,78.739841,143.324057
287,306.239135,20.982012,78.739841,143.324057
288,306.239135,20.982012,78.739841,143.324057
289,306.239135,20.982012,78.739841,168.671466
290,306.239135,20.982012,78.739841,170.228572
291,306.239135,20.982012,78.739841,140.988155
292,306.239135,17.657884,78.739841,140.988155
293,306.239135,18.097105,78.739841,140.988155
294,306.239135,18.097105,78.739841,140.988155
295,306.239135,18.097105,78.739841,140.988155
296,306.239135,18.097105,78.739841,140.988155
297,306.239135,18.097105,78.739841,140.988155
298,306.239135,18.097105,78.739841,140.988155
299,306.239135,22.113306,78.739841,140.988155
300,306.239135,21.061560,78.739841,140.988155
301,306.239135,21.061560,78.739841,140.988155
302,306.239135,21.061560,78.739841,140.988155
303,306.239135,21.061560,78.739841,140.988155
304,306.239135,21.061560,78.739841,140.988155
305,306.239135,21.061560,78.739841,140.988155
306,306.239135,21.061560,78.739841,140.988155
307,306.239135,21.061560,78.739841,140.988155
308,350.435906,21.061560,78.739841,174.267821
309,416.402975,21.061560,78.739841,190.502059
310,532.491484,20.006953,78.739841,264.170770
311,611.824965,20.006953,78.739841,256.033138
312,611.824965,20.006953,78.739841,256.033138
313,611.824965,20.006953,78.739841,256.033138
314,611.824965,20.006953,78.739841,256.033138
315,611.824965,20.006953,78.739841,256.033138
316,595.644548,20.006953,75.066755,256.033138
317,618.815146,20.006953,75.066755,256.033138
318,871.799283,20.006953,75.066755,256.033138
319,1040.986997,20.006953,83.020236,444.807988
320,1040.986997,20.006953,83.020236,444.807988
321,1040.986997,20.006953,83.020236,444.807988
322,1040.986997,20.006953,83.020236,466.991507
323,1040.986997,20.006953,83.020236,466.991507
324,1040.986997,20.006953,83.020236,466.991507
325,1040.986997,20.006953,83.020236,466.991507
326,1040.986997,20.006953,83.020236,466.991507
327,1040.986997,20.006953,83.020236,466.991507
328,1225.089534,20.006953,83.020236,466.991507
329,1236.399062,20.006953,83.020236,466.991507
330,1236.399062,20.006953,83.020236,466.991507
331,1236.399062,20.006953,83.020236,466.991507
332,1236.399062,20.006953,83.732081,466.991507
333,1236.399062,20.006953,83.732081,466.991507
334,1139.965574,20.006953,83.732081,466.991507
335,1139.965574,20.006953,83.732081,466.991507
336,1139.965574,20.006953,83.732081,466.991507
337,1139.965574,20.006953,83.732081,466.991507
338,1139.965574,20.006953,83.732081,466.991507
339,1139.965574,20.006953,83.732081,466.991507
340,1139.965574,20.006953,83.732081,466.991507
341,1139.965574,20.006953,83.732081,466.991507
342,1139.965574,20.006953,83.732081,466.991507
343,1139.965574,20.006953,83.732081,588.309710
344,1139.965574,20.006953,83.732081,559.812943
345,1139.965574,20.006953,83.732081,559.812943
346,1139.965574,20.006953,83.732081,585.468672
347,1409.049696,20.006953,83.732081,525.190209
348,1540.312301,20.006953,83.732081,525.190209
349,2135.963712,20.006953,83.732081,525.190209
350,2070.166555,23.525264,83.732081,525.190209
351,2070.166555,23.525264,83.732081,525.190209
352,2070.166555,23.525264,83.732081,525.190209
353,2070.166555,23.525264,83.732081,525.190209
354,2070.166555,23.525264,83.732081,525.190209
355,2070.166555,23.525264,83.732081,525.190209
356,2070.166555,23.041047,83.732081,359.215057
357,2070.166555,23.041047,83.732081,359.215057
358,2070.166555,23.041047,83.732081,411.403216
359,2070.166555,23.041047,83.732081,411.403216
360,2070.166555,23.041047,95.816387,444.303802
361,1386.257677,23.041047,113.853141,444.303802
362,1184.859752,23.041047,145.594128,472.780502
363,1184.859752,23.041047,167.285534,472.780502
364,1184.859752,20.191792,167.285534,472.780502
365,1184.859752,20.191792,167.285534,472.780502
366,1184.859752,20.191792,167.285534,472.780502
367,1184.859752,20.191792,167.285534,472.780502
368,1184.859752,20.191792,162.861475,472.780502
369,1184.859752,20.191792,169.196794,472.780502
370,1184.859752,20.191792,238.367862,472.780502
371,1184.859752,20.191792,238.367862,472.780502
372,1184.859752,20.191792,238.367862,472.780502
373,1184.859752,20.191792,238.367862,472.780502
374,1184.859752,20.191792,238.367862,472.780502
375,1184.859752,20.191792,203.281182,472.780502
376,1184.859752,20.191792,203.281182,472.780502
377,1184.859752,20.191792,203.281182,472.780502
378,1184.859752,20.191792,203.281182,472.780502
379,1184.859752,20.191792,203.281182,472.780502
380,1184.859752,20.191792,239.232238,472.780502
381,1184.859752,20.191792,241.440732,472.780502
382,1492.670610,20.191792,241.440732,472.780502
383,1492.670610,20.191792,241.440732,472.780502
384,1529.263360,20.191792,241.440732,472.780502
385,1599.348140,20.191792,241.440732,472.780502
386,1434.683056,20.191792,241.440732,472.780502
387,1434.683056,20.191792,241.440732,472.780502
388,1434.683056,20.191792,241.440732,472.780502
389,1434.683056,20.191792,147.255545,472.780502
390,1434.683056,20.191792,147.255545,472.780502
391,1434.683056,23.105894,147.255545,477.569468
392,1434.683056,27.455415,147.255545,477.569468
393,1434.683056,27.455415,147.255545,477.569468
394,1434.683056,27.455415,147.255545,477.569468
395,981.282108,27.455415,147.255545,477.569468
396,981.282108,31.545872,147.255545,477.569468
397,1123.846587,31.545872,147.255545,554.038114
398,1123.846587,31.545872,147.255545,417.814221
399,1213.722429,31.545872,182.014602,359.977381
400,1213.722429,31.545872,198.970506,359.977381
401,1291.513369,30.711605,275.914033,359.977381
402,1291.513369,30.711605,275.914033,359.977381
403,1291.513369,30.711605,275.914033,359.977381
404,1291.513369,39.419583,275.914033,359.977381
405,1291.513369,46.485215,275.914033,359.977381
406,1291.513369,46.485215,275.914033,359.977381
407,1291.513369,46.485215,275.914033,359.977381
408,1291.513369,46.485215,275.914033,359.977381
409,1291.513369,46.485215,275.914033,359.977381
410,1291.513369,46.485215,275.914033,359.977381
411,1291.513369,46.485215,275.914033,359.977381
412,1291.513369,46.485215,275.914033,359.977381
413,1291.513369,46.485215,275.914033,359.977381
414,1291.513369,46.485215,275.914033,359.977381
415,1291.513369,46.485215,275.914033,359.977381
416,1291.513369,46.485215,275.914033,359.977381
417,1291.513369,46.485215,275.914033,359.977381
418,1291.513369,46.485215,275.914033,359.977381
419,1291.513369,46.485215,275.914033,359.977381
420,1291.513369,46.485215,275.914033,359.977381
421,1291.513369,46.485215,275.914033,359.977381
422,1291.513369,46.485215,275.914033,359.977381
423,1291.513369,46.485215,275.914033,359.977381
424,1291.513369,46.485215,275.914033,353.150181
425,1291.513369,46.485215,275.914033,353.150181
426,1291.513369,46.485215,275.914033,308.870599
427,1291.513369,46.485215,275.914033,308.870599
428,1291.513369,46.485215,275.914033,308.870599
429,1291.513369,62.586019,275.914033,308.870599
430,1291.513369,54.154146,275.914033,321.067692
431,1291.513369,54.154146,275.914033,321.067692
432,1291.513369,54.154146,275.914033,321.067692
433,1291.513369,54.154146,275.914033,327.507937
434,1291.513369,54.154146,236.307687,323.424161
435,1291.513369,54.154146,236.307687,323.424161
436,1291.513369,54.154146,236.307687,323.424161
437,1291.513369,49.027256,236.307687,323.424161
438,1291.513369,49.027256,236.307687,323.424161
439,1291.513369,49.027256,236.307687,323.424161
440,1291.513369,49.027256,236.307687,323.424161
441,1291.513369,49.027256,236.307687,323.424161
442,1291.513369,49.027256,236.307687,323.424161
443,1291.513369,49.027256,236.307687,323.424161
444,1291.513369,49.027256,236.307687,323.424161
445,1291.513369,49.027256,236.307687,323.424161
446,1291.513369,49.027256,236.307687,323.424161
447,1291.513369,49.027256,236.307687,323.424161
448,1291.513369,49.027256,236.307687,323.424161
449,1498.311093,46.556425,236.307687,323.424161
450,1498.311093,46.556425,236.307687,323.424161
451,1498.311093,46.556425,236.307687,322.146782
452,1498.311093,46.556425,236.307687,322.146782
453,1498.311093,46.556425,236.307687,322.146782
454,1498.311093,46.556425,236.307687,322.146782
455,1498.311093,46.556425,236.307687,322.146782
456,1498.311093,46.556425,236.307687,322.146782
457,1498.311093,46.556425,236.307687,322.146782
458,1498.311093,46.556425,236.307687,345.956915
459,1498.311093,46.556425,236.307687,345.956915
460,1498.311093,46.556425,297.697292,345.956915
461,1416.937996,46.556425,297.697292,345.956915
462,1416.937996,46.556425,304.995327,366.072955
463,1416.937996,46.556425,318.972991,366.072955
464,1416.937996,46.556425,286.132290,333.335376
465,1416.937996,46.556425,286.132290,333.335376
466,1416.937996,44.585585,286.132290,333.335376
467,1416.937996,44.585585,286.132290,333.335376
468,1416.937996,44.585585,286.132290,333.335376
469,1416.937996,44.585585,286.132290,333.335376
470,1416.937996,44.585585,286.132290,333.335376
471,1416.937996,44.585585,286.132290,333.335376
472,1416.937996,44.585585,286.132290,333.335376
473,1416.937996,44.585585,286.132290,333.335376
474,1416.937996,44.585585,286.132290,333.335376
475,1416.937996,44.585585,286.132290,333.335376
476,1416.937996,44.585585,286.132290,333.335376
477,1416.937996,44.585585,286.132290,333.335376
478,1416.937996,44.585585,286.132290,333.335376
479,1416.937996,44.585585,357.648825,333.335376
480,1416.937996,44.585585,353.553589,333.335376
481,1416.937996,44.585585,353.553589,333.335376
482,1416.937996,44.585585,351.542368,333.335376
483,1416.937996,44.585585,351.542368,257.332280
484,1416.937996,44.585585,351.542368,257.332280
485,1416.937996,44.585585,351.542368,257.332280
486,1416.937996,44.585585,351.542368,257.332280
487,1416.937996,44.585585,351.542368,257.332280
488,1416.937996,44.585585,351.542368,257.332280
489,1390.064863,44.585585,351.542368,257.332280
490,1390.064863,44.585585,351.542368,257.332280
491,1215.772186,44.585585,351.542368,257.332280
492,1215.772186,44.585585,351.542368,257.332280
493,1215.772186,38.185504,351.542368,257.332280
494,1215.772186,38.185504,351.542368,479.959776
495,1263.782215,38.185504,351.542368,508.029205
496,1263.782215,38.185504,351.542368,564.600751
497,1263.782215,38.185504,351.542368,564.600751
498,1263.782215,38.185504,351.542368,564.600751
499,1263.782215,38.185504,351.542368,564.600751
500,1609.478363,38.185504,351.542368,564.600751
501,1609.478363,38.185504,351.542368,564.600751
502,1438.592530,38.185504,351.542368,564.600751
503,1438.592530,38.185504,351.542368,564.600751
504,1438.592530,38.185504,351.542368,564.600751
505,1438.592530,38.185504,351.542368,564.600751
506,1438.592530,38.185504,351.542368,564.600751
507,1438.592530,38.185504,351.542368,564.600751
508,1438.592530,38.185504,351.542368,564.600751
509,1438.592530,38.185504,351.542368,564.600751
510,1438.592530,38.185504,351.542368,564.600751
511,1438.592530,38.185504,351.542368,564.600751
512,1438.592530,38.185504,351.542368,564.600751
513,1438.592530,38.185504,351.542368,564.600751
514,1438.592530,38.185504,351.542368,564.600751
515,1438.592530,38.185504,351.542368,551.941150
516,1438.592530,38.185504,351.542368,551.941150
517,1438.592530,38.185504,351.542368,722.891092
518,1438.592530,38.185504,351.542368,722.891092
519,1438.592530,48.105591,351.542368,722.891092
520,1438.592530,48.105591,351.542368,722.891092
521,1438.592530,49.284898,351.542368,722.891092
522,1438.592530,51.543581,351.542368,493.880609
523,1438.592530,46.236776,351.542368,493.880609
524,1438.592530,46.236776,351.542368,493.880609
525,1438.592530,46.236776,351.542368,493.880609
526,1438.592530,46.236776,351.542368,493.880609
527,1438.592530,46.236776,351.542368,493.880609
528,1438.592530,46.236776,351.542368,477.312582
529,1400.279255,46.236776,351.542368,477.312582
530,1400.279255,46.236776,351.542368,477.312582
531,1400.279255,46.236776,351.542368,477.312582
532,1778.096978,46.236776,351.542368,477.312582
533,1778.096978,46.236776,351.542368,477.312582
534,1778.096978,46.236776,351.542368,477.312582
535,1778.096978,46.236776,351.542368,477.312582
536,1778.096978,46.236776,351.542368,477.312582
537,1778.096978,46.236776,351.542368,477.312582
538,1778.096978,57.793298,351.542368,477.312582
539,1890.281884,57.131539,351.542368,477.312582
540,1890.281884,57.131539,351.542368,477.312582
541,1890.281884,57.131539,351.542368,477.312582
542,1890.281884,57.131539,351.542368,477.312582
543,1890.281884,57.131539,351.542368,565.354428
544,1890.281884,57.131539,351.542368,450.490400
545,1890.281884,57.131539,351.542368,450.490400
546,1890.281884,57.131539,351.542368,450.490400
547,1890.281884,49.598298,351.542368,450.490400
548,1890.281884,49.598298,351.542368,450.490400
549,1890.281884,49.598298,351.542368,450.490400
550,1890.281884,49.598298,351.542368,411.168186
551,1890.281884,49.598298,351.542368,696.726619
552,1890.281884,49.598298,351.542368,696.726619
553,1890.281884,49.598298,351.542368,653.940915
554,1890.281884,49.598298,351.542368,653.940915
555,1890.281884,49.598298,351.542368,653.940915
556,1890.281884,49.598298,351.542368,653.940915
557,1890.281884,49.598298,351.542368,653.940915
558,1890.281884,49.598298,351.542368,653.940915
559,1890.281884,49.598298,351.542368,653.940915
560,1890.281884,49.598298,351.542368,653.940915
561,1459.282696,49.598298,351.542368,669.819385
562,1459.282696,49.598298,351.542368,823.296726
563,1459.282696,49.598298,351.542368,823.296726
564,1459.282696,49.598298,351.542368,823.296726
565,1459.282696,49.598298,332.450143,823.296726
566,1459.282696,49.598298,332.450143,823.296726
567,1459.282696,49.598298,332.450143,823.296726
568,1459.282696,49.598298,332.450143,823.296726
569,1459.282696,49.598298,332.450143,1028.748206
570,1459.282696,49.598298,332.450143,925.902975
571,1459.282696,49.598298,332.450143,925.902975
572,1459.282696,49.598298,332.450143,925.902975
573,1402.744857,49.598298,332.450143,925.902975
574,1402.744857,49.598298,332.450143,925.902975
575,1402.744857,49.598298,332.450143,925.902975
576,1402.744857,49.598298,332.450143,925.902975
577,1363.568264,49.598298,332.450143,925.902975
578,1076.266569,49.598298,332.450143,925.902975
579,1076.266569,49.598298,332.450143,925.902975
580,1076.266569,49.598298,332.450143,848.428305
581,1076.266569,49.598298,332.450143,848.428305
582,1076.266569,49.598298,332.450143,848.428305
583,1076.266569,49.598298,332.450143,848.428305
584,1076.266569,49.598298,332.450143,848.428305
585,1076.266569,49.598298,332.450143,848.428305
586,1076.266569,49.598298,332.450143,848.428305
587,1076.266569,49.598298,332.450143,1194.392532
588,1076.266569,49.598298,332.450143,1194.392532
589,1076.266569,49.598298,332.450143,1194.392532
590,1076.266569,49.598298,332.450143,1194.392532
591,1076.266569,49.598298,332.450143,1194.392532
592,1076.266569,49.598298,332.450143,1194.392532
593,1052.134286,49.598298,332.450143,1194.392532
594,1052.134286,49.598298,332.450143,1194.392532
595,1378.006520,49.598298,332.450143,1194.392532
596,1378.006520,49.598298,394.006775,1194.392532
597,1378.006520,49.598298,394.006775,1194.392532
598,1378.006520,49.598298,344.604407,1194.392532
599,1378.006520,49.598298,344.604407,1194.392532
600,941.456751,49.598298,344.604407,1194.392532
601,941.456751,49.598298,344.604407,1194.392532
602,941.456751,49.598298,344.604407,1194.392532
603,941.456751,49.598298,344.604407,1194.392532
604,941.456751,49.598298,344.604407,1194.392532
605,941.456751,49.598298,344.604407,1194.392532
606,941.456751,49.598298,344.604407,1194.392532
607,941.456751,49.598298,344.604407,1194.392532
608,941.456751,49.598298,344.604407,1194.392532
609,941.456751,49.598298,344.604407,1194.392532
610,941.456751,49.598298,344.604407,1194.392532
611,941.456751,49.598298,344.604407,1194.392532
612,941.456751,49.598298,344.604407,1198.048794
613,941.456751,49.598298,344.604407,1119.867589
614,941.456751,49.598298,344.604407,1119.867589
615,941.456751,49.598298,344.604407,1119.867589
616,941.456751,49.598298,344.604407,1119.867589
617,941.456751,49.598298,344.604407,1119.867589
618,941.456751,49.598298,344.604407,1119.867589
619,941.456751,49.598298,344.604407,1119.867589
