step,cap_3,cap_1,cap_2,cap_4
1222,39618.843799,150.201670,7652.490036,173503.349296
1223,39618.843799,150.201670,7652.490036,173503.349296
1224,39618.843799,150.201670,7652.490036,173503.349296
1225,39618.843799,150.201670,9640.505509,173503.349296
1226,39618.843799,150.201670,9640.505509,173503.349296
1227,40067.866479,150.201670,9876.842050,173503.349296
1228,40067.866479,150.201670,10329.488941,173503.349296
1229,40067.866479,150.201670,9265.989305,173503.349296
1230,40067.866479,150.201670,9265.989305,173503.349296
1231,40067.866479,150.201670,9265.989305,173503.349296
1232,40067.866479,150.201670,9265.989305,173503.349296
1233,40067.866479,150.201670,9265.989305,173503.349296
1234,40067.866479,150.201670,9265.989305,143569.633906
1235,40067.866479,150.201670,9265.989305,143569.633906
1236,40067.866479,150.201670,9265.989305,143569.633906
1237,40067.866479,150.201670,9265.989305,143569.633906
1238,40067.866479,150.201670,9265.989305,143569.633906
1239,40067.866479,150.201670,9265.989305,143569.633906
1240,45371.788475,150.201670,9265.989305,143569.633906
1241,45371.788475,150.201670,9265.989305,143569.633906
1242,45371.788475,150.201670,9265.989305,164289.762251
1243,45371.788475,150.201670,9265.989305,195216.142544
1244,48083.329106,150.201670,11581.951096,249640.228015
1245,48083.329106,171.878942,11449.332651,286832.988292
1246,48083.329106,204.233931,11449.332651,261750.737078
1247,48083.329106,204.233931,11384.202097,261750.737078
1248,48083.329106,204.233931,11384.202097,261750.737078
1249,43883.383393,204.233931,11384.202097,261750.737078
1250,43883.383393,234.661814,11384.202097,358620.077905
1251,43883.383393,234.661814,11384.202097,667920.800173
1252,43883.383393,234.661814,11384.202097,1026830.504258
1253,43883.383393,234.661814,11384.202097,1236132.821891
1254,43883.383393,234.661814,11384.202097,1236132.821891
1255,43883.383393,228.455911,11384.202097,1530238.632148
1256,43883.383393,228.455911,11384.202097,1153880.728642
1257,51941.710369,228.455911,11384.202097,1153880.728642
1258,51941.710369,293.232372,11384.202097,1153880.728642
1259,48072.863789,345.791832,11384.202097,1153880.728642
1260,46716.442091,345.791832,11384.202097,1044640.344627
1261,46716.442091,345.791832,11384.202097,1044640.344627
1262,46716.442091,345.791832,11384.202097,1044640.344627
1263,46716.442091,345.791832,11384.202097,1044640.344627
1264,46716.442091,345.791832,11384.202097,1044640.344627
1265,46716.442091,345.791832,11384.202097,1044640.344627
1266,46716.442091,345.791832,11384.202097,1044640.344627
1267,46716.442091,345.791832,11384.202097,1044640.344627
1268,46716.442091,345.791832,11384.202097,1291223.344092
1269,46716.442091,345.791832,11384.202097,1411509.619246
1270,46716.442091,345.791832,11384.202097,1957351.975813
1271,47850.773346,345.791832,11384.202097,1957351.975813
1272,58814.937133,345.791832,11384.202097,854612.781188
1273,58814.937133,345.791832,11384.202097,854612.781188
1274,58814.937133,345.791832,11384.202097,854612.781188
1275,58814.937133,345.791832,11384.202097,854612.781188
1276,58814.937133,345.791832,11384.202097,854612.781188
1277,58814.937133,345.791832,11384.202097,854612.781188
1278,58814.937133,345.791832,11384.202097,854612.781188
1279,58814.937133,345.791832,11384.202097,854612.781188
1280,58814.937133,345.791832,11384.202097,854612.781188
1281,58814.937133,345.791832,11384.202097,854612.781188
1282,63409.342897,345.791832,11384.202097,854612.781188
1283,63409.342897,465.561668,11384.202097,854612.781188
1284,86097.092423,402.839087,11384.202097,854612.781188
1285,86097.092423,402.839087,11384.202097,854612.781188
1286,86097.092423,402.839087,11384.202097,721855.469165
1287,86097.092423,402.839087,11384.202097,721855.469165
1288,86097.092423,402.839087,11384.202097,721855.469165
1289,86097.092423,402.839087,11384.202097,721855.469165
1290,78892.942504,402.839087,11384.202097,721855.469165
1291,78892.942504,364.701440,11384.202097,721855.469165
1292,78892.942504,364.701440,11384.202097,721855.469165
1293,78892.942504,364.701440,11384.202097,721855.469165
1294,91567.457729,364.701440,11384.202097,721855.469165
1295,76177.482231,364.701440,11384.202097,721855.469165
1296,76177.482231,364.701440,11384.202097,721855.469165
1297,76177.482231,364.701440,11384.202097,721855.469165
1298,76177.482231,364.701440,11384.202097,721855.469165
1299,76177.482231,364.701440,11384.202097,721855.469165
1300,76177.482231,364.701440,11384.202097,721855.469165
1301,76177.482231,364.701440,11384.202097,721855.469165
1302,76177.482231,364.701440,11384.202097,721855.469165
1303,75242.435765,346.321545,11384.202097,721855.469165
1304,75242.435765,346.321545,11384.202097,721855.469165
1305,75242.435765,346.321545,11384.202097,721855.469165
1306,75242.435765,346.321545,11384.202097,721855.469165
1307,70332.331612,346.321545,11384.202097,721855.469165
1308,70332.331612,346.321545,11384.202097,721855.469165
1309,70332.331612,346.321545,11384.202097,677128.299023
1310,70332.331612,346.321545,11384.202097,591285.320591
1311,70332.331612,346.321545,11384.202097,630514.845538
1312,70332.331612,346.321545,11384.202097,630514.845538
1313,70332.331612,346.321545,11384.202097,629545.471119
1314,70332.331612,346.321545,11384.202097,601072.906096
1315,70332.331612,346.321545,11384.202097,601072.906096
1316,70332.331612,346.321545,11384.202097,601072.906096
1317,70332.331612,346.321545,11384.202097,601072.906096
1318,70332.331612,346.321545,11384.202097,601072.906096
1319,70332.331612,346.321545,11384.202097,601072.906096
1320,70332.331612,331.660960,11384.202097,601072.906096
1321,70332.331612,331.660960,11384.202097,601072.906096
1322,70332.331612,331.660960,11384.202097,601072.906096
1323,70332.331612,331.660960,11384.202097,601072.906096
1324,70332.331612,331.660960,11384.202097,601072.906096
1325,70332.331612,331.660960,11384.202097,601072.906096
1326,70332.331612,331.660960,11384.202097,601072.906096
1327,70332.331612,331.660960,11384.202097,467145.083241
1328,70332.331612,331.660960,11384.202097,535013.736773
1329,70332.331612,331.660960,11384.202097,535013.736773
1330,70332.331612,331.660960,10765.927438,577799.656675
1331,70332.331612,331.660960,10765.927438,577799.656675
1332,70332.331612,331.660960,10765.927438,577799.656675
1333,70332.331612,331.660960,10765.927438,557866.830091
1334,70332.331612,331.660960,10765.927438,557866.830091
1335,70332.331612,331.660960,10765.927438,557866.830091
1336,64550.368785,331.660960,10765.927438,557866.830091
1337,66733.670293,331.660960,10765.927438,557866.830091
1338,82278.003569,331.660960,10765.927438,557866.830091
1339,76057.291861,331.660960,10765.927438,557866.830091
1340,76057.291861,331.660960,10765.927438,557866.830091
1341,76057.291861,331.660960,10765.927438,557866.830091
1342,76057.291861,331.660960,10765.927438,557866.830091
1343,73750.735331,331.660960,10765.927438,557866.830091
1344,73750.735331,331.660960,10765.927438,557866.830091
1345,73750.735331,331.660960,10765.927438,557866.830091
1346,73750.735331,331.660960,10765.927438,557866.830091
1347,73750.735331,284.052367,10765.927438,557866.830091
1348,73750.735331,284.052367,10765.927438,557866.830091
1349,73750.735331,284.052367,10765.927438,557866.830091
1350,73750.735331,284.052367,10765.927438,557866.830091
1351,73750.735331,284.052367,10765.927438,557866.830091
1352,73750.735331,284.052367,10765.927438,557866.830091
1353,73750.735331,284.052367,10765.927438,557866.830091
1354,73750.735331,284.052367,10765.927438,557866.830091
1355,73750.735331,284.052367,10765.927438,557866.830091
1356,73750.735331,284.052367,10765.927438,557866.830091
1357,73750.735331,284.052367,10765.927438,557866.830091
1358,73750.735331,284.052367,10765.927438,557866.830091
1359,73750.735331,284.052367,10765.927438,557866.830091
1360,73750.735331,284.052367,10765.927438,557866.830091
1361,73750.735331,284.052367,12759.351846,563517.665690
1362,73750.735331,284.052367,12759.351846,563517.665690
1363,73750.735331,284.052367,11159.526076,563517.665690
1364,73750.735331,284.052367,11159.526076,563517.665690
1365,73750.735331,284.052367,11159.526076,563517.665690
1366,73750.735331,284.052367,11159.526076,563517.665690
1367,73750.735331,284.052367,11159.526076,563517.665690
1368,73750.735331,284.052367,11159.526076,563517.665690
1369,73750.735331,284.052367,11159.526076,563517.665690
1370,73750.735331,284.052367,11159.526076,563517.665690
1371,73750.735331,284.052367,11159.526076,563517.665690
1372,73750.735331,284.052367,11159.526076,563517.665690
1373,73750.735331,357.845407,11159.526076,563517.665690
1374,73750.735331,357.845407,11159.526076,563517.665690
1375,73750.735331,366.617971,11159.526076,563517.665690
1376,73750.735331,383.419746,11159.526076,563517.665690
1377,73750.735331,343.943760,11159.526076,563517.665690
1378,73750.735331,343.943760,11159.526076,563517.665690
1379,73750.735331,343.943760,11159.526076,563517.665690
1380,73750.735331,343.943760,11159.526076,563517.665690
1381,73750.735331,343.943760,11159.526076,563517.665690
1382,73750.735331,343.943760,11159.526076,563517.665690
1383,94872.963364,343.943760,11159.526076,563517.665690
1384,95132.933806,343.943760,11159.526076,563517.665690
1385,133723.262081,343.943760,11159.526076,563517.665690
1386,133723.262081,343.943760,11159.526076,563517.665690
1387,116935.778521,343.943760,11159.526076,563517.665690
1388,116935.778521,343.943760,11159.526076,563517.665690
1389,116935.778521,343.943760,11159.526076,563517.665690
1390,116935.778521,343.943760,11159.526076,563517.665690
1391,116935.778521,343.943760,11159.526076,563517.665690
1392,116935.778521,429.909822,11159.526076,532913.088409
1393,116935.778521,424.987165,11159.526076,532913.088409
1394,116935.778521,424.987165,11159.526076,532913.088409
1395,116935.778521,424.987165,11159.526076,532913.088409
1396,116935.778521,424.987165,11159.526076,532913.088409
1397,116935.778521,424.987165,11159.526076,532913.088409
1398,116935.778521,424.987165,11159.526076,532913.088409
1399,116935.778521,424.987165,11159.526076,532913.088409
1400,116935.778521,424.987165,9974.667084,532913.088409
1401,116935.778521,368.949276,9974.667084,532913.088409
1402,116935.778521,368.949276,9974.667084,532913.088409
1403,116935.778521,368.949276,9974.667084,532913.088409
1404,116935.778521,368.949276,9974.667084,532913.088409
1405,116935.778521,368.949276,9974.667084,532913.088409
1406,116935.778521,368.949276,9974.667084,532913.088409
1407,116935.778521,368.949276,9974.667084,532913.088409
1408,116935.778521,368.949276,9974.667084,532913.088409
1409,116935.778521,368.949276,9974.667084,532913.088409
1410,116935.778521,368.949276,9974.667084,532913.088409
1411,116935.778521,368.949276,9974.667084,532913.088409
1412,116935.778521,368.949276,9974.667084,532913.088409
1413,116935.778521,368.949276,9974.667084,532913.088409
1414,116935.778521,368.949276,9974.667084,532913.088409
1415,116935.778521,368.949276,9974.667084,532913.088409
1416,116935.778521,368.949276,9974.667084,532913.088409
1417,113960.788593,368.949276,9974.667084,532913.088409
1418,113960.788593,368.949276,9974.667084,532913.088409
1419,113960.788593,368.949276,9974.667084,532913.088409
1420,128932.584832,368.949276,9974.667084,532913.088409
1421,133881.343949,368.949276,9974.667084,532913.088409
1422,133881.343949,368.949276,9974.667084,532913.088409
1423,133881.343949,368.949276,9974.667084,631587.537431
1424,133881.343949,368.949276,9974.667084,631587.537431
1425,133881.343949,368.949276,9974.667084,552396.209309
1426,133881.343949,368.949276,9974.667084,552396.209309
1427,133881.343949,368.949276,9974.667084,552396.209309
1428,133881.343949,368.949276,9974.667084,552396.209309
1429,133881.343949,368.949276,9974.667084,552396.209309
1430,120140.454563,368.949276,9974.667084,552396.209309
1431,120140.454563,368.949276,9974.667084,552396.209309
1432,120140.454563,368.949276,9974.667084,552396.209309
1433,120140.454563,368.949276,9974.667084,552396.209309
1434,120140.454563,368.949276,10711.902905,552396.209309
1435,120140.454563,368.949276,10711.902905,573415.391650
1436,120140.454563,368.949276,10711.902905,573415.391650
1437,120140.454563,368.949276,10711.902905,573415.391650
1438,120140.454563,368.949276,10711.902905,573415.391650
1439,120140.454563,368.949276,10711.902905,573415.391650
1440,120140.454563,368.949276,10711.902905,573415.391650
1441,120140.454563,368.949276,10711.902905,573415.391650
1442,120140.454563,368.949276,10761.825740,573415.391650
1443,120140.454563,368.949276,9481.813034,573415.391650
1444,120140.454563,368.949276,9481.813034,573415.391650
1445,120140.454563,368.949276,9481.813034,573415.391650
1446,120140.454563,368.949276,9481.813034,573415.391650
1447,120140.454563,368.949276,9481.813034,573415.391650
1448,120140.454563,368.949276,9481.813034,573415.391650
1449,120140.454563,368.949276,9481.813034,573415.391650
1450,120140.454563,368.949276,9481.813034,573415.391650
1451,120140.454563,368.949276,9481.813034,573415.391650
1452,120140.454563,368.949276,9481.813034,573415.391650
1453,120140.454563,368.949276,9481.813034,573415.391650
1454,120140.454563,368.949276,9481.813034,573415.391650
1455,120140.454563,368.949276,9481.813034,573415.391650
1456,120140.454563,368.949276,9481.813034,573415.391650
1457,120140.454563,368.949276,9481.813034,573415.391650
1458,120140.454563,368.949276,9481.813034,480183.364452
1459,120140.454563,368.949276,7319.884833,480183.364452
1460,120140.454563,368.949276,7319.884833,480183.364452
1461,120140.454563,368.949276,7319.884833,480183.364452
1462,119478.818530,368.949276,7319.884833,654330.582390
1463,140489.690510,368.949276,7319.884833,636904.141549
1464,147932.783267,368.949276,7319.884833,549309.830407
1465,147932.783267,368.949276,7319.884833,551869.889442
1466,298502.653382,368.949276,7319.884833,486230.425677
1467,298502.653382,368.949276,7319.884833,486230.425677
1468,298502.653382,368.949276,7319.884833,486230.425677
1469,298502.653382,368.949276,7319.884833,486230.425677
1470,298502.653382,368.949276,7319.884833,486230.425677
1471,298502.653382,368.949276,7036.286274,486230.425677
1472,298502.653382,368.949276,7036.286274,486230.425677
1473,298502.653382,368.949276,7036.286274,486230.425677
1474,298502.653382,368.949276,7036.286274,486230.425677
1475,298502.653382,368.949276,7036.286274,486230.425677
1476,298502.653382,368.949276,6795.055351,486230.425677
1477,298502.653382,368.949276,5327.879751,486230.425677
1478,298502.653382,348.911685,5327.879751,486230.425677
1479,298502.653382,348.911685,5327.879751,486230.425677
1480,298502.653382,348.911685,5327.879751,486230.425677
1481,298502.653382,348.911685,5327.879751,486230.425677
1482,298502.653382,348.911685,5327.879751,375366.051369
1483,298502.653382,348.911685,5327.879751,375366.051369
1484,298502.653382,348.911685,5327.879751,375366.051369
1485,298502.653382,348.911685,5327.879751,375366.051369
1486,298502.653382,348.911685,5327.879751,375366.051369
1487,298502.653382,348.911685,5327.879751,375366.051369
1488,298502.653382,348.911685,5327.879751,375366.051369
1489,298502.653382,348.911685,5327.879751,375366.051369
1490,298502.653382,348.911685,5327.879751,375366.051369
1491,298502.653382,348.911685,5208.416876,375366.051369
1492,298502.653382,348.911685,5208.416876,375366.051369
1493,298502.653382,348.911685,5208.416876,375366.051369
1494,298502.653382,348.911685,5208.416876,360823.025920
1495,298502.653382,348.911685,5208.416876,394698.578246
1496,298502.653382,348.911685,5208.416876,422480.759724
1497,298502.653382,348.911685,5208.416876,422480.759724
1498,298502.653382,348.911685,5208.416876,422480.759724
1499,298502.653382,348.911685,5208.416876,422480.759724
1500,298502.653382,348.911685,5208.416876,422480.759724
1501,298502.653382,348.911685,5208.416876,422480.759724
1502,298502.653382,348.911685,5208.416876,422480.759724
1503,298502.653382,348.911685,5208.416876,422480.759724
1504,341582.886443,348.911685,5208.416876,422480.759724
1505,405883.437514,348.911685,5208.416876,422480.759724
1506,519039.217597,348.911685,5267.446799,422480.759724
1507,596368.506021,348.911685,5267.446799,422480.759724
1508,596368.506021,348.911685,5267.446799,422480.759724
1509,596368.506021,348.911685,5267.446799,479461.252792
1510,596368.506021,370.186686,5267.446799,479461.252792
1511,596368.506021,370.186686,5267.446799,479461.252792
1512,580596.853009,370.186686,5267.446799,479461.252792
1513,580596.853009,370.186686,5267.446799,479461.252792
1514,580596.853009,370.186686,5267.446799,479461.252792
1515,745219.465926,370.186686,5267.446799,479461.252792
1516,878793.847211,370.186686,5267.446799,479461.252792
1517,878793.847211,370.186686,5267.446799,479461.252792
1518,878793.847211,370.186686,5267.446799,577029.543026
1519,749439.336208,370.186686,5267.446799,577029.543026
1520,749439.336208,370.186686,5267.446799,577029.543026
1521,749439.336208,370.186686,5267.446799,577029.543026
1522,749439.336208,370.186686,5267.446799,577029.543026
1523,749439.336208,370.186686,5267.446799,577029.543026
1524,881980.553187,370.186686,5267.446799,577029.543026
1525,890122.638453,370.186686,5267.446799,577029.543026
1526,890122.638453,370.186686,5267.446799,577029.543026
1527,890122.638453,370.186686,5267.446799,577029.543026
1528,890122.638453,370.186686,5267.446799,577029.543026
1529,890122.638453,370.186686,5267.446799,577029.543026
1530,890122.638453,370.186686,5267.446799,577029.543026
1531,890122.638453,370.186686,5267.446799,577029.543026
1532,890122.638453,370.186686,5267.446799,577029.543026
1533,890122.638453,370.186686,5267.446799,577029.543026
1534,890122.638453,370.186686,5267.446799,577029.543026
1535,805852.803252,370.186686,5267.446799,557672.150143
1536,805852.803252,370.186686,5582.243648,557672.150143
1537,805852.803252,370.186686,5582.243648,684165.986524
1538,805852.803252,370.186686,5582.243648,762629.708662
1539,805852.803252,370.186686,5582.243648,694199.739083
1540,805852.803252,370.186686,5582.243648,694199.739083
1541,805852.803252,370.186686,5094.650115,821675.973849
1542,805852.803252,370.186686,5094.650115,821675.973849
1543,996070.998802,370.186686,5094.650115,760473.940679
1544,1088861.816736,370.186686,5094.650115,739016.443186
1545,1509933.619520,370.186686,5094.650115,739016.443186
1546,1509933.619520,370.186686,5094.650115,739016.443186
1547,659262.404480,370.186686,5094.650115,739016.443186
1548,659262.404480,370.186686,5094.650115,739016.443186
1549,659262.404480,370.186686,5094.650115,842950.378215
1550,659262.404480,370.186686,5094.650115,842950.378215
1551,659262.404480,370.186686,5094.650115,842950.378215
1552,659262.404480,370.186686,6789.017016,842950.378215
1553,659262.404480,370.186686,5402.460129,842950.378215
1554,659262.404480,370.186686,5402.460129,842950.378215
1555,659262.404480,370.186686,5070.697206,1030742.445414
1556,659262.404480,370.186686,5070.697206,1030742.445414
1557,659262.404480,370.186686,5070.697206,1030742.445414
1558,659262.404480,370.186686,5070.697206,1030742.445414
1559,659262.404480,370.186686,5070.697206,1030742.445414
1560,659262.404480,370.186686,5070.697206,1030742.445414
1561,556851.222874,370.186686,5070.697206,1030742.445414
1562,556851.222874,330.882237,5070.697206,1030742.445414
1563,556851.222874,330.882237,5193.819817,1030742.445414
1564,556851.222874,330.882237,6383.892353,1030742.445414
1565,556851.222874,330.882237,6383.892353,1030742.445414
1566,556851.222874,330.882237,6383.892353,1111260.240087
1567,556851.222874,330.882237,6383.892353,1111260.240087
1568,556851.222874,330.882237,6383.892353,1508867.167296
1569,556851.222874,330.882237,6383.892353,1508867.167296
1570,556851.222874,330.882237,6383.892353,1508867.167296
1571,556851.222874,330.882237,6383.892353,1721925.781468
1572,556851.222874,330.882237,6383.892353,1721925.781468
1573,556851.222874,330.882237,6383.892353,1721925.781468
1574,556851.222874,330.882237,6882.578456,1721925.781468
1575,556851.222874,330.882237,6882.578456,1721925.781468
1576,556851.222874,330.882237,9345.152723,1721925.781468
1577,556851.222874,330.882237,9345.152723,1721925.781468
1578,556851.222874,330.882237,9345.152723,1998561.103227
1579,556851.222874,330.882237,9345.152723,1662657.855806
1580,556851.222874,330.882237,9345.152723,1662657.855806
1581,556851.222874,330.882237,9345.152723,1662657.855806
1582,556851.222874,330.882237,8563.199705,1662657.855806
1583,556851.222874,330.882237,8563.199705,1662657.855806
1584,522347.945621,330.882237,8563.199705,1662657.855806
1585,522347.945621,330.882237,8563.199705,1662657.855806
1586,522347.945621,330.882237,8563.199705,1662657.855806
1587,522347.945621,330.882237,8563.199705,1642249.431863
1588,658047.017867,330.882237,8563.199705,1642249.431863
1589,658047.017867,330.882237,12055.021872,1642249.431863
1590,674179.009737,330.882237,12055.021872,1642249.431863
1591,705076.034409,330.882237,12055.021872,1535080.974680
1592,632483.081362,330.882237,12055.021872,1535080.974680
1593,632483.081362,330.882237,12055.021872,1535080.974680
1594,632483.081362,330.882237,12055.021872,1535080.974680
1595,632483.081362,330.882237,12055.021872,1535080.974680
1596,632483.081362,355.338015,12055.021872,1535080.974680
1597,632483.081362,355.338015,12055.021872,1535080.974680
1598,632483.081362,355.338015,12055.021872,1535080.974680
1599,632483.081362,355.338015,12055.021872,1535080.974680
1600,632483.081362,355.338015,12055.021872,1535080.974680
1601,632483.081362,355.338015,12055.021872,1535080.974680
1602,491556.612675,355.338015,12055.021872,1535080.974680
1603,562971.868094,355.338015,12055.021872,1535080.974680
1604,562971.868094,356.994068,12055.021872,1535080.974680
1605,607993.645293,356.994068,12055.021872,1535080.974680
1606,607993.645293,315.380688,12055.021872,1535080.974680
1607,607993.645293,315.380688,12055.021872,1535080.974680
1608,587019.192027,315.380688,12055.021872,1535080.974680
1609,587019.192027,315.380688,12055.021872,1535080.974680
1610,587019.192027,315.380688,12055.021872,1535080.974680
1611,587019.192027,315.380688,12055.021872,1535080.974680
1612,587019.192027,315.380688,12055.021872,1535080.974680
1613,587019.192027,315.380688,12055.021872,1535080.974680
1614,587019.192027,315.380688,12055.021872,1535080.974680
1615,587019.192027,315.380688,12055.021872,1535080.974680
1616,587019.192027,315.380688,12055.021872,1535080.974680
1617,587019.192027,315.380688,12055.021872,1535080.974680
1618,587019.192027,315.380688,12055.021872,1535080.974680
1619,587019.192027,315.380688,12055.021872,1535080.974680
1620,587019.192027,315.380688,12055.021872,1408883.237038
1621,587019.192027,315.380688,12055.021872,1456536.208730
1622,587019.192027,281.022244,12055.021872,1795808.485493
1623,587019.192027,281.022244,12055.021872,1660034.567955
1624,587019.192027,281.022244,12055.021872,1660034.567955
1625,587019.192027,281.022244,12055.021872,1784147.561235
1626,587019.192027,281.022244,12055.021872,1784147.561235
1627,587019.192027,281.022244,12055.021872,1784147.561235
1628,587019.192027,281.022244,11268.345944,1784147.561235
1629,587019.192027,281.022244,11268.345944,1784147.561235
1630,587019.192027,281.022244,11268.345944,1784147.561235
1631,587019.192027,281.022244,11268.345944,1784147.561235
1632,587019.192027,281.022244,11268.345944,1784147.561235
1633,587019.192027,270.134436,11268.345944,1784147.561235
1634,587019.192027,270.134436,11268.345944,1784147.561235
1635,587019.192027,270.134436,11268.345944,1784147.561235
1636,592965.322481,270.134436,11268.345944,1784147.561235
1637,592965.322481,270.134436,11268.345944,1784147.561235
1638,592965.322481,270.134436,11268.345944,1784147.561235
1639,592965.322481,270.134436,11268.345944,1784147.561235
1640,592965.322481,270.134436,11268.345944,1784147.561235
1641,592965.322481,270.134436,11268.345944,1784147.561235
1642,592965.322481,241.206644,11268.345944,1784147.561235
1643,592965.322481,241.206644,11268.345944,1784147.561235
1644,592965.322481,241.206644,11268.345944,1784147.561235
1645,592965.322481,241.206644,11268.345944,1784147.561235
1646,592965.322481,241.206644,11268.345944,1784147.561235
1647,592965.322481,241.206644,11268.345944,1784147.561235
1648,592965.322481,241.206644,11268.345944,1978776.332931
1649,592965.322481,241.206644,11268.345944,1978776.332931
1650,592965.322481,241.206644,11268.345944,1978776.332931
1651,592965.322481,241.206644,11268.345944,1978776.332931
1652,592965.322481,241.206644,11268.345944,1978776.332931
1653,592965.322481,241.206644,11268.345944,1978776.332931
1654,592965.322481,241.206644,11268.345944,2545498.342443
1655,592965.322481,241.206644,11268.345944,2552473.504882
1656,592965.322481,241.206644,11268.345944,3587875.090072
1657,592965.322481,241.206644,10341.984541,3085248.924077
1658,592965.322481,241.206644,10341.984541,3085248.924077
1659,592965.322481,241.206644,10341.984541,3085248.924077
1660,592965.322481,241.206644,10341.984541,3085248.924077
1661,592965.322481,241.206644,10341.984541,3085248.924077
1662,592965.322481,241.206644,10341.984541,3085248.924077
1663,592965.322481,241.206644,10341.984541,3085248.924077
1664,592965.322481,241.206644,10341.984541,3085248.924077
1665,592965.322481,241.206644,10341.984541,3085248.924077
1666,592965.322481,241.206644,10341.984541,3085248.924077
1667,560761.446469,241.206644,10341.984541,3085248.924077
1668,560761.446469,241.206644,10341.984541,3085248.924077
1669,560761.446469,241.206644,10341.984541,3085248.924077
1670,560761.446469,241.206644,10341.984541,3085248.924077
1671,560761.446469,241.206644,10341.984541,3085248.924077
1672,560761.446469,241.206644,10341.984541,3085248.924077
1673,560761.446469,241.206644,10341.984541,3085248.924077
1674,560761.446469,241.206644,10341.984541,3085248.924077
1675,560761.446469,241.206644,10341.984541,3085248.924077
1676,560761.446469,241.206644,10341.984541,3085248.924077
1677,560761.446469,241.206644,10341.984541,3085248.924077
1678,560761.446469,241.206644,10341.984541,3085248.924077
1679,560761.446469,241.206644,10341.984541,3085248.924077
1680,560761.446469,241.206644,10341.984541,3085248.924077
1681,560761.446469,241.206644,10341.984541,3085248.924077
1682,560761.446469,241.206644,10341.984541,3085248.924077
1683,560761.446469,241.206644,10341.984541,3085248.924077
1684,560761.446469,241.206644,11012.545081,3085248.924077
1685,560761.446469,241.206644,11012.545081,3085248.924077
1686,560761.446469,241.206644,11012.545081,3085248.924077
1687,560761.446469,241.206644,11012.545081,3085248.924077
1688,560761.446469,241.206644,11012.545081,3006756.399467
1689,560761.446469,241.206644,11012.545081,3006756.399467
1690,560761.446469,241.206644,10678.572399,3006756.399467
1691,560761.446469,241.206644,10678.572399,3401774.235940
1692,560761.446469,241.206644,10678.572399,3532342.945836
1693,560761.446469,241.206644,10678.572399,3532342.945836
1694,560761.446469,241.206644,10678.572399,3532342.945836
1695,560761.446469,241.206644,10678.572399,3532342.945836
1696,560761.446469,241.206644,10678.572399,3532342.945836
1697,560761.446469,241.206644,10678.572399,3532342.945836
1698,664592.311138,241.206644,10678.572399,3532342.945836
1699,664592.311138,241.206644,10678.572399,3532342.945836
1700,581262.693849,241.206644,10678.572399,3532342.945836
1701,581262.693849,241.206644,10678.572399,3169801.517266
1702,581262.693849,241.206644,10678.572399,3169801.517266
1703,581262.693849,241.206644,10678.572399,3169801.517266
1704,581262.693849,241.206644,10678.572399,3169801.517266
1705,581262.693849,241.206644,10678.572399,3169801.517266
1706,581262.693849,241.206644,10678.572399,3169801.517266
1707,581262.693849,241.206644,10678.572399,3169801.517266
1708,581262.693849,241.206644,10678.572399,3169801.517266
1709,581262.693849,241.206644,10678.572399,3169801.517266
1710,603380.272399,241.206644,10678.572399,3169801.517266
1711,603380.272399,241.206644,10678.572399,3169801.517266
1712,603380.272399,241.206644,10678.572399,3169801.517266
1713,603380.272399,241.206644,10678.572399,3169801.517266
1714,603380.272399,241.206644,10678.572399,3169801.517266
1715,603380.272399,241.206644,10678.572399,3169801.517266
1716,603380.272399,241.206644,10678.572399,3169801.517266
1717,603380.272399,241.206644,10678.572399,3169801.517266
1718,603380.272399,241.206644,10678.572399,3169801.517266
1719,603380.272399,241.206644,10678.572399,3169801.517266
1720,603380.272399,241.206644,10678.572399,3169801.517266
1721,603380.272399,241.206644,10678.572399,3169801.517266
1722,603380.272399,241.206644,10678.572399,3169801.517266
1723,603380.272399,241.206644,10678.572399,3169801.517266
1724,603380.272399,241.206644,10678.572399,3169801.517266
1725,603380.272399,241.206644,10678.572399,3169801.517266
1726,603380.272399,241.206644,10678.572399,3169801.517266
1727,603380.272399,241.206644,10678.572399,3169801.517266
1728,603380.272399,241.206644,10678.572399,3169801.517266
1729,603380.272399,241.206644,10678.572399,3169801.517266
1730,603380.272399,241.206644,10678.572399,3169801.517266
1731,603380.272399,241.206644,11977.537180,3169801.517266
1732,603380.272399,241.206644,11977.537180,3169801.517266
1733,505276.233362,241.206644,11977.537180,3152344.825371
1734,505276.233362,241.206644,11977.537180,3706698.428605
1735,505276.233362,241.206644,11977.537180,3903077.964538
1736,505276.233362,241.206644,11977.537180,3903077.964538
1737,688523.835932,241.206644,11977.537180,7875733.174477
1738,670186.744227,241.206644,11977.537180,7875733.174477
1739,578015.030515,241.206644,11977.537180,7875733.174477
1740,580708.870164,241.206644,12587.797811,7875733.174477
1741,511639.294943,241.206644,11889.705654,7875733.174477
1742,511639.294943,241.206644,11889.705654,7875733.174477
1743,511639.294943,241.206644,11889.705654,7875733.174477
1744,511639.294943,241.206644,11889.705654,7875733.174477
1745,511639.294943,241.206644,11889.705654,7875733.174477
1746,511639.294943,241.206644,11889.705654,7875733.174477
1747,511639.294943,241.206644,11889.705654,7875733.174477
1748,511639.294943,241.206644,11889.705654,7875733.174477
1749,511639.294943,241.206644,11889.705654,7875733.174477
1750,511639.294943,241.206644,11889.705654,7875733.174477
