day,ad_equity,small_equity,ddbudget_equity,turtle_equity
217,1.007508,0.803127,1.006023,1.926334
218,1.007979,0.792197,1.005058,1.926334
219,1.008450,0.781415,1.003181,1.926334
220,1.008922,0.770781,1.001308,1.926334
221,1.009393,0.760291,0.999439,1.926334
222,1.009865,0.749944,0.997572,1.926334
223,1.009865,0.759067,0.995710,1.926334
224,1.016335,0.770583,0.996154,1.926334
225,1.022846,0.782272,1.002341,1.926334
226,1.029398,0.794140,1.008566,1.926334
227,1.035993,0.812105,1.014830,1.926334
228,1.042630,0.830476,1.020863,1.926334
229,1.049309,0.849263,1.026931,1.926334
230,1.056031,0.868475,1.031290,1.926334
231,1.062796,0.888122,1.035666,1.926334
232,1.069605,0.908213,1.045326,1.926334
233,1.076457,0.928759,1.060594,1.926334
234,1.083353,0.949769,1.076084,1.926334
235,1.090293,0.971255,1.091801,1.926334
236,1.097278,0.993227,1.107747,1.926334
237,1.104307,1.015695,1.123926,1.926334
238,1.111382,1.038672,1.140342,1.926334
239,1.118502,1.062169,1.156997,1.926334
240,1.125667,1.086198,1.173896,1.926334
241,1.132878,1.110770,1.191041,3.232290
242,1.140136,1.135897,1.208437,3.232290
243,1.147440,1.161594,1.226087,3.232290
244,1.154791,1.187871,1.242604,3.232290
245,1.154791,1.193884,1.259344,3.232290
246,1.142274,1.192348,1.266249,3.232290
247,1.129894,1.183933,1.265938,3.232290
248,1.117647,1.172785,1.263191,3.232290
249,1.105534,1.161742,1.259457,3.232290
250,1.093552,1.150803,1.255734,3.232290
251,1.081699,1.139968,1.252023,3.232290
252,1.069975,1.129234,1.248322,3.232290
253,1.058378,1.118601,1.241148,3.137038
254,1.046907,1.108068,1.234654,3.137038
255,1.035560,1.097635,1.228194,3.137038
256,1.024336,1.085423,1.224874,3.137038
257,1.013234,1.073348,1.220864,3.137038
258,1.002252,1.065549,1.220038,3.137038
259,0.991389,1.057807,1.219682,3.137038
260,0.980644,1.050121,1.219327,3.137038
261,0.970015,1.042491,1.218972,3.137038
262,0.959502,1.034917,1.218617,3.137038
263,0.949102,1.027397,1.218262,3.137038
264,0.938815,1.019932,1.217907,3.137038
265,0.928640,1.012522,1.219993,3.137038
266,0.918575,1.005165,1.223338,3.137038
267,0.918575,0.997862,1.225808,3.627351
268,0.913361,0.996456,1.230497,3.627351
269,0.908176,0.997761,1.234761,3.627351
270,0.903021,0.999068,1.239375,3.627351
271,0.897895,1.000377,1.244007,3.627351
272,0.892798,1.001688,1.248656,3.627351
273,0.887731,1.003000,1.253322,3.627351
274,0.882691,1.004314,1.258006,3.627351
275,0.877681,1.005630,1.262414,3.627351
276,0.872699,1.006947,1.266837,3.627351
277,0.867745,1.008266,1.271276,3.627351
278,0.862820,1.008828,1.279433,3.627351
279,0.857922,1.009389,1.287545,3.627351
280,0.853052,1.009951,1.295709,3.627351
281,0.848210,1.010514,1.302831,2.267248
282,0.843395,1.011076,1.309991,2.267248
283,0.838608,1.011639,1.315841,2.267248
284,0.833847,1.012202,1.321716,2.267248
285,0.829114,1.012766,1.327618,2.267248
286,0.824408,1.013330,1.333547,2.267248
287,0.819728,1.013894,1.335797,2.267248
288,0.815075,1.014458,1.340122,2.267248
289,0.815075,1.011801,1.344461,2.267248
290,0.815786,1.005142,1.349658,2.267248
291,0.816498,1.008052,1.354538,2.267248
292,0.817211,1.010971,1.360719,2.267248
293,0.817924,1.013898,1.366928,2.267248
294,0.818638,1.016833,1.373165,2.267248
295,0.819353,1.019777,1.379431,2.267248
296,0.820068,1.022730,1.385726,2.092764
297,0.820784,1.025691,1.392049,2.092764
298,0.821500,1.028660,1.398401,2.092764
299,0.822217,1.023672,1.398081,2.092764
300,0.822935,1.018707,1.395811,2.092764
301,0.823653,1.020748,1.393544,2.092764
302,0.824372,1.021099,1.392237,2.092764
303,0.825091,1.021449,1.390699,2.092764
304,0.825811,1.021800,1.390502,2.092764
305,0.826532,1.022151,1.389760,2.092764
306,0.827253,1.022502,1.389019,2.092764
307,0.827975,1.022853,1.388278,2.092764
308,0.828698,1.023204,1.387537,2.092764
309,0.829421,1.023556,1.384551,2.092764
310,0.830145,1.023907,1.381571,2.092764
311,0.830145,1.026631,1.378597,2.092764
312,0.831558,1.026988,1.375748,2.092764
313,0.832974,1.025185,1.372978,2.092764
314,0.834392,1.023386,1.369924,2.092764
315,0.835812,1.021590,1.366878,2.092764
316,0.837235,1.019796,1.364501,2.069570
317,0.838660,1.018006,1.362128,2.069570
318,0.840088,1.016220,1.359759,2.069570
319,0.841518,1.014436,1.357395,2.069570
320,0.842950,1.012655,1.355035,2.069570
321,0.844385,1.010878,1.354433,2.069570
322,0.845823,1.009103,1.353831,2.069570
323,0.847262,1.009800,1.353230,2.069570
324,0.848705,1.010497,1.352959,2.069570
325,0.850149,1.011195,1.352689,2.069570
326,0.851597,1.011893,1.352552,2.069570
327,0.853046,1.012591,1.351841,2.069570
328,0.854498,1.013290,1.351415,2.069570
329,0.855953,1.013990,1.350990,2.069570
330,0.857410,1.014690,1.350564,2.069570
331,0.858870,1.015390,1.350138,2.069570
332,0.860332,1.016091,1.349713,2.069570
333,0.860332,1.016778,1.349288,2.069570
334,0.870924,1.016939,1.348478,2.069570
335,0.881646,1.017100,1.351160,2.069570
336,0.892501,1.017260,1.354040,2.069570
337,0.903489,1.017421,1.356927,2.069570
338,0.914613,1.017085,1.359820,2.069570
339,0.925874,1.017592,1.362653,2.069570
340,0.937273,1.018099,1.364486,2.069570
341,0.948812,1.018607,1.366321,2.069570
342,0.960494,1.019115,1.368159,2.069570
343,0.972319,1.019623,1.370000,2.069570
344,0.984290,1.020132,1.371843,2.069570
345,0.996409,1.019683,1.373688,2.069570
346,1.008676,1.019234,1.375407,2.069570
347,1.021095,1.018785,1.377128,2.069570
348,1.033666,1.018336,1.379108,2.069570
349,1.046393,1.017888,1.382137,2.069570
350,1.059276,1.017439,1.389392,2.069570
351,1.072317,1.016991,1.396685,2.069570
352,1.085519,1.016543,1.404016,2.069570
353,1.098884,1.016096,1.411386,2.069570
354,1.112413,1.024277,1.418795,2.069570
355,1.112413,1.034759,1.431384,2.069570
356,1.110382,1.054432,1.437857,2.069570
357,1.108354,1.074480,1.442340,2.069570
358,1.106329,1.094909,1.446838,2.069570
359,1.104309,1.115726,1.457768,2.069570
360,1.102292,1.136939,1.468780,2.069570
361,1.100279,1.164153,1.479876,2.069570
362,1.098269,1.192018,1.493484,2.069570
363,1.096264,1.220551,1.507217,2.069570
364,1.094262,1.249766,1.521077,2.069570
365,1.092263,1.279681,1.535064,2.069570
366,1.090268,1.310311,1.549179,2.069570
367,1.088277,1.341675,1.563425,2.069570
368,1.086289,1.373790,1.577801,2.069570
369,1.084306,1.406673,1.592310,2.069570
370,1.082325,1.440344,1.606952,2.069570
371,1.080349,1.474820,1.617906,2.139884
372,1.078375,1.510122,1.643367,2.139884
373,1.076406,1.546268,1.664835,2.139884
374,1.074440,1.583280,1.686583,2.139884
375,1.072478,1.621178,1.708615,2.139884
376,1.070519,1.632287,1.730935,2.139884
377,1.070519,1.643472,1.743690,2.139884
378,1.062893,1.631911,1.762088,2.139884
379,1.055322,1.620431,1.768338,2.139884
380,1.047804,1.609031,1.774611,2.139884
381,1.040340,1.597712,1.780906,2.139884
382,1.032929,1.593868,1.787224,2.139884
383,1.025571,1.581157,1.797030,2.139884
384,1.018265,1.568547,1.805961,2.139884
385,1.011011,1.556038,1.814937,3.188490
386,1.003809,1.543629,1.823957,3.188490
387,0.996658,1.531318,1.833023,3.188490
388,0.989559,1.519106,1.842133,3.188490
389,0.982509,1.506991,1.851288,3.188490
390,0.975510,1.494973,1.860489,3.188490
391,0.968561,1.483051,1.869736,3.188490
392,0.961662,1.468101,1.879029,3.188490
393,0.954811,1.453302,1.872101,3.188490
394,0.948010,1.438651,1.866440,3.188490
395,0.941256,1.424149,1.860797,3.188490
396,0.934551,1.409793,1.855170,3.188490
397,0.927894,1.400475,1.849561,5.019618
398,0.921284,1.391220,1.844611,5.019618
399,0.921284,1.394129,1.838797,5.019618
400,0.920128,1.398127,1.836786,5.019618
401,0.918974,1.402137,1.834535,5.019618
402,0.917822,1.406158,1.832287,5.019618
403,0.916670,1.410191,1.830041,5.019618
404,0.915521,1.409334,1.828169,5.019618
405,0.914372,1.408478,1.824346,5.019618
406,0.913225,1.407622,1.820531,5.019618
407,0.912080,1.406767,1.816724,5.019618
408,0.910936,1.405912,1.810699,5.019618
409,0.909793,1.405058,1.804693,5.019618
410,0.908652,1.404204,1.798708,5.019618
411,0.907513,1.403351,1.792743,5.019618
412,0.906374,1.402498,1.790621,5.019618
413,0.905238,1.405516,1.788501,5.019618
414,0.904102,1.408540,1.786877,5.019618
415,0.902968,1.411570,1.785763,5.097445
416,0.901836,1.414607,1.784638,5.097445
417,0.900704,1.417650,1.782637,5.097445
418,0.899575,1.420700,1.780639,5.097445
419,0.898446,1.423757,1.778643,5.097445
420,0.897319,1.426820,1.776649,5.097445
421,0.897319,1.428713,1.775989,5.097445
422,0.903357,1.430718,1.775555,5.097445
423,0.909435,1.430774,1.777126,5.110094
424,0.915554,1.430831,1.778455,5.110094
425,0.921714,1.430887,1.779786,5.110094
426,0.927916,1.430944,1.780762,5.110094
427,0.934159,1.440315,1.781883,5.110094
428,0.940445,1.449747,1.784166,5.110094
429,0.946773,1.453922,1.786219,5.110094
430,0.953143,1.458475,1.787620,5.110094
431,0.959556,1.463043,1.789067,5.110094
432,0.966012,1.467625,1.790515,5.110094
433,0.972512,1.472222,1.791964,5.110094
434,0.979055,1.476832,1.793203,5.110094
435,0.985643,1.481458,1.794443,5.110094
436,0.992275,1.486098,1.796996,5.110094
437,0.998951,1.490752,1.799551,5.110094
438,1.005672,1.495421,1.801668,5.110094
439,1.012439,1.500104,1.805460,5.110094
440,1.019251,1.504803,1.809261,5.110094
441,1.026109,1.509515,1.813070,5.110094
442,1.033013,1.514243,1.814174,5.110094
443,1.033013,1.518986,1.817835,5.110094
444,1.040533,1.525078,1.820281,5.110094
445,1.048107,1.532535,1.827679,5.110094
446,1.055736,1.540029,1.835644,5.110094
447,1.063421,1.547560,1.843422,5.509276
448,1.071162,1.543711,1.849372,5.509276
449,1.078960,1.543534,1.853677,5.509276
450,1.086814,1.543357,1.859457,5.509276
451,1.094725,1.541451,1.867059,5.509276
452,1.102694,1.539548,1.873994,5.509276
453,1.110721,1.537647,1.880955,5.509276
454,1.118806,1.535748,1.887941,5.509276
455,1.126950,1.534874,1.894954,5.509276
456,1.135154,1.530317,1.902413,5.509276
457,1.143417,1.525774,1.915925,5.509276
458,1.151740,1.518728,1.929532,5.509276
459,1.160124,1.511715,1.942176,5.509276
460,1.168569,1.504734,1.954902,5.509276
461,1.177075,1.497785,1.967712,5.942892
462,1.185643,1.490869,1.980605,5.942892
463,1.194274,1.483984,1.993583,5.942892
464,1.202968,1.477131,2.004894,5.942892
465,1.202968,1.470310,2.018429,5.942892
466,1.202057,1.463520,2.027157,5.942892
467,1.201147,1.460130,2.035413,5.942892
468,1.200238,1.456749,2.044170,5.942892
469,1.199330,1.453374,2.052964,5.942892
470,1.198422,1.444041,2.057922,5.942892
471,1.197515,1.434767,2.062265,5.942892
472,1.196609,1.425553,2.060666,5.942892
473,1.195703,1.416398,2.058598,5.942892
474,1.194798,1.407302,2.056533,5.942892
475,1.193893,1.398264,2.054469,5.942892
476,1.192990,1.389284,2.052408,5.942892
477,1.192087,1.382120,2.050348,5.303101
478,1.191185,1.374993,2.048550,5.303101
479,1.190283,1.365168,2.047296,5.303101
480,1.189382,1.355646,2.045635,5.303101
481,1.188482,1.346191,2.041783,5.303101
482,1.187582,1.336802,2.037939,5.303101
483,1.186683,1.327478,2.034102,5.303101
484,1.185785,1.318220,2.030272,5.303101
485,1.184888,1.309025,2.026449,5.303101
486,1.183991,1.299895,2.021692,5.303101
487,1.183991,1.290829,2.016945,5.303101
488,1.177437,1.281826,2.012719,5.303101
489,1.170919,1.272886,2.004787,5.303101
490,1.164437,1.264008,1.996887,5.303101
491,1.157992,1.255192,1.989018,5.303101
492,1.151582,1.246437,1.981470,5.303101
493,1.145207,1.237744,1.976542,5.303101
494,1.138868,1.229111,1.972575,5.303101
495,1.132563,1.220538,1.968735,5.303101
496,1.126294,1.212026,1.964903,5.303101
497,1.120059,1.203572,1.961079,5.303101
498,1.113859,1.192422,1.957262,5.303101
499,1.107693,1.186026,1.952705,5.303101
500,1.101562,1.179664,1.949428,6.313263
501,1.095464,1.198749,1.946157,6.313263
502,1.089400,1.218142,1.952488,6.313263
503,1.083369,1.237850,1.955748,6.313263
504,1.077372,1.257876,1.959014,6.313263
505,1.071408,1.278226,1.964815,5.445792
506,1.065478,1.298905,1.970634,5.445792
507,1.059580,1.319919,1.976470,5.445792
508,1.053714,1.341273,1.980191,5.445792
509,1.053714,1.362973,1.983919,5.445792
510,1.043572,1.365344,1.988753,5.445792
511,1.033526,1.374339,1.988812,5.445792
512,1.023578,1.383393,1.989836,5.445792
513,1.013725,1.392507,1.990861,5.445792
514,1.003967,1.401681,1.986540,5.445792
515,0.994304,1.410915,1.982228,5.445792
516,0.984733,1.420211,1.976847,5.445792
517,0.975254,1.429567,1.971480,5.445792
518,0.965866,1.438985,1.966128,5.445792
519,0.956569,1.448466,1.960790,5.445792
520,0.947362,1.453521,1.954209,5.445792
521,0.938243,1.458594,1.947044,5.445792
522,0.929211,1.456786,1.939906,5.445792
523,0.920267,1.451036,1.931876,5.445792
524,0.911409,1.448400,1.924748,5.445792
525,0.902636,1.445768,1.916697,5.445792
526,0.893947,1.443142,1.908679,5.445792
527,0.885342,1.440520,1.900696,5.445792
528,0.876820,1.437902,1.892402,5.445792
529,0.868380,1.435290,1.887560,5.445792
530,0.860021,1.432682,1.882729,5.445792
531,0.860021,1.430079,1.877911,5.445792
532,0.888397,1.420625,1.876265,5.445792
533,0.917709,1.411234,1.884038,5.445792
534,0.947989,1.401904,1.897127,5.445792
535,0.979267,1.392636,1.919644,5.445792
536,1.011577,1.383430,1.921093,5.445792
537,1.044954,1.374284,1.925075,5.445792
538,1.079431,1.365199,1.929067,5.445792
539,1.115046,1.356174,1.933206,5.445792
540,1.151837,1.347208,1.952237,5.445792
541,1.189841,1.331634,1.971455,5.445792
542,1.229099,1.316239,1.989886,5.445792
543,1.269652,1.301022,2.008490,5.445792
544,1.311543,1.294138,2.025720,5.445792
545,1.354817,1.277936,2.045215,5.445792
546,1.399518,1.266803,2.062988,5.445792
547,1.445694,1.255767,2.082225,5.445792
548,1.493394,1.244827,2.101642,5.080804
549,1.542668,1.233983,2.121446,5.080804
550,1.593567,1.223233,2.141438,5.080804
551,1.646146,1.212577,2.161617,5.080804
552,1.700459,1.202014,2.181987,5.080804
553,1.700459,1.191542,2.202549,5.080804
554,1.677096,1.181162,2.199081,5.080804
555,1.654054,1.170872,2.185547,5.080804
556,1.631329,1.160672,2.184952,5.080804
557,1.608915,1.159376,2.214481,5.080804
558,1.586810,1.141062,2.247771,5.080804
559,1.565008,1.123037,2.276061,5.080804
560,1.543506,1.105297,2.306323,5.080804
561,1.522300,1.087837,2.336988,5.080804
562,1.501384,1.070653,2.332299,5.080804
563,1.480756,1.053740,2.327619,5.080804
564,1.460412,1.037095,2.322948,5.080804
565,1.440347,1.020712,2.318287,5.080804
566,1.420557,1.010602,2.313636,5.080804
567,1.401040,0.998404,2.311265,5.080804
568,1.381791,0.986352,2.308063,5.080804
569,1.362806,0.974446,2.304864,5.080804
570,1.344082,0.962683,2.301671,5.080804
571,1.325615,0.951063,2.291372,5.080804
572,1.307402,0.939583,2.281119,5.080804
573,1.289439,0.928241,2.270912,5.080804
574,1.271723,0.917036,2.260751,5.080804
575,1.271723,0.905967,2.250635,5.080804
576,1.269792,0.895031,2.245718,5.080804
577,1.267864,0.884227,2.240243,5.080804
578,1.265938,0.872017,2.234782,5.080804
579,1.264016,0.869855,2.230581,5.080804
580,1.262096,0.863426,2.230599,5.080804
581,1.260180,0.857044,2.238189,5.080804
582,1.258266,0.850710,2.229906,5.080804
583,1.256355,0.844422,2.229985,5.080804
584,1.254447,0.838181,2.230063,5.080804
585,1.252542,0.831986,2.217769,5.080804
586,1.250640,0.825837,2.205543,5.080804
587,1.248741,0.819733,2.193384,5.080804
588,1.246844,0.811318,2.181292,5.080804
589,1.244951,0.802989,2.168222,5.080804
590,1.243060,0.794746,2.155230,5.080804
591,1.241172,0.786588,2.142316,5.080804
592,1.239288,0.778513,2.142138,5.080804
593,1.237406,0.770521,2.141960,5.080804
594,1.235526,0.762611,2.131374,5.080804
595,1.233650,0.754783,2.120839,5.080804
596,1.231777,0.750427,2.110357,5.080804
597,1.231777,0.745689,2.105907,5.080804
598,1.225162,0.740981,2.101810,5.080804
599,1.218582,0.736303,2.095839,5.080804
600,1.212038,0.731655,2.089885,5.080804
601,1.205529,0.730632,2.083948,5.080804
602,1.199054,0.731012,2.079735,5.080804
603,1.192615,0.731391,2.077130,5.608648
604,1.186210,0.731771,2.074529,5.608648
605,1.179840,0.732151,2.071930,5.608648
606,1.173503,0.732531,2.070081,5.608648
607,1.167201,0.732911,2.068233,5.608648
608,1.160933,0.733292,2.066631,5.608648
609,1.154698,0.733672,2.065029,5.608648
610,1.148497,0.734053,2.063429,5.608648
611,1.142329,0.735732,2.061830,5.608648
612,1.136194,0.737415,2.060840,5.608648
613,1.130093,0.739102,2.059851,5.608648
614,1.124024,0.740792,2.058862,5.608648
615,1.117987,0.742487,2.058189,5.608648
616,1.111983,0.744185,2.057250,5.608648
617,1.106011,0.745887,2.056311,5.608648
618,1.100072,0.747593,2.055373,5.608648
619,1.100072,0.749303,2.054436,5.608648
620,1.099441,0.751017,2.055337,5.608648
621,1.098812,0.752735,2.056043,5.981248
622,1.098182,0.754244,2.056505,5.981248
623,1.097554,0.756890,2.056871,5.981248
624,1.096925,0.759562,2.057752,5.981248
625,1.096297,0.761117,2.058641,5.981248
626,1.095669,0.762675,2.059022,5.981248
627,1.095041,0.764237,2.059403,5.981248
628,1.094414,0.765802,2.059783,5.981248
629,1.093787,0.767370,2.059387,5.981248
630,1.093161,0.768941,2.061443,5.981248
631,1.092535,0.775768,2.063502,5.981248
632,1.091909,0.778392,2.067912,5.981248
