ep,cp,window,ret_pct,sharpe,max_dd_pct,trades,win_rate_pct,pass
30,5,1,1164.0670,8.5802,44.05,29,62.07,1
30,6,0,150.8953,4.6948,47.32,24,50.00,1
30,6,1,1558.5326,9.0681,38.19,29,65.52,1
30,7,0,150.8953,4.6948,47.32,24,50.00,1
30,7,1,2595.9498,10.0914,38.19,29,68.97,1
30,8,0,55.3565,3.0681,46.01,24,50.00,1
30,8,1,2329.3332,9.8417,38.19,29,65.52,1
30,9,0,41.9434,2.6760,46.01,24,50.00,1
30,9,1,2393.8892,9.9425,38.19,29,65.52,1
30,10,0,41.9434,2.6760,46.01,24,50.00,1
30,10,1,2486.4019,10.0485,38.19,29,65.52,1
30,11,0,39.6533,2.5716,45.18,24,50.00,1
30,11,1,2474.0690,9.6822,35.65,30,60.00,1
30,12,0,-2.1528,1.1820,47.94,25,44.00,0
30,12,1,1630.4782,8.4660,32.26,31,54.84,1
30,13,0,-2.1528,1.1820,47.94,25,44.00,0
30,13,1,1691.3701,8.3505,32.26,31,54.84,1
30,14,0,24.9829,2.1386,45.18,25,44.00,1
30,14,1,1067.1409,7.5095,32.26,32,56.25,1
30,15,0,46.8049,2.5204,45.18,25,44.00,1
30,15,1,1377.2738,8.1627,32.26,31,58.06,1
30,16,0,47.8056,2.1921,56.27,27,40.74,1
30,16,1,2143.4955,8.3609,30.62,31,61.29,1
30,17,0,-5.1314,0.8877,57.21,27,40.74,0
30,17,1,1694.1077,7.9518,30.62,32,59.38,1
30,18,0,45.6790,2.2161,54.21,28,50.00,1
30,18,1,1829.0923,8.1401,30.62,32,59.38,1
30,19,0,30.3325,1.8853,54.21,28,46.43,1
30,19,1,1903.8333,8.3184,30.62,32,59.38,1
30,20,0,79.5605,2.5853,56.27,29,44.83,1
30,20,1,1851.8138,9.1081,30.62,32,62.50,1
